DLS C6-C7,L C7,R C7,L Neck problems,neck pain,R neck,L Shoulder problems,L Shoulder trouble,R Shoulder problems,R Shoulder trouble,L Elbow problems,R Elbow trouble,L Arm,L Wrist problems,R Wrist problems,L lower arm disorders,R lower arm disorders,L Hand problems,R Hand problems,L bend of arm problems,R Armband,R bend of arm discomfort,L Medial elbow problems,R Medial elbow problems,L Finger trouble,R Finger trouble
0.264488,-0.371819,0.7331,0.539161,-1.263528,1.043239,-0.378866,-1.315722,1.344917,-0.116268,-0.479335,0.537895,0.490577,0.071805,-0.323352,-0.766952,0.052096,0.315952,-0.956188,-1.824259,0.763346,0.880239,1.072492,0.763839,-0.1083,0.302345
-0.29723,-0.195046,-0.420018,-0.355487,0.247456,-0.797555,-1.177938,-0.230168,0.342148,-0.297468,0.728467,0.745204,-0.603895,-1.010924,0.368737,-0.488825,-0.892043,0.427955,0.755602,-0.470582,0.689404,1.083096,-0.95151,0.729555,0.156688,-1.405321
0.788978,0.605577,-1.1798,-0.329,1.033064,-0.669257,-0.237213,0.53742,-0.041204,0.980101,-0.865898,-1.076307,-0.898955,-0.688087,0.987848,0.379476,-0.516528,1.246961,0.351377,1.048538,-1.377462,0.444014,0.80138,-0.009077,1.349034,-1.217704
-1.011,-0.594808,0.695489,1.473381,0.504199,-0.071014,-1.043741,-0.645592,0.021653,-0.71974,-0.536768,-0.623863,0.121978,0.869149,-0.373887,-0.378472,0.634679,0.139845,-0.580353,-0.463712,0.410033,-0.441332,-0.674235,0.18681,0.07827,0.267346
0.550094,-0.813458,0.552152,0.907148,-0.964566,0.925314,-0.098616,-0.532945,0.100295,0.322097,0.119755,0.067524,0.336738,0.849126,0.009027,-0.86655,-0.461629,-0.570271,0.87499,-0.024257,1.252421,-1.35973,-0.430763,-0.259596,-1.249203,0.300265
0.014268,0.551785,-0.493445,-1.269189,-0.098505,-0.795482,0.182983,-0.045173,-0.708349,0.137581,-0.281057,0.540685,-0.759546,-0.256173,0.412906,-0.754891,-0.743576,1.067826,1.041521,0.058854,-0.404527,-0.065393,-0.508002,-0.607907,1.007223,-1.029742
-0.308003,-0.516591,0.260002,-0.254272,-0.65318,0.271181,-0.269595,-0.532592,0.105087,0.04056,-0.353998,0.347292,1.333557,-1.113694,-0.296999,-0.084006,0.498452,-0.389428,0.219009,0.873336,0.323786,0.209401,-1.054415,-0.490691,-0.770559,0.49033
-0.488549,0.616992,0.02033,-0.861791,-0.541029,-0.604959,0.433751,-0.839613,-0.143508,0.00149,-0.712595,-0.543834,-0.493546,0.663398,0.964973,0.655143,0.288602,-0.029105,-0.408923,0.10455,0.422093,-0.876126,0.769796,-0.700464,1.264677,0.367425
-0.923891,0.766214,0.344761,-0.213131,0.674408,0.976505,0.674093,0.280206,0.833221,-0.434191,-0.079235,-0.28136,-0.007476,-0.440777,-0.699212,0.257135,0.053058,1.497837,-0.085715,-0.876483,0.89228,-1.278,1.190728,0.286359,-0.104199,1.006155
0.476291,-1.004106,-0.079411,1.327622,-1.542475,0.646825,-0.280864,-0.108518,0.527827,-1.064729,-1.449959,-0.361891,0.7961,-0.820609,-0.803935,-0.497868,-0.654245,0.330239,-0.133318,0.820305,0.007544,-0.573493,-0.786475,-0.625907,-1.148732,-0.315153
-1.620065,1.173537,-0.548008,-1.089643,0.12547,-1.089965,0.591,0.758677,-1.232169,1.209881,-0.709853,-0.1962,-1.093749,1.780672,0.775043,0.657521,-0.489549,0.673436,0.021197,1.628434,0.276318,0.135334,0.401204,-0.810511,0.152964,-0.977113
-0.77548,-0.83836,-0.198244,1.07153,-0.821893,-0.350968,-1.070925,-1.14432,-0.112664,-0.27207,-0.157423,-0.20816,-0.577771,-0.820652,1.157239,-0.399235,0.593416,-0.640832,-0.945512,-1.075339,-0.22277,-0.218932,0.540456,0.110502,0.36809,0.391408
-0.946066,0.551696,-0.883352,-0.078396,0.671386,-0.439284,0.254585,-0.720322,-0.906776,0.517223,-0.93023,0.393868,0.058204,0.717981,-0.503713,0.75287,-0.618397,0.244036,-0.279844,-0.457899,-0.635473,-0.256665,-1.050993,-1.488967,0.710771,0.241032
-0.061838,-0.438042,-0.415701,-0.983743,0.276275,0.078098,-0.525466,-0.224382,0.118892,1.042763,0.372813,0.172088,0.361756,-0.376797,-0.641939,-0.182907,0.389348,-0.38232,1.269501,-1.131924,-0.928615,0.465964,0.099423,-0.095313,0.362309,0.032424
-0.254745,-0.777209,-1.230514,0.673213,0.803287,-1.031337,0.519475,-0.898758,-0.799811,1.385317,0.104852,-1.175972,0.416015,-0.498847,1.018722,-0.621555,0.059512,0.199913,0.239675,-0.89243,-0.169281,1.033007,0.204256,-0.323828,-0.927174,-0.239995
0.423238,0.209649,0.126476,-1.14353,0.055442,-0.067188,0.950537,0.003428,0.231247,-0.575845,0.009967,0.447928,0.714776,0.200329,0.63934,-0.141466,0.002759,0.761656,0.753731,0.866198,-0.313669,-0.50691,-0.887622,-0.246286,0.459381,0.402972
-0.672925,1.029207,-0.900072,-0.853928,0.829046,-1.123656,0.63611,-1.798455,-0.084144,0.38646,0.33543,1.144123,0.095615,-0.371207,0.533206,-0.544613,-0.680046,1.217352,0.42179,0.885319,-0.982967,0.90621,-0.195784,-1.201761,0.188836,-0.956442
0.518747,-1.413002,-0.345057,1.212144,-0.709883,-0.574475,-0.847356,-0.285213,-0.530379,0.165396,1.646924,-0.391981,-0.349957,-0.665161,-0.378667,-0.730519,-0.281165,-0.992646,-0.270033,-0.725919,-0.75978,1.313103,-0.856417,1.094382,-0.268503,0.06689
0.447762,-0.24773,1.680792,0.066121,-0.572921,0.819208,-0.430238,-1.414174,-0.541287,-0.94781,-0.65917,0.938114,-0.522491,-0.707278,0.381056,-0.373951,0.945106,-0.147027,-0.347,-1.105515,1.156718,-0.81486,0.753979,1.211597,0.80589,0.771345
0.618172,-0.653809,-0.468545,0.651253,0.159492,-0.260208,0.096102,-1.69443,-0.125017,0.918143,0.548097,-1.070774,0.353708,-0.309163,0.406107,-0.658241,0.294369,-0.736863,-0.125339,-0.315688,0.327737,0.429757,0.244786,-0.765588,-0.651032,0.688359
-1.172387,0.898402,-0.785386,-1.351545,0.852537,-1.174193,-0.1017,0.368998,-0.146901,-0.525403,-0.551655,-0.637274,-1.329962,0.789408,0.801024,0.409855,0.152038,0.308953,-0.07012,0.355223,-0.215774,0.735441,1.278753,-0.403537,1.161871,-0.042514
0.731968,-0.395655,0.483619,0.434732,-0.77148,0.949332,-0.391591,0.3365,-0.280169,0.909176,-1.068468,-0.398942,1.246107,-0.163373,-1.04907,-0.398356,0.397374,-0.034353,-0.665659,-1.299503,0.131003,-0.679531,-0.715178,-0.499482,0.554555,1.572059
-0.352043,0.213007,-0.867904,-0.279862,0.327157,-0.470108,0.20137,1.03494,0.187894,0.69075,-0.2444,0.54592,0.217705,0.944882,0.919567,0.693341,-0.847431,0.253206,0.597059,-0.164669,-0.079094,0.621269,0.929513,0.103854,0.162658,-0.291194
1.048817,-0.543994,0.472995,0.591183,-0.057468,0.767297,-0.918729,-0.717017,-0.478563,-1.00262,0.640206,-0.62722,-0.589861,0.268182,-1.130874,-0.400441,-0.33143,0.414313,0.247346,0.341514,0.268309,-0.391737,-0.671995,-0.323489,-0.338784,0.308911
0.088638,1.014068,0.469117,-0.609917,0.909644,0.112689,-0.190111,0.42497,0.077193,-0.004461,-0.012831,-0.11297,0.120292,1.007404,-0.490692,0.503745,0.028501,0.348846,-0.524058,1.120093,0.764134,0.246866,0.759824,0.69891,0.748507,1.047409
0.077147,-0.188266,0.929671,1.279837,-0.984608,1.526169,0.398753,-0.566882,0.956943,0.270403,-0.847265,0.365124,0.70025,-0.873303,-0.839963,0.874095,0.590775,-0.499979,-1.019371,-0.518729,0.259749,-1.151389,-1.605389,-0.448048,-0.282813,-0.206159
0.890102,-0.086004,0.606736,0.808057,-0.795851,0.666724,-0.472603,-0.339432,-0.135603,-0.543225,0.545982,0.155546,0.005445,0.488371,0.164728,-1.054889,0.864884,0.226288,-0.287374,-0.51383,0.083469,-0.301732,0.48711,-0.087043,1.140008,0.868445
-2.199801,0.891742,0.179496,-0.823448,0.216332,0.66543,0.765921,0.153074,0.546447,0.356943,-0.002079,-0.850249,-0.570033,0.635343,-0.546626,1.010739,-0.53121,0.560179,-1.140288,0.925412,0.56108,0.773904,-0.756819,-0.800376,1.435335,0.18258
1.0743,-0.401912,0.794378,0.277428,-0.906071,0.76168,-1.533296,0.13191,0.278275,-0.158486,0.207098,0.964927,0.469211,-0.968554,-0.760234,0.576241,0.565455,-0.526026,0.323547,-0.38197,-0.35876,-0.135076,-0.362945,0.773348,-0.819298,-0.338903
-0.781475,1.128353,0.986464,-1.006013,0.842585,0.027466,0.607098,0.36472,0.845853,0.371916,-0.455117,0.858662,0.511672,-0.118536,-0.991816,0.801389,0.746099,1.381466,-0.650438,0.640309,0.277829,0.656726,0.44325,-0.225592,0.918569,0.844857
1.675822,-1.119253,-0.095278,0.10675,-0.790865,-0.193852,-0.305352,-0.223873,-0.006338,0.34001,0.432167,-0.078547,0.574816,0.139572,-0.036504,-0.800168,-0.336831,0.492428,0.188854,-0.846171,-0.451615,0.62331,-0.111022,-0.225277,-0.364837,0.924101
2.101307,-0.692278,0.449317,0.37383,-1.163637,-0.879233,-0.213428,-0.679949,0.469181,0.150579,0.598304,-0.029645,-1.033823,-1.002801,0.14763,-1.262768,0.449686,-0.520019,-0.200399,-0.130133,1.313968,-0.591133,-1.378287,0.82643,-0.748086,0.458914
-1.2649,1.442276,-1.241657,-1.032938,1.082886,-0.291172,1.415552,0.476945,-0.820328,1.170783,-0.272244,-0.362434,-0.972822,1.147652,1.717942,1.271053,0.089566,-0.083605,1.62357,0.902226,-1.109244,0.290367,0.289713,-0.177137,-0.301123,-0.448085
1.223829,-1.13278,-0.317316,1.591219,-0.803858,-0.220335,0.172278,-0.787915,0.592994,1.046746,0.140416,-0.315836,1.048644,-0.450463,-0.204813,-0.702629,-0.409162,-0.774482,0.61942,-0.233448,0.94482,-0.59635,-1.01339,0.722542,-0.061022,-0.745148
1.065136,-0.106087,-0.49334,-0.926109,-0.177853,-0.101651,0.057192,-0.886784,1.284587,0.779864,0.516368,0.375895,-0.125847,0.692006,-1.039436,-1.034152,-0.799638,0.228193,0.20934,0.597214,-0.30305,0.626305,-1.159886,-0.241589,-0.076577,1.180021
1.140612,-1.080161,-0.234578,1.017384,0.001647,-0.147057,0.470798,-0.310486,-0.543385,-0.642836,-0.080897,-0.296764,0.983463,0.42001,0.715447,-1.150443,-0.969477,-0.329909,1.337334,-0.935221,-1.16805,0.256653,0.376869,0.141115,-0.802013,-0.314155
-0.515526,0.982923,0.717017,-0.000428,0.220175,-0.499643,0.674127,1.115641,-0.533044,-0.359306,-0.441981,-0.028716,0.311982,0.41794,1.306183,1.152207,0.092175,0.812467,0.351684,0.489933,-0.047734,-0.603363,0.678202,0.070079,-0.321941,-0.591222
-2.904174,0.822487,-0.772451,0.25475,0.970686,-0.342576,-0.470621,0.018654,-0.821707,0.248639,-1.133222,-1.17667,-0.024336,0.698548,1.577198,0.84708,-0.071263,-0.348712,0.776523,-0.204572,0.396069,0.804861,1.638312,-0.404461,0.110229,0.393566
0.223955,-1.164523,-0.046624,1.256381,-1.647835,0.442471,-0.386911,-0.570781,-0.949324,-0.336233,-0.057762,0.046707,0.762663,-0.201502,0.732751,-0.568576,0.466431,-0.592998,0.501794,-0.484919,0.776061,0.841305,-1.095125,0.288942,1.062132,0.05717
0.135487,-0.31569,1.220071,0.916529,-1.143357,1.272176,-0.309185,-0.370753,0.038679,-1.17626,-0.500217,0.710021,0.594362,1.070297,-1.165493,0.025398,-0.792174,0.470873,-0.888363,0.310225,0.975628,-0.49082,-0.623692,1.3634,0.187771,0.612994
1.1297,0.79005,0.722934,-1.188786,-0.239381,1.143304,0.188108,0.894992,-0.036318,-1.315492,0.81147,1.477105,1.103886,1.251173,-0.480188,0.942513,0.89428,-0.127707,-0.625794,0.958363,-0.595926,0.532208,0.194895,0.307411,-0.743785,1.394714
1.656695,-0.30655,0.133777,0.142833,-0.619961,-0.304398,0.141028,-0.52606,-0.157068,-0.780214,0.00433,0.454009,-1.038292,0.173065,-0.252846,-0.475118,-0.616725,-0.066443,0.460342,-0.297663,0.014157,0.104995,0.281576,-0.788228,-1.116133,0.648646
-0.366775,0.006045,0.954621,1.358083,-0.862055,0.487492,-1.139779,-0.035001,-0.416406,-0.976149,-0.497211,1.113277,0.92072,-0.675275,-0.839673,0.067738,0.557718,-0.049835,-0.430152,0.449095,0.88736,-0.622582,0.539747,0.59815,0.731245,0.266442
-2.345329,1.029839,-0.627052,-0.958516,1.264076,-0.947499,0.655466,0.508304,0.107533,-0.305831,-1.153722,0.354727,-0.20124,0.679817,-0.38806,0.776592,-0.829954,0.6885,0.441155,-0.423221,0.744119,-0.463088,1.758172,-0.604007,1.232061,-1.278271
-1.412413,0.811618,0.203104,-1.021927,0.576241,-1.097565,0.565009,-0.566611,-0.095874,-0.946183,0.447395,-0.072468,0.987329,-0.568624,-0.476269,0.732439,0.470505,1.54904,-0.723496,-0.310692,-0.978994,-1.050307,-1.093584,0.447265,0.661777,0.345715
0.956613,0.448482,0.075002,-0.973245,0.976446,-0.523692,0.993778,-0.266261,0.587321,-1.052714,-0.996059,0.279087,-0.239606,0.624044,0.757111,-1.494774,-0.195959,-0.504795,0.627181,0.890008,0.551876,0.639394,-0.644674,0.751379,1.194174,-1.208683
-1.089639,0.39807,0.324179,-0.622112,0.688525,-0.765565,-0.062667,-1.247132,-0.589742,-0.135862,1.45101,0.763257,-0.858755,1.055578,-0.682645,-1.112653,0.919472,0.122595,-0.60143,-0.958091,0.29235,0.435793,-0.02888,-0.564986,0.065105,0.801623
-2.124028,0.785919,-1.581231,-1.214428,0.507486,-0.682603,-0.417059,0.658361,-1.051209,0.273962,-0.788081,-1.001088,-0.728298,1.322413,0.789345,1.121443,-0.314447,0.600906,0.291015,0.120101,-0.501723,0.436761,0.366363,-0.569342,0.190137,-0.755332
0.506317,-0.342249,-0.678425,-0.500046,-0.003468,-0.177177,-0.900356,0.533558,0.350435,0.03293,0.283699,0.975787,-0.53338,0.407793,-0.229446,-0.673029,-0.499695,-0.739628,0.348006,-0.961701,-0.076107,0.666722,-1.091711,-0.855515,-0.247055,-0.583716
1.28369,1.0003,-0.573679,-0.225798,-1.016003,-0.069926,1.549032,-0.09469,1.086701,1.53722,1.198429,-0.576807,0.517515,0.536796,0.400753,-0.361162,-0.815414,0.678393,-1.186088,0.631616,0.594594,-0.44331,0.666695,-0.468214,0.436673,-0.103636
-0.940371,0.671581,0.77485,0.547457,0.604858,0.822634,1.106454,1.052064,-0.014701,0.028427,-0.733879,0.717494,-0.821955,1.038849,-1.222931,0.556946,0.562616,0.417553,-0.052769,0.406951,0.606602,0.412732,0.700587,0.702507,0.768466,-0.642701
-0.664868,-0.212892,0.647323,0.014159,0.333707,1.324759,-0.080683,1.305503,0.385639,-0.280678,0.167201,0.874236,-0.423554,-0.401668,0.172759,0.249949,0.871789,-0.140698,0.985023,0.931923,-0.780199,-0.445471,0.288753,0.823071,0.304907,0.775135
-1.264488,0.015593,0.621402,-0.000127,-0.670304,0.169288,0.267702,-0.173145,-0.500871,0.136264,0.894189,0.114898,-0.492816,-1.15841,-1.481532,-0.203661,-0.870924,0.362361,0.604851,-0.300906,-1.139592,-0.678257,0.187825,0.257932,0.180733,0.996472
0.098768,-0.728542,-0.604504,0.800001,0.757649,0.073987,0.534353,-0.865287,0.698747,-0.493146,0.047898,0.137787,1.136039,-0.852887,0.314741,-0.846352,-1.025035,1.345013,0.800215,-1.123145,-0.298009,-0.028923,-0.586208,-0.42197,-0.500059,-0.501276
2.343596,-0.896693,0.304068,-0.044599,0.049304,0.707264,-0.485061,0.807604,0.358681,-0.394267,0.448407,-0.153523,0.803502,-0.576362,-0.80663,-0.172886,-0.301512,-0.735911,0.366497,-1.131505,0.840701,-1.888212,-0.721807,1.139804,-1.234951,-0.0043
-1.119116,0.672384,-1.188785,-0.407583,0.180918,-1.386073,0.96786,0.918378,-1.358004,1.560161,0.513086,-0.99509,-0.803426,0.022495,-0.069785,0.548441,-0.311846,-1.409784,0.464789,0.184308,-0.366238,0.895733,0.69884,-0.182648,0.613493,-0.916246
-1.439466,1.34965,0.639037,-0.911332,0.605054,-0.132145,0.98266,0.904097,1.009303,0.258771,-0.657932,-0.456209,-0.368062,0.60998,-0.580878,0.668537,0.375151,0.654354,-0.324493,0.223861,0.397235,-0.263461,0.991221,0.540189,0.570118,1.316912
0.847282,0.163686,-0.063247,-0.310755,0.154163,-0.156736,0.810347,0.49809,-0.093197,0.731589,-0.027555,-0.164642,-0.929573,0.157404,0.869313,0.139862,-0.843624,-0.183287,0.255098,0.96648,-0.510946,0.548161,-0.932354,0.959685,-0.816042,0.103121
-0.401292,0.610479,0.475671,-0.61001,-0.445139,0.736813,0.824694,-1.121261,0.642209,-0.898049,0.198992,0.944784,-0.558644,0.362935,1.049677,-0.86376,-0.020422,-0.122403,-0.720095,0.480903,0.475501,-0.033261,0.716285,0.535262,0.330349,-0.56059
0.463814,0.006534,-0.347578,-0.414919,0.846553,-0.168857,-0.130469,-0.289018,-0.7923,0.20071,0.014863,0.598229,-0.279918,-0.375103,-0.480701,-0.914246,-0.823273,0.677655,0.54657,-0.017665,0.02348,0.061399,1.070871,0.157281,0.261848,-0.03409
0.05262,0.35143,-0.803705,-1.108569,0.983068,-0.814032,0.518864,-0.900244,-0.319586,-0.633712,-0.55737,-1.234623,-1.182306,0.975061,0.841083,0.954666,-1.076031,-0.345257,1.542108,-0.461524,-1.21959,0.15821,-0.410397,-0.555075,-0.339512,-0.778555
0.654715,0.027374,-0.663241,0.301151,-0.470437,0.278718,-1.002451,0.192446,0.083393,0.286336,0.575503,0.924329,-0.232553,-0.172071,0.584306,0.339018,-0.390672,0.437731,-0.295233,0.541411,-1.249834,-0.241949,0.083384,-0.918921,0.243608,-0.73751
-0.501574,0.643894,0.428924,0.317902,0.356654,-0.084612,0.539954,1.369817,0.763147,0.202129,0.579942,0.211725,-0.721437,0.826749,-0.33202,0.096242,-0.4694,0.949745,-0.048865,-0.972979,0.376617,-0.645787,0.984733,1.098732,0.736556,0.519205
0.142803,-0.365985,-1.006285,1.472691,0.71283,-0.449787,1.047556,-0.823305,-0.058721,-0.720141,0.026664,0.430787,0.39221,-0.381675,-0.85795,-0.893117,-0.430018,-1.105089,0.342216,0.415206,-0.790362,1.2032,-1.29586,-0.714022,0.512133,0.427771
0.115746,-0.83752,-0.038793,-0.162135,0.79361,-0.447575,-1.028947,-0.002555,-0.94832,0.888938,-0.295603,-0.876833,-0.08756,-1.155627,0.419523,-0.496289,-0.782163,-1.003752,0.416552,0.655993,-1.548942,-0.383883,0.802806,-0.909751,-0.834732,-0.930599
-0.643731,0.606669,-0.837064,0.516673,0.946676,-0.822159,0.584364,0.955446,-0.058024,0.772121,0.316809,-0.365137,-0.920052,0.747719,0.362327,0.742753,0.486895,1.634505,-0.123462,0.248782,-0.81358,0.623847,0.398058,0.559903,0.504171,-0.273848
2.456229,-0.124021,-0.330612,0.35756,-0.209446,-1.386416,-0.77498,-0.712862,0.73402,0.571471,0.251647,-0.316453,0.349857,-0.568317,0.199218,-0.669299,-0.423342,0.926959,-0.050409,-0.092159,0.115209,0.072095,-0.716664,-0.265671,-0.2624,0.436291
-0.960574,0.787879,-0.593843,-0.230433,0.43507,0.073817,0.165244,0.793461,-0.571424,-0.712381,0.419276,-0.287468,0.347953,0.95291,1.122315,1.01138,-0.921673,1.420453,0.823527,0.643822,-1.167372,-1.138618,-0.760552,-0.440566,-0.286722,-1.225374
0.463621,0.758684,0.533793,-0.777268,1.03119,-0.101888,0.441752,0.192378,0.254555,-0.264231,-0.465702,0.199108,-0.492783,-0.494828,-0.375038,0.761741,1.168149,-0.206929,0.549309,0.3413,-0.840672,-0.606824,0.845851,-0.203159,-1.219931,1.405093
-0.626164,-0.137105,0.726299,-0.514778,-0.224233,0.191475,1.533514,-0.656157,0.998619,-0.363847,-0.32558,-0.565159,-0.483265,0.922556,-0.272734,-0.20973,0.187678,-0.049794,0.682412,0.039128,0.121323,-0.452653,0.606286,0.526573,0.535297,0.815706
1.009114,-0.601297,0.65554,0.897174,-0.670051,0.34697,-0.029181,0.772439,-0.398428,-1.097587,0.644744,-1.279363,-0.856829,-0.976984,0.507315,0.62027,-0.123901,-0.720716,0.625968,0.88952,0.842253,-1.455548,0.389262,0.047058,0.596228,0.048401
0.233044,-0.373147,0.229679,-1.364303,-0.634433,-1.003788,-0.67323,-0.80109,-0.093302,-0.523899,0.590017,0.630866,1.126384,-0.853223,-0.28766,-0.66814,0.550747,0.4293,-1.126845,-1.009082,1.152788,-1.045193,-0.145528,0.079714,-0.068697,-0.098733
1.602333,-1.042618,1.241361,-0.6671,-1.440486,0.742963,-0.547215,-0.762828,1.404838,-1.239863,0.957183,0.381064,0.071305,-1.443467,-0.410044,0.142476,0.721462,-1.052192,0.233246,-0.538719,0.944222,0.126289,-0.180153,0.734699,-0.701859,0.28875
0.510495,-0.938369,-0.87513,0.662518,0.166648,-0.865727,0.856764,-0.575839,-0.505559,0.951416,0.951129,-1.012918,0.610979,-1.043657,0.479728,-0.702079,-0.195968,-0.562077,-0.00481,-0.869765,-0.37291,0.368547,-0.580904,-0.476787,-0.06565,-1.003401
-1.278975,-0.480792,-0.207829,0.357637,-0.144794,0.804416,-0.323261,-0.422478,-0.223781,-0.18127,1.16723,-0.28727,-0.473906,0.803365,-1.085852,-0.431287,0.656664,-1.30438,0.026738,0.210205,0.947063,0.818056,-0.360702,0.105185,-0.493446,0.445729
-1.184907,0.903727,-0.10673,-1.080972,0.957961,0.174596,-0.531902,0.467205,-0.973093,-0.521542,0.386909,0.647602,-0.709019,0.865672,-0.749007,1.000733,-0.153055,-0.405791,-0.769793,0.578166,-0.835983,0.845506,-0.25903,-0.344384,0.498194,-0.456203
1.131273,-0.628772,-0.25812,0.440723,0.019677,-0.751012,1.042662,-0.852191,-0.731152,0.991219,1.092741,-0.426386,0.927479,0.463447,0.627479,0.158754,0.276967,-0.400419,0.792414,-0.286501,-0.137148,-0.496794,-0.820181,-1.026094,0.258055,-0.081624
1.011941,-0.134357,0.211283,0.682205,-0.734521,0.435823,0.613897,-0.044672,0.119341,0.769436,-0.760901,0.643715,0.175383,-0.163255,0.217328,-0.85121,0.557309,-0.083017,0.439308,-0.23608,0.541187,-0.890761,-1.314048,-1.218315,-0.318548,0.654391
-0.160308,-1.22395,-0.488079,0.834164,-0.834935,-0.39142,-0.195377,-0.886835,-1.271074,0.577072,0.720347,-0.76688,1.710357,-0.498822,-0.779924,-1.089027,-0.445744,-0.49032,-0.080777,-0.859082,0.702421,0.259139,-0.898724,-0.33674,-1.26411,-0.26384
-1.917598,1.232229,-0.311902,-0.303831,1.1856,0.319289,-0.261905,1.418249,-0.304675,0.837869,-0.415575,-0.800212,-0.780623,0.541287,-0.273724,0.75257,0.405683,1.02381,-1.103616,1.33495,0.386858,0.777116,0.595908,-0.98793,1.50125,0.706988
-0.199404,0.441791,-0.676747,-0.175877,0.432782,-1.050179,1.480997,-0.758079,1.074397,0.666288,-0.416424,-0.618155,-1.083217,0.2835,1.022507,0.027114,-0.618124,0.434264,0.350935,0.443691,0.354602,0.016726,0.035864,-1.019614,-0.535452,-0.919966
0.082054,-0.603976,-1.013054,0.323531,1.082546,-0.194445,-0.511139,0.961241,-1.019116,0.799241,0.356241,-0.30618,0.157514,-1.088654,0.593144,-0.681165,-0.211224,-1.189889,1.010447,0.793905,-0.589686,0.579096,0.354764,0.65038,-1.087773,-0.946751
0.386093,0.871956,-0.277911,-0.10964,0.880749,0.889597,-1.166485,1.171668,1.098348,0.566617,-0.92554,0.715824,-1.100639,0.113575,-0.753084,0.810016,-0.391564,0.606238,0.376006,1.452496,-0.078983,-1.275666,1.423882,0.770359,0.159758,-0.627504
0.735114,1.205914,0.199313,-0.488051,-0.697856,0.660115,1.195025,0.3957,-0.848679,-0.383823,-0.371726,-1.014346,-0.597413,0.403847,-1.139766,0.841349,0.525447,0.75549,0.797341,0.627192,-1.121254,1.229541,0.81338,0.679314,0.564519,1.064456
0.368711,-0.067453,0.069159,-0.920397,-0.246738,0.449185,-0.679067,0.535584,0.382233,0.293517,1.097696,-0.46255,-0.58167,-0.337227,0.492754,0.837195,1.493854,-0.918286,0.751848,0.388104,1.049662,1.103831,0.167846,0.625569,0.536052,0.02127
