DLS C6-C7,L C7,R C7,L Neck problems,neck pain,R neck,L Shoulder problems,L Shoulder trouble,R Shoulder problems,R Shoulder trouble,L Elbow problems,R Elbow trouble,L Arm,L Wrist problems,R Wrist problems,L lower arm disorders,R lower arm disorders,L Hand problems,R Hand problems,L bend of arm problems,R Armband,R bend of arm discomfort,L Medial elbow problems,R Medial elbow problems,L Finger trouble,R Finger trouble
1.003278,-0.541079,1.150864,-0.773815,-0.510561,-0.305904,0.445267,-1.651886,1.509642,-0.283688,0.046446,-0.771053,0.374894,-0.733945,0.077567,0.618733,0.795609,1.040708,-0.066288,-0.328039,-0.280773,-1.371679,0.668892,-0.190781,0.976737,0.347161
0.623335,0.988993,-0.9974,0.102218,0.847902,-1.506679,-0.865937,-0.546007,-0.962498,-0.636922,0.363654,1.073598,-0.767494,0.383456,0.598158,0.802078,0.494704,-0.325642,-0.87697,-0.003099,0.554929,0.760241,0.307154,-0.869878,-0.809153,-0.763711
0.414101,-0.634423,-0.341059,-0.273519,-0.639726,-0.961352,-0.505408,-0.028063,0.285587,-0.707755,-1.375007,0.644548,0.596698,-0.155174,-0.56311,-1.044422,-0.101086,-0.717254,-0.250632,-0.422351,0.41046,0.587593,1.499016,-0.009996,0.18984,0.274519
0.289044,-0.759732,0.637566,0.142239,-0.143896,-1.049693,0.201541,-0.215977,-0.140092,1.50659,0.823456,-1.185958,-0.314433,-0.162216,0.13075,-0.045989,1.083084,0.09702,0.687501,0.350727,-0.821939,-0.452478,-0.892258,-0.680074,0.861318,-0.333376
-0.247414,0.490115,0.432924,0.169659,0.203419,-0.235279,-1.241756,-0.36255,-0.145845,-0.630055,-0.896202,-0.416107,-0.987716,1.177466,0.550939,0.645714,-0.352362,-0.430237,-0.478687,0.662273,-1.355099,-0.571538,-0.538055,-0.168364,-0.588237,1.104586
-0.669498,1.848605,-0.602377,1.3542,0.931873,-0.404211,-0.956798,-0.255785,0.225844,-0.456901,-0.997966,-0.302878,-1.343475,1.007421,1.051171,0.867852,-0.048935,0.500014,1.687423,0.603126,0.009725,1.095942,-1.258247,-0.518464,-0.631315,0.134557
-0.990739,0.702605,0.171019,0.984696,0.173186,0.658286,-0.125665,-0.779762,-0.335408,0.015754,0.489728,-0.184361,0.387947,0.489062,0.446756,-1.310858,0.739673,-0.88335,0.074203,0.569386,-0.876996,-0.929408,-0.439669,0.517312,-0.750428,-0.910406
0.747896,0.586943,-0.76121,0.523337,-0.013696,0.619349,-0.608273,1.424588,0.944798,-1.137841,0.436506,-0.338863,-1.428219,0.469321,0.616816,0.339212,-0.288818,-0.857022,0.931193,0.213451,0.621884,0.939898,-0.210873,-0.493839,0.895509,-0.66275
-0.132202,0.345704,1.030558,-0.525242,-0.201551,0.672682,-0.727834,-0.958933,0.214233,1.112348,-0.085701,-1.344502,-0.504178,1.020971,-0.461823,0.218421,-0.375864,0.629585,-0.934399,0.189502,-0.752823,-0.321751,1.008136,0.927918,0.878986,-0.679359
-0.490866,-0.993574,0.346636,-0.568826,-0.309986,-0.95971,0.609668,-0.467338,0.276744,1.030726,-0.078011,-1.157354,-0.187702,-0.279179,0.28111,0.287185,1.267232,-0.2807,-0.231273,-1.271849,-0.621819,-0.53761,-0.120478,0.121195,0.312712,1.008711
0.602911,0.300657,0.347501,1.430768,-0.511929,0.749236,-1.391669,0.916862,-1.095749,-0.989728,1.183266,0.112992,0.653813,-0.781558,-0.845454,-0.422005,0.280383,-0.160975,-0.0194,0.799349,0.614783,-0.326657,-0.19518,-0.034794,0.34314,0.644759
-0.782114,-0.133973,0.01044,-0.989721,0.131985,0.434513,0.09856,0.924054,-0.800279,-0.378635,-0.694732,0.363728,-0.187148,-0.846577,-0.817026,0.248344,-0.0344,0.416611,0.255679,-0.387812,-0.143871,0.914719,0.65913,0.129429,0.620023,0.705347
-0.353694,-0.585713,0.18889,-1.685922,-0.196024,-0.195481,0.392771,-0.246402,-0.28055,-0.550407,0.252252,-0.591927,-0.08864,0.906449,-1.137858,-0.916957,-1.867381,-0.47222,-1.273153,-0.206025,0.391112,-0.001318,0.947259,0.8519,0.031281,0.040313
1.626104,0.063672,0.572526,-0.566297,-0.148833,-0.545276,0.814451,-0.694434,0.320815,0.402316,-0.602565,-0.221743,-0.667053,-0.371163,-0.300926,0.276616,1.129721,1.244553,-0.565219,-0.420191,-0.404879,0.402347,-0.912654,-0.253971,1.278811,0.445374
-0.126492,-0.023101,0.037116,0.786334,-0.277216,-1.276597,1.162804,0.691209,-0.90512,0.12963,0.411146,0.997831,-1.039652,-0.80397,-0.672855,0.664145,-0.675531,0.695646,0.094206,0.987427,-1.090572,-0.411941,-0.178367,-0.324302,0.304195,-1.028989
-0.573396,-0.459402,-0.508193,-0.218361,-0.038333,0.388151,1.023221,-0.853266,-0.13217,-0.944919,-0.364697,1.131348,1.096638,0.246967,0.423917,0.309716,-0.948197,0.741451,1.185753,0.14946,0.304684,-0.8831,0.423899,0.11072,0.456257,0.663915
0.056277,0.466607,-0.740775,-0.01334,1.035383,-0.17825,0.12143,-0.054307,-0.423587,-0.761917,0.25921,-0.10848,-0.651897,-0.063529,0.935065,0.573905,0.548171,1.016673,0.530159,-0.54549,1.073797,0.946678,-0.337301,0.340611,1.311846,-0.124636
0.510411,-0.185765,0.984628,-0.404966,-0.72776,-0.163275,0.193127,-1.011721,0.851059,1.233516,-0.682532,-0.951212,1.332324,-0.704839,-0.516492,0.800503,-1.102971,-0.700965,0.38467,0.903973,-0.889987,-0.753919,-0.008391,0.270002,-1.087526,-0.656936
1.143624,0.460211,-0.777638,-1.167798,0.355747,-0.52171,-1.641516,0.028075,-0.507656,-0.766208,0.551589,0.18359,0.002053,1.00541,-0.523002,-0.697671,-0.212161,0.520858,-0.822752,-0.698133,0.108484,0.58797,0.185162,0.108089,-0.500298,-1.083503
0.261057,0.974634,1.390848,-0.384638,-1.008629,0.692141,-0.652804,-0.386286,1.232626,1.429629,-0.780984,-1.32102,-1.039824,0.489458,-1.088691,-1.098881,0.001206,0.309759,-0.364911,0.515205,-0.68128,-0.995394,0.404886,1.112664,0.804042,1.423798
-0.820217,-0.224063,0.435724,-0.794231,0.389297,0.507465,-0.955176,-0.056096,-0.349352,0.098673,0.510254,-0.957026,-0.12938,-0.439893,0.399347,-0.526971,0.811249,0.577063,-0.069772,-0.069407,0.105741,-0.441711,-0.781593,1.044586,-0.146054,0.357119
0.182541,1.079215,0.385015,1.123818,-0.461489,0.763247,0.199337,0.254591,0.19437,0.211505,0.350685,0.875472,-1.297602,0.186098,0.906173,0.558621,-0.694007,-0.678292,-0.343596,0.430627,-0.022458,-0.747446,0.027231,0.91053,-0.641459,-0.787571
0.77882,-0.46327,-0.155065,-0.319146,0.073012,-1.05388,0.993574,0.013211,-0.259991,-0.74375,0.552346,0.776594,-0.197541,-0.016785,1.308143,-0.76922,0.722639,0.312541,-0.635177,-0.400028,-0.872194,0.206842,-0.431253,-0.027679,0.892587,-0.083048
0.58742,-0.933317,1.050315,-1.082539,-1.17375,-0.739206,-1.019325,0.662987,0.871881,0.785968,1.184839,-0.481853,0.471542,-0.338624,-0.427472,-0.485695,-0.28463,0.557692,0.925015,-1.481488,-1.199652,-1.201929,-0.021205,0.301562,1.40831,0.977529
-0.250593,0.53924,-0.832794,0.641109,0.668218,-1.173233,-0.178602,0.4807,0.297395,-0.6946,0.842939,-1.096096,0.41356,0.911401,-0.424219,-0.121008,1.244396,-0.507657,0.834205,-0.068301,0.651602,0.275616,-1.601803,-0.573126,-0.15042,-1.292695
-0.429852,-0.158962,0.0379,0.921638,0.038685,-0.519547,0.631395,0.653215,1.154845,0.089692,-0.286922,0.875881,0.841882,-0.569975,1.397805,-0.997666,0.095665,-0.025661,0.125362,-0.801065,0.042288,-0.507037,0.437034,-0.404112,-0.458285,0.568491
-1.824861,0.931507,-0.376534,-0.151996,0.359377,-0.235799,-0.306884,-0.840247,-0.637915,0.465147,-0.60058,-0.995653,-0.400511,0.833931,-1.144341,0.565378,-1.08074,0.525447,-0.807979,1.098241,-0.403696,0.544953,-0.544605,0.921108,-0.671582,0.124596
-0.907286,1.471691,0.648775,1.631572,1.205964,0.617043,-0.598148,-0.906364,0.918145,-0.310354,-0.53734,-1.57774,-1.487317,1.35691,-0.804695,-0.787239,0.053119,0.717056,0.599851,0.456907,-0.326809,-0.449552,1.021572,-0.229675,-0.306713,1.216142
-0.344252,-0.293882,-0.496703,-0.425661,-0.841828,0.517612,0.15181,0.303916,0.154694,-0.354364,-0.348718,0.41781,-0.027017,-0.986903,-0.185668,-0.276768,0.683526,-0.371061,0.817211,-0.381181,0.330241,0.513909,-0.084172,-0.395029,-0.280494,0.684883
-1.343028,-0.426356,-0.440932,-0.827914,-0.304825,0.977129,-0.380694,0.015963,-0.03674,0.262929,-0.58987,-0.267794,0.990936,-0.717242,0.051171,-0.950254,-0.556803,-0.972785,0.038546,-0.466431,0.687338,-0.490866,1.013576,0.679571,0.559568,-1.021076
-0.683532,-1.342465,-0.75215,0.013973,0.400108,-0.480196,0.827224,0.216805,-0.819346,-0.358175,1.059765,-0.435254,0.961505,-0.372031,0.537862,0.470074,0.766536,-1.153468,0.689146,-1.208226,0.541508,-0.133521,1.034438,-0.519479,0.52678,0.657152
0.59934,-1.307903,0.088296,-0.240383,0.302523,-0.15355,0.74457,1.327853,-0.377949,1.163704,1.019843,0.16425,0.70518,-0.217374,0.615094,0.786283,-0.669418,-1.073586,-0.179844,-1.141764,-1.321148,-0.352544,1.078027,-0.831987,0.153665,0.571671
-0.074225,0.320218,-0.285663,0.201256,0.09024,-1.004458,-0.973203,-0.423327,0.05505,-1.091465,0.675981,-0.07204,0.940402,0.963259,0.428644,-0.266792,-0.229541,-0.103031,-1.205718,1.063095,0.608895,-0.128319,0.088164,0.764009,0.103773,0.315533
1.252555,0.025161,-0.091458,0.758371,0.60814,1.171263,0.212365,0.098068,-1.160404,0.203383,-0.421882,0.742866,0.467397,-0.377389,0.991408,-0.734949,-0.219354,-0.480598,0.00028,1.049807,0.310733,-1.248843,-0.929073,-0.989518,-1.261979,0.750054
0.87564,0.027888,-0.334471,0.681943,-1.05772,0.609779,0.284513,-1.074522,0.068958,-1.128696,-0.539626,-0.121145,-0.881214,-0.23013,-0.289745,-0.321266,0.893921,0.054741,0.168766,-0.584983,-0.22261,-0.777346,0.852396,0.780926,1.105038,-0.815106
-0.846414,-1.448611,0.567769,-1.157801,-0.907859,-0.159855,0.435335,-1.276088,0.926443,0.079023,0.559099,-0.602996,0.925242,0.198173,-0.775424,-0.307152,-0.111335,-1.162514,0.488001,-1.169977,-0.694811,-0.886772,0.518579,-0.30354,0.861203,0.923687
-0.14785,-0.249783,1.176664,-0.41164,-1.457902,0.798697,1.470397,0.640287,0.234801,0.604088,0.200656,-0.769858,0.177606,-0.607014,-0.212298,0.723874,1.056061,0.655175,-0.905091,0.452344,-0.473132,-0.925777,-0.012696,0.068262,0.647459,1.126252
2.463178,1.200515,0.962879,0.974331,0.671585,0.016188,-0.676529,-0.42165,0.854558,0.744157,-0.717334,-1.030818,-0.406974,0.911946,-1.078888,-1.128514,0.401366,0.990563,1.556739,0.09613,-0.654545,-0.935477,-0.891927,1.077208,-0.362125,-0.619962
0.650099,1.147127,1.505219,1.043295,-0.656301,0.584933,-0.116157,-0.241238,0.494332,1.372283,-0.773263,-0.120799,-1.009491,0.668009,-0.786685,-0.919451,0.743899,-0.50633,-0.897836,0.746475,-0.43061,-0.333346,-1.026054,0.573547,-0.772603,1.225836
0.142063,0.9575,0.737678,-0.48751,0.015574,-0.223879,-0.252207,-0.882899,1.233191,1.296403,-0.893526,-0.247165,-0.674453,0.45008,0.690641,-0.109525,-0.146878,-0.036873,-0.963275,-0.535596,0.547628,-0.292502,-0.493741,1.10982,-0.235924,1.009483
-0.446211,-0.263934,0.545453,0.474387,0.264729,-0.999227,-0.569045,-0.153207,0.877517,-0.215385,-0.360667,-0.175472,0.650552,-0.809361,0.03707,0.509258,0.738189,0.205435,-0.786021,0.836069,0.476141,0.139967,-0.367341,0.916332,-0.113859,-0.448413
0.599629,0.222987,0.044203,-0.333161,0.517207,0.082497,-0.516193,0.765921,-0.334974,0.3554,-0.733803,0.73356,0.376904,-0.278864,0.273765,0.319952,-1.226809,0.419845,-0.16042,0.119588,-0.053739,-0.667453,0.136245,1.363957,-0.90419,0.368408
1.13586,0.089114,-1.195171,0.253589,1.232659,-0.39996,-0.826751,0.909638,-0.512625,1.45574,-0.072027,1.1689,-0.27737,0.20225,0.667361,0.457886,-0.922394,0.834233,0.723754,-0.403941,0.914213,0.45584,-0.764328,-0.992073,0.560846,-0.688914
-0.769041,0.5582,-0.615606,1.101115,-0.18553,-1.089871,-0.345273,0.149713,-1.060661,-0.42197,-0.288437,-0.594126,-0.449897,-0.297974,0.26151,1.502257,0.929876,-0.100471,-1.176544,0.633799,0.656698,1.063307,-1.531018,1.027659,0.309294,-0.948218
-0.894418,-0.254797,-0.28012,-0.758387,-0.682577,-0.583517,1.016291,-1.061841,0.378365,-0.468164,-1.35783,-0.780289,0.235653,-0.452661,0.028652,0.306372,-0.866997,-0.296519,-1.331488,0.590464,-0.65017,0.663086,1.321838,-0.857429,-0.074426,0.77802
-0.237808,-0.070679,0.198132,-1.286801,-0.258708,0.945269,-0.20079,0.103347,0.401125,0.446919,0.44714,-0.473313,-0.795081,-0.679594,-0.873656,0.747875,-0.492919,-0.513192,0.419679,0.896027,-0.522457,-0.292058,0.657882,0.667058,1.148781,-1.200821
0.979755,0.705994,0.237096,-0.017684,-0.129137,-0.201894,-0.042945,-0.052003,0.457337,0.274302,0.717402,0.811507,-0.497671,0.903132,0.876373,0.123313,-0.534209,0.076875,-0.282703,-0.216753,0.008151,-0.079259,-0.301192,-0.086403,-1.024925,-0.42616
0.295049,0.58174,-0.147683,-0.441257,-0.053538,-0.081352,-0.899531,0.362945,-0.38885,-0.843514,-0.965416,-0.636883,0.154782,0.370073,-1.317058,-0.636221,0.427571,0.953454,0.54567,0.558625,0.373502,-0.566463,-0.116327,-0.439917,-0.127285,-1.000472
0.779419,0.414727,0.770143,0.268647,-0.544584,0.644339,-1.041362,-0.08682,0.996684,0.706607,-0.433905,-0.113322,0.303035,0.640628,0.38818,1.117422,-0.281303,-0.589507,-0.833895,0.44175,-0.208905,-1.169667,-0.780095,-0.807498,-0.40354,1.089079
-1.868393,0.068543,-0.669178,-0.10595,-0.084051,0.726263,-0.567075,0.72734,-0.920867,0.076813,0.426766,1.24252,0.107512,-0.537786,-0.487618,-1.394003,0.076474,-0.038155,1.128988,-0.890708,0.80738,0.951633,1.2303,0.563857,-0.501429,-0.144263
0.698295,1.069955,-0.656023,0.194779,0.90899,0.423713,-0.738422,-1.073011,-0.906493,-1.240931,0.567355,-0.496211,-1.033474,-0.258867,1.104664,-0.463486,-0.75032,0.783768,1.243046,1.16356,-0.46243,-0.356524,0.425567,0.306371,-0.670645,-0.584492
0.912694,-0.590116,0.701651,-0.986633,-0.707195,0.179953,-0.714549,0.148489,-0.184922,-0.498485,-0.042969,-0.751237,0.904359,0.694479,-0.857603,-0.860004,1.287129,-0.888468,-0.847778,-1.289386,-0.040689,-0.085509,1.173814,0.690542,0.386968,-0.532361
-0.36342,-0.065278,-0.378628,-0.590233,0.801676,0.682902,0.266857,-0.266397,-0.242463,0.092061,1.237272,1.140314,0.236652,-0.294687,0.610981,-0.438261,-0.198793,1.225537,0.072519,-0.62792,-0.608976,0.068223,0.19809,0.244137,-0.907238,0.585978
1.237559,-1.066676,-0.466376,-0.430674,-0.70482,-0.267329,1.131367,1.055748,-0.790202,0.163775,0.971506,1.26829,0.88117,-1.251128,-1.218853,0.223474,-0.460378,-0.952696,-0.258699,-1.308455,-0.628923,0.406395,0.990779,-0.48814,0.104174,-0.43467
-1.336223,-1.196004,-0.257463,-0.615191,1.035402,0.747727,0.528575,0.58441,0.00738,0.794536,0.484005,0.257253,1.48383,0.781028,0.56199,0.693039,-0.668625,-1.56422,-0.923574,-0.117088,-0.542519,-0.474024,-0.7564,-0.244551,0.622424,-0.33219
0.247889,-1.164352,0.067564,-0.617154,-0.606248,-0.427167,1.340294,0.348887,0.317585,0.128925,1.10139,0.472767,1.121054,-1.336201,0.593724,-0.152096,-0.317361,-0.81269,-0.106905,-1.237156,0.65119,-0.772268,0.820614,-0.436003,0.901857,0.448829
0.96293,1.291377,-0.064062,-0.549091,0.530849,0.778063,-0.45547,0.799966,-0.193328,0.18717,-1.569688,0.609889,-0.373152,0.623673,0.693813,-0.702798,0.155444,1.131611,0.159141,1.106998,0.657261,0.919477,-0.404533,0.19564,-1.021746,-1.483442
0.427627,-0.199625,-0.581933,1.330205,-1.099323,1.265424,0.071687,0.942412,0.473322,-1.081511,0.841813,0.952688,0.062341,0.225943,-0.255723,-0.28148,0.428478,0.193693,0.911599,0.087881,0.147614,0.508335,0.288819,-1.231894,-0.475726,-0.706491
0.632299,0.166793,0.104234,0.224101,-0.994886,-1.108574,-0.905446,1.081113,0.034618,-0.651707,0.173121,-0.044139,0.865614,0.363184,-1.493619,0.71869,0.909423,-1.099059,-0.08745,-0.229336,-1.150038,1.082324,0.360944,-0.867184,-0.333259,-0.855811
-1.191469,0.731042,0.071425,-0.149912,0.891203,0.00595,-0.387686,-0.081182,-0.259188,0.711571,-0.098294,-1.148278,0.287539,0.98053,-0.244996,-0.298447,0.89232,-0.553761,0.819855,0.989537,0.453658,-0.418106,0.739286,0.727815,-0.734569,0.48843
0.716217,0.576878,1.329703,0.045441,-1.479045,0.549473,-0.697163,-0.620757,-0.587637,0.685476,0.420603,-0.832213,0.115899,-0.188497,0.02908,0.417749,1.153458,1.353394,-0.367155,0.678355,0.14503,-0.723122,-0.232578,0.806455,-0.367779,1.541708
0.500337,1.044853,-0.163575,1.035068,1.021733,-0.953927,-0.506542,-1.120845,-0.563461,-0.021628,-0.022819,-0.456234,-0.212621,0.232915,-0.595894,-0.768085,-0.046682,0.955845,0.448252,0.036829,-0.659375,0.578194,-0.332311,0.375923,-0.762917,0.391602
-0.257832,-1.337952,-1.582149,-0.453841,0.749531,-1.434116,0.89785,-0.288916,0.297921,-0.550835,0.61903,1.298978,0.516845,-1.427886,0.561376,-0.059749,0.491661,-0.719545,1.315395,-0.387931,1.124746,0.986167,0.529123,-0.371574,0.661121,-0.487427
-0.515985,0.739355,-0.645604,-0.749905,0.498577,-1.142425,-0.443673,-0.915238,-0.572608,-0.30188,0.464902,0.753754,-1.217304,-0.358402,1.047215,-0.886912,-1.443816,-0.544167,0.236606,0.631969,0.181564,0.847768,-0.685936,-0.54524,0.683017,-0.267003
