Virus Enters Upper Respiratory Tract,Upper Respiratory Tract epithelial infection,Infection of olfactory epithelium,Anosmia and/or aguesia,Alveolar epithelial infection,Alveolar endothelial infection,Viremia,Systemic immune/inflammatory response,Pulmonary capillary leakage,Dry cough,Productive cough
0.309731,-0.091064,-0.809714,1.033293,0.683744,0.054052,-0.686638,0.229087,-0.112802,-0.076988,0.498994
-0.281584,0.801277,-0.508096,0.695855,0.384288,-0.598382,0.740704,0.50952,0.529098,-0.78955,0.696054
-0.09353,-0.792838,0.21006,-0.276462,-0.658107,0.392822,-0.265874,0.572322,-0.826366,-0.322113,-0.981539
-1.031516,0.498448,-0.843972,0.04779,0.426172,-0.695864,-0.323404,-0.454903,0.242421,0.710007,0.034546
-0.64481,-0.734479,-0.434201,-0.64649,-0.967915,1.044084,0.127911,-0.222621,0.13414,0.449614,-0.965469
0.765128,-0.866958,-0.815392,0.851415,-0.728035,0.789478,-0.278951,-0.079385,-0.219823,0.114482,1.059688
-0.403124,0.017128,0.050919,-1.209818,-0.206402,0.376347,0.883183,-0.883384,0.218755,-0.577848,-0.868782
-0.212235,-0.585803,-0.738492,-0.390353,0.647308,0.577403,0.702027,-0.751822,0.520521,-0.112759,0.835794
-0.008835,-0.836149,-0.505688,1.239296,-0.438941,-0.399888,-0.958295,0.041903,-0.087242,0.152957,0.533493
-1.3731,-0.503531,-0.680205,-0.733898,0.610112,0.908355,0.697403,-1.107101,1.187013,-0.203985,0.803382
0.646452,0.30854,0.669216,-0.680445,-0.612901,0.629644,0.022772,0.440116,-0.372241,-0.762689,0.790625
-0.438074,-1.086367,-0.353097,-0.447795,1.220816,-0.023402,0.56803,-1.155657,0.379619,0.665098,1.255793
1.329796,-0.523658,0.578646,-0.770628,-1.099815,1.386401,-0.14663,0.695764,-1.141492,-0.810064,-0.502633
0.666616,0.630978,1.398375,-0.577392,-0.953401,0.061185,-0.212637,0.926427,-0.967622,-1.080558,-1.068957
-0.735163,0.011156,0.813053,0.933945,1.019591,-1.647648,0.516886,-0.82541,0.916099,-0.750146,-0.908973
-1.090441,-0.870322,0.275376,-0.177966,0.619263,-0.426064,-0.102519,-0.922974,0.298762,0.367238,-1.196589
1.443288,0.562228,-0.178314,0.485707,-1.239409,0.411822,-0.019827,0.166395,0.628778,0.660114,-0.485991
0.746583,0.245006,-0.252331,-0.932367,-0.341567,-0.173366,0.249693,0.997296,-1.079423,-0.719264,-0.492711
-0.048219,-0.250173,-0.431482,-0.16401,-0.781252,-0.569204,-0.424036,-0.581304,0.192885,-0.670193,-0.079872
-0.458641,-1.767531,-0.524105,0.067036,1.208146,-0.284863,-0.479625,-0.812132,1.000092,0.728228,-0.58297
-1.703908,-0.857065,0.260905,-0.921178,1.001562,-0.860631,-0.74056,0.368223,-0.138262,-0.034367,0.320643
1.555818,1.110435,0.2344,-0.235165,0.049332,0.281408,0.520222,-0.948542,0.660653,0.382619,0.071218
-1.310479,0.310726,0.756079,0.088985,0.243137,0.112938,0.096524,0.473624,-0.355561,-0.619871,-0.864589
-2.079686,-1.118738,-0.023701,0.162321,1.024243,-0.127285,-0.979096,0.032454,0.98959,-0.232445,1.109068
0.254665,-0.506859,-0.743336,-0.652237,0.181295,-0.420516,-0.750466,0.005608,-1.110268,-1.025579,-0.010038
1.504923,0.574113,-0.013418,-0.982607,-1.106955,-0.368633,0.229306,-0.820023,-0.672744,-0.841069,-1.404934
-0.691651,-0.381315,-1.145561,-0.415689,-0.057921,0.377035,-0.08461,0.351496,0.419658,-0.32195,0.224899
0.219184,-0.15994,-0.295668,0.834138,0.234065,-0.036108,0.675601,-0.100247,-0.810478,-0.417072,-0.029502
-0.727147,0.119204,1.293811,-1.223435,0.54746,-0.717149,0.048482,0.131697,-0.487572,-0.338227,-0.591977
0.083511,-0.30274,-0.318234,0.722028,1.053288,-0.137944,-0.232782,-0.60595,0.734553,0.161767,0.883387
0.329828,0.066499,-0.813469,-0.00484,-0.319197,0.156388,-0.210828,1.098387,-1.209587,-0.310846,0.08367
0.107501,0.821213,0.272946,-0.92804,0.062752,-0.261165,0.843305,0.21738,-0.442904,-0.571688,-0.534574
-1.542697,-0.714571,0.532866,-0.631317,1.52648,-0.784978,-0.305135,-0.736273,-0.134786,0.769647,0.639142
0.366556,0.45774,0.942421,0.446075,-0.42551,0.355684,0.432771,0.742074,-0.027687,-0.377522,0.550941
1.461785,0.475833,0.795445,-0.437831,0.09657,-1.01217,-0.136456,0.592461,-0.980081,-0.87324,-0.540902
-0.194206,-1.023988,0.298698,0.479368,-0.806535,1.107158,-0.502525,-0.06614,-0.17105,1.073406,-0.193033
1.917002,-1.202259,-0.247694,0.607401,0.193055,-0.699586,-0.641911,-0.324643,-0.767995,0.460701,-0.394121
1.417649,0.817868,0.312807,-1.058568,-0.299233,0.743344,0.89972,-0.64466,0.359349,-0.259929,-0.641795
-0.733293,0.340847,0.098444,0.3338,-1.31714,-0.544671,-0.81997,0.528114,-0.769904,-0.256027,-0.897323
0.305292,-0.121941,-0.076781,-1.176928,-0.482541,-0.035721,-0.681529,0.117424,0.49163,0.468752,-0.37116
-0.887108,-0.740672,0.154497,-0.278053,0.138039,-0.450602,-1.254548,0.12736,0.556108,-0.275116,1.086528
0.058655,-0.003458,0.077405,0.625723,0.894505,-0.321046,0.592799,-0.043984,-0.289096,-0.860461,1.149499
-1.032091,-1.037916,-0.12729,-0.039766,0.453704,-0.642886,0.241154,0.535316,-0.523605,0.243168,0.094628
-1.129828,-0.485086,-0.663732,-0.016837,0.108279,0.903336,-1.325947,-0.626136,0.79338,-0.796036,0.085416
1.319048,-0.123764,0.835812,0.086651,-0.219853,-0.063014,-0.589051,-1.29635,-0.20709,0.127679,-0.562872
-0.395896,-0.670285,0.426802,-0.508716,-0.133082,0.014401,-1.037178,-1.110795,0.329292,-0.785329,-1.225943
1.095982,0.39083,-0.287224,-0.40626,0.181701,-0.787758,0.298332,-0.06227,-0.357776,-0.635154,0.896113
-2.201529,-0.567036,-0.308272,0.956991,1.08709,-0.298395,-0.073801,-1.363777,0.150233,0.223168,0.182246
0.708341,0.347044,-1.027133,0.877802,0.656119,-0.065141,0.562147,0.482927,-0.215,-0.422812,-0.221565
1.009052,-0.122665,-0.38932,0.360698,0.249976,0.575108,-0.267123,0.727413,-0.741605,0.667073,-0.138583
-1.281097,-0.45987,-0.708531,-0.536071,0.124114,0.907413,-0.034494,-0.473538,0.55068,0.507897,0.114741
-1.012259,-0.031646,-0.553144,-1.14432,-0.169097,-0.381928,-0.519644,-0.456308,0.276339,0.47164,-0.279472
-0.2614,1.111113,-0.472162,1.448241,0.032709,-0.275868,0.762557,0.655906,-0.735108,-1.01904,-0.814032
-0.638594,-0.639555,-0.093307,0.960052,0.228117,-0.571605,-0.158017,0.072855,0.649957,0.263173,0.571717
-0.504995,-0.075256,-0.128333,0.268248,-0.288348,0.309135,0.005823,-0.181796,-0.244032,0.48806,-1.069548
0.215566,-0.209853,-0.72234,-0.325985,1.004024,-1.004085,-0.433748,-0.23838,0.879707,1.638291,0.251832
0.935166,0.620604,-0.71551,0.56525,-0.080208,-0.238109,-0.059995,0.21707,-0.520004,0.623959,-1.30023
-1.041781,-0.168395,-1.030553,0.584473,-0.57734,0.542479,-0.481301,0.234684,-0.021319,1.023468,-0.714912
1.670698,0.951761,-0.06178,0.350963,-0.95737,1.088404,-0.030691,1.046332,-0.438163,0.630848,-0.705271
-1.76889,-1.445979,-0.768683,0.682352,1.068579,-0.98468,-0.072885,-0.965532,1.197145,0.477129,0.214913
-0.21144,1.343794,1.064244,0.539122,0.112326,1.20758,0.626493,0.284657,-0.434661,-0.485414,1.339971
0.243438,-0.611205,0.839885,-0.320434,0.173659,1.249374,0.284674,-0.180901,0.717191,0.855473,0.175567
0.723409,1.145505,0.452605,-1.188613,-1.130889,0.450744,0.403343,-0.360596,0.347335,0.026343,-0.789709
-1.326421,0.773897,-0.616688,0.552521,0.878368,0.009292,0.932611,-0.972189,0.314278,0.938234,0.655534
2.524116,0.875752,-0.410607,-0.166204,-0.211516,-0.25306,-0.663019,0.462185,1.255252,1.150585,-0.233096
0.546211,0.767787,-0.671555,1.152472,0.351118,-1.793159,-1.217897,0.743583,-0.944898,0.431743,0.082229
-0.018497,-0.623276,0.121438,0.14792,0.21914,-0.54268,-0.733752,0.539084,-0.244224,0.062158,0.747055
0.293065,-1.039424,-0.27888,1.031753,-0.344969,-0.398317,-0.847505,0.044084,-0.509797,0.552463,-0.639139
-0.856927,-0.330066,-1.180709,0.633784,0.628171,-0.081475,-0.49742,0.171262,0.685818,0.001768,0.561254
0.180211,0.458513,-0.882262,-0.14483,-0.684275,0.078427,-1.028732,-0.081589,-1.218668,0.807416,-0.375677
-0.211769,0.155945,0.48678,0.972367,-0.932986,-0.670172,-0.052403,0.908681,-0.921814,0.82554,-1.524555
-0.04603,1.832861,0.030553,0.237984,-0.920467,-0.57947,0.048033,0.598599,-0.95835,-0.782676,-1.038286
-0.031207,0.399594,0.733374,0.871426,-0.788394,0.772229,-0.082636,0.745273,-0.726611,0.627334,0.184813
1.228299,0.478967,-0.266907,-0.888124,-1.020299,0.705503,0.050261,1.104991,-0.430914,0.10364,-0.715789
0.2389,0.81805,-0.604945,0.303828,0.299942,-0.484741,0.701701,0.036487,-0.169345,0.007845,0.704744
0.4455,-0.550768,-0.39026,0.545088,-0.230016,-0.643176,-0.43996,-0.093731,-1.155521,0.328277,0.200962
1.971038,0.683497,1.263638,-0.413324,-0.515115,0.519708,0.302682,0.004554,-0.17907,-0.192451,-0.013756
-1.517677,-0.760558,-1.056068,0.245561,1.098309,0.863242,0.597676,-0.128055,0.796493,0.68267,1.568305
0.072931,1.018575,0.984359,0.173898,-1.894041,0.960931,-0.484653,0.541919,-0.525209,-0.988452,-1.294587
-0.106822,-0.122161,0.386575,-0.017886,0.507657,1.140297,0.473995,-0.890964,0.813905,0.761318,1.149279
0.801407,0.32896,0.346042,-0.212125,-0.368134,0.493436,0.434885,-0.464668,0.450481,-0.846747,0.242431
-0.866268,-0.790676,-1.425636,0.787798,-0.279353,-1.188814,-0.888008,0.449914,-0.577338,0.768041,-0.167007
-1.244878,-0.485346,-0.877137,0.554861,0.491199,-0.587163,0.122668,0.417658,-0.284053,0.80787,-0.223607
-1.071719,0.93413,-0.383024,0.200334,-0.473812,-0.016692,-0.533981,0.626955,-0.783124,-0.210825,-0.623159
-0.671746,-1.179288,-1.3201,0.680556,0.747509,-1.114297,0.228458,0.157106,-0.38821,0.507597,0.823651
0.966554,0.936644,-0.499973,0.606725,-0.977801,0.820024,0.416605,-0.696679,0.158442,-1.7504,0.290528
1.45782,1.186256,0.82534,-0.537231,-1.44201,1.064216,-0.519296,0.171395,0.695554,-0.874475,-1.0415
0.275909,0.203151,0.099541,-0.319474,-1.011322,1.083196,0.776694,0.300635,-0.599693,-0.288912,-0.463641
-0.775399,0.242286,0.551954,-0.431149,0.29994,0.570092,0.336261,0.250503,0.267671,0.515829,0.606146
0.512066,-0.036055,0.648358,-0.166144,-0.449269,-0.384826,-0.09516,0.70948,-1.005158,0.299697,-0.629843
-0.167296,1.535205,0.281868,-0.242548,-0.529861,1.022336,0.465255,0.007576,0.645015,0.456559,0.31997
0.440658,-0.032934,0.059664,-0.71644,1.141879,-0.928191,-0.758822,0.62864,0.664458,-0.315841,0.899069
-0.631238,-0.559433,0.305211,0.424805,0.030277,0.251999,0.909744,-0.202575,0.260062,1.053241,0.157214
0.427861,0.190349,0.564671,0.893026,-0.229611,0.248527,0.242807,-0.030558,0.767451,0.653464,-0.748592
-0.184053,0.653654,0.557004,1.141446,-1.017589,0.819587,-0.013212,0.688512,-0.342997,-1.017551,-0.711967
-0.591499,-0.778609,-0.402802,1.109911,-0.290277,-0.130928,-0.28776,0.533401,-1.279809,-0.220564,-0.394997
-0.636246,0.171585,1.040523,-0.698249,0.599628,-1.374658,0.540808,0.352641,0.06146,-0.031186,-0.10633
-0.869529,-0.171102,-0.196448,0.153858,0.975484,-0.316602,0.686452,-0.593033,0.249826,-0.034424,0.331892
-1.908416,-1.027284,0.75892,-0.214353,0.821413,0.380487,-0.687883,-0.244065,1.002106,1.005181,1.20404
-0.530926,0.209136,-0.828737,0.021566,-0.519528,1.305214,0.727366,-0.201173,-0.373308,-0.778051,0.284824
-0.72615,-1.200622,0.183705,-0.511181,-0.272907,-0.38943,0.825445,0.321007,-0.785315,0.683806,-0.504653
0.147098,-1.127601,0.27249,-0.400012,0.947801,0.393449,-0.250181,-1.049605,1.085949,-0.625528,0.723339
-0.132729,-0.068986,0.492594,0.267207,-0.756761,0.97763,-0.262905,0.632708,-0.04926,-0.314109,-0.866028
1.101584,1.857785,-0.429278,-0.815855,-0.821088,-0.688382,0.1021,0.694128,-1.228069,-0.682457,0.156844
-1.376709,-0.727583,0.421454,0.418417,0.823891,0.360415,1.100404,-1.089136,1.090511,-1.006698,0.861387
-0.237737,-0.443727,0.983187,-0.758931,0.534243,-0.655348,0.706478,-0.434386,-0.007038,-0.681514,-0.050283
-0.036439,0.445817,0.578644,0.351854,-0.32897,1.007192,0.300893,-0.193252,-0.010489,-0.329526,-0.054492
0.470202,-0.431085,0.725124,-0.662046,0.102967,0.951434,0.033386,-0.44363,-0.062927,-0.344625,-0.134425
-0.607219,0.369444,-0.367314,-0.073218,1.100924,-0.581844,-0.163809,0.256711,0.123958,-0.110427,1.112614
0.630003,1.031426,-0.431749,0.017447,-0.907204,-0.390811,-1.040917,0.264202,-0.659035,-1.021219,-0.695235
1.191907,0.764925,-0.561725,-1.027924,-0.999952,0.959194,-0.267903,0.231519,-0.259055,0.522209,-1.023871
0.015303,-0.45132,0.032296,0.859368,0.263603,-0.930956,-0.726398,0.509487,-0.585729,1.081165,-0.391358
0.918277,0.265588,0.031832,0.05495,-0.985784,1.294143,0.012068,-0.730569,-0.310466,0.473367,-0.368688
0.062031,-1.340594,-0.045231,0.750197,0.770522,-0.251918,-0.922862,-1.000676,1.066352,0.442549,0.303281
-0.039006,-0.561778,-0.242166,-0.182215,-0.372644,-0.53629,-0.71799,-0.755013,0.365845,0.331363,-0.477347
-1.134837,-1.108471,-0.364134,0.888848,-0.29704,0.638953,-0.126565,0.359156,-1.47184,-0.307108,0.437489
-0.162308,0.00848,-1.120979,0.884692,0.059753,-0.290385,-0.338781,0.363566,0.08225,-1.042283,0.367666
-1.895812,-0.690348,0.295995,1.194484,0.535734,-0.696905,0.602417,-0.681739,-0.09764,0.716034,-0.468093
-1.133499,-0.320744,-0.652166,0.056044,1.247221,-0.636776,0.546241,-0.465543,0.61295,1.058131,0.723044
-0.156916,0.586096,-1.352763,-0.171782,-0.996334,0.769163,-0.880571,0.047423,-0.250929,0.493259,-1.208373
-0.200794,0.482858,0.90995,-0.34417,-0.656948,0.00819,-0.473023,0.94138,0.587928,0.472963,-0.589218
0.134208,0.853523,-0.260165,0.272555,-0.92449,1.254664,-0.468005,1.401179,-1.001866,-0.265153,0.672762
-1.406928,-0.163828,0.910473,-0.103989,0.293175,-0.509396,-1.109161,0.674663,-0.60534,0.60071,-0.772841
-0.206684,0.521168,0.111964,0.287213,-0.391141,-1.074623,-1.126504,0.160577,0.514168,0.029443,-0.375644
-0.10005,-0.833786,0.332687,0.038501,-1.070656,0.542757,-0.570337,-0.33866,0.733885,0.438587,0.530315
-1.529576,-1.054229,-0.134183,-0.811707,0.445142,-0.690109,-0.325755,-0.37645,-0.005978,0.584587,1.038534
0.233218,0.301545,0.735877,-0.226706,0.01291,-0.847287,0.355288,0.233121,-1.211338,0.010771,-0.352792
0.03103,0.033804,0.545292,-0.497026,0.822887,-1.144959,-1.30909,0.613669,0.071388,1.118056,0.500256
1.91499,1.208915,0.560134,0.157376,-0.070892,-1.045772,0.682706,1.004192,-0.593964,-0.886684,0.557049
-1.289759,-1.273379,0.438688,-0.170213,0.732949,1.000243,0.94093,-0.01963,0.506036,0.995928,0.628178
-1.495908,-0.141678,0.014712,-0.35899,0.622911,-0.091601,-0.620007,-0.265457,-0.158676,-0.315431,-0.585921
0.707208,0.007514,0.454711,0.943841,-1.180267,1.509605,-0.429626,0.226521,-0.553825,1.023019,-0.88408
-1.757611,-0.631378,0.770082,0.776533,0.923917,-0.71524,-0.18083,-1.433528,1.352744,0.567209,-0.024411
0.666645,0.31458,-0.378111,-0.290363,0.533396,-0.453274,0.509323,0.048933,-0.034847,0.309424,0.870789
-0.142952,-0.874984,0.237212,0.919395,-0.605941,-0.073202,-0.651754,-0.738246,0.074347,1.184108,-0.071681
-1.01519,-1.006381,-1.217499,0.423906,0.321317,-0.40932,0.627576,-0.700548,-0.132159,0.261022,0.061899
-0.002873,0.196697,-0.503719,1.061535,-0.172889,0.013583,0.778497,0.595772,-0.696141,0.85278,-0.795901
-0.062825,0.454937,1.093167,-0.727615,-0.467306,0.969937,1.49333,-0.920837,0.952629,0.738635,0.134772
-0.258477,-0.657541,-0.635167,0.485306,0.832253,0.00781,0.133407,-0.950234,1.136045,-0.537557,1.588909
-0.49131,0.197741,-0.577677,0.34396,-1.002123,-0.03159,-0.641665,0.991685,-0.622109,0.703473,-0.991606
-0.301396,0.783815,1.229972,-1.158238,-1.485853,-0.084602,-0.495548,0.960339,-0.562713,-0.392273,-0.693081
0.605265,0.217797,0.497592,0.10737,-0.095861,-1.092147,-0.842432,0.422754,-0.892893,-0.179205,-0.398071
-0.054177,0.023431,0.552088,1.180821,1.18432,-0.796064,0.33471,0.996299,-0.71746,-0.777107,0.639443
0.146718,0.013421,0.142409,0.2871,-0.788869,1.280312,0.701494,1.501009,-0.966371,0.48206,0.477111
-0.626737,-1.03374,-0.498485,0.590411,0.881853,-0.847664,-1.063265,-1.235328,-0.813666,-0.97217,-0.445249
-0.197204,0.283151,-0.483427,-0.066484,-0.669945,0.763923,-0.55014,0.291426,-0.173776,-1.102479,0.697574
-1.660749,-0.764853,-0.413143,0.364942,0.925991,-0.700785,0.11226,-0.737632,1.021917,0.570975,-0.329415
0.34478,-0.765891,-0.610581,0.484424,-0.218869,-0.778245,-0.592162,-0.015309,-1.095082,-0.188762,0.702079
1.07618,0.3855,-0.548921,-0.434516,0.107382,0.962273,0.508923,-0.26918,-0.906909,-0.627984,-0.045624
-1.279844,-0.406353,0.352158,-0.946323,0.633041,0.618138,0.406257,-0.047182,0.637174,1.129727,0.546402
-0.105995,0.431765,0.333265,-0.943678,-0.650919,0.889183,-0.047259,0.232754,-0.829923,0.083824,-0.913945
-0.268639,1.167132,0.99598,-0.633308,-0.545397,-0.539969,-0.880552,0.689016,-1.324103,-0.240966,-1.011943
0.554754,0.724613,-0.389577,0.524408,-0.371877,0.740584,1.17031,0.395864,0.272702,-0.962968,-0.827378
1.54922,0.939251,-0.286605,0.432488,-0.745592,1.072073,0.053984,0.974223,-0.842303,-0.268944,-0.466373
0.178199,-0.12363,0.090124,0.648675,-0.302001,-0.172865,0.583615,-0.2905,0.159401,-0.52816,0.015476
-0.509412,-0.091167,0.684316,1.025093,0.019658,-0.56001,-0.656256,1.4237,-0.752077,-0.002776,-0.078308
-1.983147,-0.4419,-0.780107,-0.414017,-0.529977,1.02498,-0.569051,-0.046282,0.986575,0.746456,0.064598
-0.233513,-0.28378,-0.093559,-0.487707,-0.83625,-1.019564,-0.207884,0.212655,-0.995739,0.004719,-1.16584
-0.577055,0.378961,0.419881,-0.226801,-1.184176,0.633471,0.08725,0.208216,-0.702619,-0.309933,-0.598386
0.883898,0.884702,-0.023876,0.525652,0.220031,-1.020175,0.070033,-0.163058,-0.930584,-0.718998,-0.632038
-1.539429,0.709194,-0.378795,-0.475984,0.035512,-0.306172,-0.314174,-0.296645,0.245848,-0.868819,0.620361
0.576198,0.340795,1.003382,0.652497,-0.382637,-0.216975,0.926608,0.121487,0.050752,0.645194,-0.523157
-0.578436,1.090458,-0.109903,0.407877,-1.387945,0.298714,-1.018264,0.876697,-0.930752,1.32289,-0.603604
1.407575,1.022537,0.341029,-0.323064,-0.902566,1.103559,1.660253,-0.523287,0.938938,-0.235406,-0.069529
-1.523988,-0.788012,0.422687,-1.177385,-0.174884,0.466532,0.013374,-0.567155,1.187976,-0.478934,-1.292659
-0.685988,-0.559386,-0.455276,1.222471,0.254894,-0.078506,0.0761,0.346707,-0.837973,0.730594,-0.058293
-0.213266,-1.09842,-0.108204,-0.558802,1.039886,-0.884124,-0.062268,-0.87157,-0.597887,-0.573083,0.410429
0.213835,0.607299,0.360863,-0.618998,-0.316736,-0.016056,0.597115,-0.03236,0.444295,0.956916,0.63478
1.822513,0.933037,1.204098,0.553074,-0.450262,0.733571,0.325515,0.91613,-0.490556,-0.480093,-0.124847
0.636932,-0.13786,-1.650097,0.216527,-0.537767,0.953414,-0.309744,-0.61489,-0.785189,-0.844574,-0.73702
-1.458909,1.149374,-0.744237,-0.891838,0.00246,-1.335034,-0.49575,1.102441,0.462934,0.699161,0.251726
-1.138491,-0.095022,-0.895083,0.016968,-0.646095,0.595731,1.187312,-0.263234,-0.77127,-0.075873,-1.130936
0.890535,-0.895489,-0.493308,0.838806,-0.333576,0.466247,-0.137186,-0.043554,-0.274506,1.848111,0.864387
1.379736,0.589776,0.89317,-0.099908,-0.993499,1.144407,0.389371,0.697012,0.155049,0.330291,-0.23361
0.483106,1.197396,0.981661,0.851791,-0.027358,0.628785,0.936821,0.001045,0.299956,-0.701594,0.567245
-0.899928,0.922207,-0.203373,-0.695757,-0.019152,-0.211646,0.997282,-4.5e-05,-1.200498,-0.638173,-0.569028
