GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
-0.783579,-1.714688,-0.715375,-0.569515,-0.438465,1.367335,0.990419,-0.10917,-1.18373,0.000795,-0.26889,-0.479274,-0.728649,0.373737,0.273117,0.416664,-0.865694,0.654863,-0.160886,0.346137,0.833224,1.015273,-0.969956,-0.238575,0.67061,0.684393,-0.506077
0.236763,-0.785949,-0.904793,-1.534624,-1.151948,0.824638,1.063032,-0.921946,-1.341882,0.782882,-1.151071,-0.523958,-0.309004,0.175039,0.423674,0.637415,1.647789,0.51434,-0.77824,-0.06267,0.152533,-0.026814,-0.536841,-1.140049,0.258287,-0.610285,0.47627
-0.69914,-1.887568,0.04501,-0.67601,-0.891759,0.700363,0.858311,-0.143898,-1.099052,1.323709,0.134351,-1.185626,-0.583502,-0.194743,0.346582,1.760026,-0.777259,0.714553,-1.055064,0.640023,0.851791,-0.426675,-0.920241,0.484207,0.919374,0.751533,0.353271
-0.242495,-0.463516,-0.045762,-0.187053,-0.30859,-0.82483,0.8245,0.298854,0.04739,0.86816,-0.23998,-0.024153,-0.616169,-1.079183,0.916718,0.960843,0.010459,1.04966,-0.535098,-0.80852,-1.320339,0.562026,0.015379,0.660598,1.010526,-0.072163,0.40033
-0.465594,-1.401451,-1.043431,-1.336349,0.419784,-0.427425,0.201512,0.516399,-0.990705,1.225931,0.111675,0.949835,-0.367165,-0.306072,-0.353827,1.568906,-1.159035,0.744336,-1.176003,1.030355,1.139982,-0.623939,-1.436698,-0.269387,-1.958269,0.785857,0.102535
-0.312466,-0.927856,-0.593462,-0.458865,-0.838521,-0.887653,-0.046151,0.503789,-0.514844,-0.531468,0.151877,-0.232089,-0.254427,0.74108,-0.533978,0.003323,0.040135,1.439351,-0.005837,-0.048689,-0.429271,-1.074434,-1.66219,-0.775932,-0.158951,-1.283424,0.302824
-1.107131,-0.331237,0.165086,-0.475423,-0.488744,-0.616303,0.744695,-0.520052,0.198665,-0.685336,-2.714305,-0.686717,-0.094005,0.520031,-1.148817,-0.750544,1.11174,0.859249,0.949562,-0.967452,-0.18178,0.545122,-0.774113,-0.62428,-1.239937,0.197055,-0.287311
-0.423576,0.648686,1.068685,0.810574,-0.678294,0.311633,-0.371389,0.146304,1.006019,-0.969775,-0.505875,1.067677,0.335807,0.555282,0.26167,0.415767,0.410512,-0.412804,-0.02524,-0.341548,-0.702601,0.083904,-0.553457,-0.475367,-0.147732,-0.512003,-0.662883
0.597155,-0.136961,-0.657094,-1.790942,-1.525076,1.112857,0.543325,-0.253159,-1.138305,0.485003,0.061215,-0.516795,-0.355125,0.237588,1.568577,0.819889,-0.578949,-0.014001,-1.265773,0.671343,-1.42181,-0.481724,0.871998,0.257118,-0.433935,-0.477552,0.43313
-1.145826,-1.11328,0.574481,0.895217,0.198547,0.25455,-1.451689,0.497607,1.338403,-0.308711,-0.935415,-0.158084,-1.21854,1.083073,0.362049,-0.532796,1.117478,-1.013642,0.804332,0.214781,-0.723611,0.96797,-0.437856,1.358058,-0.44115,0.625777,-0.165242
0.667524,0.628263,0.562779,1.420946,1.417359,-0.682899,-0.336614,0.068431,-0.933005,-1.535653,-0.505091,0.178194,1.939798,1.247729,-0.854674,-0.839634,-0.718654,-0.272913,1.183996,-0.097446,0.120828,0.537089,0.819363,1.037088,1.100155,-0.133806,0.64942
-0.39807,-0.898077,-0.640111,-1.804553,0.684431,-0.370976,0.523237,0.329787,-1.215638,0.812253,2.631449,-0.40239,-1.434903,-1.152623,-0.636664,0.389654,-0.87336,1.096073,-0.861333,-0.670047,0.675111,-0.176483,-0.327352,-0.989951,0.52207,0.446237,0.434794
0.011219,-1.04837,0.077281,-0.110499,-0.165949,-0.698489,-1.046273,0.534951,0.203601,1.173286,-0.965477,-0.694022,-0.782973,-0.498492,-0.277906,-0.63868,0.577334,-1.02608,0.052566,0.156593,-0.779211,-0.402377,-0.746834,1.22866,0.667151,0.417184,-0.819779
-0.516939,0.349027,-0.247095,-1.28451,0.235274,-0.622895,0.016283,0.442816,-1.235138,0.893247,2.416482,-0.600237,-0.77532,-0.882854,0.301794,0.582517,-0.049201,0.440015,-0.212964,-0.447385,0.833627,0.905919,0.503911,-0.034312,0.948359,0.385089,-0.45697
0.36381,0.774588,0.172145,0.834342,0.430964,-1.059254,-0.394067,0.832287,0.016354,-0.796137,1.144768,-0.519127,0.155897,-0.929586,-0.895895,-1.213018,0.197712,-0.79723,0.202379,-0.86723,0.265137,-1.649523,1.254755,1.171254,0.952789,1.199506,-1.587566
-0.841371,-0.113749,0.699583,0.65955,0.85778,-0.123149,-1.019518,0.141206,0.941066,-1.072284,-1.260798,0.139337,0.658688,-0.340429,-0.290224,-0.602569,0.201839,-0.717407,1.06494,-0.531485,0.023776,1.621265,-0.337283,0.078879,-0.183142,-1.220227,0.978121
0.931672,1.13639,-0.073279,-0.494394,-0.372303,-0.258609,0.486778,0.571229,0.173341,0.117412,1.080797,-0.528229,0.286939,-0.456063,-0.637842,0.580502,-0.474153,0.542694,0.893479,-0.892234,0.355414,-0.392854,0.381129,-0.200125,-0.725217,0.205833,-0.053882
-0.198235,0.310759,0.811762,-0.083625,-0.955314,-0.028996,0.001443,0.377501,1.013756,0.396346,0.016612,0.8947,0.305428,-0.241936,0.089445,-0.709187,0.648694,-0.410415,0.471844,-0.735279,0.358867,0.011589,-0.171634,-0.215637,-0.871801,0.78274,0.660539
0.555506,-0.62472,-0.63363,0.052358,-0.66736,0.773735,0.727193,-0.402357,-0.38914,0.676339,-0.367078,-0.140357,-0.387919,0.122474,0.853848,0.492626,1.19563,0.110503,-1.608353,0.529679,-0.790007,0.261839,0.439418,1.132287,-0.18046,0.269638,-0.053544
-0.745494,-1.149855,-0.616501,-0.219206,0.209323,-0.601217,0.625698,-0.977996,-0.834874,0.824287,-1.920855,-0.909466,-0.135025,1.091559,-0.700759,-0.129381,0.524563,-0.824095,0.038901,-0.25828,-0.906068,-0.712758,-0.28617,0.305959,0.000355,0.551882,-0.752305
-0.998871,-0.96844,1.47258,-0.214697,-1.163277,0.30528,0.278547,-0.766602,1.010224,0.199005,-1.739058,-0.426854,-1.350447,0.329095,-0.134785,-0.598196,1.080456,0.244674,0.165004,-0.055453,-0.48586,0.133182,-0.882663,-0.941661,-0.797499,-0.683711,-0.958011
-1.570723,-1.007893,-0.680675,-1.028777,0.793865,-0.681134,-0.873459,1.19199,-1.183143,0.967176,-0.035689,0.302694,-0.776406,-0.639948,-0.929147,0.1133,0.643143,1.397285,-0.520457,-0.773274,-1.267485,-0.779607,-0.352225,0.871888,0.620548,0.998663,-0.398226
-0.037118,0.901055,0.604539,0.004297,0.204374,-0.816732,-0.50716,0.00266,0.19715,-0.965459,0.665507,0.18246,1.500016,0.189744,-1.007433,0.446038,-0.111692,-0.580202,-0.189515,-0.723765,-0.190833,-0.42574,1.128076,0.531228,0.378877,0.586669,-0.095076
-0.5382,0.784015,0.728077,1.144921,0.155629,-0.684854,0.407318,1.00816,0.460495,-1.22114,2.270917,0.301934,1.641239,0.184574,-0.943702,-0.247796,-0.564667,-0.854238,-0.023523,0.271725,0.281139,0.154619,-0.541493,-0.251886,0.132527,0.590503,0.463254
0.708434,0.756339,0.040737,-0.407034,0.642842,-0.627275,-0.043024,0.446834,-0.896148,0.056035,0.622153,-0.956736,0.038797,-1.275502,-1.200441,-0.287688,-0.819606,0.476778,-0.0113,-0.847751,0.484624,0.702118,0.200453,0.428204,-0.018008,0.857241,0.679354
-1.03257,-0.533228,0.7217,1.109349,0.041091,0.551291,-0.384621,0.397793,0.43333,-0.835954,1.531945,0.118514,0.419683,1.118199,-0.869564,-0.768015,-0.479999,-0.895758,0.932137,-0.573245,0.455296,0.075261,0.403509,1.121497,0.158642,-0.90797,0.478072
0.310564,1.125644,0.603754,0.578264,-0.059068,-1.220558,-0.15128,0.274284,-0.011146,-0.14276,-0.034768,-0.009806,1.190653,0.61387,-1.098618,-0.811335,-0.632,-0.350826,0.355706,-0.024961,-0.712908,0.650636,0.497448,0.109509,0.040693,-0.678709,-0.270387
0.708919,1.537044,0.956223,0.244225,-1.002505,-0.490975,0.903278,-1.242897,0.016238,-1.15437,-3.583671,0.200221,0.710329,-1.166946,0.949255,-0.382224,1.157029,0.7812,0.249581,0.281987,-0.475019,-0.359149,0.803453,-0.763723,0.460831,-1.086331,0.235946
0.803325,1.268863,0.240314,1.035631,-0.049004,-1.047701,-0.916068,-0.55627,0.852227,-0.503742,0.694389,-0.087204,1.285529,-0.45127,-0.699753,-0.645109,-0.94855,-1.101017,-0.112264,-0.484469,-1.059878,0.059706,-0.055133,0.568736,-0.216769,-0.939076,-0.515063
0.757871,0.542467,-1.01887,-0.201852,0.587309,-0.783561,0.568708,0.982561,-0.625259,-0.011438,-0.084336,0.002138,1.487748,0.313527,-1.084982,0.70267,-0.411516,0.182874,-0.566942,-0.553865,0.971328,-0.156215,-0.334028,0.321077,1.549361,0.340718,0.849757
0.836588,0.15374,0.052358,-0.918302,-0.392373,-0.185222,-0.067834,-0.313311,0.357728,0.025582,-0.886051,-0.442443,0.462924,-0.316787,0.509522,1.122882,0.798097,0.517659,0.083937,-0.392316,-0.387423,-1.327331,0.307233,0.776868,-0.04373,-0.61279,-0.19781
-0.144297,0.177201,0.289578,0.145379,0.793172,0.28867,0.37243,-0.743289,-1.358915,0.390076,-0.839731,-0.763369,0.963379,0.838068,-0.345884,0.479047,-0.827784,-0.147337,-0.382289,-0.653937,1.076922,-1.407675,0.395409,-0.791228,1.134235,0.442337,-0.362154
1.183011,0.944583,-0.762191,-0.075316,0.412024,0.641985,0.691876,-0.065642,-0.361416,0.452698,-0.743266,-1.253325,1.274733,-0.416614,0.22306,-0.704912,0.32707,-1.321352,0.593109,0.007907,1.367742,-0.681014,-0.15943,-0.29494,-0.717358,0.805763,1.095139
0.20386,1.197925,0.183517,0.397799,-0.027688,-0.783241,-1.132005,-0.118536,1.01739,-0.182666,-1.266914,-0.580009,0.817936,-1.230305,-0.657179,-0.370221,0.187601,-0.601659,0.432125,0.380627,-0.06335,-1.273417,1.661687,1.276339,-0.474506,-0.074353,-0.19706
-0.866246,-0.196625,0.35857,0.558462,0.790637,0.634915,-0.244373,-1.09748,0.626503,-0.933509,-1.640849,0.194863,-0.750808,0.70793,0.352128,-0.981146,0.015153,-1.523732,1.148173,-0.314831,-0.680779,-0.547056,0.944542,1.077472,0.857495,0.4946,0.546505
0.800324,-1.328982,-0.172524,-1.09843,1.443122,0.968409,-0.216252,0.725,-0.78236,0.497956,0.175853,-0.368189,-0.862867,-0.383258,-0.307399,0.908917,-0.794586,-0.039116,-1.159014,0.219788,0.868046,-0.758504,-0.007641,0.45422,0.939786,0.453474,-0.319996
0.448753,-0.397669,-1.57933,-0.334872,-0.152421,-0.021179,1.017354,1.294863,-0.790671,-0.73622,1.88034,0.227431,1.61074,0.10115,0.278083,0.46875,-0.145023,0.811648,-1.23257,1.365129,0.967264,0.834814,0.313655,0.241613,0.422191,0.972774,0.326746
0.825143,-0.772429,-1.347996,0.334593,-0.49652,-0.214704,1.267126,0.55986,-1.247299,0.215872,1.966762,-1.095928,0.250407,0.106806,0.276678,0.388864,-0.525268,-0.705311,-1.010441,0.270226,0.434533,-0.947315,-0.068945,-0.782048,0.879312,0.371275,0.685321
-0.19708,-0.682744,-0.186559,-0.332888,0.275492,0.761341,0.481494,-0.491749,-0.239216,0.460217,-1.49232,-1.050835,-0.8494,-0.599837,1.050375,-0.10192,0.182768,-0.19024,-0.532305,-0.586259,0.101415,-1.093469,-0.870074,-0.305446,0.116431,0.641955,-0.921135
0.102117,1.066095,1.172379,0.864681,-0.129985,1.065762,0.051749,-0.567846,-0.312242,0.448919,-0.913954,-0.801721,0.636189,-0.3509,1.048935,-0.935512,0.778658,-0.798739,0.402113,-1.05945,-0.21205,-1.24368,0.988981,-0.162542,0.937518,-0.798243,-0.775498
0.01687,-1.454589,-0.873897,-0.835885,-0.390694,0.942346,0.683257,-0.549387,-1.412996,0.799452,-0.413588,-0.768842,-0.349794,0.584491,0.710586,1.061873,0.078973,-0.173128,-1.283246,-0.238218,-0.839261,-0.905351,-1.187084,-1.03149,-0.014805,0.918208,0.266112
0.199183,0.356003,0.089587,0.402215,0.914174,0.907146,0.435359,-0.012078,-0.861409,0.437133,-0.547666,-0.651916,1.194156,0.320925,0.222303,0.22819,-0.862488,-0.575235,-0.426214,-0.516271,0.379188,-0.513786,0.141522,-0.816199,0.100049,-0.041095,-0.705908
-0.074644,-1.546661,-0.915242,-0.925191,0.376094,-1.134398,-0.645654,0.288283,-1.185119,1.558732,-0.059275,-0.284428,-0.845174,-0.390833,-0.563618,0.204326,-0.160524,-0.195868,-0.893817,-0.242046,-0.264314,-0.735986,-0.348259,0.951756,0.46133,0.428347,0.679944
-0.213061,0.489665,0.735282,1.192041,0.028415,1.512332,-0.089037,-1.223022,0.609777,0.208224,-1.484792,0.938728,0.050583,-1.077864,0.675136,-0.407802,0.727866,-0.095537,1.056412,0.561329,0.596768,0.779659,0.651336,-0.138584,0.15162,-0.786565,0.560762
-0.682212,1.068203,1.015337,0.922109,-0.270263,1.272005,0.486869,0.655971,0.900901,-0.272123,1.600646,0.891957,1.138744,-1.116392,0.212779,-0.293999,-0.878369,1.294339,1.101332,-0.804008,-0.946719,1.223557,0.960858,-0.088596,0.163848,0.57679,-0.173383
-1.652921,-1.83464,0.217891,0.984226,0.245016,-0.025239,-0.370951,-0.323399,0.878224,0.522099,-0.037472,0.369556,-0.754482,1.360793,0.289491,-0.68036,0.684144,-0.946172,0.326581,0.435245,1.039248,-0.864782,-1.060639,0.890555,-0.663729,-0.445048,-0.812892
1.170769,0.288563,0.367052,0.300445,-1.224613,-0.460407,-0.632858,-0.237816,1.067409,1.262875,-0.764046,0.65637,0.537527,0.424476,0.801522,1.093305,1.175297,1.037921,-0.478421,0.222993,-0.516389,0.600062,0.862164,-0.09918,-0.540246,-0.81884,-0.623558
0.87045,-0.175141,-1.207644,-0.771157,0.231894,-0.414848,0.29518,0.369592,-1.246976,0.217004,-0.103164,1.084393,-0.23277,0.038835,-0.503841,0.203591,0.543637,0.793388,-1.38295,-0.484315,1.218179,-0.036937,0.119371,0.939196,0.880879,-1.059505,-0.288526
-0.931662,0.308626,0.951501,0.832627,0.47074,0.391118,-0.375678,-0.138581,0.976101,1.168663,-1.204663,0.367547,-1.014121,0.208082,1.068588,-0.478704,1.094532,-0.508199,0.280884,-0.726715,-0.480531,0.167547,0.647975,0.187568,0.652202,0.423827,-1.609735
-1.129762,-0.51347,0.886978,0.586425,0.037606,0.482536,-0.514104,-0.424918,0.661919,0.647357,0.59593,-0.11316,-1.068932,0.177321,-1.274772,-0.39292,-1.440453,0.41248,1.189463,-0.863674,-0.386035,0.628917,0.219254,0.790406,0.07024,0.030408,0.330687
0.519662,0.612335,-0.39765,0.171534,0.621301,-0.20294,-0.102716,-0.457342,-0.235536,-0.451037,0.548384,-0.778426,0.990014,1.146393,0.081192,0.0771,-0.911002,-0.484975,-0.417329,-0.378297,-1.489894,-0.436552,0.796492,1.032826,1.315036,0.889737,0.149093
0.630514,0.35233,-0.772281,-0.218638,-0.388846,-0.709681,0.052792,0.063127,-0.663065,-0.995925,1.866259,-0.914251,0.456516,-0.108166,-0.110647,0.649609,0.99766,-0.096811,-1.175301,1.208997,0.624548,0.029879,0.75051,0.722289,0.336771,-1.74188,0.403898
-1.090231,0.349066,0.802671,0.528034,-0.519395,0.405557,1.184994,0.633843,0.543726,-0.297264,0.576842,0.088475,1.10872,0.71914,0.052054,-0.515536,0.163754,0.430805,0.224017,1.017778,0.619096,0.263186,-0.35912,-1.033316,-0.284277,0.792505,0.123609
-0.617029,-0.195937,0.240845,0.506032,0.371397,1.113109,0.299736,-0.831173,0.517379,-0.136502,0.038425,0.734951,-0.738626,0.364368,0.248972,-0.901506,0.223307,-0.263353,0.154291,-0.823384,-0.927786,0.605653,1.030428,-0.454331,0.558959,-0.475501,-1.034496
-0.196289,1.545014,0.325898,1.409582,0.394428,0.674848,-1.123981,0.081774,0.335497,-1.402461,-0.799903,-0.471253,0.665128,-1.006801,-0.294624,-0.639016,-0.235559,-0.756818,1.261273,-1.00312,-1.147361,0.382673,1.355919,-0.608242,-0.908834,-0.210429,-0.521538
0.169552,-1.721504,-1.061841,-1.017747,-0.820548,0.007122,0.527844,0.593619,-0.745611,0.40952,0.020917,0.138428,-0.836492,0.331357,-0.013283,0.184035,-0.174119,-0.024716,-0.879051,-1.196678,-0.81948,-0.808604,-1.48587,-0.146026,-0.637443,0.738111,0.033108
0.232297,2.53219,0.864352,1.233377,0.196974,1.307595,1.172431,-0.712912,0.575708,-0.907565,-0.288624,0.32348,0.678983,-1.133243,0.510023,0.819292,0.092716,1.169107,0.743454,1.035778,1.053099,-0.165035,0.598626,-0.101707,0.092728,0.422685,-0.834834
-0.534938,-0.760391,0.094299,1.554753,-0.197132,-0.207235,-0.224624,-1.076163,0.005566,-0.237411,-0.916765,-0.701012,0.495687,0.695524,-0.992467,-1.129257,0.274923,-0.897424,1.369773,-0.680156,-0.431723,-0.634229,0.35432,-0.662536,-0.271694,0.330104,-0.368614
-0.777875,-1.136043,0.799625,0.621723,-0.354422,0.670808,0.768713,0.410967,-0.207838,0.093303,0.402733,-0.962928,-0.450126,1.064181,1.114746,0.312281,-0.025482,0.466452,0.705948,0.424058,0.957909,0.971065,-0.98713,-0.717749,-0.428205,-0.741883,-0.194107
-0.388257,0.219952,0.048812,1.074381,0.350065,0.397701,0.444006,0.474685,0.58203,-1.05552,1.351716,0.12534,0.836658,0.513966,0.097365,-0.067063,0.099606,-0.114648,0.051913,-0.208492,0.867348,0.64655,0.395159,-0.199161,0.307803,0.993088,0.276093
-0.715197,0.111074,-0.515868,-0.67862,0.344638,-0.635396,-0.751184,0.631425,-0.276417,-0.519808,1.362461,0.235802,0.231423,0.513728,-0.29324,0.851688,-0.425598,0.5715,-1.406704,-1.060858,0.588748,0.615461,0.284661,0.339134,-0.743366,-0.560659,0.261746
0.481782,0.932252,1.142034,1.290939,1.249241,-1.032658,-1.017079,-0.701049,1.019496,-0.808529,-0.012533,0.247241,0.520788,0.911663,-0.843212,-0.800624,-0.099038,-0.903964,0.891437,-1.023041,-0.751239,0.733588,0.226876,-0.647185,-0.255533,-1.074798,-0.318963
1.103244,0.475166,-0.49014,0.488278,-0.878876,-0.10501,0.694323,0.749232,0.002761,-0.136177,0.363451,0.314322,1.041078,-0.556353,-0.157643,-0.796668,0.041585,-0.529843,0.542794,0.608283,1.243205,-1.266048,0.937203,0.695541,-0.25804,0.849228,0.584295
0.691314,1.071387,0.932561,0.558934,1.13918,-0.094768,-0.778206,0.138579,0.117047,-0.090779,-0.261558,-0.794433,0.647913,-1.198216,1.037416,-0.744556,0.508799,0.38356,1.32967,-0.127045,-0.973347,-0.146379,1.307597,0.945972,-0.048029,-0.543842,0.040597
-0.669937,1.138523,0.268589,1.36975,0.71542,-0.465089,-0.930924,-0.427494,0.842494,-0.556575,-1.352401,-0.256406,0.805891,-0.026065,0.368741,-0.179693,0.17078,-0.968834,1.068585,1.379849,0.540803,0.441093,-0.073843,0.134628,-0.550606,0.459593,0.454653
-0.559268,-0.017514,0.887248,0.793861,-0.215018,-0.442492,-1.197693,0.930774,0.739441,0.79094,1.1362,-1.272785,-1.107241,1.138476,-0.648093,-1.058357,-0.656707,-0.590364,1.353693,-0.607392,-0.738025,1.615531,0.065953,0.917771,0.834507,1.153843,-0.76031
-0.732825,-0.007924,1.168966,-0.151838,0.040299,0.987831,0.200421,0.280297,1.177168,0.013154,-0.052544,0.647628,-0.047615,-0.630769,0.058447,-0.004419,1.27903,0.014651,-0.104371,-1.482194,-0.201497,0.363973,-0.546201,-0.456125,-0.783962,-0.148554,-0.815729
-0.084398,1.17132,-0.089372,0.18247,-0.945485,-0.206173,-0.021123,0.36057,0.68785,-0.921121,0.576248,0.670831,0.493657,-0.409152,-0.436754,-0.073599,-0.627097,-0.799711,0.558517,-0.95989,-0.339143,-0.535795,0.878361,-0.526823,-0.854776,-0.811898,0.595904
0.384146,0.475654,0.771881,1.208311,-1.181269,-0.942833,0.684051,-0.496497,0.802728,-0.439812,-0.579484,-0.829593,0.122151,0.19355,0.003605,-0.599511,0.378469,-1.104647,1.213511,0.567724,-0.209624,1.075213,1.258788,-0.16048,-1.287101,-0.322495,-0.499351
0.509411,0.256643,-0.182541,1.02783,0.930594,-0.532086,-0.771223,0.414218,-0.492934,0.322086,-0.804254,-0.020363,-1.07828,-0.029926,-0.319689,0.240297,-0.506575,-0.131471,-0.182045,-0.283553,-0.313973,-1.649179,-0.005218,0.795082,0.271269,0.606133,-1.757937
-1.103207,0.896718,1.127424,0.816049,0.277417,0.356669,0.371752,-0.616373,0.791793,-0.665456,1.040382,-1.059217,0.526247,-0.34007,-0.759954,-1.338005,0.161849,-0.651752,0.876637,-0.002452,0.183507,0.267269,0.552572,-0.834853,-0.808325,-1.558192,0.248499
-0.296106,0.171421,0.873633,0.569611,0.302186,0.322637,0.805698,-0.657105,1.198471,-1.294871,-0.128097,-0.365254,0.269742,0.258053,-0.514029,-1.224317,-1.039794,-0.461366,1.468219,0.524516,0.967699,-1.107479,0.331788,0.406206,0.587822,-0.824805,-1.006048
-0.284817,-0.739249,-1.158389,-0.947041,1.588507,-0.469971,-0.424404,0.223145,-0.965171,1.715531,0.327338,0.512326,-0.680439,0.007857,0.206707,0.397159,-0.767043,-0.055015,-1.442337,0.335951,-0.632177,0.042042,0.02526,0.350932,1.592159,0.323283,-0.91287
-1.170962,1.059512,0.863669,0.590418,0.527644,-1.124847,-0.908298,-1.206053,1.035626,1.036685,-2.839339,-0.62181,-0.440628,-0.169943,-1.25867,-1.790157,0.977692,-0.470187,0.854428,-0.930534,-1.025899,-0.44399,0.190484,0.617217,1.199463,-0.720295,-1.141973
-1.604964,-1.304347,-0.169845,-1.08093,0.195426,-0.102434,-0.434912,0.106078,-0.730294,1.060489,-0.899626,0.500241,-1.458015,-0.282172,0.199708,0.720405,-0.510853,1.460181,0.14879,-0.245715,-0.13045,-0.370637,-0.916404,-0.975424,-0.559421,-0.016781,0.059074
-0.412474,-2.053984,-0.973376,-0.844939,-0.63142,0.482475,0.159846,-0.778744,-0.306262,0.800678,-2.01145,-0.082603,-1.147715,0.522591,0.478299,0.408467,0.541949,0.321803,-0.959909,0.867828,0.127533,0.503189,-1.398489,-0.223932,0.541163,-0.600992,-0.895944
0.628733,0.283044,0.036338,1.493849,-0.103711,-0.959916,-0.369984,1.063423,1.017952,0.918509,0.989008,-1.048912,-0.129211,-0.471986,-1.234324,-0.830824,0.061431,-0.95125,0.586615,-1.288935,-0.03661,0.289071,-0.90615,-0.430895,0.360433,0.698065,-0.766831
0.525544,0.618372,0.613965,0.060473,-0.19818,-0.017561,1.370659,0.585181,-1.137783,-0.018032,0.380424,-0.132047,-0.621015,-0.911916,0.231465,0.007145,0.360881,-0.272996,-0.161195,1.433571,0.945046,0.224267,-0.839421,-0.782587,-0.083737,0.038388,0.175556
0.470975,0.55178,-0.126693,-0.260176,0.951347,0.401817,-1.24456,0.253305,-0.025575,0.605029,1.733503,-0.489907,0.094141,-0.086445,0.285467,0.440881,-0.383584,-0.084435,-0.954126,-0.905942,-0.978344,0.634991,-0.226773,0.992797,-0.23605,0.172728,-0.219717
-0.419814,-1.058086,-0.272511,0.72194,0.594449,0.193102,-0.76044,0.769452,0.017374,-0.393708,1.127691,-0.315645,-0.018458,0.938995,-0.647971,-0.078087,-1.145001,-0.206849,0.419582,0.019128,0.482461,-0.503511,-0.571355,-0.363935,-0.968794,0.572463,-0.173448
0.192799,1.381006,0.441631,0.788496,0.13686,-1.204192,-0.699918,0.513953,0.008283,-0.521808,0.637432,-1.128094,1.187321,-0.024381,-0.229183,-0.19951,0.119487,-1.233392,0.292088,-0.488224,-0.708964,0.256422,0.318156,-0.952596,0.784264,0.832734,-0.009764
