GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
-0.318371,0.58282,-0.127091,-0.899725,0.063652,0.341488,0.343484,0.556364,-0.924435,-0.062234,0.112194,-0.52664,-0.940424,1.268337,-0.77372,-1.291066,0.526663,0.155085,0.531297,1.004373,-0.460326,-0.069109,-0.221233,-0.609176,-0.10442,0.640702,-0.591515
0.300859,1.189524,0.575151,-0.01832,-0.791419,-0.949429,-0.208263,-0.597531,-0.960461,-0.598684,-0.271813,-1.225255,-0.934561,1.285286,0.207917,1.05714,-0.237855,0.207499,-0.789975,-0.822187,0.194185,-0.087902,-0.009834,0.118787,-0.600156,0.670209,-0.14811
-0.370211,-0.725125,-0.333236,-0.325251,-0.462774,-0.462468,-0.037289,0.157293,-0.770733,-0.966666,-0.612184,-0.289159,0.272485,0.254175,1.043312,-0.021972,-0.935139,-0.078726,0.104576,0.299405,0.513667,-0.186431,-1.271055,-0.745107,-0.706599,-0.649539,-0.496344
-0.927662,-0.06162,-0.254736,-1.063909,-0.252438,0.486132,-0.585959,-0.133491,-1.06203,-0.258734,0.137276,-0.646486,-1.087178,0.930565,0.289637,-0.625014,-0.585419,0.302109,0.521811,-0.074624,0.869005,0.155349,-0.895674,-0.068426,-1.202461,-0.179584,-1.092507
-1.056331,1.030977,-0.855741,0.095323,-0.919841,-0.637161,-0.68089,-1.342616,0.681174,1.222534,0.556024,0.704105,-0.498893,0.653909,1.272833,-0.875913,-0.484973,0.555551,0.807219,0.529431,0.648111,0.489736,-0.303072,-0.462727,0.84812,-0.728307,0.647872
-0.075522,1.134207,-0.303067,0.325996,0.397297,0.436897,1.049877,1.223344,-0.981373,0.865704,0.314822,0.220425,-0.718585,0.700081,0.994892,-0.582705,-0.551845,1.22833,-0.409392,1.182058,-0.998775,-0.996401,-1.052102,-0.591414,-0.900861,1.10592,0.38183
0.57344,-0.461876,-0.10032,-0.71746,-0.326313,-0.097865,-0.571892,0.50336,-1.054661,-0.837699,-2.158027,-0.914946,1.128648,0.069425,-0.322748,-0.304715,-1.086537,-0.191266,-0.660089,0.019797,-0.206194,0.167639,-0.731709,0.5808,-0.656438,0.108169,-0.902023
0.706079,-0.116531,-0.498284,0.703519,0.578804,-0.223729,-0.615311,-0.534989,1.071462,-0.51416,0.113149,0.737079,-1.150317,-0.6997,-0.77537,1.254554,1.055906,0.243631,-0.624937,-0.506139,0.155245,0.8578,0.077907,0.31462,-0.536752,0.122068,-0.77875
-0.030599,0.38784,-0.519805,0.453524,0.331142,0.245449,0.804451,0.372522,1.092735,0.148783,-0.54427,1.146196,-0.242203,-0.345533,-0.515678,-0.062127,0.576216,-0.083319,0.444203,-0.900023,-1.533898,0.391128,-0.771464,0.281796,0.970298,-0.071761,0.825244
0.790549,-0.246748,0.789179,0.60152,0.68629,0.500117,1.113189,0.904477,0.596515,-0.672547,-2.136472,0.922154,0.145338,-0.220338,0.868252,0.04256,-0.889671,-0.511526,-0.116194,0.404659,-0.128634,-0.71189,-0.233738,-0.972528,-0.236167,-0.845832,0.132401
0.146816,-1.188233,-0.122728,-0.069304,-0.881378,-0.527291,0.258693,-0.722271,1.046088,0.08308,-0.964618,-0.17716,0.195752,-0.011409,-0.714285,1.408102,-0.127804,-1.493946,0.630227,-0.136912,-0.460629,0.084941,0.4757,1.049267,1.141602,0.063613,-1.041524
-0.741827,1.804,-0.282953,1.136389,0.786888,0.279182,0.876831,0.144553,1.121889,-0.044563,-0.438685,0.610235,-0.690152,0.75986,-0.871467,0.961303,0.332081,-0.155952,0.327414,-0.881452,-0.722737,0.072603,-0.894535,-0.45162,-0.14653,-0.105682,1.384787
-1.015312,-0.367754,-0.320147,0.117265,1.029239,0.290165,1.194722,1.157053,0.335991,-0.976667,-0.562392,0.3927,-0.768839,0.180042,-0.664673,0.667395,0.97668,0.611154,-0.106179,-0.573739,-1.460876,-0.226991,0.410519,0.041248,-0.59015,0.924905,1.045899
-0.306768,0.410287,-0.828712,0.088128,-0.142219,-1.01363,-0.123592,-1.460873,0.371601,-0.593136,0.865138,0.223994,-1.333134,0.925736,1.275861,0.427205,0.33191,0.254304,0.096757,-0.865566,0.82051,-0.327559,-0.097687,0.530605,-0.593093,-0.798623,-0.572804
0.446388,-0.285053,-0.163766,0.940403,0.685803,0.253928,-0.406933,-0.155343,0.893909,0.305985,1.144368,0.888289,0.322372,-0.647637,-1.561857,1.139622,0.539709,0.298313,-0.357155,-1.559103,-0.714482,-0.333258,-0.050171,-0.852147,0.097572,0.464806,0.420311
1.087288,-0.644574,0.933083,0.759501,0.863046,-1.347209,0.087904,-0.209278,-0.861556,-0.998148,0.561291,0.889084,1.138171,-0.062878,0.129445,0.064751,-0.041623,-0.95933,-0.481046,0.21091,0.775453,-0.870547,0.716094,0.521616,-0.4549,-0.592676,0.828811
-0.239083,0.866411,-0.066654,-0.113775,0.673624,-0.191881,1.298747,0.036947,0.007463,1.095272,0.069542,1.63182,0.088691,0.781142,-1.366714,-0.041218,0.534388,1.510617,0.260327,-1.149285,-0.737645,-0.746238,-0.206642,0.426129,-0.600577,0.072268,-0.018651
-0.329924,-0.927176,-0.370417,-0.949777,-0.326252,0.291565,0.125904,-0.036519,-0.159876,0.697819,-0.391545,-0.720855,0.957992,0.226756,1.093171,-0.780261,0.690887,0.872711,0.693999,0.620953,0.943909,0.744587,0.984096,0.955545,0.277622,-0.921782,0.683433
-0.003825,1.657223,-0.003971,0.500365,-0.877397,-1.181838,-0.60701,-0.619391,0.484534,0.736493,0.89898,-0.722439,-0.328559,-0.311634,0.18165,-1.743624,-0.330787,0.689066,-0.62574,-0.590134,-0.715199,0.126173,-0.599572,0.010323,1.146152,0.344715,0.661649
-1.006833,-0.065606,-0.722751,-0.014918,-0.371792,0.332879,-0.353831,0.87649,0.010512,0.166811,-1.198895,0.047815,1.357766,0.232008,0.685252,-0.460593,-0.626528,-0.204105,0.611599,0.248634,-0.163997,0.010142,-0.998543,-1.615891,0.109811,0.729686,0.993912
-0.922715,-0.207917,1.182134,-0.060473,0.82528,0.332514,1.435554,-0.966749,-0.909124,0.020288,1.345754,1.047609,-0.620593,0.421848,-0.825714,1.143702,0.196578,-0.869667,-0.412152,0.990517,1.235791,-0.373476,0.36607,0.668715,-1.460386,-1.021902,-0.665584
0.923455,-1.414619,0.185692,0.426972,-0.637258,-0.106443,-0.273115,-0.980748,-0.186097,1.359202,1.199549,-0.333453,1.160877,-1.010472,0.774936,-1.161849,0.250803,-0.75572,-0.662978,1.101021,0.591898,0.949706,0.915075,0.021412,-1.200418,-0.024327,0.86448
-0.715063,-0.567229,-0.144706,-0.217027,-1.35942,0.197862,0.313879,0.894781,-0.038073,-0.088356,-1.523,-0.591099,1.582974,-0.658317,0.178064,0.181358,-0.374554,-0.015601,-0.488025,0.637588,0.48227,-0.40911,0.748739,0.887074,1.568367,-0.223399,0.337342
1.114618,-1.181675,0.853905,0.702348,0.788311,-1.72181,-0.452336,-0.786626,-0.275435,1.140645,0.505458,-0.272146,0.654047,-0.974361,0.476519,0.175507,-0.58434,-0.870784,-0.891507,0.811475,0.485539,-0.283065,-0.657365,-0.639003,-0.856057,-0.665025,0.792943
0.017207,-2.347014,1.011012,-0.056697,0.192388,-0.349955,-0.157334,-1.043657,-0.344859,0.844856,1.809842,-0.572102,0.966415,-0.899935,-0.51336,1.202724,0.740487,-0.154342,-1.029825,0.199502,0.880352,0.226502,0.593468,0.027647,-0.138745,-0.188456,0.380351
-0.707441,1.880235,-0.928184,0.127576,-0.256007,0.227152,0.299938,0.05683,0.432146,-1.10443,-0.23582,-0.020184,-0.767941,0.29171,-0.557095,0.415021,0.504309,0.994763,0.232454,-0.508408,0.165288,-0.225695,-0.118521,0.024873,0.21248,-0.325834,1.257291
-0.152378,1.006997,0.866116,0.975924,0.434774,-1.026041,-0.400456,-0.878909,0.256717,0.852587,0.008164,-0.399917,0.060014,-1.015947,0.107774,1.530378,-0.338987,-0.358119,-1.274087,0.979357,0.21277,-0.62912,-0.321432,-0.006819,-1.127647,-0.21612,1.132771
0.375505,-1.097387,0.496078,0.484083,1.070539,0.436771,0.511251,0.584541,-0.197382,0.56169,0.592853,0.852691,0.497306,-0.116818,-0.97792,0.788728,0.878583,-0.491209,-0.923846,0.313922,0.398335,-0.149895,-0.583579,-1.535183,-0.726461,0.239453,0.528213
-0.761914,0.970998,-0.379217,0.816201,0.701773,-0.41174,-0.625383,0.870422,1.13561,0.032474,0.236773,0.150769,-0.630072,-0.109649,0.397954,0.600113,1.048249,-0.56007,-0.958198,-1.279757,-0.670384,-0.652104,0.582431,0.511696,1.410589,-0.192264,-0.095737
0.787487,1.889803,0.414596,0.748166,0.011595,1.670783,0.538943,-0.03699,0.079615,0.662295,-0.283356,0.738942,-0.581778,0.284531,-0.61285,-0.661244,-0.442259,0.02206,-1.136108,-0.830195,-0.187622,1.10372,-0.871916,0.981538,0.559195,0.783371,0.298741
-0.832674,0.842698,0.198327,0.525802,0.851209,-0.465803,0.358457,-0.664643,0.403608,0.46625,-0.472016,-0.280809,-0.653962,0.832147,-0.422043,0.975922,0.894933,0.16106,-0.618419,-1.229685,-0.966787,1.488865,-0.84235,0.362521,0.597586,0.356498,-0.167919
0.45192,-0.387903,-0.183955,1.096732,0.015097,0.61202,-0.737185,-0.178705,1.527548,0.51658,-0.286377,0.115688,-0.253113,0.94414,-0.736882,1.043712,1.582417,-1.099079,-0.949174,-0.012472,0.973614,0.060513,0.185821,-0.393178,1.139337,0.153846,0.190893
-0.457927,-0.736759,-0.736223,0.166334,0.33743,-1.001288,-1.095555,-1.305466,1.146184,-0.898682,0.048437,1.235992,-0.662472,-0.132223,-0.21549,0.873451,1.108396,0.48272,0.080428,0.478821,0.923162,0.140425,-1.343476,-0.843837,0.639939,-0.82278,-0.190475
-0.367599,-0.266975,-0.073167,0.356604,-0.733606,-0.002157,-0.823073,0.053999,1.185123,0.426682,-0.394124,-0.01317,0.165489,-0.505157,-0.552684,0.283229,-0.222083,-0.476345,-0.933443,0.237001,0.710012,0.548256,-0.266356,-1.071134,0.098287,1.039118,0.708821
-0.110515,1.077161,-0.018351,-0.419103,1.602348,1.167954,0.730383,-0.170439,0.281446,-0.701588,0.817757,0.65557,-1.369497,0.980715,-0.498582,-0.017657,1.180616,0.209629,0.966543,-0.53426,0.803324,-0.889695,-0.416513,-0.681712,-0.281038,0.609818,0.824688
0.211929,-1.428215,0.495862,0.444666,-1.07483,0.630278,0.790533,0.606948,0.374987,0.321843,-0.493514,0.017802,1.117085,-0.549073,0.035581,-0.087476,-1.194607,-0.216164,-0.608855,0.548944,0.290815,-0.04686,0.600009,0.874448,-0.178451,0.578652,-0.692738
-0.460498,-1.398938,0.456063,0.222685,-0.655875,-1.209368,-1.343129,-0.160306,0.531345,-1.221462,-0.37931,0.428501,0.717704,0.011948,1.160132,-0.112703,-0.693763,-0.780462,0.500523,1.142772,0.937359,-0.328671,-0.081413,-0.23225,0.311961,0.069327,0.131288
0.523336,-0.120193,0.355764,-0.878753,-1.253175,-1.174238,-0.154838,-0.547556,-0.913198,-1.074864,0.773239,-0.887759,-0.329932,-0.64132,0.102712,0.38777,0.303516,0.3116,0.343962,-0.10954,-0.105205,-0.100922,-0.48821,0.488337,1.528419,-0.101704,-1.027399
-0.326267,1.167567,-0.479107,0.508384,-0.279303,0.097338,-1.221514,1.023421,0.557229,-0.408758,-1.395733,0.347279,0.010364,0.372482,0.579945,-0.011563,-1.200072,-0.14389,-0.036998,-0.803368,-0.713546,-1.346669,0.352339,0.592848,1.08909,0.978412,0.951276
-0.647813,1.337174,-0.363647,-0.40423,0.881749,1.07202,0.441139,0.228986,-0.937137,-0.051904,-0.23064,-0.275398,-0.689173,0.308917,-0.532815,0.592542,-0.227996,-0.490889,0.495938,-0.971672,-0.602267,0.698254,-0.442454,0.105143,-1.542079,0.001844,-0.471407
0.322025,-0.983843,1.247782,-0.363255,1.655086,0.317668,1.286984,-0.530865,-1.17736,0.507,1.630737,0.775623,0.791563,-0.557699,-0.254402,0.451877,0.455529,0.25447,0.045008,-0.68876,-0.319239,0.30298,0.800906,0.27348,-1.047681,-0.687893,0.468182
0.653112,-0.006989,0.636674,0.01733,-0.639179,-0.409632,0.548121,-0.424446,-0.762398,-0.161936,0.438157,-0.734041,-1.103643,-0.176884,0.238487,0.485207,0.54827,-0.064286,-0.236093,0.046489,-0.089272,-0.304914,0.066414,0.095287,-0.343267,0.071454,-1.48273
0.599175,-1.151018,-0.218775,-0.055067,-0.263254,-0.405782,0.854174,1.042136,-0.538008,1.206352,-0.711425,-0.551624,0.464997,0.321775,0.60416,0.494946,-0.599968,-0.251329,-0.618663,0.42098,-1.191238,1.138113,0.431276,-0.314599,0.098953,0.132802,1.075975
0.437448,-0.682987,0.890793,-0.1377,-0.575913,-0.125602,-0.204218,-0.000782,-0.190453,-0.101508,-1.237523,-0.761312,1.263287,-0.769146,1.007785,-0.805121,-0.672835,-0.050735,-0.052027,-0.321164,0.352146,-0.07023,-0.332206,-0.237339,0.140103,0.585068,0.918031
-0.524783,1.145913,-0.947385,-1.043021,-1.066161,0.177676,0.223743,1.790766,0.647467,-0.935241,-1.282431,-0.304848,0.603386,0.023808,0.785669,-1.050546,-1.563498,1.017622,-0.488729,1.237893,0.591054,0.685156,0.983035,0.173757,1.057463,1.20351,0.391024
0.401139,-0.129673,0.367751,0.321114,0.7879,1.243188,0.913951,0.471797,0.192564,0.3087,-0.211776,0.385847,0.521617,0.590014,-0.441357,0.535568,0.752662,-0.077163,-0.65432,-1.289463,-1.232067,0.530291,1.451024,1.220283,-0.696318,0.908604,0.040617
0.859358,0.671728,0.078974,0.614121,0.338226,-0.787533,-0.45293,0.246597,2.104746,-1.014432,-0.808807,0.753941,-0.814872,1.094443,0.274148,-1.461479,-0.054938,0.603928,-0.397203,-0.171338,-0.559137,-0.990759,0.354592,-0.349103,0.735892,-0.443091,0.106734
1.261124,-0.545844,-0.707609,0.19498,-1.031877,-0.126782,-1.265263,-0.148051,0.153986,0.419075,0.34076,-0.279487,0.593139,-0.386736,-0.647157,-0.985487,-0.831752,0.763891,0.024927,0.226596,0.727338,0.473707,-0.751788,-0.466417,0.354548,0.862505,-0.470702
0.111126,-1.102466,1.540789,0.902278,-0.005718,0.581689,1.126113,0.06157,-0.747171,-0.354309,-0.800016,-0.401645,-0.388527,0.579193,-0.989704,0.133154,0.233403,-0.661066,-1.230969,-0.710576,-0.043401,-0.653285,0.348955,0.021654,-0.253153,0.481609,0.18325
0.519574,1.129497,0.41682,0.84276,-0.477815,-0.012446,-0.568255,-0.215924,-0.367857,-0.928332,1.037858,-0.983144,-1.269582,0.71462,0.514862,-0.454683,-0.289552,-0.222433,0.565305,0.083127,-0.329387,0.861322,-0.271709,-0.398215,0.408377,-0.180998,-0.589909
0.910637,-0.106952,0.141164,0.052189,-0.42494,-0.824308,-0.911994,-1.018357,0.676646,1.293972,1.360146,-0.304187,-0.118467,-0.144842,0.612473,0.3029,0.467567,-0.662128,-0.683666,0.137289,0.715578,-1.5171,-0.579727,-0.76009,0.050446,-0.219767,0.474574
1.508436,-1.297596,1.001308,-0.108625,0.822996,1.037411,1.443976,-0.911018,-0.451655,1.111151,0.597864,-1.205564,1.263628,-1.173763,-0.414878,1.174749,1.708726,-0.652441,1.177593,-0.391659,0.247553,0.811332,0.915912,0.154098,-0.530202,0.297787,0.425264
-0.315549,-0.563774,0.458964,-0.968775,0.036105,-0.194792,0.517654,-0.82442,-0.579825,0.859913,-0.273079,-0.935831,1.108018,-0.354114,-0.963368,0.405478,0.780694,0.779515,0.442569,-1.250815,0.7593,0.264861,0.593608,1.142134,-0.514592,-0.161113,-1.358105
-0.666745,1.585686,0.630062,0.40372,0.107086,0.525047,-0.170084,0.76951,0.674979,-0.313502,-0.348795,0.623719,-0.629819,0.446519,-0.523164,0.20028,-0.118808,0.606321,-0.819888,0.038598,-1.424396,0.166814,-0.584173,-0.018147,0.934861,-0.638649,0.413552
0.274647,0.211181,-0.497686,-0.068751,0.021097,-0.502572,-1.255491,0.25091,0.255859,-0.835091,-1.428152,0.462768,-1.100067,0.973945,-0.484668,-0.390015,-0.656208,0.632429,0.393776,-0.146237,0.488612,-0.312871,-0.410124,-0.815628,0.065922,-0.922856,0.143751
0.507157,-0.504448,1.085284,0.834121,0.792536,0.999869,0.988153,0.127926,-0.500258,0.280968,0.086576,1.322617,0.52357,-0.601476,0.774955,-0.434904,-0.271388,-0.075787,-0.63495,-0.863757,-0.112841,-1.052849,1.151171,1.071641,-1.015335,0.305197,0.719702
-0.33121,0.538012,0.482124,0.68726,-0.160335,0.574582,-0.693569,0.977377,-0.183245,-0.256826,-0.757117,0.056826,-1.057178,0.770842,0.429774,-0.823729,-0.675129,-1.303717,0.310881,1.059993,0.517903,-1.24303,-1.206597,0.273742,0.651804,0.395318,-0.041001
0.007985,-0.568192,-0.057757,-0.228842,0.642116,-0.769592,0.9134,-0.532782,0.807103,0.858615,0.93333,0.222873,0.417599,0.142693,-1.214033,0.765102,1.222101,-0.864098,0.835534,-0.33217,0.205133,0.273059,0.787285,-0.018694,-0.482529,0.037918,0.041495
0.576916,-1.403654,0.325198,-0.0976,0.087159,0.788296,0.896023,-0.620665,-0.76084,0.30725,0.405991,-0.467605,-0.271396,0.719726,-1.114777,0.593066,0.37637,-0.822189,-0.381516,-1.490798,0.106474,-0.684167,1.301832,0.258327,-0.10639,0.142587,-1.378617
0.398229,-0.209861,-0.613032,0.101702,-0.503271,0.641333,0.531079,0.107718,1.131918,-0.511867,-0.746342,1.114508,-0.85485,1.012998,-1.14825,0.860713,-0.365045,-1.216673,0.626957,-0.445664,-1.053192,-0.805277,1.035727,1.165118,0.594062,-0.769207,0.112421
-0.690298,0.217022,-0.234272,0.845478,0.752153,-0.095372,-0.209459,-0.358796,1.076211,-0.399777,0.167065,0.418738,-0.146317,0.163979,-1.363517,0.460469,0.191003,-1.033413,-0.552165,-0.773999,-0.416016,-0.640007,0.108929,-0.613676,0.733895,0.309097,0.564371
0.874418,-1.492637,1.121351,0.457424,0.549121,0.850225,0.997054,0.66521,-0.851076,-1.041922,-0.061627,0.04476,0.547295,-0.588772,-0.052162,-0.418452,-0.373995,-0.009288,-0.118599,0.303856,-0.002405,-0.318672,0.219713,1.173767,-1.030457,0.040725,-0.385752
-0.730264,0.969982,-0.990269,-0.187678,1.050671,-0.203411,-0.083085,-0.316537,1.151479,0.972037,0.109203,0.654557,-0.460641,-0.323088,0.204828,0.42154,0.345152,0.402707,0.11982,0.784311,0.233427,0.43006,-0.620399,0.108757,0.364905,-0.727911,-0.275427
0.944752,0.12896,0.007127,-0.830803,-0.37582,0.914372,-0.309813,0.623694,0.443849,1.220222,-1.187012,0.815016,-0.243415,0.476448,-0.404108,-0.446875,-0.176574,0.350842,-0.252068,-0.629472,0.299292,-0.117412,0.612509,-0.856747,-0.064422,0.144092,-0.189375
0.053562,-0.547829,0.72782,0.178256,0.437297,-0.207504,0.130504,0.939306,-0.168537,-1.042295,-0.314216,0.466191,0.50012,-0.636662,-0.770655,0.9972,0.588931,-0.912197,0.051388,-0.790049,-0.434064,0.150034,0.844852,0.632995,-0.607455,-0.067704,0.44866
-0.41308,-0.038488,-0.584595,-0.472795,-0.570135,-0.019978,-0.436693,0.316444,-0.105567,0.048058,-0.581631,-1.032294,0.794441,0.383731,0.783763,-0.912822,-0.252825,0.742876,0.901552,-0.323416,-0.116847,0.679173,0.913259,0.097365,0.573612,0.365391,-0.395373
-0.092875,0.979604,-0.701153,-0.18383,-0.498103,-0.803227,-0.430754,-1.292089,0.121168,-0.777054,0.473091,0.180638,-1.157079,0.011744,0.819957,-1.307737,-0.365865,-0.080515,-0.607362,0.031199,0.513092,1.017867,-0.848854,-0.249433,1.286839,0.357509,-0.286334
-0.810338,-0.961396,-0.814028,-0.760716,-0.689394,-0.200938,-1.269175,-0.53439,-0.452479,0.257117,0.225102,-0.57098,0.710869,-0.798529,0.904077,-0.344624,-0.362747,0.929115,0.544884,-0.666925,1.373805,-0.381375,-0.078177,-0.90702,-0.504276,-0.930919,0.1444
0.54836,-0.44187,0.990926,0.326699,0.554624,-1.055308,-0.311366,-0.424667,0.512555,1.027715,-1.227379,-0.004133,0.141804,-0.200575,0.511576,-0.087868,0.27539,1.004827,-0.82076,0.138979,0.287875,1.137345,0.413354,0.541639,-0.523512,-0.693373,1.277537
0.122767,-1.981036,1.218659,-0.380634,-0.736777,0.11815,0.332937,-0.708271,-0.584976,0.410021,0.594672,-0.28568,1.735665,-0.800049,-1.121391,1.038638,0.667608,-0.54845,-0.208639,-0.057398,-0.335445,-0.353891,1.034021,0.376352,-0.681409,-0.684702,0.89848
-1.097141,1.358843,-1.311916,0.074051,-0.096934,-0.797539,-1.035992,-0.27633,1.547093,-0.677757,1.030273,0.287258,-0.126106,0.40113,0.282704,-0.896079,0.747909,0.604046,0.696316,0.050478,0.571646,1.374796,-0.99041,-0.639511,0.836648,-0.686961,0.310984
-0.759692,1.265256,-0.880659,0.846289,0.18726,-0.647848,-0.812889,-0.581694,0.854226,1.0579,0.655471,0.990628,-1.45452,0.776278,0.587159,0.403502,-0.13064,-0.712608,0.603324,0.734138,0.031255,0.035659,-0.68506,-0.722091,-0.507197,-0.70784,-0.63245
0.466118,0.313298,-0.336647,0.675198,0.6451,-0.613617,-0.598731,-0.471839,0.538145,0.609941,1.109978,0.668579,0.185739,0.451759,0.023075,1.161517,1.889561,-0.197004,-0.949486,0.930917,0.578914,0.582181,-1.103078,-0.551426,1.164147,-0.214709,0.913441
-0.202286,0.634409,-0.362796,0.679843,0.672966,-1.111658,0.543347,-1.934693,0.816653,0.681979,0.149249,0.930742,-0.241272,-0.283734,1.291288,-0.241746,-0.309767,-0.428544,-0.329053,1.076204,0.472523,0.781903,-0.874392,0.321741,-0.57907,0.279717,-0.589099
