BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
-0.130574,-0.875292,0.568684,-0.261033,-0.068083,-0.257965,1.012013,0.242986,-0.689671,0.892219,-0.858082,-0.699735,1.291464,-0.294059,-0.046002,-1.685823,-0.077424,-0.729082,0.501269,-1.022299
1.285031,0.676007,0.964015,-1.072092,0.254268,-0.000608,0.654091,0.015974,-0.237445,0.224317,1.030425,-1.431826,-0.529212,0.09406,-0.846847,0.07593,0.93197,-0.940745,0.393197,-1.102674
1.130986,0.25098,-0.007041,0.350677,-1.12751,-1.044128,-0.875147,0.099764,0.802211,-0.100336,-0.234819,-0.3919,-0.318197,-0.873252,-0.713595,-0.609965,0.168549,-0.83543,-0.05066,-0.587164
-2.391208,-0.315114,0.415565,1.048911,-1.034205,-1.480823,0.243267,-0.523743,0.677954,-0.724712,0.747728,-0.206619,0.220852,0.152517,-0.51983,-0.262553,0.486812,-1.004971,-0.77853,-0.206114
-1.345895,-0.404816,0.539538,-0.213852,0.480271,0.195883,0.583808,0.218194,-0.446156,-0.986128,-0.18182,-0.631356,-0.741319,0.604574,-1.046163,-0.694923,0.48522,-0.022893,1.243439,-0.755601
0.38538,-0.530894,0.071939,-1.032656,0.61997,1.413874,0.974808,-0.050707,0.321479,0.917981,-0.004401,-0.761734,0.298876,-0.029687,-1.050075,-0.410994,-0.114012,0.497543,0.546183,-0.066492
1.952009,0.022076,0.431602,-0.512529,0.658241,-0.877358,0.661713,-0.543745,-0.584948,0.735631,0.745149,1.045477,-0.489841,0.336866,0.224977,0.427993,0.304972,1.108707,-0.118583,0.479778
-1.53261,-0.979722,-0.356467,-0.283887,0.469323,-0.654834,0.681868,0.413888,0.98253,1.1814,0.684615,-0.167808,-1.286248,-0.233551,-1.298088,0.244056,-1.104555,-0.945712,1.32459,-0.433391
-1.945269,0.144442,-0.47647,0.239061,0.368044,0.654251,1.342472,0.318924,0.367707,-0.356568,-1.207409,-0.977029,0.351091,-0.781741,-0.678705,-1.385069,-0.229386,-0.226125,0.747212,-0.799514
0.754292,0.837799,0.500807,1.283811,0.858928,0.376177,0.189448,-1.393111,0.000169,-0.782144,1.365714,0.502413,0.572177,1.257659,0.382252,1.008083,0.347633,-0.865241,-0.549036,-1.372448
-0.197709,0.199202,0.028345,0.663116,0.945486,-0.215252,1.171595,-0.147301,0.067386,0.006563,0.466152,0.709773,-1.064404,0.80882,0.15056,-0.992147,-0.754326,0.419662,1.251488,0.669413
-2.886345,0.873364,0.2166,0.483222,-0.810489,-0.702026,1.253929,-1.073157,0.838296,0.137324,-0.233411,-0.795588,0.044754,1.132376,-0.763924,-0.720474,0.25024,-0.985124,-0.779671,0.188198
0.277336,-0.232886,0.085746,-0.338414,0.024014,-0.196501,0.737742,0.103988,0.836743,-0.668535,-0.733107,0.097875,0.402258,1.090185,-1.123592,1.103646,-1.063495,0.404046,0.218867,0.942553
-1.463445,-0.817013,-1.38718,-0.435337,0.255218,0.983375,-0.911815,0.330501,-0.528785,0.20682,0.18015,0.349478,0.954976,0.053641,1.119391,-0.273473,-0.700379,0.8457,0.375341,0.266576
-0.580514,0.797874,0.687576,-0.231845,0.687265,0.968725,1.193184,0.232851,-0.096698,0.674602,0.103909,-0.899352,0.613357,-0.198034,-0.671637,1.005071,1.094468,-0.00203,-0.008961,-0.838774
-1.39021,0.565019,-0.685449,0.722399,-1.137075,-0.936451,1.440207,0.229183,-0.61809,0.148863,-0.547979,-0.208828,-0.872768,-0.654625,-0.143059,0.298989,0.472767,-0.524245,-0.220952,-0.462559
1.605606,-0.24402,0.641847,0.28931,-0.010139,-0.270906,-0.50143,-0.734737,-0.683869,0.715868,-1.09648,0.713653,-0.329832,-0.475631,1.326837,-1.165684,0.911452,-0.346986,-1.152506,-0.263303
-0.260007,-0.028678,0.593184,-0.557351,0.347185,0.311322,0.74657,-0.894749,0.342181,1.165284,0.617017,-0.131363,0.894005,0.536106,0.139824,-0.08079,0.623649,0.895193,-0.63683,0.893196
3.460919,0.566856,-0.862033,-1.060613,-1.237431,-1.200833,-0.794135,0.068976,-0.72055,0.59244,-0.672507,0.777623,-0.567929,-1.37861,0.851585,0.928895,-0.195339,-0.728085,-0.275941,0.152255
-1.013606,0.489031,1.529616,-0.558928,-0.543205,-0.752731,0.385099,-0.446725,-0.115432,-0.716773,-0.697267,-1.191374,-0.866674,0.222798,-0.745278,-0.458689,1.412809,-1.366178,-0.640708,-0.154327
-1.880999,0.790502,-0.104776,1.113468,-0.494153,-0.483582,-0.101677,-1.166714,0.250466,-0.726636,-0.618605,-0.729367,-0.689923,0.052781,-0.522386,-0.273837,0.540357,-0.737478,1.006417,-0.326204
0.054596,-0.342535,0.799665,-0.724762,0.615508,0.14778,0.439264,-0.063881,0.246419,-0.992269,0.675258,0.479577,-0.341734,-0.526031,1.0365,-0.586057,0.292925,0.496917,0.037532,0.408774
1.113439,-0.294723,0.612572,0.495857,-0.061749,-0.411189,-1.19897,0.240238,1.110217,0.17768,0.45239,0.865177,-0.965713,0.215385,0.849927,0.470064,-0.888929,0.240787,-0.946441,0.066376
-1.834107,-0.860489,-0.194402,0.275976,0.166753,0.638597,0.564843,-0.241148,-0.637828,0.975052,0.49423,-0.34416,-0.39115,-0.277299,0.668634,-0.616444,-0.421725,0.331784,0.497382,-0.63776
0.946693,-0.079301,0.006367,0.432835,-0.320955,-0.97281,0.658585,-1.038163,-0.624297,0.665725,-0.920071,0.329549,-1.021523,0.886226,-0.548475,0.010185,-0.71194,0.730679,-0.839714,0.826334
0.653173,-0.306049,0.542417,-0.095897,-0.752344,-0.95532,-1.262968,-0.38913,0.270549,-0.691593,0.337145,0.475393,-0.64431,0.043628,0.808398,1.006411,-0.626804,0.241255,-1.027627,0.147893
-0.86554,0.358359,0.052347,-0.127981,-0.980588,-0.80845,0.670411,-0.504831,-0.773141,0.823164,-1.052748,-0.155529,-0.705594,-1.069475,-0.327651,-0.234689,0.295245,-0.186153,1.232067,-0.714946
0.160591,-0.309399,1.215711,-0.25522,0.660298,0.79468,0.529318,0.07658,-0.27654,0.940692,0.76279,-0.86997,0.648849,0.274752,-1.216698,-1.106852,0.61301,-0.65355,0.262638,-0.138366
-2.337571,0.509965,0.353121,-0.265676,-0.162507,0.376098,1.49353,0.994329,-0.874578,1.193678,-0.773306,-1.571794,-0.344913,0.028792,-1.201525,-0.533294,-0.880513,-0.177039,0.552147,-0.557704
0.169041,-1.242352,-0.595411,0.113623,-0.354166,-0.675903,-0.077455,1.223389,0.085036,0.855818,-1.11658,-0.470696,-0.324504,0.295867,-0.164921,-0.811919,0.265469,-0.593588,0.287371,0.118765
0.780781,-0.823478,-0.11745,-0.899931,0.150826,0.114338,-0.305094,0.831668,-1.005382,1.141498,0.105234,0.727283,0.024248,-0.50168,-0.776691,1.033125,-0.128614,0.253738,-1.133485,0.571059
0.149874,-0.119408,-0.000324,-0.704972,0.854788,0.372108,-0.566077,-0.315415,-1.646089,0.941885,0.068916,0.797948,-0.03229,-0.445914,1.07107,0.855648,-0.355522,1.23634,1.011779,0.499833
-0.644444,-1.345417,-1.071449,0.169688,1.015059,0.973652,-0.872177,0.264738,0.297017,-1.327565,0.540235,-1.326596,1.286697,0.865427,-1.091409,-0.826714,-0.524174,1.142808,0.451675,-1.201912
-2.378945,-0.297432,-0.854911,0.552054,1.269777,0.220626,-0.459003,1.293139,1.440818,-0.53014,0.365577,0.52956,0.875953,-0.187979,0.451819,-0.614726,-1.040223,0.521278,-0.200767,-0.600101
0.879312,0.817858,0.121732,0.58586,0.946361,0.940108,0.640563,-0.281399,0.592,-0.595393,0.718115,1.04017,0.909981,-0.619573,0.94572,0.015359,0.386891,1.167544,-0.344547,0.339312
-0.243253,1.039651,0.579487,0.162266,-1.068225,-1.031055,0.301779,-1.356966,-0.404309,-0.804763,-1.266767,-0.587252,-1.589779,-0.775558,-0.445936,-0.765027,1.044482,-0.776052,-1.035723,-0.33473
-0.124794,0.554934,0.241663,0.106064,0.161788,-0.976939,0.767603,-1.015825,0.343205,-0.254281,-0.555069,-0.192002,-0.543556,-0.798894,-0.559002,0.450724,0.913678,0.666398,1.072138,1.155003
-1.53356,0.053513,-0.968933,-0.478933,0.142844,0.205104,-0.554809,0.767533,0.086888,-0.158682,1.145094,-0.950018,-0.437168,1.19936,-0.214362,0.730777,0.446175,1.096986,0.579574,-0.350284
