BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
-0.717161,0.376918,0.417261,0.373718,-0.875871,0.727812,-0.033728,0.387056,0.967332,-0.03524,-1.375526,0.402323,1.03577,0.522646,-0.416458,1.03538,-0.441986,1.442585,0.086569,1.036689
0.290454,-0.950324,-0.728082,0.780391,-0.635044,-0.311134,0.047547,1.047628,-0.633222,0.260831,0.169563,-1.224053,-0.323874,0.210242,-0.441762,0.866268,1.588092,-1.216275,-0.42435,0.951145
2.508531,0.019328,0.653515,-0.773021,-0.601118,-0.527438,-0.010396,-1.261684,0.577533,-0.152092,-0.538594,0.793204,0.136058,0.131615,0.934609,0.272768,-0.288942,1.065282,-0.429671,-1.04701
1.333355,-0.234954,0.622477,0.900413,0.621419,-0.300929,-0.039296,0.478537,-0.936532,1.497772,1.212914,0.088666,0.150918,0.38718,-0.745532,0.333882,-0.147028,-0.219882,1.206651,0.569761
-1.437486,-0.928192,0.815056,0.237199,0.670766,-0.851309,-0.37699,-0.828295,1.004977,-0.093121,-0.4685,-1.301269,0.415857,0.060052,-0.285394,0.74269,0.485168,-0.859581,0.809114,-1.001164
-1.37537,0.92878,-0.745477,-1.295016,-0.189741,0.328242,-1.193674,0.856397,-0.612643,-0.862132,-0.398191,0.379929,-0.062079,0.289431,-0.043106,-0.407774,-0.520443,-0.251223,-0.393601,0.219821
-1.232374,1.012105,1.010088,-0.904849,0.884171,-0.316544,1.317575,-0.441622,0.430236,-0.043999,-1.523265,0.150805,-0.121752,0.864063,0.101832,0.722863,0.692417,-0.618714,0.578997,-0.370796
0.084129,0.387472,-0.510192,0.574717,0.876229,0.734105,0.514239,-0.208727,-0.996115,0.152822,1.246648,-0.299217,0.774185,-0.426783,0.134172,0.762056,0.347892,0.178489,1.093834,0.051069
0.61856,-0.728297,-0.034309,-0.538355,-0.31811,0.51589,0.015027,-1.21917,0.606346,-0.585402,-0.683457,1.236743,-0.420825,-0.248452,0.596205,-1.011522,-0.500329,1.015309,-0.638039,0.214192
-0.319547,0.402632,-0.141831,-0.050838,-0.436111,0.973109,-0.916149,-0.320924,0.316653,0.590699,-0.4938,0.683337,1.053817,0.608822,1.357659,-0.873183,0.153631,0.309004,-1.100203,-1.076661
0.889225,-0.128412,0.849698,-0.216414,-1.345189,0.988251,0.681886,-0.482729,0.462458,-0.206837,-0.173652,0.518221,0.761167,-0.870016,1.056225,-0.322901,-0.479692,0.404894,-1.724794,0.229038
-1.366668,-0.646314,-0.5794,-0.16734,-0.367935,-0.451557,0.452229,-0.262321,-0.928577,0.960571,-1.131278,0.417179,-0.121316,0.171432,0.674909,-0.10801,0.424064,0.592085,-0.556011,-0.423184
-2.27283,-0.744886,-0.484696,0.649966,1.019381,-0.413503,0.271712,-0.371312,-0.394576,0.477699,-0.054112,-0.899424,0.627005,-0.52383,-0.146485,-0.448429,0.796139,-1.591383,0.306971,-0.163187
-0.65071,1.392849,1.109422,0.138471,-0.724271,0.871638,-0.851542,-0.271337,-0.088776,1.332247,-0.905224,0.023284,-0.329882,-0.572476,1.036777,-0.560714,-0.974584,1.153987,-0.950625,-0.352187
-1.122535,-0.205569,0.974649,-1.077217,0.833208,0.008609,-0.841705,-0.238104,0.525545,0.255285,0.822977,-0.5483,-0.145486,-0.110329,-0.726778,-0.599846,-0.371367,0.346539,1.39405,-0.844772
0.194732,-0.243553,0.064023,-0.376788,0.447112,-0.455502,0.867379,0.903818,-0.040957,-0.535708,0.655122,-0.930663,-0.396708,-0.163828,1.12142,1.072545,0.680267,-0.363772,0.438603,0.084583
0.476798,-0.879223,0.47055,-0.102668,-0.698344,-0.170139,-0.678312,-0.332417,-0.773587,-1.362584,-0.280559,0.891779,0.290177,-1.007718,0.243387,-0.857371,-0.641684,0.079829,-0.173156,-1.192076
0.577987,-0.721025,-0.273392,0.11052,-0.649401,-0.427567,0.494923,-0.158025,-0.794799,0.259512,-0.853649,0.504938,-0.279347,0.337459,-0.192119,-0.011102,1.130122,-0.728983,-0.424344,0.339901
-1.221763,-1.030886,0.532074,1.07295,-0.124382,-0.86162,0.513939,-1.022712,0.928246,0.572046,0.427154,-1.044875,0.138471,0.700796,-0.989416,0.556281,0.952251,0.172418,0.598257,-0.769876
-0.846757,-0.961979,0.265153,-0.327003,-0.601329,0.932923,0.570934,-0.719987,-0.516286,-1.42329,1.355876,0.114229,-0.389173,-0.719017,-0.636016,-0.614841,0.412089,-0.175305,-0.720353,0.259625
-0.669716,-0.351799,0.459185,-0.611355,-0.097213,0.532305,-0.375475,0.128588,0.005235,-0.879063,-0.123103,0.923097,-0.479814,-0.261478,-0.833339,-0.347721,0.191042,0.584009,-1.02209,-0.116781
-0.203003,0.017314,0.601019,-1.049744,-1.006461,0.689858,-0.239047,0.235934,0.213872,-0.386124,-0.256611,0.948041,-0.321855,-0.14729,0.606727,-1.393009,-0.402152,1.021032,-0.097325,-0.713323
0.154381,0.418713,0.50566,-0.849127,-0.219232,0.594633,-1.16448,0.700163,0.934931,-0.651818,0.755059,0.095331,0.929338,0.692049,0.456642,0.082286,0.45311,0.499375,0.349076,0.253604
0.218266,-0.390679,-0.319789,0.190213,-0.265498,-0.77537,-0.419193,-0.241257,0.439166,1.696626,-0.486893,-0.458149,-1.040376,-0.744145,0.324898,0.089695,0.836283,-0.592503,-0.82455,-0.271078
0.881713,0.464334,-1.174068,0.762907,-1.016897,1.215044,1.411025,0.636376,-0.608609,0.168558,-1.055876,0.955243,1.248926,0.090129,-0.563161,0.022011,0.040301,0.810679,-1.718519,-0.743155
-0.222494,0.35491,0.848753,0.601386,-0.615217,-1.119995,-0.192555,0.4532,0.610832,-0.348183,-0.536469,-0.080795,0.289217,0.05528,-0.506253,0.803283,0.542728,-0.704767,-0.088208,-0.386526
-0.588034,-0.440473,0.587093,-0.595225,-0.487785,0.797275,0.282428,-0.317415,0.337967,-1.146179,-0.74929,-0.602751,0.639356,-0.079827,-1.292649,-0.525553,0.294939,0.509061,-0.207998,0.061625
0.612099,0.872189,-0.276508,0.19308,-1.20439,1.510156,1.021607,0.705021,0.364993,-0.481731,0.04355,0.749234,0.67284,1.329992,1.142147,-0.015517,-0.577525,0.813884,-0.249789,0.345659
0.113089,0.533417,0.771407,-0.968783,0.367027,-0.26941,0.358408,0.057738,0.365013,-1.848755,-0.781968,0.026645,-1.218879,0.495471,-0.681941,0.885552,-0.415286,0.562086,1.132126,0.087379
-1.379953,0.225739,-0.740765,0.858669,0.360664,1.641525,-0.969319,-0.130854,-0.384034,0.346504,-1.133946,0.660369,0.771361,-1.673643,1.030668,-1.103677,-1.132365,-0.019577,0.576449,0.215441
