right C7,right elbow trouble,left shoulder trouble,left bend of arm problem,right shoulder trouble,right hand problem,left medival elbow problems,right finger trouble,left neck problems,left wrist problems,left shoulder problem,right neck,right wrist problem,right shoulder problem,discoligment injury C6-C7,left hand problem,left C7,right arm band,left lower arm disorders,neck pain,left finger trouble,left arm,left elbow problem,right lower arm disorders
1.394793,-0.093251,-0.496926,-0.972156,0.710528,0.515583,-0.300166,1.495445,-0.770325,1.238801,0.324832,1.226126,0.786887,0.601873,-0.88502,-0.444645,0.360128,-0.598369,-0.779728,-0.519378,1.079843,-0.53856,-0.486434,-1.08552
0.597649,1.00594,-0.87663,-0.913603,0.090583,0.996618,-0.31395,0.883353,0.412788,-0.742238,-0.243303,0.402351,0.180021,0.95268,0.492316,-0.091495,-0.105011,0.383606,0.761929,-0.50984,-1.429934,0.172741,1.540935,-1.439963
0.878391,0.255517,0.2417,0.28401,-0.287692,-0.105655,-0.008871,1.273226,-0.512841,0.967434,-0.558604,0.546837,-0.211211,1.124171,-1.574056,-0.476305,0.250762,1.276165,-0.877274,-0.869673,-0.077104,-0.565822,-0.316103,-0.129637
0.179396,-1.516093,-0.86547,-0.480413,-0.306088,0.214744,1.125479,0.173336,-0.732768,0.425274,0.589868,-0.350831,0.103104,0.047729,-0.358843,0.037519,-0.947244,-0.622474,0.710785,-0.095437,-0.843283,0.60879,-0.155482,0.03131
1.071138,-0.700253,0.571617,-0.600675,-1.152217,0.852912,0.461724,0.045602,1.25598,-0.071906,0.437265,0.688406,1.098174,0.337634,-0.468141,0.354014,-0.012294,0.832292,0.468835,0.242654,0.211442,0.831031,0.020983,0.645893
0.968781,0.764524,0.274651,-1.20798,0.459412,-0.522909,1.110793,1.216164,-0.667314,-0.783044,0.432766,0.681911,0.856251,0.514126,0.125821,-0.579321,-1.050665,0.631735,1.084395,-0.367313,-0.378773,0.064143,-0.161433,-0.536466
1.016505,0.257701,-0.41414,-0.026451,-0.712909,-0.560439,-0.320275,0.944049,0.602157,0.477866,-0.472446,0.448593,-0.101514,0.315069,-1.934279,-0.016165,-0.583774,0.113324,0.448932,-1.615745,-0.691512,-0.136616,0.464199,-0.749752
0.756217,-0.547235,0.307553,-0.544053,0.747396,-0.084979,0.774557,0.417028,0.258724,0.031409,-1.259568,0.109334,1.587496,0.369175,1.444812,-0.609746,0.404124,0.24226,0.663898,-0.928512,0.870156,-0.388577,-1.152493,-0.57199
0.185135,0.414489,-0.520604,-0.373585,0.338096,0.38015,-0.279875,0.872229,0.574914,-0.292798,-0.042278,0.420714,-0.209818,-0.425285,-1.081456,0.648347,0.241042,0.34324,0.702701,0.13213,0.125634,0.687007,0.848117,-0.145892
0.057493,-0.654637,0.570918,0.664907,0.11333,0.598405,0.264496,0.258307,-0.432351,0.467566,0.561577,0.055904,1.69765,-0.407584,-0.021018,1.245351,-0.012289,-0.482507,-0.530971,-0.913371,-0.030082,0.76348,-0.252019,0.048392
0.301604,-0.030113,-1.067144,-1.079242,1.119315,-1.17038,0.248983,-0.145242,-1.273643,-0.869118,1.354232,-0.296059,1.183163,1.308547,-0.634866,-1.480475,-0.979691,1.074986,0.235231,-0.150882,-0.301343,1.171265,-0.308481,-0.290901
0.190494,0.475566,0.087979,-1.010959,0.33718,-0.149259,-0.385125,-0.62881,-0.624228,-0.132036,1.151804,0.835187,0.678174,-0.011111,-0.356371,-1.017944,-1.102932,0.332542,0.357037,-0.615763,-0.713036,0.708414,-0.710404,-0.084311
-0.4701,-0.067925,0.581969,0.274013,-0.772961,0.610111,0.121804,-0.779185,-0.016028,-0.265369,0.789982,0.376274,-0.546593,-0.654619,-0.351819,-0.796045,-0.743339,-0.561021,0.776627,1.225605,0.107489,0.155915,-0.274084,0.220154
-0.393492,-0.733026,-0.705794,0.370795,0.152828,0.484174,-0.087583,0.320849,-0.536156,-0.730232,0.296978,0.000514,-1.244507,-0.286317,-0.045614,-0.125423,-1.080842,-0.056982,0.680994,0.753923,-0.671339,0.566905,-0.27188,1.195231
-0.471444,-0.102485,-1.026706,0.490488,-0.550075,1.325444,1.364344,-0.705274,0.524811,0.059906,0.861178,0.569929,-0.638705,-1.819162,-0.016231,-0.59716,-0.541841,0.044428,-0.466456,0.868291,0.696385,0.572385,-1.12231,-0.149101
-1.156362,-0.826901,-1.103863,-0.690993,0.888136,0.365037,0.485734,0.065163,-0.40687,0.693815,0.314033,-1.022537,-1.124589,0.940229,0.760225,-0.149341,-0.287573,-1.069595,0.148588,-0.525445,0.620417,0.525573,0.803122,1.60407
-0.749073,0.300765,-0.572992,-0.874055,-0.364128,0.133875,-0.084973,-0.97341,-0.172061,1.254543,0.72285,-1.479206,-0.015071,-0.79751,0.528114,0.300648,-0.377381,-0.263765,-0.014262,0.104669,-1.461916,-0.14571,0.032725,-0.285652
-0.590947,-0.773289,-0.258957,0.03037,-0.301942,0.357317,0.992311,1.189613,-0.258082,-0.87411,1.045476,-0.702151,-0.167969,0.8309,-0.031559,-0.852591,-0.581762,-0.917693,0.21631,0.917177,-0.229099,0.165042,0.494787,0.123127
0.874413,1.01532,-0.512292,-0.376243,0.288888,0.882597,0.492484,-0.214055,0.481839,-0.637363,-0.289014,1.009905,-0.313686,0.485291,0.193142,-1.506572,-0.364407,1.132577,-1.018199,0.69288,0.393076,1.305423,-0.756056,-0.656143
-0.575049,-0.407977,1.233345,0.608999,-0.872443,1.078308,-1.234013,-0.437166,0.055786,0.835612,-1.043891,-0.670371,0.695242,-0.751792,1.49297,1.185296,0.583124,0.22637,-0.004582,1.416248,1.133735,-0.510862,0.504761,-0.018914
1.012798,-0.019332,0.11781,-0.864565,-0.708319,-1.164421,0.728426,0.05198,-0.2485,0.03989,0.428326,-0.182718,0.780476,0.905545,0.007348,0.030523,-0.001134,0.168059,-0.897214,-1.342799,-0.034622,1.177314,-0.089276,-0.987329
0.496956,0.552023,0.616585,-0.667805,0.435973,-0.540336,0.89348,0.655224,0.057306,0.030882,-0.713198,0.75108,-0.8528,0.598154,1.375039,0.017153,0.239569,-0.186766,-0.725846,0.221035,0.985852,-0.210572,0.90608,0.026958
1.324993,0.187584,0.827509,0.551692,0.131727,-0.608265,-0.13383,0.899694,0.710877,-0.169862,-1.313647,0.987974,-0.090671,0.526496,0.085273,-0.341375,0.82893,-0.027314,-0.983032,-1.022269,0.52646,0.762714,0.673947,-0.924826
0.954974,1.050526,-1.361406,0.693955,-0.345842,0.120801,0.393293,1.048657,0.07613,0.284634,0.544965,-0.007003,-0.063128,0.311588,-1.887903,-0.046017,-0.27713,-0.281556,-0.290841,-0.390826,-0.819069,0.226878,0.054267,-0.628683
-0.364409,-0.375034,-0.911518,0.213175,-0.88861,0.835295,-0.160962,-0.184365,0.048092,0.937984,0.94018,-0.872768,-0.136141,-0.717041,1.065955,0.106407,0.787928,-0.857586,-0.731711,0.555035,-0.863171,-0.014854,1.189269,-0.839229
0.42272,0.946024,0.594015,-0.179811,-0.680568,0.736097,-1.280056,0.470533,-0.580246,1.727044,-0.414944,0.221191,-0.56866,0.954446,0.601164,0.729049,0.905884,-0.967101,-0.16596,-0.672003,0.503921,-1.071434,0.652058,-0.304518
-0.223222,-0.811117,-0.772319,-0.068259,-0.485791,-0.501045,0.801852,1.138238,0.759777,-0.458156,0.130539,-0.533735,-0.816834,-1.038676,-0.534543,-0.753022,-0.299352,0.040097,0.151681,0.945662,-0.908717,-0.778611,0.519266,-0.518866
-0.377758,0.58197,0.785528,0.520325,0.412207,-0.107311,-0.387412,-0.345092,0.775722,0.492059,-1.082327,-1.005772,0.553604,-1.060059,1.667873,0.3172,0.857012,0.182322,0.097148,0.402812,0.065027,-0.812215,0.900698,-0.177317
1.49607,-0.199371,-1.025153,-0.835746,1.057761,-0.733389,0.440541,1.415379,-1.172242,-0.578526,-0.304559,1.099089,-0.170121,1.154455,-1.378214,0.283172,-0.590142,-0.06716,0.230137,-1.50492,0.253589,-0.21352,0.254668,-0.563339
0.782667,-0.741963,0.174242,-0.403954,1.087238,-1.251011,0.328294,0.174827,-0.005359,1.30711,0.162389,1.00801,-0.667961,0.098539,-0.271257,-0.638129,0.266316,0.733076,-0.430958,0.72176,-0.41279,1.023425,1.071756,-0.683307
-0.794413,0.031979,0.934895,0.889482,0.460875,1.09442,-1.088738,-0.195192,0.958402,0.263513,-1.005159,-0.557214,-1.107759,-0.942692,1.64856,0.079684,1.265886,-0.441926,0.806341,1.414631,0.535146,-1.049197,0.554412,1.280549
-0.833021,0.661505,-0.144664,-0.440709,-0.131958,-0.271853,-0.234778,-1.181124,-0.982147,-0.164791,0.470815,-0.724297,1.12786,0.385585,0.741287,-0.500052,-0.333023,-0.840745,0.510688,0.804891,-0.655259,-0.821679,-0.680924,1.102949
-0.813887,-0.815223,0.845614,0.715613,0.750077,-1.108578,-1.051654,-0.326056,0.807155,-0.082967,-0.709771,-0.286502,-0.617871,-0.900262,-0.15517,0.717848,1.140816,-0.835305,-0.285614,0.920192,0.172042,0.446164,-0.03041,0.746883
0.167524,0.493243,0.475416,-0.218408,-0.617012,-0.465678,0.920344,0.648543,-0.374814,-0.795815,0.114801,0.275832,0.470796,0.517711,-1.042213,-0.401403,-0.377606,-0.332147,0.597488,-0.741479,0.499566,0.653238,1.262707,0.365078
0.884646,0.789754,-0.160466,1.008777,0.486031,-0.706844,0.955924,-0.508349,-0.139644,0.074122,0.260911,0.042777,-1.272317,1.171706,-0.142367,0.443719,-0.044699,-0.102325,0.553574,0.88283,0.964067,1.492032,0.284943,-1.514947
0.948786,1.03187,0.763626,0.65282,1.015372,-0.854101,0.117738,-0.397199,-0.691654,-0.200112,-0.340345,1.304089,0.242636,0.360381,-1.243114,0.301942,-0.164885,0.420785,-0.553841,-0.654055,-1.499366,-0.358596,-0.903124,-0.969639
-0.235647,-0.829078,0.865242,0.886701,0.763053,-0.351537,-0.296583,-0.303157,0.475266,-0.169089,-0.980729,0.194302,-0.540271,1.145547,0.353509,-0.521911,0.318218,0.532722,-0.154087,0.568605,1.034264,-0.571814,0.792934,-0.054873
-0.531735,-0.177798,0.670154,-0.19185,0.162063,0.891093,-0.307853,-0.418375,-0.386508,0.020846,-0.152328,0.424357,-0.088039,-1.089135,-0.184816,-0.462954,0.082404,0.329516,1.598145,1.059885,0.833404,-0.635112,-0.182884,0.221367
-0.458301,0.858018,0.444909,1.422228,-0.996545,0.057399,-1.046475,-0.064303,0.324971,0.730201,-0.232131,0.111587,0.186149,-1.278625,1.090146,-0.466425,1.108679,1.023625,-0.149928,0.612472,0.767671,-0.469474,1.071351,-1.185628
0.571854,0.434036,-0.707639,0.542148,-0.121478,-1.040662,0.44646,-0.398284,0.483376,0.432935,-0.717202,1.189642,0.17183,-0.565809,-0.220264,0.998481,0.378095,0.231715,-0.69777,-0.004733,0.990092,0.075785,-0.547895,-0.408286
-1.189305,-0.461597,-0.052059,-0.831641,-0.350413,0.341725,0.003717,-0.603511,-0.830228,-0.188319,0.698005,-0.634312,0.030723,-0.29504,-0.013439,0.84782,-1.094077,-1.106215,-0.73521,0.327723,-0.571815,-1.019241,-0.759622,-0.123975
-0.540807,-0.368681,-0.03887,-0.674341,0.910094,0.982496,-0.517908,-0.64327,0.783676,-0.212335,-0.036955,-0.636433,-0.126721,0.334828,0.475778,-0.684387,-0.109934,-1.504138,-0.145888,-0.817959,0.502067,0.463243,-1.033056,-0.197776
0.905064,-0.04057,-0.19933,0.35279,-0.517316,-0.600099,0.451568,0.693536,0.515611,0.681794,-0.917647,0.300254,0.254772,-0.081073,-1.224564,0.852046,1.240773,0.589037,-0.521683,0.865143,0.793909,-0.848284,1.47132,-0.80295
-0.646207,-0.698837,0.480502,-0.971957,0.685696,0.344762,-1.432583,1.114074,0.82077,0.557816,-0.856775,-0.429835,0.043616,-0.723767,1.06785,-0.325097,1.019592,0.334082,-0.659527,-1.340986,1.341821,-0.298005,0.73415,0.742751
-0.263977,0.939258,-0.169222,-0.814948,-0.630415,0.665103,0.55589,0.86452,-0.340039,-0.089474,0.861623,0.026561,0.041227,-0.974917,2.372361,-0.476084,-0.623202,-0.280814,0.673177,0.798058,-0.511588,0.41675,0.904638,-0.359536
1.158419,0.501561,-0.287522,0.609844,0.901657,-1.210787,0.672802,0.215181,-0.57835,0.819859,0.532144,0.852934,0.451616,0.094128,-1.562896,-0.668909,0.041109,0.750969,0.445535,1.399199,-0.06769,-0.311092,0.634354,-1.503174
0.682578,0.291028,0.22191,-0.647025,1.416565,-1.221807,0.661209,0.347101,0.199699,-1.715618,0.580544,1.442378,0.139371,0.558535,1.379488,0.685977,-0.049158,0.645948,0.189467,-1.210127,-0.578609,-0.303857,0.065318,-0.124389
-0.055544,0.804266,-0.561296,0.54473,-0.580901,0.029775,0.185303,-1.267069,0.737749,0.261225,0.655702,-0.678662,1.671755,-0.459353,0.030928,-0.10593,0.294739,0.566961,0.022369,-0.506126,0.182697,-0.133826,0.17012,-0.586778
0.388706,0.813669,-0.408739,0.154158,0.03464,-0.405854,-0.188334,0.281498,-0.360576,-0.865152,1.193822,0.527517,0.236242,1.374102,-0.431428,-1.144835,-0.486126,1.083214,-0.306633,-0.50074,0.519896,1.32481,0.343414,-0.695781
0.78685,-0.057943,0.086243,0.386323,-0.423399,0.190964,0.045733,-0.227812,0.952518,0.883818,-0.311159,0.200122,0.094249,-0.205576,0.455432,-0.293704,0.911087,0.541464,-0.4422,-0.135892,1.06029,-1.083456,-0.84154,0.805336
-0.261649,0.923663,-0.891113,-0.266413,-1.125666,0.451467,-0.626828,0.956879,-0.274202,-0.291658,-0.924703,1.673553,0.231748,0.952037,0.849441,0.46149,-0.330791,0.433576,0.955831,-1.045714,0.049408,0.317982,0.861632,0.551759
0.58313,-0.5798,1.004211,-0.447756,0.299742,0.669333,0.807838,-0.522239,-0.432811,-0.461506,0.975367,1.249021,1.479267,-1.396422,-2.112412,-0.590921,-0.456244,0.428189,-0.675807,-0.270708,-0.096706,0.789109,-0.511127,-0.385156
0.631068,0.111351,-0.664801,-0.165784,-0.200011,-0.853238,-0.796586,-0.862713,-1.07898,-0.375898,0.328395,-0.781261,0.094395,-0.70875,-1.3401,-0.485549,0.315041,0.934819,-0.309047,-0.556189,0.812762,0.075083,0.938889,0.400946
-0.456402,0.788242,0.31131,0.364742,-0.956393,1.116564,0.516342,-0.615846,-0.769358,0.60869,-0.186075,-0.892648,0.007492,-0.792483,2.075898,0.536615,0.36176,-0.441059,0.850837,0.838895,0.053469,0.410918,-0.48935,0.490595
0.313096,0.80311,-0.348654,-0.285912,0.514312,-0.615471,0.504021,-0.448171,0.727719,0.232845,0.264837,0.010101,0.186921,0.311143,-1.777286,-0.903427,-0.477652,-0.741571,0.658483,0.232659,0.036695,-0.334914,1.286816,0.338802
0.958351,0.787476,-0.565102,-0.200496,0.702398,-0.550942,0.813005,0.667464,-0.71413,0.152847,-0.197049,0.929318,0.537803,0.445268,-0.870807,-0.764964,1.013212,0.967818,-0.748133,-0.902077,-0.145427,-0.571866,0.762824,-0.473975
1.159698,0.640178,0.570649,0.296904,0.007389,-0.712008,0.900018,1.006997,0.711953,-0.875057,0.632323,0.925615,0.737292,0.720861,-0.212742,0.506566,-0.661581,-0.570837,-0.072381,-0.904833,-0.87544,-0.551122,-0.78293,-0.559866
0.998801,0.143421,0.353751,0.524216,-0.911603,-0.519608,0.472696,1.265037,0.847819,0.783584,0.080303,0.977773,0.301799,0.840843,-1.724703,0.045804,0.707481,0.828331,-1.231365,0.070813,1.220486,-0.440677,-0.161538,-0.066793
-0.938803,-0.311921,0.650631,-0.009419,-0.852289,1.153664,-1.220477,-0.490031,-0.518667,-0.453802,0.188619,-0.909258,-1.295651,-0.276598,1.21235,-0.49069,-0.101361,-1.451245,-0.572615,0.180571,-1.674882,-1.050701,-0.918832,-0.510205
0.785494,0.03986,0.075716,-0.011254,-0.189005,-0.040524,0.681888,0.154802,1.114957,-0.440642,0.440521,0.332404,0.580158,0.227995,-1.415751,-0.200349,-0.444369,0.370616,0.428536,0.729415,-1.012366,-0.643267,-0.361792,-0.590182
0.729817,0.807842,-1.075802,-0.199442,0.326435,0.299337,0.717211,1.061476,-0.297981,-0.009496,0.359616,0.057935,0.833784,-0.303518,0.140759,-1.150638,-0.635906,0.514355,-1.392983,0.538131,-1.358005,-0.146515,-0.348078,-1.078822
-0.378777,0.629688,1.3383,-0.856123,0.540817,0.687521,0.656652,0.391074,0.454895,0.310246,-0.813365,-0.984662,-1.263671,0.415992,-0.370833,0.078805,0.341053,-0.671711,0.150821,-0.32901,-0.288068,0.187245,-0.832786,0.62439
0.331745,0.386304,0.46932,0.481048,-0.628528,0.793763,0.822824,-0.101578,-0.300387,-0.024612,0.297298,0.679832,0.563024,-0.214909,-0.546556,0.759511,0.079791,0.381792,-0.670925,0.48403,0.597959,-0.431358,0.075947,0.818321
0.601934,1.139759,0.460865,0.978527,1.010677,-0.403579,-0.869009,0.806237,0.489045,0.770758,-0.248621,0.287486,-0.858169,-0.511137,0.723667,0.04287,1.284962,0.782715,-1.185034,-0.209843,0.688846,-1.261096,0.540635,0.071347
-0.596881,0.449836,0.415265,0.551959,-0.304499,-0.171555,-0.287522,-0.131933,-0.70206,-0.846861,-0.432219,-1.510742,0.007244,-0.754634,0.987117,0.758891,0.121541,0.504005,0.307797,-0.037886,-0.888909,-0.54806,0.514493,-0.684101
0.74337,0.387161,-0.477135,-0.425557,0.375964,0.101658,0.010375,0.889375,-0.535291,1.13261,0.448393,0.965586,0.099648,1.198323,-1.505759,1.269399,-0.37665,0.30564,0.233356,0.071923,0.618346,-0.033823,0.24958,0.078247
-0.122621,0.969895,0.2557,-0.980656,0.354385,0.32908,0.111816,-0.813115,-0.42627,-1.278123,-0.870775,-0.073604,-0.316483,0.461323,0.346932,-0.160952,-0.018918,0.772927,0.935551,0.671254,-0.232641,-0.386563,-1.180429,-0.37444
0.163223,-0.403251,1.048385,0.058676,-0.060181,0.519645,0.528864,-0.136648,0.610232,-0.473236,0.164809,0.463976,-0.761204,-0.127714,0.589146,-0.665532,0.149439,-0.538579,-0.634025,1.033545,-0.444707,-0.104621,-0.991113,-0.258585
1.024732,-0.227606,-0.121087,-1.046682,-0.068975,-0.785111,0.661088,0.22004,-0.680009,-0.019933,-0.598888,0.431485,-0.729687,0.101159,-1.021117,0.746689,0.683687,1.038127,-0.916405,-0.0065,-0.011501,0.633028,-0.051979,-1.270315
0.271477,1.397924,-0.894422,0.044514,-0.187147,0.983242,-1.355867,1.011126,0.434435,1.877959,-0.299872,-0.350532,-0.435007,-0.011501,-0.298983,0.567091,0.856007,-1.179733,-0.892068,0.606874,-0.24653,-0.438729,0.842522,0.691994
0.867868,0.97855,-1.840841,0.086731,0.391728,0.082915,0.158617,0.117196,-1.559716,-0.743464,-0.351543,-0.510127,-0.067959,-0.293789,-0.060135,-0.098024,-0.702776,0.448375,-0.013566,-0.134541,-0.496322,-0.319307,-0.583223,0.006381
0.161273,-1.135648,-1.697481,1.245266,-0.37112,-0.148509,0.271869,0.199241,-0.675239,-0.797011,1.122915,0.156272,0.981414,0.735545,-1.021069,-0.98751,-1.037582,0.021996,0.941183,0.255108,-0.467226,-0.348197,-0.05458,-1.17946
1.365503,0.807484,0.372071,-0.762987,-0.079356,-0.627763,0.51509,0.32368,0.304796,1.093124,0.471815,-0.629834,0.924923,0.739719,-2.295262,-0.558077,0.141259,0.810544,-0.737794,-0.534448,-0.215006,0.027129,0.104489,-0.818825
-0.695162,-0.018881,-0.857767,-0.545816,0.362633,1.32425,1.441039,-0.288796,-1.202695,0.954099,0.857549,0.490553,-0.219941,-1.236901,0.326542,-0.539333,-1.258434,-1.621287,0.492379,-0.426543,-1.161043,0.849011,-0.583889,1.0621
0.38621,-1.001269,-0.358714,-1.091075,-1.633324,-0.810374,1.088035,-0.137265,-1.333352,0.839267,-0.03624,0.236695,-0.526225,0.568555,0.120335,-1.165894,-0.214824,-0.355725,0.03665,0.113257,-0.423376,1.205401,-0.001369,-0.672063
0.454301,0.391045,-0.672172,1.104125,-0.844371,-0.739654,-0.974548,-1.050041,-0.19647,0.416344,1.010952,0.4593,0.394793,0.742617,0.702721,0.361644,-0.488475,-0.879913,0.553968,0.747776,-0.288071,0.503559,0.534713,-0.679188
-1.380128,-0.686094,-0.07901,0.636843,-0.175716,0.328085,-0.812548,-1.334739,-1.323086,0.298384,0.256381,-0.322282,-0.060024,-0.858332,0.180832,-0.521039,-0.271568,-0.931352,0.033962,0.158798,-1.075744,0.476695,-0.389783,0.911637
