right C7,right elbow trouble,left shoulder trouble,left bend of arm problem,right shoulder trouble,right hand problem,left medival elbow problems,right finger trouble,left neck problems,left wrist problems,left shoulder problem,right neck,right wrist problem,right shoulder problem,discoligment injury C6-C7,left hand problem,left C7,right arm band,left lower arm disorders,neck pain,left finger trouble,left arm,left elbow problem,right lower arm disorders
-0.895452,-0.016207,-0.635117,-0.822834,-0.626129,1.201414,0.375559,-0.701532,-1.28532,-0.524002,0.447865,0.850951,-0.306928,0.377998,-1.024475,1.065562,-0.793432,0.114233,-1.237619,-1.215137,1.110484,-0.302238,0.294401,-0.525795
-0.422699,-0.349533,-0.737109,-0.736585,0.963395,1.283411,-0.389008,-0.862985,-0.267395,0.082645,1.578489,0.045289,1.168298,0.923866,-0.3794,-0.589971,-0.800991,-2.161392,-0.823396,-1.0164,-0.342803,-0.983635,0.713236,-0.998241
0.083083,-0.910303,0.484,0.3484,-0.316917,0.381596,0.21042,-0.682721,0.334929,-0.480742,-1.253792,-0.616416,0.420337,-0.383538,0.398131,-0.305641,0.823104,0.0633,0.799581,0.167391,-0.258852,0.311764,-0.716872,-0.104624
1.384265,0.992007,0.842073,1.086089,-0.958395,-0.77942,0.995409,0.21767,0.081251,0.013729,-0.170181,-0.450773,-0.855246,1.167606,0.638392,1.1863,-0.300895,-1.403108,-0.236833,0.38257,-0.249619,-0.010861,0.018707,0.865721
-0.568425,-0.967046,-0.094945,0.056765,-0.545054,-1.027276,0.901374,-0.921383,-0.04058,-0.71399,-0.909098,0.046953,0.61776,0.289712,-1.099817,0.170286,0.224307,0.654865,-0.429164,-0.257483,-0.669398,0.459925,-0.152099,-0.63015
0.857872,0.995528,-0.902281,-1.197925,0.020143,-0.20322,0.536731,0.102673,1.393992,0.270528,1.168842,-0.610551,0.911792,0.35159,0.083506,-0.899566,-0.368432,-0.833337,0.023441,0.325855,-0.519953,0.245508,0.33202,-0.480374
0.049827,0.396822,-1.116973,1.526432,-0.633132,-0.543687,0.696295,-0.04602,-1.348593,0.295666,1.258643,-0.036066,1.133309,-0.336241,-0.376068,1.048896,-0.779435,0.74736,0.948589,0.753504,0.687683,-0.209335,0.846001,-0.961867
0.040754,-0.795452,0.621293,0.760731,-1.213416,-0.725802,-0.437645,0.964525,-0.211991,0.378311,-0.988312,-0.940828,-0.078159,0.329661,0.889656,0.356884,1.181694,-0.658314,-0.471735,-0.485106,0.915609,-0.283236,0.827208,-0.374558
-0.301451,0.192564,0.236027,-0.679457,-0.76761,0.567969,-0.48414,-0.081404,-0.968238,-0.087832,-0.017023,0.15467,0.464042,-0.268176,-1.201183,-0.191336,0.303155,0.005632,0.312456,-0.651951,0.009598,0.401052,-0.945108,-0.659103
0.614152,0.776512,0.846787,1.2052,-0.492176,-0.826445,0.025937,0.438049,-0.062145,-0.730633,-0.522411,-0.319698,-1.122572,0.595654,0.193096,0.397763,0.157951,-0.878592,0.220293,0.865106,0.215993,0.80965,-0.772591,-0.333372
0.879442,0.845758,0.663992,0.95614,1.055708,-0.134829,0.584566,-0.333153,0.154965,0.343889,-0.780371,0.044235,-1.275678,0.803777,1.394231,0.503707,1.454908,0.399177,0.70453,-0.105298,0.823056,0.899126,0.229726,-0.225487
-0.007628,0.014051,0.774455,-1.210608,-1.393462,1.130943,0.174015,0.198903,-0.588652,-0.183679,0.23898,0.208343,-0.096252,0.32576,-1.261995,-0.802216,-0.635451,-0.139491,0.824227,-0.587306,-0.060982,0.170831,0.529595,-0.380752
1.384153,0.722647,-1.022717,-0.57778,1.080807,0.43953,1.020956,0.178343,-0.413626,-0.709698,0.841253,-0.797238,0.012207,0.677575,1.967384,1.018337,-1.060271,-0.779345,-0.617542,0.261111,-0.549557,0.220391,-0.549871,-0.782974
0.152618,0.126833,0.634118,-0.70267,0.494978,0.192613,-1.540818,-0.399247,-0.945364,-0.132837,-0.447127,0.606014,0.45318,0.024627,-0.330083,-0.53016,-0.865146,0.110225,-0.905432,0.117865,-0.516532,-0.915967,-0.906878,-1.029738
0.552916,0.721328,-0.681101,-0.100133,0.118502,-0.59125,-0.632465,-0.831421,-1.002165,-0.057055,-0.23611,0.713574,-0.568117,-0.597014,0.566569,-0.380679,-0.39301,-0.372999,-0.543274,0.98657,-0.832761,0.68303,0.775855,-0.415575
0.705686,0.972681,0.666999,0.622967,0.023557,-0.499984,0.11264,1.416384,0.11904,0.963001,-0.46218,-0.467403,-0.246986,1.194379,0.511964,1.363862,0.523065,0.652002,0.16516,-0.050972,1.337838,0.925741,0.288187,1.408818
0.716531,1.197993,0.838272,0.136226,1.057254,-0.960726,0.87841,0.488636,-0.305671,-0.087172,-1.599134,-0.406135,1.029827,1.138713,1.634075,-0.367108,1.117444,-0.675722,0.843101,0.849276,0.671004,1.055472,1.303576,-0.780338
-0.503987,-0.366475,1.230557,0.763934,-1.002838,0.419807,-0.664267,-1.134407,-0.324127,0.927007,-0.232592,0.021223,1.470402,1.466628,0.065298,0.934958,1.201572,-0.1953,0.466107,-0.920624,0.758068,0.836107,-0.492392,-0.030935
-0.350663,-0.126701,-0.940413,-0.190899,-0.169569,1.309216,0.062163,-1.151455,-0.324719,0.46313,-0.554038,0.320545,-0.20892,-0.896006,-0.702156,-0.000862,0.709331,0.925801,-0.478485,0.681714,-0.205241,-0.114506,0.563899,-0.856592
-0.751731,-0.919711,-0.290165,0.565117,-0.834826,-1.369235,0.135627,-0.897825,-0.513553,0.253948,-0.037592,1.415226,1.346976,-0.122528,-0.316942,-1.159394,-0.605542,-0.891978,-0.049013,-1.009439,0.730937,-0.455349,-0.871625,0.266905
-1.179126,-0.131998,-0.39134,-0.267318,-0.568641,1.019665,-0.877,-0.385532,-0.228844,0.337692,-0.449074,-0.56375,1.081751,0.222008,-1.723641,0.072043,-0.486114,-0.298348,0.531009,-0.431096,-1.263104,-1.566989,0.969075,-0.492067
-0.608054,-0.342764,0.659876,-0.453413,-0.389617,0.084726,-0.193283,-0.84646,-0.027983,-0.745408,0.274425,0.833188,-0.843769,-0.273438,-1.639675,-1.294788,-0.18024,-0.802715,0.716796,-0.057117,-0.774348,0.180454,-0.684851,-0.332015
1.03792,0.181554,0.504383,0.556983,0.691605,-0.60965,0.337121,0.103445,-0.536282,1.096478,-0.01289,-1.067577,-1.435296,-0.152045,0.890036,0.28493,0.241345,-0.157015,0.824468,0.681821,-0.103987,-0.643593,0.121261,-0.670005
0.056262,-0.394807,-0.779539,-0.796994,-0.631987,-0.293295,0.18876,-0.062903,0.24706,-0.83844,0.504273,0.930293,0.416682,-0.647019,-1.842621,1.021052,-0.83495,-0.749406,-0.91805,0.212749,-0.673993,-0.66218,-0.389887,0.696552
-0.46771,0.364723,-0.889039,-0.338017,0.111114,-0.696416,0.367583,-0.625387,-1.552836,1.187015,-0.076541,0.514373,-1.028657,-0.050038,0.715462,-1.044661,-0.618479,1.063646,0.966334,0.27895,-0.00211,-1.521038,-0.056479,-1.027479
0.648541,0.621617,-0.945562,-0.48312,0.060654,0.579816,0.492644,-0.887231,-0.14065,-0.003797,0.035976,-0.164859,-0.715978,0.098885,1.059786,0.304489,-0.233901,0.732862,-1.599457,-0.771238,-0.334839,1.00901,-0.790996,-0.250869
1.360729,0.866313,-0.812536,-0.441281,0.843008,0.403922,0.688504,0.800311,-0.169201,-1.599668,0.380121,-0.328514,0.018429,0.438168,1.653109,-0.97097,0.381132,-1.703851,1.065446,0.227528,-0.823234,0.315734,-0.042658,-0.416209
-1.029089,-0.921516,0.530517,-0.594876,0.160952,1.210588,-0.92285,0.718836,0.73197,0.287819,-0.141435,-0.337915,0.716884,-0.490332,-1.15975,-0.582772,0.130438,0.235455,-0.256578,-0.122933,-0.885499,0.002984,0.507758,0.675221
0.591513,0.713476,0.632655,0.868367,-1.025446,-0.374619,0.59398,0.410079,0.714458,0.599259,-0.680005,-0.099391,0.923559,-0.570181,0.582806,-0.121684,0.762198,0.047865,0.573764,0.635444,-0.0822,1.039272,-0.067399,0.895636
-0.738915,-1.082623,0.466308,-0.724877,0.035708,0.779526,-0.763274,-0.655862,1.296118,-0.580241,-0.481139,-0.076626,-0.174098,-0.34979,-1.257105,-0.818112,-0.163487,-0.43307,-0.410886,0.70476,0.431927,-0.372955,0.071221,-1.234696
-0.888717,-0.258041,1.175537,-0.033628,-0.921407,0.095229,-0.548812,-0.950477,0.603442,0.216678,-1.02075,-0.545538,0.67199,0.152108,-0.314565,-0.649805,0.466819,1.501173,-0.793265,-0.850457,-0.328899,0.700849,-0.250669,-0.572676
0.691584,0.889188,-0.804179,1.335453,0.110595,-1.077687,0.488897,0.364933,-1.113076,-0.73191,-0.857896,-0.287542,1.357123,-0.071638,1.040865,1.20583,0.409071,-1.254868,-0.416952,-0.498159,-0.931532,0.862341,0.395526,0.57787
0.31246,1.13095,-0.607022,-0.26087,0.259921,-0.463144,0.627177,0.169881,-1.683037,-0.719107,0.346486,-0.235678,-0.822725,0.587267,0.25215,0.536839,-0.229776,0.4601,-0.703824,0.480115,-1.171436,0.048757,-1.131321,-1.015848
0.454896,1.348108,-0.356376,-1.741608,0.987848,-0.936699,0.974744,0.216613,-0.277076,-0.875459,0.950121,-0.928873,-0.539134,0.656402,0.415461,-0.592323,-0.901984,0.521137,-0.283593,1.27072,-0.917771,-1.275574,-0.647813,1.213877
-0.626155,0.623092,0.019202,-0.058518,-0.170367,-0.390043,0.615253,-0.434446,-0.122869,0.960856,-0.771826,1.357092,-0.332165,-0.976999,-2.329367,-1.337863,0.72408,0.68924,-0.595861,1.037333,0.859064,0.837659,0.08603,0.500195
1.062195,0.759513,0.102824,0.008854,1.11918,-1.346005,0.04977,-0.235063,-0.095205,-0.297115,0.864979,-0.012702,0.88204,0.6183,-0.775086,0.079292,-0.62997,-0.602268,-0.848974,0.739302,0.533862,-0.309451,-1.350655,-0.019881
1.17867,0.787485,0.229149,0.48236,0.149678,-1.260828,0.703407,0.11375,0.3931,-0.570136,-0.768047,-0.46722,-0.223245,-0.508805,0.797103,0.731792,0.270345,-0.750051,-0.226978,0.408218,0.505204,0.836476,0.716875,1.310887
0.770039,0.717184,-0.693013,0.157168,0.776519,-1.172531,1.074177,0.980075,-0.789267,0.39626,-0.34373,0.834439,0.224714,0.65679,-0.364735,-0.95218,0.74411,0.175312,0.153156,0.435202,1.335707,1.341657,-0.217709,-0.635579
0.568818,0.832478,0.116086,0.407087,-0.38183,-0.117856,0.41201,0.752762,0.277553,0.937989,-0.855093,-0.842861,-1.049302,0.618934,0.980463,0.869073,0.707269,0.263996,0.674093,0.763841,0.248102,0.969518,-0.456086,1.357984
-0.058884,-0.585533,-0.818158,-0.524387,0.011069,0.385268,0.781098,0.380701,0.262048,0.088246,-0.381007,-0.862499,-0.495847,-1.238094,-0.432645,-0.471927,-0.34059,0.194068,-1.198349,-0.103841,0.773042,-1.530669,0.923488,0.149551
0.684564,1.14832,0.9874,-0.891453,-0.197119,-0.667238,0.423751,0.913837,0.393736,-0.692651,0.525826,0.314136,-0.70907,0.543209,-0.368563,-0.309033,-0.555432,-0.631698,-0.300926,1.100968,0.250022,-0.008401,-0.408737,1.150649
-0.584264,-0.728609,-0.418867,0.549488,-0.446992,-0.273488,-0.17075,0.724658,-0.827736,0.994101,-0.487471,0.241872,-0.489494,0.15826,0.124332,-0.399705,0.230233,0.085054,-0.623803,-0.816353,-1.022869,-1.115709,0.759576,0.470414
0.761172,1.261824,-0.366134,0.103582,0.200395,-0.796606,0.917764,1.021808,-0.383324,0.478805,0.291592,0.147275,1.000726,-0.053955,-0.373742,1.053231,-0.477039,-0.456047,-0.338983,0.999099,-0.814856,0.408369,0.42724,1.51606
-0.099059,-0.692857,-0.795752,0.170877,1.099376,0.874275,0.484309,-0.059933,0.083821,-0.312558,0.508399,0.066249,-0.600583,1.062531,-0.41788,1.200374,-1.049305,-0.162633,-0.705222,-0.460377,-0.530724,-0.132262,-0.549781,-0.690468
-0.301854,-0.357195,0.123808,-0.803153,-0.838648,1.027,-0.136239,0.528707,0.050324,-0.880662,-0.132427,-0.513099,0.967147,0.415064,-0.576468,-0.19368,0.046553,0.831386,0.417752,1.053082,0.100972,-0.068789,0.706579,0.212647
0.80468,0.84274,1.271831,1.159495,1.112942,0.293789,-0.704529,1.311574,-0.502885,0.38968,-0.18424,-0.748609,-0.964706,-1.238846,1.423922,1.849859,0.527948,-0.395147,-0.522263,-0.057289,-0.444055,0.599238,1.284532,-1.102285
-1.080882,-0.803518,0.787092,-0.226202,-0.775311,0.261449,-0.448692,-1.504931,1.374056,1.011244,-0.687027,-0.218728,0.682692,0.318388,0.099299,-0.772031,0.205317,1.188193,-0.40777,-0.17354,-1.067093,-0.769407,0.534803,-0.536904
-0.012344,0.020433,-0.333245,-0.384066,0.871447,0.690449,-0.481866,-0.477815,0.102553,1.081112,-0.298121,0.39773,-0.023981,0.745511,0.48457,-0.826887,-0.915211,-0.775721,-0.320689,-0.559258,0.15077,1.322065,0.345799,0.222818
0.197356,0.143098,-0.66521,-0.411425,-0.058985,-0.723273,-0.544961,0.80302,0.923818,0.421015,0.436207,-1.202608,0.341433,-0.629823,0.217106,0.253232,-0.758388,-0.682778,-0.643534,-0.132357,-0.359209,-0.810724,-0.260561,1.058526
0.381059,0.336512,0.593448,-0.698501,0.675077,-0.938223,-0.29822,-0.740456,-0.172066,-0.104692,0.451407,1.37936,0.729549,-0.517416,0.462767,-0.019625,-0.377852,-1.180173,-0.893955,-0.027302,0.652531,0.0901,-0.434498,-0.595869
0.63325,1.05777,-0.186596,1.111756,-0.681069,-1.162717,0.78257,0.83362,0.844982,-0.005244,-1.027107,-0.583804,0.85779,1.056699,0.090841,0.634113,1.069712,-0.915276,-0.0854,0.605414,-0.625168,0.851934,-0.156395,0.301839
-0.159949,0.048761,0.296696,-0.487047,-0.020789,-1.371726,-0.524156,0.818232,1.520532,-1.041456,0.290842,0.70772,1.083722,-0.369688,-0.535757,0.304561,-0.816439,0.082386,0.047658,-0.86315,-1.473421,-0.627101,-0.46482,0.96131
-0.829439,-0.889287,-0.110207,-0.710265,-0.58547,0.215226,-0.228013,-1.337001,0.370353,-0.36409,0.51349,-0.709577,-0.194156,-0.690756,-2.280472,0.491273,-0.683386,0.336004,-0.516392,-0.918629,-1.119077,0.091299,-0.76396,-0.435396
0.412931,-0.058353,-0.821863,-0.385802,-0.410447,-0.828464,-0.20448,-0.3731,0.014164,0.327666,0.609698,-0.512524,-0.839758,-0.826255,0.889349,0.776103,-0.532393,-0.084831,-1.325389,0.084302,-0.552335,-0.594148,-0.0136,0.457164
-0.16747,-1.102871,-0.254861,1.162313,-0.148264,-0.086994,-0.052781,0.640736,1.076348,0.709388,-0.849483,0.015577,-0.906048,0.449109,0.040045,-0.068145,0.572805,-0.674579,-0.255274,0.049672,-1.454932,1.058265,0.816628,-0.36495
-1.194792,-1.021937,0.718964,-0.789501,-0.625433,0.870389,-0.800913,-0.898577,0.150033,-0.537225,-0.901329,0.015251,0.625315,0.679759,-0.782072,0.340254,-0.480271,0.278762,-0.888429,-0.392322,-0.424857,0.57832,-0.201202,0.504097
-1.034007,0.777704,-0.102831,-0.428487,-1.147399,0.237566,-0.874914,-1.063106,1.473227,-0.526428,0.600666,0.534347,0.167409,0.664103,-0.685269,-0.640685,-0.709194,1.210411,-0.46093,-0.888923,0.216331,0.464073,-0.750895,-0.850659
-0.17025,0.064594,0.064685,-0.9649,-0.99068,-0.172709,0.114221,-0.371807,-0.663052,-0.711151,-0.397751,0.042502,-0.956519,0.419645,-0.787796,1.016165,-0.458794,1.039514,0.901231,-0.098646,-0.495886,-0.810904,-0.609228,-1.224718
1.628687,0.631842,0.690988,0.088216,1.284378,-1.121316,0.868079,0.358882,-0.399176,-0.097508,-0.077919,-0.946114,-1.152317,0.661862,1.022754,0.154,-0.27312,-1.064386,-0.787946,0.590757,0.499994,-1.298381,-0.665316,0.020163
-1.226792,-1.353973,0.976861,-0.354049,-0.831835,1.249521,-0.873987,-0.138816,0.309104,0.061294,0.323468,0.244449,-0.056811,-0.382581,-0.074476,1.281878,-0.243432,0.517224,-0.581789,-0.769908,-0.545122,-1.000811,1.203716,-1.745543
-2.002308,-1.155934,0.694363,-0.355922,-1.03908,0.14458,-0.800806,-0.31109,-0.588767,0.576186,1.154361,-0.166764,1.302684,-0.281347,0.21203,-0.3806,0.085245,0.858392,0.237286,-1.134427,-0.454296,0.318139,-0.26601,-0.874109
0.742041,-0.923896,0.166837,-0.706643,0.886973,-0.831035,-0.171564,-0.23876,-0.24853,-0.801349,0.232556,0.139596,0.473825,-0.59886,1.780939,-1.069725,-0.324637,-1.228318,-0.842299,0.388378,-0.756274,-0.828995,0.002633,0.497015
0.064264,0.475776,0.664748,0.137713,0.562864,-0.004823,1.201468,0.785669,-0.306339,-1.018753,-0.175423,-0.220919,0.851408,1.48373,-0.41022,-0.895651,0.492041,-0.036764,1.03541,-0.316492,0.257371,0.897201,-0.764174,0.069515
-0.625533,-0.410412,-0.086154,-0.782724,0.94248,0.559384,-0.822905,-0.670326,0.963456,-0.826527,0.432058,-1.129754,0.750384,-0.052695,-0.803891,-1.026779,-1.152042,0.199747,-1.047041,-0.006643,-1.125757,-0.838835,-0.805334,-1.365213
0.250007,-0.730864,-0.215642,-0.39305,-0.290618,0.156743,-0.541741,-0.165943,0.718212,0.802687,-1.033622,0.742542,-0.691609,0.760139,0.56793,-0.785793,0.154181,-1.033148,0.585364,-0.778848,0.309678,-0.825204,1.273244,-0.749983
-0.632852,0.183487,0.428732,0.79018,-0.795654,-0.412652,-0.840443,-0.501258,-1.092456,-0.108108,-1.030704,0.00908,0.189364,-0.949915,0.484033,-0.760476,0.654581,0.593209,0.092967,-0.408597,-0.651057,0.757067,-0.507375,-0.388035
1.830157,0.867242,-0.307392,0.113854,0.879464,-0.803432,0.993835,0.845926,0.823593,-1.534238,0.997187,-0.123719,-0.947963,-0.846354,-0.584828,-0.905485,-0.73106,-0.357413,-0.960925,0.074834,-0.207796,-0.39189,-0.959624,1.148852
-0.827169,-0.359145,0.364748,-1.110419,-1.137091,-0.085209,-0.23283,-1.4543,-0.819511,0.137045,-0.310197,0.350041,0.802188,-1.128784,0.26251,-0.47889,0.223491,0.573967,0.007926,0.34139,-0.091931,0.853958,0.180655,-0.694728
-1.18775,-0.814274,-0.528311,-1.000007,-1.439062,0.572812,-1.396819,0.578795,1.07629,-0.739379,0.178225,0.360988,0.278833,-0.007871,0.082486,0.679834,-0.767174,0.105355,-0.978169,0.337653,0.034681,-0.675401,0.344421,0.92884
-0.021695,1.361415,0.512599,1.035099,-0.380916,0.240534,-0.25084,-0.400127,1.198008,0.073378,0.516268,1.08166,0.44247,-0.150795,-1.45816,0.538528,-0.437349,-0.218808,-0.399065,-0.647923,-0.751683,-0.519746,-0.426309,0.671129
-0.314765,-0.497134,0.638594,0.435244,0.023194,1.442735,-0.032239,-0.699512,0.713412,-0.712269,0.251016,0.854043,0.02155,-0.272873,-0.794049,-0.373754,-0.358502,0.711305,0.4319,0.018675,-0.215801,0.296983,0.966298,0.333218
-0.799928,0.219924,1.59015,0.841452,-1.474974,0.554846,0.770267,0.490376,-1.101496,-0.069663,-0.564005,0.749791,0.648095,-0.268691,-0.310709,0.55857,0.600368,-0.158309,-0.002188,0.357509,-0.883605,-0.161903,0.891199,-1.39145
-1.020896,-0.030224,-0.341052,0.05132,-1.545188,1.759774,-1.047031,0.02948,-0.403909,-0.360456,-0.684505,0.810265,0.993189,-0.848968,-1.039839,-0.362956,-0.136143,0.603784,-0.425812,0.472829,-0.414512,0.855253,-0.237138,-0.671438
-0.574735,-0.455732,0.594285,-0.182467,-0.722703,0.271942,-0.761048,0.421852,-0.239605,0.563022,0.902163,-0.508276,0.686519,-0.750547,-0.242031,-0.773949,-0.264383,0.828305,0.812051,-0.367604,1.116842,-0.638055,-0.57561,-1.157529
0.901342,0.572596,-0.037455,1.067126,0.994835,-0.56971,0.89089,0.957843,0.234483,0.620555,-0.774585,0.205534,-0.482398,1.27715,0.674499,0.499016,0.776342,-0.914907,0.633768,-0.700367,1.085565,0.258979,0.475682,-0.509237
0.020131,-0.111182,-0.690102,-0.960423,-0.317826,-0.351414,1.024746,1.173336,0.395361,-0.009425,0.503588,-0.954434,0.589715,0.018584,-0.366243,-0.536506,-0.894834,-1.019511,-0.409153,-0.363895,-0.595746,-0.578552,-0.810452,-1.158786
0.611546,-0.366213,-0.100433,0.585222,0.230376,-0.432362,0.859388,0.618131,-0.655062,0.324021,-0.576375,-1.25101,-0.271556,-0.55517,1.49256,1.333859,1.053315,-0.070063,0.969931,0.219454,0.29909,0.266743,-1.003797,1.680212
0.240492,-0.273803,0.21765,0.943936,0.819051,-0.853753,-0.304249,-0.289153,-0.737963,0.285137,-1.056062,-1.29245,0.230603,-0.174068,1.092401,-0.508916,0.100286,0.089998,-0.627571,-1.101966,0.327939,-0.190553,-1.000065,-0.105176
-0.818176,-0.668775,-0.734575,-0.813997,-0.437367,0.586073,-0.858176,-0.778572,-0.703622,-0.154206,0.81515,0.412465,0.705824,0.923053,-0.024353,0.723914,-0.593922,0.221265,-0.02883,0.17716,-0.420854,0.137621,-0.872539,-0.851302
-0.767763,0.470861,0.209715,0.07222,-1.173376,1.423024,-0.068958,-0.21953,-0.52407,0.376294,-1.032793,0.277285,0.736332,0.598789,-0.708202,0.751228,0.62118,0.643024,0.52491,1.302116,0.807945,0.700989,0.163317,-0.560955
-0.624234,0.641464,0.551284,1.257849,-1.241962,-0.052656,-0.130671,0.668853,0.196207,0.597059,-1.062883,0.051724,0.226303,-1.014423,-0.341977,-0.742525,0.71909,0.020858,-0.072285,-0.51652,0.272838,0.944511,0.287559,-0.410637
0.961149,0.859797,-0.006873,0.368535,0.789716,0.220607,-0.000117,0.841175,-0.404975,-0.673917,-0.763625,-0.511971,-0.041442,1.155574,-0.06605,0.388971,0.829161,0.830568,0.801023,0.722135,0.196261,-0.440754,0.234136,1.204757
0.451725,-0.603929,1.106609,0.628637,0.725167,0.087005,0.15437,0.371599,0.229044,-0.211509,0.542915,0.634398,0.223619,-0.720917,0.717098,-0.032101,0.729545,-1.175388,-0.537991,0.568244,-0.149736,0.611585,0.63795,1.02235
-0.419722,-1.050269,0.451539,-0.235872,0.78725,-0.275959,-0.042413,-0.218071,1.658078,0.61958,-0.047528,0.17087,0.552529,-0.085026,-0.17577,0.0968,0.137537,-0.525627,0.43321,-0.627723,-0.754348,0.36546,-0.191376,0.141636
0.258339,-0.488871,0.042357,0.006252,0.651382,-0.627065,-0.635896,0.830038,-0.202957,0.987626,-0.503821,0.249684,-0.428646,-0.192382,-0.62842,-1.358098,-0.795254,-0.991042,-1.204473,-0.789651,-0.32219,-0.963967,0.35538,0.071606
0.053142,-0.781942,0.848082,0.686736,0.657412,0.265553,-0.003995,-0.05299,0.301616,1.113161,-1.055414,0.163511,-0.313156,-1.016722,0.847226,-0.869361,0.527692,-0.117087,-0.364643,0.411038,0.378201,-0.244045,-0.161955,-0.813067
-0.308641,-0.649288,-0.829037,-0.647625,0.923404,-0.3875,-0.76292,-0.422448,0.441071,1.203565,1.259817,0.222347,0.435043,0.448163,-0.716267,-1.131663,-0.782925,0.240046,0.592727,-0.162057,-0.634099,-0.321539,0.863008,0.593712
1.175406,1.067405,-0.917767,0.501037,1.104891,0.068974,0.017027,0.955059,0.306502,0.462516,0.57808,-0.885808,-1.399692,1.345658,1.771568,-0.075493,0.194334,0.340128,-0.86925,1.190743,0.12976,0.908743,0.325578,0.934183
0.245128,-0.138346,0.35885,-0.163141,1.052164,-0.705024,0.018157,0.233933,-0.504556,-0.278848,-0.786777,-1.449126,0.105009,0.701618,0.393562,-0.003936,1.430262,-0.742396,0.991857,0.141332,0.436179,0.987654,0.944063,0.142672
-0.622915,-0.81383,-1.070012,-0.974959,-0.537572,0.875524,0.205161,-0.258342,0.248936,0.650321,0.442231,0.761693,0.078302,-1.172562,-0.37278,0.865033,-0.503829,-0.237397,-0.154224,-0.72261,-0.072144,-0.580188,-0.269983,0.009195
0.432445,-0.346473,1.257311,0.226826,1.356031,-0.284656,0.164288,0.717684,-0.858376,-0.503385,-0.865086,0.32016,-0.443116,1.069029,1.493498,1.37807,0.825173,-0.422369,-1.295926,-0.247323,-0.999264,0.117412,1.234141,-0.480971
-0.280009,0.328867,-0.342999,-0.669097,0.431479,-1.115379,0.889626,0.294874,-0.128864,-0.362381,0.184845,0.089879,0.436002,-0.921762,-0.191165,1.425336,-0.515803,0.391637,0.145925,0.098401,-0.456085,0.403684,-0.809911,0.693238
