visit to Asia,tuberculosis,either tuberculosis or lung cancer,positive X-ray,dyspnoea,bronchitis,lung cancer,smoking
0.267709,-0.111601,0.279612,0.971827,0.747836,-0.417683,-0.405464,0.91026
-1.783319,-0.700987,0.658915,0.638163,-0.436979,-0.408005,0.342285,0.304628
-1.085448,-1.21756,0.879504,-0.868313,-0.135707,-0.496285,0.637303,-0.867399
-0.467473,0.787116,-0.36565,-0.343936,1.170826,1.284281,1.06264,-0.502903
-0.807197,-0.621786,-0.151197,1.120639,-0.099155,-0.152782,0.775962,-0.284487
2.30031,1.029124,0.158015,-0.347143,0.147186,-0.054009,0.276937,0.281218
0.861905,0.367038,1.000285,-0.173434,-0.274778,0.11422,0.550733,0.01978
-0.326418,1.11369,0.715602,-0.226326,-0.603591,-1.249658,-0.748336,0.356955
-1.130875,-0.089039,0.79493,-0.256864,0.318643,0.098554,-0.390225,0.389861
1.125961,0.747779,0.357328,-0.299492,-0.374831,0.678956,1.147774,-1.802043
-1.48196,-1.030737,-0.692401,0.643756,0.456402,0.218068,0.541706,-0.772161
-0.348122,-1.243237,-0.485452,0.979238,-0.764457,-0.115836,0.182761,0.918483
-0.036928,-0.816916,-0.905557,-0.335971,1.269495,-0.6971,-0.581789,0.340937
0.142732,0.046192,-0.944166,0.726354,0.963626,-0.399396,0.220615,1.652275
0.055868,-0.312542,-1.01433,0.888245,0.200015,0.179626,0.889664,1.412221
0.066452,-1.076119,-0.62598,0.842525,-0.122917,-1.001525,-1.485457,0.409522
-1.025352,-0.994061,0.166947,0.444417,0.283187,0.588324,0.661889,0.606086
-1.235556,-0.150183,1.001235,0.094244,-0.764035,0.099208,1.374812,-0.097391
2.004296,1.127913,-0.64997,-0.155308,0.956591,0.474223,0.001288,0.72134
0.158747,0.333573,-0.797018,0.142031,-0.032791,0.862019,-0.682725,-1.886511
-0.930207,-1.341431,-0.037511,-0.83573,-0.262854,-0.38608,0.819903,-0.409174
-2.108565,-0.734731,0.116481,0.219031,-0.73129,-0.061315,-0.371167,0.546886
-1.030922,-0.142152,0.01542,0.799011,-0.15117,0.697305,-1.148595,-0.313466
0.134963,0.859721,0.838867,0.166627,0.908482,-0.029732,0.531328,-0.465927
-0.910468,-0.004935,-0.623334,-0.140982,-0.505856,-0.594566,1.052542,0.041499
1.171961,-0.115018,0.499088,-1.306448,0.808122,0.741608,0.269352,-1.074611
-0.006245,-0.061803,-0.379738,-0.65181,-0.201448,0.031208,0.411485,0.776848
-0.659976,-0.38502,-0.572788,1.293256,0.874764,0.423304,-0.425957,0.512558
0.561974,0.657981,0.823521,-0.568796,-0.478377,1.214631,1.070755,-0.859221
-0.675697,0.063508,-0.538827,0.232201,-0.095573,0.661241,0.077995,0.168354
-0.980155,-0.833131,-0.169429,-1.020533,0.436923,0.733257,0.289997,-1.152882
-0.189863,0.216237,-0.805678,0.308429,1.41135,0.599586,-0.537225,-0.779736
0.252975,0.731341,0.378008,-0.191776,0.443555,1.419623,-0.397248,-0.384656
0.435964,-1.149817,0.3661,-0.827217,0.168239,-0.159675,-0.539097,1.325777
-0.64329,-0.583103,0.680546,-0.607101,0.150271,0.423993,-0.212117,2.114924
-0.712015,0.14223,-0.768194,-0.749723,0.336474,0.020719,-0.780633,-0.740045
0.338293,1.103465,0.996854,0.050604,-0.642721,0.502777,1.104304,-1.13784
-2.252223,-1.073919,-1.364783,-0.271713,0.49664,-0.079934,0.361378,-0.224813
-1.163409,-0.919726,0.853905,-0.192116,-0.033754,-0.358269,-0.289284,0.391632
-1.348926,-0.682931,-0.121295,-0.496105,0.086872,-0.346322,-0.612928,-0.54062
0.0461,-0.360136,0.320832,-0.50231,-0.795831,-0.64619,-0.154375,0.098572
-0.45985,-0.628179,-0.566753,0.81955,0.58517,-0.316917,0.048324,1.029185
-0.723796,-0.984847,0.80805,0.135942,-0.459493,-0.427183,-0.013116,-2.057547
-0.604718,-0.20472,0.100753,-0.009979,0.681694,0.992558,0.852791,-1.371687
-0.230974,-0.981456,-0.082797,0.386338,-0.909859,-0.835327,1.040091,-0.204301
0.228517,0.135897,0.442525,-0.460551,0.272368,1.260128,1.360317,-2.002219
0.085507,1.112118,-0.639377,-0.309971,-0.468417,-0.186574,0.409447,-1.394496
0.595508,0.523051,-0.198425,-0.2285,0.364622,0.395331,0.210563,0.156632
-0.403768,0.251864,-0.106581,0.493657,-0.339052,1.159549,0.828292,-1.982905
-0.451042,-0.066623,-0.89002,-0.049968,0.695133,0.930889,-1.021196,-0.631201
-0.724317,-0.683415,-0.578924,0.506389,1.15095,0.075908,0.204969,-0.599634
-0.586749,1.020287,1.378781,-0.92762,1.144826,0.81737,0.889164,-0.829727
-0.290751,-0.504222,0.323742,0.531575,-0.487234,-0.523822,-0.497384,0.348175
0.847329,0.556069,0.732665,-0.160814,-0.902175,-1.521812,-0.092673,1.734039
-0.415302,-0.553697,0.289103,-0.61887,-1.328235,-1.601974,-1.216117,1.497245
1.593509,0.582652,-0.849198,0.040932,-0.045488,0.315403,-0.414815,1.653438
-0.611107,-0.029408,0.26845,-0.770745,-0.502159,-0.858478,-0.61606,0.841438
-0.312171,0.824083,0.230316,0.946919,0.40823,0.463337,0.193112,-0.7994
-0.884506,-0.179136,-1.495204,0.776178,0.716985,-0.920578,-0.709163,-0.054358
1.610216,0.904448,0.410655,-0.892876,-0.015869,-0.770941,-0.398222,-0.707614
-1.541207,-0.534825,0.348608,0.425251,0.123984,-0.602546,0.207798,-1.242958
0.537311,0.995178,-0.400658,1.060827,0.85103,0.237333,-0.019218,0.013808
0.230621,0.150637,0.422619,-0.06832,-0.343035,0.868809,0.610701,-0.833768
1.172693,0.550791,0.105713,0.175148,-0.47816,-0.2934,-0.030259,0.244422
0.224276,-0.475569,0.281282,-1.162684,-0.490238,-0.796741,-1.496001,0.630317
1.212845,0.249101,0.695049,-1.207897,-0.383995,0.622537,-0.216793,0.285398
0.606345,0.58243,0.2165,0.820488,-0.4781,-0.9324,-1.207872,1.79558
0.059866,-0.089758,0.069125,-0.858725,-0.65665,0.019121,-0.117367,0.480271
0.610867,-0.504544,0.692113,0.76009,-0.102044,-0.696867,0.064643,0.728783
0.82307,-0.052925,-1.528305,0.97607,0.815194,0.095286,-0.50368,0.00252
1.123325,0.608254,-0.011986,0.061622,0.70865,1.212866,0.37755,-2.14423
0.698612,0.912322,-1.086972,0.982458,0.200961,0.090845,0.788489,-0.81409
-0.930399,0.095158,-0.658095,0.083396,0.571288,-0.408552,0.062471,-0.099995
-1.088411,-0.925308,0.250178,0.310575,1.069785,-0.069469,0.643821,-1.163085
1.146429,1.524119,0.139874,-0.247659,0.15767,0.745806,0.371928,-0.316303
-1.380813,-0.170498,0.986393,1.112831,-0.23601,0.047139,0.990039,-1.006237
0.51992,0.771629,-0.85415,0.464826,0.623058,0.181941,-0.288345,0.667589
0.075694,0.620783,0.705847,-0.49277,-0.598962,-0.033078,-0.830106,0.322855
-2.306137,-0.836031,-1.104641,0.481644,0.268082,-0.297312,-0.055077,0.7072
-0.807275,-0.47749,-0.582473,0.53481,-0.565838,-0.455419,-0.651661,-0.670966
-1.348822,-1.164596,-0.085539,-1.025888,1.033617,0.00428,0.894498,0.447516
0.744618,0.177268,0.118808,0.008156,0.230825,-0.515415,0.390099,-0.055612
0.935257,0.413377,-0.445349,0.617398,0.274807,-0.542294,-0.446128,0.323405
-0.796968,-0.467795,0.944163,0.503286,0.191473,0.301739,0.883083,-2.781222
-0.734186,-0.320622,-1.343207,0.094318,0.526781,0.582532,0.492827,0.727415
0.726049,0.457728,0.058776,-0.235093,-0.154564,-0.526441,0.910097,0.835253
1.298888,0.920705,-0.37541,-1.058014,0.114942,0.262066,-0.950907,-0.182621
-0.702308,-0.21598,-1.149282,0.416105,0.814155,-0.230658,-0.28681,-0.14714
0.237513,-0.091528,1.202518,-0.732127,-0.710457,-0.62604,0.439011,0.579067
0.593812,-0.280535,0.559145,-1.057608,-0.604973,-0.46485,1.084814,0.293399
0.866924,0.259103,-0.249357,1.458697,0.735859,-0.393828,0.19263,0.283033
0.02743,-0.062062,-0.378822,1.377857,0.557239,0.865067,0.839245,0.25567
0.861704,0.413031,-0.420932,0.138106,0.588647,0.161971,-1.040371,-0.081769
0.310713,-0.036157,-0.095476,0.348115,0.023738,0.335625,0.159056,-0.996291
-0.8072,-0.242007,0.209025,0.057991,-0.305075,-0.004664,0.594528,-0.153181
0.026768,-0.7608,-0.75151,0.178106,0.170589,-0.73178,-0.016951,0.981673
0.530734,0.840098,0.547921,-0.399889,-1.001867,-0.644423,-1.297798,0.059295
1.180651,-0.145359,-0.043047,0.184961,0.977456,0.352287,0.265332,-0.150464
0.089026,-0.335351,0.2904,-0.177517,0.19798,-0.459452,-0.548099,0.531855
1.162069,0.218184,0.013425,-0.260029,0.578673,0.885657,-0.569788,2.037525
-0.06546,-0.418366,0.690073,-0.826619,0.831132,0.73597,-0.662125,1.322528
-0.975982,-1.152961,-1.061011,0.745977,0.031999,-0.305337,0.142448,-1.058137
1.878933,1.324711,0.094874,-0.726253,0.843047,0.467422,-0.374854,0.890557
-2.749812,-0.768217,0.584488,-1.266246,0.207592,0.551382,0.432631,-2.193461
1.824519,0.714631,0.917446,-0.406828,-0.215301,-1.15032,-0.973126,0.022998
-0.665906,-1.528752,-0.703123,-0.049105,1.153771,-0.341484,0.983381,1.456463
-2.992021,-0.619173,-0.563583,0.366821,0.316479,0.579328,-0.900813,0.979093
-0.583002,-0.571673,0.439693,-0.741843,-0.429459,0.305564,0.214939,-0.023211
0.766524,0.553379,1.221375,-0.685283,-1.242723,-0.684562,-0.39207,1.403225
-0.348911,0.588488,-1.143593,0.454932,0.471277,-0.460296,-1.160126,1.150569
0.007175,0.560844,0.714877,-1.44193,-0.165571,0.427393,0.178667,-0.759315
-2.260512,-0.39892,-1.094701,1.010829,0.610468,-0.664638,-0.079502,1.497714
0.827886,0.48435,0.038105,-0.059965,-0.161218,0.338191,-0.5884,-0.910513
-1.491463,-0.978342,0.948074,-0.712399,-0.790236,0.046163,0.104709,1.198801
-0.652534,-1.03971,0.635679,-1.134343,-0.310268,-0.457049,-0.361496,-1.63035
0.505109,1.045404,0.848211,-0.550435,-0.032926,-0.106128,-0.69738,0.732014
0.80017,-0.035625,0.896073,-0.413842,-0.297115,0.5485,0.821767,-0.29099
1.500735,1.048406,0.235167,0.52281,0.103437,-0.171344,0.327719,0.287464
-0.174458,-0.941552,-0.447236,0.960756,0.751315,-1.312706,-0.357745,1.132972
0.67413,-0.669977,0.531076,-0.188244,0.361138,0.908628,0.795438,1.1983
1.884965,1.057108,-0.741492,0.655465,0.362374,0.111397,0.457885,0.141597
-1.096736,-0.57377,-0.347562,-0.392607,-0.41276,-0.666927,-0.642542,1.831966
-0.349996,0.780423,-0.52614,1.368139,0.593972,-0.591107,-0.420441,1.605423
1.02853,0.590138,-0.156752,-1.108132,0.794441,0.810505,-0.583739,-0.495981
-0.565021,-0.567348,1.206784,-0.528974,-0.652963,-0.188364,-0.204588,-0.29837
-0.617369,0.053702,-0.223845,0.475263,0.21317,1.57309,-0.360119,1.482049
-1.768417,-1.196109,-0.089304,-0.762165,-0.849403,0.745595,-0.292945,1.720379
0.35121,0.280615,0.098186,0.327639,-0.950684,-1.257971,-0.43248,0.84109
-0.05984,-0.415603,0.41633,1.190425,0.670841,-0.855189,0.194126,0.732846
1.588079,1.279627,0.894145,-1.02885,0.564967,-0.062048,0.646367,0.391175
-0.049234,0.338639,-0.852121,-0.482008,-0.254472,0.323094,-1.272414,0.83492
-1.709236,-0.569399,0.009309,-0.346615,-0.833791,-0.37495,-0.94845,0.596126
0.519477,-0.040531,-1.370656,0.090662,0.18825,0.025796,0.853197,1.874917
0.600471,-0.135777,0.525459,-0.934721,-0.783326,-0.132069,0.442379,0.053197
-0.745177,0.167185,-0.17368,-0.581905,1.634605,0.863335,0.92281,-0.878821
-0.147765,1.03953,0.814739,-0.2748,0.312066,-0.734304,0.24628,0.470624
1.217125,1.068857,0.453149,-0.823897,-0.56784,0.022649,0.590247,-0.797606
-1.091052,-0.314679,-0.464351,-0.276779,1.068429,0.113169,-0.459102,0.704465
-0.640326,-1.007919,-0.380843,-0.7617,0.357127,-0.558298,-0.676814,-0.097521
1.059673,1.072284,0.538432,-0.428738,0.975274,1.349317,0.167402,-0.683802
-0.371782,-0.522656,-1.163275,1.196073,1.244998,0.960374,0.042424,1.587804
-1.089167,-0.532854,-1.053317,0.056033,-0.495297,-0.715947,-0.215707,1.404032
0.729234,0.986366,0.230478,-0.683162,-0.941657,-1.149443,-0.018408,0.788418
0.698562,0.389697,0.622697,0.54349,-0.770439,0.581857,0.923082,-0.664069
-1.443069,-0.696478,-0.279787,0.585159,-0.54052,0.43994,-0.256031,1.431803
-1.187303,-0.627308,0.118181,0.099112,-0.102362,0.335917,0.385516,-0.508407
0.238058,-0.498649,-0.235186,0.15439,-0.838743,-0.744787,-0.827653,0.178313
1.097943,0.494586,0.579067,0.308438,0.05418,0.698562,-0.399446,1.659428
1.456647,0.120534,-0.348149,-0.131837,0.712577,-0.505608,-0.569747,1.035957
-0.975781,-1.014392,-0.220471,0.771356,-0.133347,-0.224422,-0.770379,-0.995395
1.311869,0.068614,0.226332,0.919544,-1.022226,-0.711189,-0.615785,1.201156
-0.649195,-0.661775,0.840271,-0.064977,-1.288599,-0.700736,-0.700624,-0.826416
-1.158155,-0.405395,-0.211538,-0.682175,0.75254,-0.659289,0.48309,-0.606991
-1.811088,-1.217729,-0.149894,-0.069591,-0.020052,-0.002125,-0.013319,0.240069
0.446467,0.511587,0.716081,-0.036992,-0.555706,0.790749,-0.073646,-0.705818
1.334274,0.626134,-0.027052,0.464069,0.842165,0.915431,-0.839817,0.30754
-0.128255,-0.705764,0.057458,-0.233101,-0.195166,1.097538,-0.639779,0.138518
0.428947,-0.317996,1.426539,-1.363106,-0.398683,-0.061877,0.479399,0.992379
-0.463507,-0.581341,-0.605371,0.115616,0.078758,0.858469,-0.007634,0.409337
0.181044,1.26577,-1.443779,0.481723,0.178766,0.56831,-1.02382,0.10567
-0.582041,-1.186955,-0.468408,-0.332973,-1.599955,-1.35566,0.595371,0.591584
-0.672906,-0.183701,-0.10699,-0.937072,-0.676945,0.058173,0.241124,-0.900964
1.511483,1.112476,-0.467351,0.311099,1.039207,-0.26447,0.988556,0.085009
1.115829,-0.178099,-0.650801,0.446724,0.976384,0.434711,-1.056286,1.232628
1.192268,0.344972,0.47269,0.817207,0.966654,0.340978,1.18043,-0.878867
-0.236078,-0.792295,-0.435583,-0.409074,0.305401,-0.686015,-0.896093,-0.081599
-1.002456,-1.10964,0.324722,0.429842,-0.253088,-0.488857,-0.871616,-1.697068
0.058656,1.028618,0.873843,-0.814814,0.439329,-0.236515,-0.664333,0.690249
1.124988,0.322039,-0.675649,1.434818,0.588915,1.162643,-0.079898,0.562708
-2.226712,-0.33173,0.113883,0.455151,-0.508653,0.013336,-1.10903,-0.214488
-1.244067,-0.691359,0.294777,0.434318,0.658246,1.698665,0.766228,-1.826095
-1.889863,-1.550033,-0.366264,0.047754,-0.403115,1.186601,0.216482,1.305086
-1.278416,-1.304607,0.402193,-0.481502,-1.031212,0.922887,1.21805,-0.945371
0.786279,0.050724,-0.557255,1.383518,0.673045,-0.197546,0.745986,1.065249
3.224413,1.50748,0.544796,-0.136995,-0.778196,0.998421,-0.477983,0.973023
-1.021052,-1.046758,-0.610445,-0.830766,-0.426067,-0.711389,0.392538,-0.493791
-0.012881,0.410906,-0.914858,0.980418,0.203251,1.002737,-0.341535,-1.511996
-0.109924,-0.826349,-0.658151,0.373283,-0.265103,-0.076208,0.434113,-0.179064
-0.366292,-0.729983,-0.392193,-0.304681,0.414464,-1.201879,0.041652,-0.150344
0.318409,-0.004013,-0.224377,0.09431,-1.203202,-0.494179,-0.41149,-0.51785
1.528733,1.326396,0.710812,-0.950757,-0.577388,-1.072561,-0.101228,0.164338
-0.576057,-0.677443,-0.985461,0.671136,-0.053704,-0.575886,-0.338544,-0.205681
0.133454,-0.559573,1.110119,-0.956134,-0.705872,-0.92388,1.211429,0.657309
0.235028,0.409065,0.717695,-0.821614,-0.933971,0.166358,0.914891,-0.423815
0.158584,-0.352032,0.033504,-1.076362,-0.601518,-0.996069,-0.813879,-0.645964
1.495058,1.145854,-0.043621,0.892804,0.655053,-0.42773,0.475193,-0.250865
-0.877972,-0.407536,0.894146,-1.566667,-0.373804,-0.519369,0.383075,0.892824
-1.734806,-1.743746,-0.064753,0.838773,-0.160563,-0.831974,-0.64143,0.964154
0.433559,0.332682,-0.672396,0.136118,0.485322,0.751779,0.538408,-1.686666
0.837691,0.780799,-0.318583,0.287456,0.993123,-0.085776,-0.778261,-0.485304
-0.358101,-0.622843,1.111491,-0.851427,-0.024151,0.983371,-0.700472,0.870885
1.578903,0.996217,0.477634,-0.458719,-0.880891,-0.909171,0.527723,-0.996962
-1.372127,-0.623445,-0.181735,0.016412,0.240489,-0.452376,-0.241377,0.567089
-0.007618,-0.052445,-1.17341,-0.151522,0.233504,-0.782044,-0.61353,0.931713
-0.325539,-0.37757,-0.50755,0.884173,0.352518,0.438328,-0.100863,0.432501
-0.343147,-0.101428,-0.860482,-0.720011,-0.703997,-0.465046,0.920648,-0.129675
-0.190401,-1.014917,0.639899,-0.387719,-0.973212,0.828574,0.710558,-1.376803
-0.086722,-0.8338,-0.050733,0.478987,-0.717837,-1.454733,0.435427,-1.297407
-1.896545,-1.445504,-0.639754,0.525627,-1.176334,0.082091,0.390172,-0.764553
1.24889,0.609528,0.596188,-0.064292,-0.927329,-1.184004,0.389274,-0.88171
0.325575,1.510371,-0.046976,-0.031678,-0.007146,0.195496,-0.931213,-0.336376
0.492911,0.469623,1.65293,-0.935652,-0.576788,-0.728845,-0.459516,0.01007
-0.972451,0.283096,-0.459007,-0.201295,1.163605,1.350817,-0.660049,1.095509
-1.305696,-1.213953,-1.320692,0.727854,-0.036987,-0.053278,0.036528,-0.67361
-0.165417,-0.432462,0.154629,0.566585,0.175287,-0.211469,-0.406181,-1.605896
0.444383,0.144556,-1.048247,1.384388,0.962137,-0.642372,-0.485925,-0.515455
-2.518408,-1.363702,0.202762,0.755031,-0.288968,0.305846,1.363484,-0.914177
0.630407,0.201334,0.615389,0.658329,-0.652798,0.867067,0.916723,-1.267674
0.086045,-0.924794,-0.444876,0.563145,1.699033,0.681096,-0.555026,1.092497
-0.732727,-1.199776,-0.820414,0.562661,0.671873,-1.122089,-0.637754,-0.048633
1.763517,0.623747,0.975367,-0.591206,-0.937738,-0.002881,0.299639,-2.214628
-0.052396,-0.509367,0.285528,-0.55491,-0.175188,0.345045,0.512668,1.152569
1.264069,0.054427,1.171307,-0.694575,-1.007965,-0.404484,0.484719,0.373494
-0.163782,0.336727,-0.178334,0.125763,0.399666,-1.230826,0.249723,0.195663
-0.850036,-0.583274,-1.021895,1.233105,0.489619,-0.129748,-1.453373,0.790082
1.202024,0.669604,0.698372,0.970986,-0.970528,0.237105,1.074031,-0.142009
0.51247,0.966292,0.586198,0.521726,0.166964,-0.741843,-0.482117,0.802696
-1.64055,-1.309351,-0.35915,-0.841412,1.202445,-1.144061,0.890576,-0.274383
-0.067253,0.01977,0.464737,0.120286,0.341106,0.496242,0.901314,-1.440691
0.123431,-0.781148,0.802763,-0.568924,1.243006,0.378223,-0.112518,-0.182768
-0.862173,-0.320857,-0.154802,0.525972,0.663839,0.347721,-0.391816,-0.837988
0.359493,0.060739,-0.293529,1.024224,-0.078436,-0.038085,0.121172,-0.434616
-0.965858,-0.935512,-0.56816,0.974241,-0.395863,-0.048848,-0.797894,-0.090424
0.135627,-0.958753,0.517618,-0.108959,-0.83758,-0.470818,-1.036854,-0.150163
0.88771,0.337432,1.084838,-0.117246,-0.826835,0.838914,1.208852,0.156792
-0.705732,0.267545,-0.146498,0.749064,0.471897,0.994337,0.494043,-1.647581
-0.815742,0.022123,0.134081,0.495559,1.113437,0.473116,0.134415,-0.268144
0.706771,0.235178,0.083207,0.058201,1.087042,0.399382,-0.999516,1.301867
