visit to Asia,tuberculosis,either tuberculosis or lung cancer,positive X-ray,dyspnoea,bronchitis,lung cancer,smoking
-0.318372,-0.112746,0.356619,-0.01452,0.290414,-0.240811,0.463601,-0.100791
0.92145,0.508642,-0.051018,0.640562,0.634754,0.16435,0.395758,0.550346
-1.680019,0.334401,-0.764113,1.0225,-0.67773,-0.985498,-0.766004,-0.411852
-0.049555,-0.545962,-1.344037,-0.418447,-0.759078,-0.165522,0.051439,-1.378599
0.428028,0.46895,1.160544,0.20001,0.656417,1.378046,0.036608,-0.577379
1.030619,0.201394,-1.245532,0.213794,0.093231,-0.448873,1.026279,0.649545
-0.50485,-1.091746,-0.938361,-0.956715,0.094808,0.149191,0.608888,0.246421
-0.319206,-1.413517,-0.388831,-0.95136,0.907677,0.513374,-0.407327,0.12935
1.182433,-0.383905,0.026748,0.467941,0.657474,0.026479,-0.163275,-0.934024
-1.118588,-0.62814,-0.890009,-0.715756,0.155418,0.132183,-1.239342,-1.049004
0.090937,-0.008138,0.172182,1.215134,-0.265884,0.515823,1.121505,0.916465
-0.390832,0.573222,0.476487,0.383086,-0.31108,-0.878258,-0.574177,1.781997
1.112546,0.398713,0.066379,0.723503,-0.256914,-0.183312,-0.623672,0.647656
1.075325,0.509568,0.633738,-0.846666,0.016786,0.031589,1.078446,0.618953
-2.134254,-0.512478,0.256803,-0.764758,1.822216,0.41644,-0.097838,-1.130556
-0.147696,-0.453684,0.543684,0.475198,0.723056,0.60296,-0.393179,0.763111
1.014181,-0.429882,-0.697732,0.18349,-1.758703,-0.895852,0.798067,0.431201
0.503564,0.663136,1.345567,0.524905,0.508099,0.035821,-1.256148,0.752195
2.064277,0.437774,0.344055,1.030898,1.41147,1.084306,-1.502534,-1.22632
0.217724,-0.412521,-1.023596,0.644913,-0.258193,-0.458712,1.097756,1.131166
-1.483323,-1.550393,-0.594667,0.120625,-0.098477,-0.068673,-0.808951,0.60043
0.317716,0.320804,0.283152,0.127658,0.906473,-0.797936,0.574537,-0.090585
-1.205768,-0.320847,0.469866,0.589695,-0.754372,0.826933,-1.566237,-1.136343
-0.634967,0.190282,-1.081949,-0.674289,-0.832118,-0.525726,0.983407,-0.226611
-1.988558,-0.656235,0.276092,-0.210735,-0.473642,0.484703,-1.269296,0.077738
0.206415,0.622288,-0.526951,-1.269259,-0.084978,0.919899,-0.629208,-0.216038
-0.119608,0.435191,0.117237,0.04242,-0.193463,-0.78564,-1.313586,-0.303075
1.516735,-0.74936,-1.637623,-0.135691,0.125355,-0.812175,-0.143161,1.929792
0.675913,-0.253955,0.152835,0.754605,0.123511,0.995727,-0.14152,-1.368878
-2.107012,0.738601,0.802924,-0.123979,0.363103,-0.268632,0.004278,-0.017287
0.535396,0.769741,0.354842,0.900247,-0.054223,-0.626099,-0.188213,-0.427517
0.407353,0.161748,-0.419698,-0.406653,-0.6858,0.037132,1.008539,1.776225
-1.360345,-1.104057,-0.643127,0.082115,-0.678152,-1.145814,0.835974,-0.206941
-0.221333,-0.770081,-0.934062,0.896575,-0.032422,0.069442,0.806612,0.12805
-0.736789,0.837312,-0.088508,-0.009268,-1.125174,-0.530564,-0.381128,0.650744
-0.596053,0.000886,-1.038321,-1.051878,-0.496094,-1.639192,0.57859,0.72113
0.629024,0.001767,0.693265,-0.422029,0.640638,-0.79626,0.557639,0.715359
0.026389,-0.011893,-1.150124,-0.781459,0.76203,-1.405301,1.247482,1.692203
-1.019178,-0.687749,-0.751132,-0.901532,-1.223751,-0.221399,0.661235,2.532144
-2.170992,-0.960453,-0.847722,-0.737009,-0.101653,1.079227,-0.276909,-0.095852
0.270033,0.968871,-0.13947,-0.643086,0.858261,0.746035,-0.524189,-0.165414
-1.265044,0.819334,1.354516,0.204136,0.848222,0.022539,0.63074,0.795255
-0.657913,-0.119301,-0.720033,-0.111437,-1.51849,-0.837967,1.150483,1.058549
-0.268657,0.504286,-0.11791,0.62889,0.761575,1.071283,-0.526216,-1.593054
-0.111525,-0.335415,0.032536,-0.609434,0.26736,1.124209,-0.396181,-1.217948
2.59303,0.463151,-0.352682,0.716786,-0.737817,-0.893341,0.025678,1.18378
0.35298,0.103775,-0.966617,-1.100478,-0.170421,-0.312204,0.191945,1.156794
0.15139,0.470476,0.591958,-0.12181,0.999451,0.021282,0.130931,0.057627
-1.368214,-0.925721,-0.603999,-1.134199,-0.664135,-1.115536,-0.934097,0.6286
-0.593981,-0.261908,-0.759954,0.458781,-1.119129,-0.349445,1.298427,0.606574
0.299559,-0.642258,-1.271273,-0.905832,0.814324,0.489905,-0.471402,0.087643
-0.410186,-0.722938,-0.44868,0.429598,0.021118,1.071458,0.409805,0.640854
-0.663089,0.459457,-0.212229,0.670813,1.122616,1.243599,0.043311,1.064101
-1.121454,-0.185179,0.913885,0.698063,-0.01363,-0.949058,-0.923254,0.137679
0.258605,0.57443,-0.220884,0.492594,-0.646489,-0.542731,0.83644,-0.033649
0.392999,0.11789,0.729285,-0.798636,-0.211468,0.004479,-1.367615,0.028572
0.426941,-0.461593,-0.356487,-1.026191,1.462542,1.039861,-0.12391,0.783141
-1.055467,-0.195933,-0.686489,-1.117634,-0.968387,-0.169263,0.31591,-0.565584
-2.673438,0.268295,0.21608,-0.786209,0.022981,-0.972322,0.854278,2.68451
-1.020379,-0.991399,-0.118997,-0.388368,0.263096,0.57547,-1.461168,-0.665313
-0.141216,-0.707929,-0.779512,0.234022,-0.865455,-1.413746,-0.4596,0.468753
0.794952,-1.58618,0.144493,0.592869,-0.589903,-0.228911,-1.157016,0.104574
0.978388,0.674241,0.48794,0.342094,0.198515,-1.039515,0.171347,0.718814
2.091946,0.770681,0.874646,-0.286016,0.915879,0.553032,0.554618,-1.194858
-0.611524,-1.029896,-1.059501,-0.862098,0.539818,0.743032,0.118373,-0.062255
-0.544996,-0.620617,0.945748,1.038339,-0.792868,-0.672937,-0.089989,0.037279
0.961449,-0.002263,-0.216187,0.593669,-1.349135,-0.152148,-0.09388,-0.298916
-0.935381,-0.491888,-0.864527,0.003638,0.580732,0.991607,-0.784556,-0.71352
-0.554175,-1.498929,-0.965406,0.763989,0.548735,-0.17385,-0.254425,0.212541
-0.740564,0.450135,0.921958,-0.714767,-1.150278,-0.456135,0.225143,-0.318493
-0.190202,-0.992203,-0.004847,-0.887795,0.637698,-0.018565,-0.695892,-0.775407
-0.22302,0.927293,0.242153,0.675831,-0.204601,-0.079758,-0.324865,-0.649543
0.409113,0.740296,0.930658,-0.342884,0.369648,0.653604,0.320666,0.454613
0.138642,0.254711,0.706581,-1.223396,1.297598,0.261913,-0.429473,-0.076099
0.766042,-0.525385,-0.683863,-0.46134,-0.99211,-0.949335,0.589147,0.067327
1.13805,0.313409,0.12493,0.722286,-0.390291,-0.891019,0.60263,0.754574
0.130784,0.182403,-0.892281,0.246554,-0.677456,-0.084524,1.036284,0.332074
-0.808886,-0.934316,0.462923,0.686805,0.334564,0.692885,-0.441952,-0.372551
0.490469,0.455643,-0.112554,0.930015,-0.021133,0.648072,-0.572267,-0.29063
2.840139,-0.251432,0.973044,0.562672,-0.104275,-1.219059,0.706122,1.551501
0.577431,0.696868,0.229482,-0.43585,0.306412,-0.291585,1.421512,0.674187
-1.357211,-1.173546,-0.466803,-0.656021,0.608682,0.332777,0.370945,-0.023091
-0.095229,0.107647,0.805445,0.650722,0.059049,-1.14878,-0.567075,-1.035042
-0.648104,-0.707682,-0.55445,0.071892,1.079543,0.620669,-0.324315,-0.010346
0.021619,1.109394,0.143229,0.289783,-0.65689,-0.886151,0.811236,0.034987
-0.196633,-0.432465,-0.658902,-0.885684,0.621582,1.009905,-0.770039,-1.030648
-1.263895,0.163719,-0.201867,0.331187,-0.071789,0.255846,0.274014,0.274043
-0.511655,-0.783475,0.531003,0.06388,0.255069,0.171138,-0.243156,1.085961
-0.957276,-0.194568,-0.278382,-0.701193,0.10152,-0.352301,0.888426,0.812643
0.812351,-0.247523,-0.70525,-1.046549,0.366749,0.436674,0.733117,0.69747
-0.348621,-0.29986,-0.373042,0.275695,-0.92205,-0.638254,1.080212,2.397334
-1.244285,0.466847,-0.705399,-0.444441,0.316181,-0.18031,0.844267,1.132254
1.554409,-0.28131,1.10636,0.190496,1.413108,0.799586,-1.028533,-1.599078
-0.402876,-0.13336,-0.875744,-1.131284,-0.664623,-0.671366,0.513147,0.173252
-0.488836,0.03007,-0.233126,0.676506,0.253805,-0.413959,0.01276,-1.284266
-0.390236,-1.079802,-0.98759,-0.188839,-0.713857,1.229314,-0.107794,-0.829292
-1.052744,0.449007,0.653441,-0.878955,0.435501,0.067213,0.095036,-0.467056
-2.200896,-0.513081,-1.193935,-0.34067,0.162126,-0.062459,0.994172,0.587786
-0.869401,0.145459,-0.558621,-0.535234,-0.886528,-0.337139,0.837502,0.523332
-0.202351,-1.39545,-0.65905,0.840788,-0.254857,-0.413239,0.425694,1.113017
1.082186,0.017781,-0.256054,-0.888481,0.199199,1.048207,0.240249,-0.751738
-0.057969,-0.201127,-0.009396,0.292717,-0.860156,-0.280061,0.36669,0.06664
-1.520254,-0.324044,0.521158,-0.537358,0.189666,0.830149,0.1311,-0.655299
-0.368467,0.849296,1.158707,0.352335,0.437523,0.424604,-0.36553,-1.691906
-0.939802,0.153337,1.336765,0.977117,0.917872,0.391516,-1.485139,-0.812286
-0.250345,-0.820031,-0.322644,-0.472112,0.090588,0.499419,-0.396591,-2.481364
-0.0578,1.050609,0.35794,-0.673658,-0.443023,-0.347373,0.136514,1.17215
0.095212,-0.085455,0.301764,-0.542875,0.942515,0.543156,-1.504735,-0.734323
2.123033,0.076352,0.266171,0.496163,0.433511,-0.191339,0.277121,2.203907
0.960782,0.109683,-0.880454,-0.919324,-1.040408,-0.045668,1.018194,0.740856
0.071025,-0.96278,-1.785604,-0.797573,-1.21173,-0.999827,0.168455,-0.233082
-0.764483,-1.180963,0.188744,0.364126,-0.070265,0.339847,-0.924869,0.029452
0.903913,0.452598,-0.797903,0.197726,0.981438,0.953547,-0.445042,0.272419
-0.480019,0.224692,0.341124,0.357691,0.474708,-0.863329,-0.398529,0.795983
-0.214609,-1.049993,-1.40906,-0.106097,-0.013683,-0.572124,-0.411633,0.673939
0.41135,-0.071861,-0.91758,-0.358566,0.825213,0.66985,-0.236508,0.484061
-0.991426,0.034719,-0.711617,0.119137,-0.578559,0.434111,0.921661,-0.053306
0.383708,-0.415673,0.880384,0.321791,0.683685,0.590268,-1.176687,-0.939821
-0.773681,0.641696,0.57386,-0.247794,1.215985,1.207137,-0.672254,-0.743567
0.987426,0.078104,0.481227,0.449173,-0.421856,-0.840569,-0.68906,1.68835
1.228507,0.234554,0.155881,0.493849,0.869435,-0.880546,0.995414,1.190321
-0.200115,-0.484892,1.263776,-0.188156,-0.547923,-0.670378,-0.796309,0.67713
1.048173,0.392039,0.877949,0.457254,-0.689415,-0.565894,-0.245151,1.016292
-1.170016,-0.61004,0.540658,0.3926,0.387382,1.256922,-0.447495,-1.060834
1.166116,-0.362471,-0.555554,0.345022,-0.271197,-0.842277,0.20946,1.181499
-0.659054,0.368103,-1.234093,-0.326601,0.538711,-0.534078,0.716718,2.342711
-0.04458,0.699058,-0.445605,-0.017405,-0.588717,-0.291146,1.039073,0.887685
0.447884,0.266436,0.089234,1.170366,1.233104,0.509416,-0.057322,0.377487
-1.994723,-0.997353,0.044649,-0.427884,0.187621,0.117211,-0.387959,1.249358
-1.736822,-0.889157,-0.089057,1.016218,-0.683703,0.265099,-1.463234,-0.23061
0.501457,1.292851,-0.003466,-0.035334,-0.094188,0.515543,1.111868,0.908727
0.022129,-0.30885,-0.285023,-0.327504,-0.884571,0.085287,0.488343,0.283022
0.765152,0.772329,0.566765,-0.643234,-1.553495,-1.231442,-0.409872,1.173701
0.331923,-1.235692,-0.747858,-0.248067,0.237961,-0.473895,0.361764,0.76162
1.808544,0.703432,-0.432257,-0.579915,-0.540085,-0.04175,-0.810877,0.676435
-0.583399,-1.158766,-1.62428,-0.578771,-0.911315,-1.744767,0.923232,1.641402
-0.544759,-0.462807,-1.140662,0.714708,0.965191,1.084375,0.446601,-0.537077
-0.510138,0.030274,-0.445142,-0.503887,-1.044424,-0.444672,-0.111838,0.44163
0.170145,-1.557578,0.55543,-0.157792,1.240237,0.436558,-0.693819,-0.712628
0.929692,-0.07161,0.277315,0.481949,-0.317959,0.057468,-0.22046,-0.167119
-0.464285,-1.268574,-1.635429,-0.019244,-0.314526,0.320347,-0.563973,0.048544
1.133966,-0.764744,-1.129392,-0.645335,0.028354,1.021885,-0.782058,-2.852679
-0.470313,-1.025988,-0.123242,-0.839865,0.698107,0.827254,-0.865401,-0.278078
-0.641627,1.271426,0.34973,-0.968159,-1.095229,-0.99416,0.755439,0.615704
-0.027318,-0.482524,-0.478435,-1.25066,-0.220404,-0.432416,0.206257,0.703872
-1.928085,-0.937842,0.336683,-0.038182,-0.568131,-0.602963,0.6464,1.496857
-1.08193,-0.464768,-1.11824,-0.308817,-0.831805,-0.860243,1.107127,1.298489
0.441662,0.889221,-0.034039,-0.634179,1.01066,0.717903,0.133334,-0.598748
0.714115,-0.929424,0.092292,-0.690229,-0.221916,0.221317,-0.672469,-1.282526
0.208766,0.9493,0.351243,0.28559,-0.130104,-1.294896,-0.479989,1.272001
-0.838423,-0.156192,-0.969449,-0.414283,-1.502415,-0.427984,-0.469098,-0.986553
0.718694,-0.886077,0.470063,1.38285,-0.639629,-0.803586,-0.474483,-0.095663
-0.696893,-1.255272,0.148872,0.811529,-0.386219,0.289956,-0.254205,-0.38142
0.523447,-0.437448,-1.353498,-0.264208,-0.817762,0.974825,0.971673,-0.140454
-0.711223,0.953002,0.393757,-0.235961,0.569081,0.632514,0.409186,-0.81904
-1.600627,-0.043983,-0.103736,-1.120919,-0.299277,-0.020184,-0.662517,0.441822
0.786087,0.776029,0.723872,-0.46748,1.177529,0.518958,0.842177,0.191278
-0.852805,0.472728,0.374055,-0.214563,0.499924,0.694541,-0.007128,-0.358335
-0.532351,-0.073868,-0.318427,0.599119,1.401305,0.404608,0.535482,0.512202
0.031405,0.808463,0.848316,0.989686,0.426487,-1.019109,0.570157,0.979203
-0.316027,-0.163809,-0.789424,-0.895033,-0.216657,-0.272056,1.214092,0.272286
-0.539115,-0.768642,-0.204328,-0.131794,0.341505,-0.149396,0.65778,0.813097
-0.895866,-1.22632,-0.768155,0.433681,-1.538936,-0.142692,0.551395,0.651135
-2.139624,-0.584831,0.525835,-0.198108,-0.13096,-0.659724,0.355574,1.143093
-1.444423,-1.027024,-1.284868,-1.12572,-0.240919,0.077404,-0.371067,-0.971515
-1.585689,-1.014849,-0.776691,-0.334538,0.556326,0.341567,-0.949841,-1.028984
1.532119,-0.197466,0.490528,0.971212,-0.916817,-0.800787,0.343208,1.136789
0.177759,-0.999681,-1.312634,-0.130738,-0.191,0.10078,0.061559,-0.670044
-1.464109,-0.091614,0.513318,0.885361,-0.91514,-0.270428,-0.017164,0.079685
2.121646,0.104173,-0.163129,-0.122335,-1.874269,-0.694337,-0.686112,-0.459069
1.330951,0.703527,0.125517,1.272881,-0.011734,0.975141,0.684433,0.354263
1.348629,-1.250278,-0.540556,0.170629,0.273756,0.603559,-0.565426,0.601424
1.467351,0.449205,-0.11894,1.482187,-0.230094,-0.801979,1.092323,0.79357
-0.323101,0.38015,0.017877,-0.381739,1.040923,0.798446,-0.63344,-0.595693
1.570895,0.647864,-0.559989,-0.722105,-0.272391,-1.169971,0.620002,1.517249
1.352543,0.119497,0.13597,-1.053444,0.616052,0.228651,1.440411,0.991572
0.333304,-0.925015,-0.244376,-0.105808,-1.567997,-0.856498,0.010825,-0.085096
1.010171,-0.469341,-0.525458,0.414406,-1.082555,-1.021891,0.01897,-0.707717
0.909748,0.04155,-0.670824,0.170546,0.511882,1.401367,-1.293135,-1.661661
0.682255,0.749348,0.689357,0.291169,0.647232,0.798433,-0.597181,0.348323
-0.450247,-0.942852,0.258538,0.384266,1.042168,1.32147,-0.415257,-0.270266
0.657421,-0.858464,-0.462348,0.587732,0.173989,-0.513627,-0.494517,-0.071717
1.014036,-0.470076,-0.622338,0.996853,-0.232901,-0.235865,0.655598,0.481799
-1.49479,-0.606898,-0.323352,-1.352616,-1.282618,-1.024153,0.31824,0.785208
1.180016,0.17315,-0.542483,-0.711806,0.065647,-0.07758,-0.261116,0.854641
2.363189,0.559965,1.023904,-0.318286,-0.119329,0.425163,0.808422,-0.371071
0.865461,0.329483,1.236464,0.958595,0.399674,1.243213,-1.239061,-2.378245
-0.62491,0.086383,0.625592,-0.52608,-0.573787,-0.585882,-0.959592,-0.386324
-1.845158,-0.14683,0.236557,-0.155932,0.404468,0.628598,-0.196474,-1.336594
1.147165,0.32358,0.500769,0.083856,-0.293228,0.435377,-0.293298,-0.020027
0.952105,-0.340066,-0.436902,-0.910838,-1.076006,-0.798868,0.10629,1.516896
-0.89277,-1.17886,0.281906,-0.678817,0.554931,0.260711,-0.347602,-1.275233
-0.4529,-0.422067,0.533869,-0.657342,-0.514604,-0.032173,0.610158,0.820218
-0.268253,-0.852669,0.200764,-0.498939,0.314143,0.507203,0.73395,-0.124495
-0.184738,0.773585,0.561291,0.685728,0.899073,0.732112,-1.08359,-0.458001
-0.008135,0.869452,1.076716,0.1204,-0.650474,-0.374641,0.040126,-1.181709
-0.804343,-0.161861,-0.401549,0.06716,0.119513,-0.916135,0.190238,1.114172
0.127014,0.940284,-0.275867,0.421677,-0.076568,-0.22479,0.659208,0.318587
0.325494,0.462432,-0.589789,-1.010112,-0.238061,-0.144648,0.341815,1.217396
0.34135,-0.639636,-0.425626,-0.058609,0.535738,0.635047,-0.756196,-1.34078
0.391938,1.339638,-0.191092,0.217067,0.916123,1.070361,-0.667998,-0.845018
-1.02714,-0.128545,0.543224,0.002767,-0.466026,-0.009293,-0.087552,0.549694
0.45329,0.870677,-0.498591,1.01533,-0.258919,0.09433,0.556511,0.549756
-0.47904,1.502039,0.960449,0.977866,-0.023387,-0.080155,-0.438816,0.152839
-0.246156,-0.661023,-0.159018,1.032058,0.042786,0.311638,-1.240661,-0.433621
-0.434759,1.041585,0.661061,0.177856,1.251833,-0.941506,0.271755,-0.49841
-0.756781,0.516942,0.471369,1.12472,0.433059,-0.320558,-0.891758,0.333071
0.361287,-0.492596,0.56213,0.730573,-0.332433,-1.074105,0.623772,-0.028564
-0.495209,-0.180876,0.400173,-0.27314,0.745614,-0.032549,0.282911,-0.311149
-0.045127,0.974892,1.534606,-0.516177,-0.175695,-1.068382,-0.395431,1.341289
1.476349,0.715646,-0.673403,-0.563629,0.477553,0.293091,0.288275,0.225647
0.77984,0.356189,0.702011,1.177325,-0.159414,-1.035311,-1.214437,1.404153
0.751638,0.020557,0.367392,-0.945611,1.000026,1.187125,0.723277,-0.148593
0.842062,-0.510381,-0.401867,0.686336,1.312627,0.875882,0.001339,0.222542
0.157559,0.760571,-0.344846,-1.011815,-0.386125,0.388372,-0.980903,0.419648
-0.019197,-0.165515,0.465768,0.256088,0.211456,1.364026,-0.643907,-1.064991
-0.667241,-0.472333,-0.565479,0.549141,0.364412,-0.00166,-0.290534,1.008192
-2.832686,-1.408001,1.283752,-0.562833,1.228645,0.258853,0.888622,-0.398763
1.3985,1.313017,0.069471,-0.18247,-0.832636,-0.697868,-0.612876,-0.895447
0.526571,1.06851,-0.466039,-0.206375,-0.64775,-1.06153,0.216276,0.895732
-0.669395,-0.797313,0.530414,0.905102,-0.554309,-1.128566,-0.301556,0.232977
1.178727,0.816486,0.505556,0.057104,-0.356329,-0.252852,-0.785154,0.593344
0.235712,0.706161,0.410082,0.68376,1.299022,1.125663,-0.042437,-1.107235
0.123898,-0.302765,-1.069297,-0.791521,0.75599,0.621083,0.46486,-1.585846
-0.536003,0.493686,-0.338867,-0.4874,0.254747,0.388457,-0.418842,-0.171673
0.565317,0.551515,1.055185,-0.143716,0.598537,0.682755,-0.136333,-0.284734
-0.928746,-0.199225,-0.695544,-0.385627,-1.378664,-1.279445,-0.146908,-0.523595
0.134355,-0.357673,0.903077,0.719862,0.726386,0.817395,-0.169564,-1.627813
0.468676,-0.726,0.166127,-1.198516,0.082237,0.059089,-1.676333,-0.455186
-1.768981,-0.272902,0.737821,-0.712696,-1.294703,-0.157844,-0.778351,-0.273348
-1.730771,0.353532,0.412302,0.562344,-0.377584,1.360427,0.523041,-1.157961
-0.352393,0.349967,-1.063698,-0.837157,-0.272356,0.675598,-0.300284,-0.711968
1.025094,0.339918,-0.019265,0.096904,-0.662112,-0.944289,-0.214236,0.99769
-0.002613,-0.62185,0.278222,-0.787311,-1.580114,-1.334028,0.631882,1.031616
-0.30642,-0.320179,-0.670842,-0.33847,-0.113884,1.290973,-0.276281,-1.642042
-1.608603,-0.258651,0.022118,-0.640718,0.687492,-0.057893,0.654591,0.424989
0.824386,0.247836,0.796913,0.411042,-0.204448,-0.557088,0.240055,0.256898
0.325366,0.303565,-0.239566,0.170033,-0.516311,-0.057523,0.777212,0.736872
0.872684,-0.215212,0.113264,0.668002,0.012837,-0.076761,0.669925,-0.693627
0.841363,0.599113,-0.921148,-0.895621,-0.70495,0.88052,-0.618624,-1.371706
0.759801,0.288371,-0.562002,-1.231707,-1.238431,-0.877861,0.31934,-0.396465
