visit to Asia,tuberculosis,positive X-ray,dyspnoea,bronchitis,lung cancer,smoking
0.546337,0.02293,-1.416041,-1.115231,-1.04211,0.273124,-1.522818
-0.713698,0.727872,-0.810832,0.282499,0.186442,-0.253085,0.270175
0.434514,-0.039689,-0.36874,-0.926011,-0.192337,0.043207,0.269623
0.872382,-0.335401,0.077467,0.532236,1.424042,-0.150803,0.449213
-0.832483,0.124365,-1.885616,0.297652,-0.060839,-0.210013,-1.727854
0.114969,-0.862036,0.61897,-1.563537,-0.940112,-1.521934,-1.354829
0.92634,-0.324263,-0.9778,0.447606,-0.494436,-0.573439,-1.684997
0.253474,0.759635,0.106926,0.37655,0.702901,0.947847,-0.275419
0.885832,-1.208539,-1.01748,0.919046,0.287576,-0.66211,-1.186382
-0.648162,0.793253,2.186055,0.109735,0.984045,0.750595,1.278508
-0.08881,0.064585,0.41677,-0.837098,-0.482116,-1.207226,-0.988963
-0.171451,-1.04898,2.506733,-0.310146,0.537969,0.565323,0.404996
-0.855622,-1.34903,0.349512,-0.015654,-0.901778,-0.359746,-1.524556
-0.092423,-0.448374,0.037575,0.256138,-0.551507,-1.133891,-1.321789
-0.037718,0.791246,-0.988719,-0.342919,-0.005005,-0.220008,-1.266614
-0.601984,1.068437,-1.315614,0.494071,-0.884628,0.409226,0.252916
0.373644,0.226105,0.564726,-0.307205,-0.136547,-0.513476,0.394179
-0.707916,1.000875,-3.247228,0.071842,-0.427411,0.696894,0.653951
-1.61766,0.704636,0.062303,-0.837289,-0.278547,-0.063048,-0.045447
1.233749,-0.868559,0.488311,0.765427,0.484664,0.631598,-0.142426
0.411409,0.715112,1.170827,-0.249526,0.007581,1.489763,0.772842
0.54013,-0.87356,2.071799,0.994103,0.331734,0.164419,0.426598
-0.48582,1.293661,-0.90945,-0.816979,-1.087743,-0.869357,-3.02012
-0.288907,0.796293,0.976284,0.912875,0.575179,-1.041418,-1.086426
-1.156124,0.850548,0.024628,-0.695667,-0.681781,0.187971,-0.631322
1.093398,-0.537288,-1.934944,0.579475,-0.208859,1.221235,2.876101
-1.54377,0.881511,0.216857,1.030361,0.713133,-0.621535,0.38407
1.634294,-0.672966,0.470675,-1.368529,-0.95627,-0.87353,-1.307118
0.576732,-0.457014,-1.156101,0.325652,1.306289,0.846595,0.516531
0.276429,0.492757,0.137925,0.038201,-0.126869,-0.710861,0.176409
-0.368992,1.022205,-0.976511,-0.963407,1.019699,-0.689301,1.532196
0.322344,-0.306617,1.310007,-0.693235,0.923993,-0.274168,0.104641
1.184563,-0.534365,1.060947,0.329884,-0.059293,-0.014704,0.011801
2.09868,-1.003324,-0.420163,-0.002607,0.981917,-0.524911,0.495926
0.090585,-0.663915,-1.150243,0.77145,0.40368,0.263675,1.134061
0.093383,-0.788992,-0.689877,-0.35457,-0.107781,-0.105114,-1.856849
1.292674,-0.80177,0.35669,-0.663257,0.057516,-0.631948,-1.41274
-0.449553,1.376963,0.026382,0.303376,0.444665,0.589943,-0.665264
0.004888,-0.320334,0.16038,-0.735092,0.290057,-0.628081,-2.120219
-1.37341,-0.273372,-1.387916,-0.392063,0.10175,-0.190987,0.959017
1.686046,-1.01164,-1.187594,0.0721,1.169409,0.804357,0.974376
1.069779,0.745418,1.951001,-0.639547,-0.500259,0.015394,-0.630337
0.034102,-1.450894,0.820653,0.65706,-0.259657,-0.49725,-0.924717
0.415903,0.211528,-0.864042,1.244045,0.120662,0.790109,0.190791
1.895142,-0.589221,0.984335,0.848907,0.781939,-0.02839,-0.557007
1.618395,-1.07336,0.646819,-0.687011,0.401342,0.490017,0.726633
-0.835171,-0.537865,0.470334,0.227414,-1.406989,-0.258103,-0.096121
0.194478,-1.006014,0.132495,-0.416007,0.268978,0.841025,0.478003
0.221834,-0.989914,-1.57312,-0.353948,0.253006,-0.903438,0.259043
0.745244,-0.055084,-0.759296,0.529735,-0.676075,0.896783,-0.06781
-0.704201,-0.287961,-0.494913,-0.003618,0.852167,-0.359673,-0.619415
0.451473,0.406392,-0.722474,-0.931868,-0.972855,0.167651,-0.639609
-0.205135,0.937531,1.274622,1.143775,0.843398,0.40709,1.721106
0.187694,-0.18499,-1.181973,-0.978932,-1.206117,0.628845,0.583636
-0.117209,0.265179,-0.334059,-0.685738,-0.08957,0.175512,0.331542
0.079907,-0.579369,0.855038,-0.024448,0.400243,1.102897,0.507476
-0.609941,0.598786,0.283469,-0.332571,1.087222,-1.117876,0.896186
-0.458213,-0.685872,-0.424554,0.639723,0.560639,0.670072,1.781816
-0.289241,0.607284,2.037064,0.720408,0.199558,-0.748546,-1.574719
1.167994,-0.598269,-0.599629,0.243421,-0.638709,-0.844967,-1.252416
-0.502504,1.107203,-0.393275,1.311098,1.307905,0.587803,1.005451
-0.374891,-0.900418,1.22166,0.460843,-0.145884,0.00506,-1.727042
-0.336313,0.724265,-0.375371,-1.226654,-0.425263,0.624655,1.113679
1.430813,-0.446877,0.462523,-0.16721,-0.766673,-0.934277,-0.323017
2.211193,-1.323282,1.063101,1.233801,1.231912,0.525654,-0.780202
0.946111,-1.565269,1.367583,1.011434,1.350661,0.570776,1.663644
0.356839,0.231967,-1.44312,-0.108947,0.834754,0.223775,0.795603
0.436534,-0.626768,0.98664,-1.286865,-0.613388,-0.089733,1.014997
1.371918,-0.575244,2.408999,-0.156775,-1.136031,-0.519808,-1.463178
0.231403,-0.860803,0.287265,-0.265076,-0.561263,0.285669,-0.997447
0.868325,-0.758646,-0.018407,-0.828602,-0.512201,-0.70804,-1.499974
-0.560943,1.402872,-0.054171,-0.661804,-0.54468,-0.109943,0.395578
1.375582,0.382576,0.8107,-0.480508,-1.011624,1.102207,0.674066
-1.75702,0.344888,0.831083,0.69974,1.227189,0.750566,0.970398
0.185625,-0.312983,0.792591,-0.849348,0.116788,1.202687,1.476739
0.224842,1.152491,-0.71151,-0.716894,-1.075433,0.609419,-1.413785
0.094884,-0.448568,-1.602864,-0.308239,-0.188049,0.65655,1.172619
0.425795,-1.015884,-0.132733,-0.880181,0.008682,0.194048,2.805524
1.586632,1.053722,0.711251,-0.636077,-0.603949,-0.591166,-0.907689
0.516486,0.615027,-0.129794,0.834067,0.41928,-1.015734,0.082004
0.592144,-0.82584,-1.489042,0.373075,-0.25843,-0.076277,-1.756404
-0.785028,-0.622835,-0.322091,-1.323618,0.446522,1.150406,0.409153
0.015796,-0.215921,0.702666,-0.959645,0.003546,0.614437,0.30493
0.015299,0.243941,-1.442631,1.307435,0.586503,1.139574,0.03644
-0.825368,-0.047205,0.781119,-0.330601,-1.277046,0.811021,-1.070965
0.0702,0.537685,-1.758276,-0.027904,0.886735,0.526745,0.97065
-1.720187,0.738577,0.180391,0.052354,-1.11499,0.31076,-0.219588
-0.309068,0.634614,-0.167899,-0.511879,0.477972,-0.759705,1.229962
0.026087,-0.933454,-0.908982,0.950128,0.923653,0.278064,0.946035
-0.95624,1.143766,-1.051617,0.158689,0.567657,-0.211784,0.669748
-0.257835,0.740085,-0.788554,1.095423,0.930574,-1.369424,0.119813
-0.845828,-0.461119,-0.86023,0.254243,-0.384761,0.130249,0.44328
-1.326981,-0.550482,1.296981,-1.132585,-0.482276,-0.740049,0.891936
-2.574388,0.654221,1.076623,-1.373812,-1.330143,1.145944,0.94054
-1.40415,0.618507,-0.754575,-0.027031,0.588985,-0.710997,-0.591706
-1.571272,0.485772,0.335032,-0.244699,-0.640477,-0.506987,-2.133515
0.121122,-0.39693,0.140553,-0.457143,0.3271,-0.4836,-0.798575
0.99734,0.828729,-0.109896,0.133043,-0.895816,-0.799756,0.309839
0.190603,0.027553,-1.562762,-0.977022,-0.362953,-0.912545,-1.165289
-0.588049,1.224533,0.054601,-0.352459,-0.953374,0.291319,-1.073747
0.764028,-0.77965,0.156709,0.682049,0.846489,-0.565388,0.372148
-0.51235,-0.059171,0.899754,0.181274,0.582011,-0.472325,-0.85246
-0.300233,1.252189,-0.349013,-1.147783,-0.973422,-0.180298,-1.06106
-1.712731,-0.493177,0.379829,0.034204,1.384741,0.777651,1.29734
0.731797,0.366575,0.006226,1.323009,0.702187,-0.529854,-0.325635
1.407848,-1.004655,1.415492,-0.486408,-0.828415,0.237597,-0.36123
-0.379548,0.684194,-0.845947,-0.008507,0.801696,-0.969315,-2.078778
-2.206124,0.466187,-1.168518,-1.082747,-0.383393,-0.100175,-0.211654
2.318183,0.201739,-1.451092,-0.301246,0.203386,-0.749087,-2.092762
-1.389581,0.645278,0.455185,0.632509,1.225213,1.105782,1.734019
-0.008165,-0.646601,1.550828,-0.275186,-1.221951,-0.14016,0.391687
-0.254033,-0.158492,0.657841,0.251079,-0.545163,-0.438551,-0.945797
1.364219,-0.490317,-0.562078,0.071942,0.359685,-0.339257,-2.072264
-0.331223,-0.549508,-2.360437,1.013395,1.339869,-0.239018,-0.532761
1.039393,1.427748,-0.400849,-0.534678,-0.994425,0.927699,1.100635
-0.070699,0.623841,-1.077711,-0.833542,-0.595962,0.160649,1.118778
-0.012686,0.711906,0.737513,-0.085541,0.326129,-0.928008,0.183071
-0.842042,-1.172072,1.395724,-0.382913,-0.938085,-1.250551,-1.643067
-0.092512,-0.898173,-1.070791,-0.764297,-1.780316,-0.535163,-0.456601
-0.357733,1.119297,-1.15166,-1.285704,0.002082,0.289675,0.539177
0.307748,0.515491,0.375105,0.940297,0.727972,-0.25028,0.692036
-0.646756,-0.016805,-0.104146,-0.076441,0.017329,-0.262872,-1.049888
0.647121,0.570356,1.12773,-0.241864,-0.199222,-0.426144,0.200723
-0.207223,-0.397166,0.115172,0.71383,-0.370094,1.260746,0.359259
-0.069904,0.42765,-1.261124,0.26038,0.313222,0.547438,-0.225777
-0.226027,-0.676694,-0.825015,-0.271849,-0.158565,-0.567449,-0.215728
0.942986,-0.711577,-0.187735,0.177759,-0.607842,-0.353959,-0.459504
0.729805,0.37622,0.552751,-0.727101,-0.553274,0.551202,-0.053246
1.281928,-1.251775,-1.559526,-0.88974,-0.737568,0.665686,1.124252
1.313864,0.143581,-0.102498,0.398042,0.567187,-0.572647,1.848402
0.478475,-1.472441,0.387438,1.331611,0.979663,0.459452,0.338081
-1.336534,0.07586,-0.618768,-0.280029,0.219873,1.649737,1.363651
-0.271898,-0.189942,-0.083791,0.711725,-0.476388,-0.644276,-0.553232
0.520463,-0.857728,0.82219,0.244341,0.516476,-0.300151,1.959713
-0.102141,0.354556,1.645348,-1.009253,0.120663,-0.363484,-0.175965
-0.462036,0.415094,1.390351,0.463601,-0.270718,0.57353,-0.397594
0.709378,1.400697,0.462282,-0.016724,0.863624,-0.453946,1.284988
0.002822,0.064825,-1.491429,-0.016386,-0.296654,-0.532353,-0.359061
0.956526,0.090726,1.046963,-1.106338,0.172487,-0.280328,0.41371
-1.250365,1.18592,-0.877331,0.110773,0.603461,-0.264224,0.079426
-1.393927,-0.624158,-0.297803,-0.656438,0.421983,-0.511895,0.3482
-1.362655,0.822516,-0.625538,0.186643,-0.57178,-1.208925,-0.648794
-1.46287,0.400022,-1.007441,-0.913268,-0.109747,1.477877,0.949359
0.21422,-0.169213,0.132574,0.317111,0.651584,0.128785,-0.940742
-1.312431,0.914128,2.511666,1.021358,0.365783,-0.072493,-0.614828
-0.562289,0.51607,0.256845,0.197865,1.491652,1.248209,1.102487
-0.361418,0.157525,-0.057403,0.542179,-0.445251,-1.133447,-1.509461
-0.017576,0.122394,1.222416,0.270175,0.035742,0.838828,0.955693
-0.010211,1.156757,0.04757,1.469013,0.48653,-0.288339,-0.94953
-0.434009,-0.118604,-0.615893,0.507061,-0.743414,1.135329,1.731059
-0.492425,0.764613,1.016097,0.407131,-0.180464,-1.121604,-1.766704
-0.937206,-0.189905,-0.497321,-1.008731,-0.913584,-0.259335,-2.405543
-0.544071,-0.78726,-0.614884,-1.133602,-0.128686,0.549137,1.143261
0.194231,-0.361013,-0.619776,0.788718,0.779966,0.736247,0.212182
-0.037044,-1.247247,1.547537,0.711461,1.343421,0.767489,0.530744
1.431619,-0.043336,-0.466699,0.187801,-0.08852,-0.139832,-0.009192
0.633493,-1.114581,0.293935,-1.172467,-0.366008,-0.074711,-1.448994
0.072259,-0.375299,1.685988,0.786798,0.610298,0.266827,0.450999
-0.392403,-1.066689,-0.139444,1.191292,1.156074,-1.075843,0.741475
-0.027224,0.098916,0.579038,0.415369,-0.477244,-0.092292,0.114647
0.294223,-0.5127,-2.258715,0.739523,0.040586,-0.544839,0.012447
-1.222723,0.562137,-0.237399,-1.210142,-0.148632,-0.59666,-1.280293
-0.801843,0.410249,1.12538,0.487675,-0.843189,-0.176744,-0.094749
-0.371089,-0.672106,-1.182768,0.794188,0.34618,1.12967,2.17489
0.616336,-0.340164,0.16003,0.059025,-0.221794,1.067934,2.184014
0.034372,0.257274,0.511493,-0.758991,-0.664248,1.629927,0.891934
-0.991947,0.632063,-0.989923,0.874778,0.312363,0.929116,1.014027
1.304538,-0.573579,0.736552,1.301024,1.234323,-0.930139,-0.518672
1.773528,-0.121095,1.11714,-0.744676,-0.514294,-0.805279,0.106415
1.774916,-0.94535,0.099077,-0.073796,0.449725,-0.99302,-1.235273
0.428341,-1.039766,0.649571,-1.284829,0.383172,-0.376633,0.130749
-1.248508,-0.041231,-0.891992,-0.907284,-1.036005,-0.122006,-0.095456
0.988147,-0.507771,-0.21068,-0.702203,0.626671,0.034836,-0.318953
1.902859,-0.688804,1.545275,0.259085,-0.807507,-1.846852,-3.249246
-0.566825,0.848036,-1.114312,0.823986,0.230117,-0.515038,-1.430855
-0.272505,0.039046,-0.438755,-0.211575,-1.371069,0.319945,-0.979703
-0.274273,-0.750772,-0.192469,-0.269581,-0.259342,-0.815952,-0.084381
-0.006022,-0.671484,-0.540167,1.09607,0.504719,1.261859,0.044201
1.086528,-1.289605,0.916914,-0.81922,0.575834,0.766025,0.969681
1.186471,0.708608,-0.854112,-0.775631,1.002007,0.447751,0.626743
0.420674,-0.975759,-0.651931,-0.409393,-0.35994,0.720459,1.179866
0.675267,-1.045291,-1.545174,-0.816402,-1.786291,1.327512,1.458595
-1.781584,1.157859,-0.586015,0.696005,-0.475105,-0.330867,-0.685382
-1.356657,1.278555,-0.935404,-0.896274,-0.234487,-0.761381,-1.225861
-0.555639,-0.05703,1.437337,0.449106,-0.586526,-1.115647,-1.164204
-0.46866,0.687646,0.030724,-0.873897,-0.360665,0.156741,-0.466389
2.093658,0.764565,0.737502,0.838321,-0.321199,-0.426333,-0.975768
0.981377,-0.43354,-1.174102,0.763758,0.507189,1.374049,0.410754
-0.520307,0.006383,0.209331,-0.746279,-1.405952,0.424552,-0.496154
-0.827354,0.910961,-0.567922,0.105683,1.4462,-0.549245,-1.048143
0.793515,-1.076283,0.518611,-0.034331,0.324262,0.354584,-0.88053
-0.048259,0.470938,0.328403,-0.153381,-0.378214,-1.358541,-0.771273
0.087293,-0.419265,-1.15158,0.201618,0.047361,0.163102,-0.771008
1.642813,-0.453979,-0.083314,0.815356,0.481525,-0.014655,-0.23216
-1.307488,1.395576,1.143876,0.173145,-0.851619,0.228487,0.209191
0.309015,-0.470827,-0.028431,-0.706649,0.707163,-1.107806,0.001446
1.048994,0.082508,0.011063,-0.590682,-0.379787,0.288608,-0.936326
0.448589,-0.516021,0.086195,1.167963,0.933344,-0.731222,0.529184
0.158154,-0.204559,0.887655,-0.995882,-0.228603,-0.196876,-0.014289
1.478202,-0.921334,0.137096,-0.612698,-0.381464,-0.992395,-0.339717
1.51157,-0.115812,0.205018,-1.139685,-0.40269,-0.544729,0.616729
0.073355,0.242703,-2.064299,1.001349,-0.858916,-1.554468,-1.687847
-0.754121,0.802746,1.851546,0.695022,0.847177,0.684443,1.155978
0.243799,-0.586273,1.682637,-0.576742,-0.970026,-0.975116,0.359182
-0.577041,0.966772,-1.670431,-0.280188,0.768303,0.412638,0.399659
0.245748,0.100385,1.687493,-0.144357,0.652154,0.449432,-0.224811
1.60242,-0.665728,0.679688,-0.722812,-0.848353,-1.147819,-0.943478
-1.607275,0.633701,-0.092548,-0.988899,-1.17837,-0.106798,-0.768152
1.312077,-0.488236,-1.481508,-0.486359,-0.203563,-1.025406,-1.319807
0.535439,-0.53745,-1.303768,-0.670825,-1.099919,0.254792,0.986038
-1.31938,0.493818,-0.272266,-0.250337,0.7007,-0.422149,-1.058758
-1.249711,1.152195,0.330595,-0.746621,-0.555999,-0.452795,-0.507754
-1.812037,0.504544,-0.287956,-0.661956,-1.116394,-0.402763,-0.248419
1.678031,-1.087697,-2.136766,-0.14005,-0.992561,0.234674,-0.199951
-0.385804,0.536148,0.559002,-0.315549,0.337403,-0.310213,-0.148634
-0.228327,0.424931,-0.549399,0.863208,0.364893,0.538796,0.96103
1.070741,-0.184459,1.429388,-0.000436,-0.573995,-0.466981,-1.347902
-0.743561,0.255491,-0.822733,0.224949,0.211273,0.674726,-0.426999
-0.268277,0.469198,0.824763,1.310345,0.806185,0.055653,0.440931
-0.91437,-1.281914,0.153752,-0.661282,0.321695,-0.117113,0.696452
-0.685704,-0.50209,2.172793,0.340649,-0.016578,-0.224444,0.494225
-0.455197,0.718172,-1.875048,0.024853,0.377546,0.154229,-0.751207
1.046278,-0.82627,0.599707,0.820515,-0.751354,-0.783792,-0.324476
-0.588677,-0.214267,0.707514,-1.096459,-1.217608,-1.292145,-2.160786
-0.166697,-0.513253,1.87339,-0.828811,-0.957971,0.637919,-0.255278
-0.60016,0.895353,-1.467533,0.439034,0.102044,1.018426,-0.118316
1.281143,-0.193641,0.606162,-0.128984,0.686619,-0.541256,1.123549
0.504521,1.23324,0.721363,-0.109438,-0.380504,-0.968027,-2.024664
-1.262081,-0.284477,-1.781567,0.194834,0.554082,0.142675,0.042381
-0.612882,0.725206,0.309825,-1.294151,-1.049277,-0.927144,-1.070769
1.638455,-1.450536,0.343182,0.104325,-0.753827,-0.6141,-1.957824
0.256727,-0.556944,-0.725024,0.927561,-0.503023,0.325659,-0.008227
-1.374518,0.986695,1.073216,0.44651,-0.166565,-0.358395,-2.217336
-0.041441,0.026684,-0.391207,-1.090026,-0.207628,-0.772104,-0.742646
1.393528,-0.607817,0.881695,-0.613894,-0.229906,-0.349457,-0.820678
1.422144,-0.977362,-0.18305,0.020244,0.296001,1.379347,1.269349
-0.134451,-0.413257,0.48393,0.319994,1.031945,0.190234,1.400986
1.21604,-0.052579,-1.368318,0.642782,-0.813988,0.743138,0.699867
-0.513726,-0.087955,0.793886,-1.116568,-0.164163,-0.848192,-0.711035
-1.80848,1.162447,0.832913,-0.642847,0.310347,0.98717,0.398604
-0.473598,0.447099,1.493432,-0.893441,-1.120291,0.693237,1.893415
1.088311,-0.08091,1.729041,1.007909,0.65274,-0.830084,-0.725635
-2.968044,0.670133,1.349842,1.200765,1.2536,-0.401094,0.463275
-1.010757,-0.684017,0.681865,0.841642,0.421468,0.169369,1.42308
1.683296,-1.633086,-0.875932,-0.562999,0.007367,-0.616893,0.637477
0.411471,0.489289,0.291724,0.168158,0.256288,-0.395309,-1.544826
-0.730499,0.673594,-0.616368,0.38593,-0.521223,0.154972,-0.296815
2.140024,-0.253837,-0.174656,-1.355832,-0.265121,-0.843552,-1.358448
1.159017,0.556011,0.293946,0.21582,-1.197568,0.264445,0.54139
-1.41958,0.74911,-1.081806,0.635144,0.824719,1.005947,0.436233
-0.039416,-0.250307,1.501967,-0.11227,-0.255975,-0.527653,-0.350012
0.025704,0.076892,-0.422789,-1.026396,-0.119993,0.897866,0.955241
-1.17735,1.045915,-0.614283,-0.418076,0.84729,0.299727,-0.482583
1.039304,-0.724962,-1.276458,-0.499489,0.894428,0.34972,0.539128
1.543893,-1.259985,0.665188,-0.716321,0.370944,-0.207438,0.444203
0.581706,0.431963,1.703338,-0.796896,-0.668085,0.677384,1.071409
-0.21875,-0.834394,1.228163,0.507286,0.276679,0.116842,-0.325592
-0.927486,0.360063,0.037949,0.422299,0.208867,0.510267,0.912869
-0.243151,-0.038122,1.24451,-0.6012,-0.267608,-0.570173,0.224609
-0.71081,-0.197805,-0.093714,-0.053606,0.887568,-0.115634,-0.547236
0.748339,-0.119744,0.478221,-0.39622,-1.481382,-0.871801,-0.785203
