visit to Asia,tuberculosis,positive X-ray,dyspnoea,bronchitis,lung cancer,smoking
0.443003,-0.598987,-1.578916,-0.966324,-0.516165,0.827056,-0.210103
1.355125,0.151726,0.340759,0.448285,0.851412,0.847088,-1.288036
0.060156,-0.506318,-1.27758,-0.711291,-0.673782,-0.787342,1.179814
1.016454,-1.231232,1.705112,0.580523,-0.655323,-0.755094,1.652659
0.927978,-0.557813,-1.923861,0.657949,0.132253,0.96766,-1.261737
1.558596,-0.298493,-3.108897,-0.781163,-0.670845,0.888109,0.072148
-0.509532,0.63318,-0.273783,-0.419286,0.532285,0.471904,-1.334056
0.731279,-0.090059,0.06173,-0.482475,-0.575608,-1.205016,1.277372
-0.086159,-0.781715,-1.305246,-0.397174,-0.9665,-1.639343,2.001604
-0.00043,-0.234821,1.117991,0.83569,-0.426954,0.499849,-0.709824
-2.096972,0.183017,0.275034,0.171894,0.455616,0.638256,-2.297159
0.746159,1.084949,-0.053863,0.940104,0.97354,0.136225,-1.208699
1.088742,-0.490419,1.469374,-0.550784,0.186732,0.768089,-0.126845
-0.955568,0.73454,-0.082317,0.840941,0.780986,-1.09107,-0.639537
-1.110591,0.388779,2.144395,1.346799,0.99892,1.423015,-1.565161
-2.222596,0.751953,0.745183,-1.079913,-0.703649,0.209784,0.713581
-0.37975,-1.029449,-0.452367,0.532089,0.688053,0.302932,-0.772112
-1.033599,0.717245,-0.059699,1.102854,-0.573378,-0.582808,1.619567
-2.430114,0.43251,-0.134222,0.90004,0.36414,0.566229,-0.921091
1.52711,-1.404665,-1.129208,0.51064,0.997943,0.968967,-0.956277
-0.703833,0.018917,0.609045,0.431872,-0.872826,-1.078086,0.294308
-0.719067,-0.157214,0.099217,0.219803,-1.121553,1.485505,-0.323035
-1.31347,-0.690033,0.643684,-0.278718,-0.197865,-0.129055,0.431318
1.377481,0.493254,-0.495785,0.278912,-0.264845,-1.484866,0.433448
-0.289035,-1.075183,-1.566153,0.476319,-1.086741,-0.022948,-0.338416
0.004871,1.061518,1.096299,0.504459,0.427405,-0.993133,0.013374
0.444568,-0.474734,1.382671,0.021296,0.540157,1.103077,-0.34741
-0.65433,1.034125,-0.19543,0.356823,-1.243401,-1.388279,2.529324
-2.005854,0.072273,1.235762,-0.704213,-0.725826,-0.340004,0.369408
-0.220898,-0.056983,0.106969,0.204309,-0.511924,-1.264554,-0.569832
-1.240992,0.414626,0.562667,0.676637,0.405972,-0.602042,-0.138462
2.22913,-1.518261,-1.468409,0.529103,0.514741,0.981658,-0.950294
-1.060655,1.017193,-3.355534,-0.262726,-0.360319,0.256798,-0.833543
1.09435,0.283488,0.298499,-0.801807,-0.614363,-1.307642,1.258012
-0.807989,-0.793711,1.649263,-0.601267,-0.13394,-0.203383,-0.118551
-0.023092,0.679269,-0.152425,-0.393305,-0.057163,0.933652,-0.896797
0.248899,-0.205478,-0.13861,-0.938241,-0.809709,0.838096,-0.978121
1.109978,0.854104,-0.212249,1.36576,0.249964,-0.463766,-0.246134
1.106733,0.131783,-1.400575,0.731256,-0.131339,0.128966,0.071112
-0.903085,1.009872,0.426569,1.317901,-1.147611,-0.981097,2.203006
-0.067141,-0.646434,-0.313449,-0.793245,-0.39959,-0.801948,0.700309
-0.60138,0.461126,-1.605549,-0.175547,0.488601,0.496377,-0.267145
1.180887,-0.317569,-1.784324,-1.636742,-1.516546,-0.410819,0.835068
1.250442,-0.961815,2.8e-05,0.643249,-0.611336,0.127783,0.216486
0.35128,0.220054,-0.379559,-0.385058,0.951193,0.857658,-0.183169
1.235904,-0.425841,-1.372595,0.736055,1.271049,1.181784,-1.35374
0.606195,-0.468769,-0.405272,-0.06649,-0.728505,-1.095137,1.310446
-0.082676,-0.608811,-1.392469,1.36433,-1.186168,-0.254109,1.380692
-0.728893,0.513743,0.264961,1.019877,0.460707,0.502012,0.364992
-0.107168,-0.911164,-0.118609,-0.278659,-1.15751,-0.582396,2.152125
-0.65327,-0.240977,-0.379548,0.51027,-0.702148,0.81319,-0.146566
-1.979272,1.341835,1.002357,-0.37176,0.06122,0.21415,0.048843
1.283494,-1.445287,1.291481,0.104793,-0.816233,0.390955,-1.268128
1.558309,-0.491804,0.098933,0.341612,0.686233,-0.099439,0.567463
-0.522191,-0.988047,0.401076,0.678142,-0.034734,-0.807726,1.346
-0.252887,0.124165,-0.087777,-1.028045,-1.267388,0.868677,0.411636
-0.011732,-0.412869,0.250972,-0.827388,-0.776663,0.605015,0.21009
-0.203611,0.129061,0.308863,1.467081,0.249221,-0.111738,-0.841512
0.409964,-0.912953,1.584297,0.398621,0.693065,-0.113586,-0.207784
-0.7671,1.074435,1.052713,-1.081475,-0.890773,-0.199254,0.147212
-0.905402,-1.312926,-0.466757,0.218256,0.18638,-0.302529,-0.227634
-0.06093,0.706446,0.776614,-0.806533,-0.392221,0.781393,0.552232
-0.468103,-0.047875,-1.112124,0.929163,1.510883,0.696701,-2.153052
0.65817,0.722093,0.754449,0.268298,-0.732076,-0.696026,1.202302
-1.368428,0.540477,0.238252,0.399845,0.911721,-1.469859,1.490309
0.551155,-0.157685,0.790411,0.822315,0.499874,-1.417621,0.35652
-0.418837,-0.142963,-0.39881,0.044077,-0.453163,0.316513,0.329611
0.620981,-0.128493,-0.68891,0.128745,0.507905,0.082892,-0.449318
0.250483,0.435467,-1.191654,0.80754,0.28037,-0.529283,0.755205
1.467283,0.173516,1.279491,-0.30905,-0.190599,0.360217,0.852887
1.1148,-0.593342,-0.931066,0.124107,1.018603,0.225931,-0.532165
0.389447,-1.36042,0.279959,-0.493097,-0.94079,-0.406033,1.100222
0.775989,-0.563017,-0.820945,0.949357,-0.514514,-0.040467,1.106683
-0.35143,0.551278,1.460503,0.645534,0.537184,0.585333,-0.241049
-1.477295,-0.351469,0.191875,0.209967,0.945658,0.059424,-0.446401
-0.659941,1.341114,-0.295376,0.707839,-0.268425,-1.071944,0.851459
0.300102,-0.324147,0.519835,0.623005,-0.16847,0.566645,0.515735
-1.34674,1.111806,1.841451,0.674667,-0.692374,-0.667427,2.327952
1.080584,-0.226391,1.431564,0.296118,-0.220781,-0.690102,0.289589
0.046396,-0.765594,-0.125214,0.228435,-0.914922,0.051932,0.658123
-1.28991,0.663784,-0.008457,0.335704,0.235196,-0.353004,-0.396064
0.102713,-0.875801,-1.421206,0.181092,0.513444,0.611836,-1.728786
-0.574616,0.5929,0.703197,-0.368768,-0.44777,-1.527762,1.569141
1.814796,-0.885965,2.054236,0.956664,0.221674,-0.541058,-0.220454
-0.40944,-0.653719,-0.577222,-0.304763,-0.073172,-1.294313,0.753393
0.508282,-0.798623,-1.599286,-1.651755,-0.878897,-0.417654,1.26177
0.131832,1.038206,0.416887,0.092445,-0.704244,-0.998948,1.270637
-1.000083,-1.045495,-0.536113,0.649847,-0.019748,-0.574699,-0.929408
1.129073,0.05771,0.508641,-0.819803,-1.348324,0.00738,0.610723
1.315813,-0.459292,-0.340446,1.245969,1.102876,-1.097348,-0.359131
0.612803,0.803557,-1.632432,0.737106,0.814786,1.008491,0.076368
0.411983,-0.991929,0.86819,-0.76462,-0.275711,-0.830958,1.284397
-1.030416,0.700402,-0.548403,0.07106,-0.776026,-0.439601,-0.221099
0.666666,-0.132223,2.062287,-0.905061,-0.949539,0.175982,0.086489
1.133967,-1.150594,0.649918,0.000281,1.246176,0.94184,-0.909571
0.462601,1.082761,0.354195,0.460108,0.959006,-0.926166,-0.19273
-1.766173,-0.224199,2.324805,0.554739,-0.368217,-1.455537,1.69884
-0.437615,-0.004374,0.70246,0.01654,-0.861266,-0.484496,0.018842
-0.06197,-0.065895,-1.585675,0.236538,0.305789,-1.051214,0.224761
-0.38129,0.367918,-0.16958,-0.773206,-1.405339,0.237547,0.063475
1.068292,-0.335083,0.406255,0.673438,1.173016,0.215104,-0.466888
0.755474,-0.061533,2.101608,0.821352,1.346642,-0.561998,-0.466602
-1.500977,-0.302139,1.545545,0.318062,1.143015,0.115341,-0.196164
-1.01424,0.730944,-0.0827,0.3222,-0.602064,0.53573,0.021456
-1.325994,0.499237,-0.294976,-1.678575,-0.275523,-0.761916,0.41803
0.056379,0.461626,-1.981019,0.211429,0.472099,-0.599464,0.46356
0.35812,-0.533702,-0.734546,-1.035885,-0.07126,0.809903,0.349021
-1.436975,0.023771,-0.462509,0.631349,-0.768236,-0.822171,1.068826
1.393589,-0.434436,-0.151023,0.134033,-0.356991,0.347263,-0.143981
1.56351,-0.229743,-0.006051,0.288766,-0.279425,0.991292,-1.616844
-0.759237,0.660706,1.973695,-0.396299,0.275107,-0.103599,-0.515391
0.56512,-0.989979,0.126435,-0.196092,0.506169,-0.426084,0.029942
-1.426104,0.409652,0.217093,-0.595198,-0.177481,-0.949463,0.258235
0.507948,-0.966493,0.564527,0.025099,-1.103941,-0.120768,0.713599
-0.297623,-0.385679,-0.872866,0.221625,0.521551,-0.521292,0.496021
-0.25312,-1.09491,1.248953,0.223154,0.326384,-0.347928,-1.455376
-0.349223,0.842737,0.496279,-0.000459,0.162935,0.423534,-0.035329
0.466897,0.507299,0.119979,1.65512,-0.471811,0.338837,0.332881
0.022144,-1.197416,1.117031,-0.964968,-0.564023,-0.389145,0.374684
0.873365,-1.384384,0.849112,-0.395886,-0.353643,-1.147939,0.579776
0.853532,0.680443,0.631176,-0.081584,1.065599,1.310988,-3.384021
1.287599,-0.4363,-0.557741,-0.057555,0.903627,0.786159,-0.307064
0.347166,-0.740996,-0.420457,-0.888249,-0.334879,-0.992455,1.605352
0.878435,0.622734,1.267457,-0.379866,-0.199805,-0.510645,0.415342
1.18729,1.335525,-1.279302,1.246428,0.899618,0.262285,0.508771
-0.985491,0.25564,1.177204,-0.207386,-0.120146,-0.742063,0.171733
0.523855,-0.009022,-0.230306,0.686568,-0.403709,-0.022601,-0.63206
1.017725,0.374452,0.125398,0.201138,0.380263,0.407044,-0.582334
-0.959983,0.495494,0.995124,0.683246,0.119855,0.126701,-0.231447
-0.130135,0.83696,-1.767409,0.408485,0.461874,0.539291,-0.698581
-1.362049,0.510957,-1.367099,0.285414,0.542293,1.003305,-1.501125
0.937909,-0.623604,-0.111178,0.148609,1.079676,1.15145,-2.043248
1.780124,-0.288411,0.542012,1.614197,1.037142,-0.211082,-0.313602
-0.015727,0.63709,-0.755974,0.782166,-0.915486,-0.539593,0.670646
-1.288081,0.13066,-0.261985,0.381513,0.374298,0.042708,-0.55526
0.045186,-0.067862,0.930269,0.816233,0.413622,1.001333,-0.983365
-0.410154,0.432763,2.090763,0.671188,1.112438,1.026933,-3.195368
0.856987,-0.203957,-1.572992,-0.319107,1.201874,-0.273307,0.336372
-0.92176,0.825445,-1.339171,0.277896,0.295441,0.817295,-1.198052
-0.153279,-0.113073,-0.662171,1.053267,0.749273,0.910896,-1.214534
0.400518,-1.296622,-0.439242,-0.008614,1.453103,1.087793,-1.987512
1.061317,-0.678161,-1.731689,1.031099,-0.494274,-1.376901,0.510796
0.197779,-0.173422,-0.461287,0.132061,0.57515,0.196099,0.803664
1.854674,-0.823911,-0.012909,-0.509032,-0.327692,-1.244123,1.278641
1.074707,-0.293269,-0.992993,0.582732,0.211314,0.843362,-0.335521
-0.437076,-0.431567,0.909994,-0.692448,0.066571,0.257461,-0.802014
0.582089,-0.71456,-1.134798,0.915125,-0.910851,-1.005221,0.468332
1.26214,0.197116,-0.124322,0.894125,1.067189,0.044269,-0.913181
-0.937742,-0.043684,-0.11522,-0.330964,-0.677406,-0.435505,1.349852
-0.153466,0.714403,0.100331,-1.322506,-1.014624,-0.240282,0.487323
1.533037,-0.082078,0.74536,-0.756024,0.991019,1.475731,-1.444863
-0.327921,-0.756891,1.053542,-0.90965,-0.281768,-1.449057,0.249038
-0.016841,-0.163398,0.184614,1.13986,-0.498174,-0.240125,1.230026
-0.016037,-0.657515,0.616543,0.518276,0.652213,0.564388,-1.094466
-1.328945,-0.553341,-0.851501,-0.013377,1.016332,0.632523,-0.089178
0.405932,-0.147569,-1.779476,0.88314,0.793036,1.22469,-0.853367
-0.443552,-0.89145,-1.359926,0.94355,0.64768,0.954713,-1.546768
1.376079,-0.912816,1.504895,-0.853811,0.625646,0.46433,-0.853588
-1.146071,0.014618,0.153615,-0.480836,1.107184,-0.191061,-0.394645
0.184179,0.479413,-0.032424,-0.727515,0.252397,-0.958313,1.668491
-0.517621,-0.012061,1.575889,0.598364,0.923777,-0.684544,-0.324275
0.127547,0.585681,1.337716,-0.816079,-1.147449,0.452919,1.046397
-0.611077,0.86404,0.29436,-0.888209,-1.151905,-0.622248,1.533956
1.830953,-0.040191,-1.352935,-0.732515,-1.40686,-0.040912,0.314785
-0.220959,-0.749711,-0.294805,0.031148,0.795677,-0.785095,-0.393335
0.139621,-0.245276,-2.516113,-0.87311,1.353492,1.261126,-2.443671
0.320676,1.075622,0.938851,-0.613229,-0.367189,-1.318827,0.786553
-0.248551,-0.683429,-2.059859,-0.005847,-0.074779,0.023446,-0.339835
-0.150863,1.12573,0.832363,-1.144241,0.308322,0.197531,-0.095121
-1.559798,0.61856,0.442523,0.418427,-0.992035,0.074711,0.826947
-0.646193,-0.138805,0.040384,-0.352769,-0.140623,-0.249087,0.469152
0.652815,-0.385311,0.08903,1.072582,0.513005,-0.328866,-0.671126
-1.130259,1.240725,3.518427,-0.009034,0.172075,0.890474,-1.177309
0.904246,-0.338402,0.268437,-0.296828,0.319992,0.685146,-0.657467
-0.254259,-1.006259,-1.69438,-1.369898,0.065527,0.893301,-0.719559
0.864336,0.764734,-0.627195,-0.537801,-0.539194,-0.942223,1.297362
1.126998,-1.032956,-0.082849,0.370306,0.642908,0.577821,0.470626
-0.209613,-0.419293,0.097837,-0.650498,0.975425,0.026479,-1.798857
-0.897011,-0.327906,1.184352,0.106783,0.099284,0.109295,-0.171531
-0.22412,1.131516,-1.907307,1.395161,0.741218,0.860844,-2.04078
-1.413651,1.059412,2.231434,-1.167625,-0.915554,-0.940407,2.045496
-0.971341,0.693727,0.644067,-0.924913,0.218187,-0.984906,-0.937859
1.83209,-0.325022,-0.765231,-0.59569,-1.07016,-0.136361,1.818162
-0.448544,0.404495,0.15246,-0.024779,-0.457935,0.471663,0.888204
-0.495176,0.530358,-0.843734,0.623973,-0.470872,-0.89905,0.862164
0.995051,-0.776245,-0.153473,0.593746,-0.110541,-1.28464,1.292147
-0.637973,0.442605,0.238347,0.227285,0.175814,0.484069,-1.639811
1.005314,-0.0677,0.314332,0.369636,-0.541077,-0.704664,1.180786
-0.359919,0.219398,-0.422869,0.410785,0.494611,-0.827699,0.036847
1.386951,-0.241296,-2.400345,-0.852755,1.407334,1.222711,-1.394931
-0.617085,0.619485,0.101351,-0.544362,-0.310592,-1.123595,1.428428
-1.341478,-0.41306,-0.956948,-0.767711,0.231075,0.256013,0.956052
2.027426,-1.051745,-1.144241,1.115436,-0.542212,0.36243,0.335562
0.095844,0.71139,1.085047,1.349632,0.614724,0.02396,0.752628
0.086415,0.273341,-0.117538,-0.793296,-0.274631,-0.306907,0.168941
0.621558,0.398546,-0.785729,1.056532,1.619445,1.094552,-0.942776
0.088465,1.212279,1.150756,-0.261117,-0.362803,-0.163846,0.643443
0.543541,0.77608,-0.742409,0.543429,-0.042069,0.038828,0.925805
-0.885143,-0.131101,-0.870241,-0.452891,0.397087,0.373159,-0.020241
-0.942786,0.515676,-0.270093,0.122415,-0.495969,-0.610574,0.430759
-1.014165,-0.741511,-0.034924,0.430272,0.817611,0.210999,-0.955048
0.593179,-0.154702,-1.310041,-0.450199,-1.000525,0.295496,0.825164
1.012309,-1.963173,0.361403,-0.178777,-1.451186,-0.882836,1.867756
-0.149395,1.221096,-0.231308,0.423209,-0.584563,0.019068,1.478477
2.050557,-0.557931,-0.097938,-0.978808,-0.803323,0.223186,0.182562
-0.47402,0.25118,0.140914,-0.135273,-0.418844,0.143246,-0.663772
0.297187,-0.540146,0.642847,0.2141,0.608654,-0.296084,0.430984
0.763139,-0.619103,-1.174272,-1.036058,-0.517138,-1.349691,0.542714
0.146309,0.254231,0.182939,0.618322,-0.156831,0.937374,-1.478998
0.182674,-0.234313,0.140553,-0.284607,-0.980596,0.641044,0.274739
1.137773,-0.22347,-1.307437,0.658163,1.185707,-0.071248,-1.292875
0.552285,-0.34714,0.263471,0.576895,1.011811,0.079443,-0.561817
-1.362605,0.68584,0.236195,0.702656,-0.227903,0.64066,0.005427
-0.319831,0.621092,-0.790411,0.712477,-0.510567,0.41423,-0.451423
0.789252,-0.798892,-1.147137,-0.766207,-0.685285,0.95189,-0.769431
1.418265,0.825545,1.471341,0.144697,-0.54048,-0.727151,2.221293
0.474966,-0.775766,0.264876,1.089494,0.531606,0.467437,-0.538015
-1.956634,0.041624,-1.310601,0.172036,-0.422343,1.358585,0.027763
0.462785,0.810213,-1.610797,-0.545082,-0.323881,-1.162898,0.456779
0.344581,0.636705,0.846061,1.022194,0.372093,0.693486,-0.801049
-0.673714,-0.175718,-0.938109,-0.61605,0.819152,0.332385,-0.495142
-0.081035,1.144477,0.511148,0.496158,1.029336,0.744211,-1.010354
0.938706,0.730234,-0.275294,-0.253514,-0.267961,-0.574298,-0.308629
-1.30483,0.80054,-1.844078,-0.910911,1.027917,1.439087,-1.135282
0.769196,-0.003749,0.739694,-0.372254,0.455229,0.286886,-0.884085
1.934144,-1.316478,1.564337,0.722559,0.842009,0.302498,-1.195237
0.009132,0.843317,1.229071,1.107905,1.080656,-0.27619,-0.914152
-0.857468,-0.13273,0.361782,0.132011,1.446883,0.95526,-1.072947
-1.396856,0.534369,-0.299932,0.577612,-0.496463,0.049628,0.844729
-0.078665,-0.007044,0.18955,0.962806,0.634609,0.534303,-0.443934
-0.478876,0.94328,-0.468899,-0.455226,-1.208296,1.122101,0.06147
-0.147617,-0.564631,-0.195042,-1.239843,-0.165644,-0.331087,0.264604
1.632258,-0.448674,0.989879,0.760336,1.311333,0.827111,-0.274953
0.045553,-0.152713,-0.151872,0.992841,-1.253904,-0.881686,0.677178
0.608855,0.18078,-1.732029,-0.697434,-1.288366,0.76461,-1.048204
0.773692,-1.596031,-1.820527,1.134358,-0.255266,-0.686773,0.412569
1.342415,0.521,-0.604958,-0.010951,-0.853424,-0.755508,0.86926
0.213076,0.852142,-1.515392,0.014039,0.07615,0.645608,-0.839347
1.013021,0.790883,0.580512,0.62421,-0.269909,-0.411291,-0.125342
-0.52367,-1.064732,-1.833801,-0.593368,-0.563805,-0.281014,0.438966
0.397394,0.468241,-0.859996,0.204406,-1.169478,-1.011213,-0.354044
0.643186,-0.206179,0.494307,0.922871,0.065965,-0.190887,1.274812
1.418567,-0.491688,0.687918,-0.13202,1.940303,0.360827,-0.978916
0.512882,-0.696665,-1.287184,-0.428335,0.955156,1.090651,-2.199615
0.706932,-0.81844,1.411845,0.470125,-0.683353,0.226698,-0.40848
1.424982,-0.938851,-0.973953,0.241618,-0.58117,0.710179,0.07799
-0.303668,-0.113216,-0.485296,1.008593,1.231699,0.200488,-1.673792
-0.431429,0.23152,1.263797,-0.060138,-0.02454,-0.631991,0.198798
-1.49469,0.646972,-1.142769,-0.328036,-0.270952,0.451909,-0.436718
-0.777282,1.667799,1.109954,-0.116576,0.980178,0.577755,-1.29957
1.128629,1.142568,-0.148488,0.690334,1.036422,0.698276,-0.152322
0.051718,0.037232,-1.141569,-0.990756,-1.008085,0.074138,0.691543
2.959534,-0.726541,-0.028791,0.994983,0.127075,0.069518,0.313521
1.334118,-0.087863,0.345526,0.430643,-1.09815,1.345461,-0.226584
-0.210861,0.900034,2.223216,-0.66306,-0.715011,0.148832,0.190749
-0.603482,0.456864,0.139478,-0.932886,-1.208246,-0.493814,1.213549
-0.193477,-0.593419,-0.231658,0.786424,0.408314,0.688014,0.174457
-0.796771,-1.201982,0.540878,-0.631472,0.261771,1.371602,-0.448146
-1.18556,1.277021,-0.586263,0.634743,0.954447,0.466734,0.258196
-0.942687,0.239715,-0.818226,-0.623571,1.183644,0.048049,-1.187106
1.750867,-0.352103,-0.391889,-0.902308,0.039056,0.854979,-0.5274
-1.146783,1.174232,0.782145,-0.459411,0.708381,1.196846,-0.913609
1.727123,-0.814803,-1.723277,-0.961153,-0.955647,-1.456207,1.301519
-0.418902,-0.124929,-0.355392,-0.337787,0.05047,-0.040091,0.248645
2.32406,-0.344947,0.18409,0.443239,0.476602,-0.115006,-0.174504
-0.364761,0.127454,-0.647936,-0.133444,0.60762,-0.639319,-0.117137
1.623597,-1.031503,0.159953,1.321391,-0.914034,0.012608,1.540368
-0.961238,0.355963,-0.91517,0.135095,1.462624,0.699576,-0.432657
-0.028483,-0.59064,0.820339,0.465921,1.303674,0.429427,-1.80149
0.895563,-0.24461,-1.056362,-1.037771,-0.206286,1.645527,0.079288
-0.206541,-0.35922,-1.032394,0.583106,-0.740164,0.048341,0.011368
0.732683,-0.349437,0.012984,-0.447291,0.692032,1.205556,-2.448641
-0.158352,0.689013,0.978064,-0.383711,0.548247,-0.594495,-0.026943
1.085724,1.360275,0.028477,-0.327578,1.208269,0.556885,-0.868211
-0.233425,0.808986,0.156979,-1.177479,0.314083,-0.082659,-0.114828
0.202604,-0.596298,-0.033035,1.36314,0.276001,0.459039,0.004245
1.416819,-0.00328,-0.878761,-1.070001,-0.739699,-0.62659,0.417701
0.455091,0.355585,-1.468723,0.150836,0.022809,-0.252671,0.859851
0.6178,0.104808,-0.41299,-0.843541,-1.018752,0.714181,0.259234
0.235186,-0.699017,-0.943042,0.376866,-0.500344,-0.007196,-0.403604
-0.65208,0.275039,-0.833,0.322728,0.993199,-0.328917,-0.026001
-1.8981,1.598122,-1.269944,0.409282,0.445529,-0.968581,0.685134
-2.012416,0.483623,1.104739,0.592193,0.279702,1.048445,-1.957182
-1.750858,0.84755,-0.120846,0.035031,-0.615055,-0.387856,0.656481
-0.427857,0.58165,0.649103,0.675624,0.593862,0.742804,-0.620862
-1.702268,0.69365,0.605596,0.220451,-0.747724,-0.763963,1.73087
-0.354958,-0.037319,-0.302761,-0.500055,-0.00252,1.286698,-1.047882
1.192669,0.754323,0.933636,-1.478655,-0.070499,0.005123,-0.502909
0.607945,-2.018955,1.825836,-0.588111,-0.096693,-0.825705,1.256059
0.318176,0.127595,0.27763,0.215346,0.955813,-0.212519,-0.320081
-0.249039,-0.391931,-1.371481,0.459789,0.971162,0.73392,-0.637861
-0.713481,0.902662,-1.012031,0.32413,0.216911,-0.80248,-0.311997
0.037217,-0.515043,0.844034,-0.048264,0.428742,-0.944135,-0.589962
0.643096,-0.115458,0.189181,-0.14479,-0.6674,0.196511,0.421921
1.544132,-0.505143,0.025783,0.751465,-0.25497,1.044722,-0.431373
0.390578,-0.286664,1.558984,1.469215,0.806714,0.873568,0.184469
0.477248,-0.899074,1.746642,0.392399,0.99714,1.168091,-0.649629
1.329777,-0.012985,-0.693131,-1.561991,-0.533236,-0.25552,-0.056305
-0.911724,0.953823,1.591162,-0.271089,-1.055561,-0.494052,0.142635
1.640398,0.055697,-0.677205,0.413579,-0.535448,-0.086984,1.647983
0.921002,0.589149,1.628515,-0.368075,-0.864594,0.136628,0.168742
-0.938413,0.496093,-0.883176,0.078522,-0.51444,0.372873,0.52226
0.903414,0.249706,0.891215,-0.736603,-0.311918,-0.378359,0.401424
-0.401949,-0.125665,0.484674,0.168107,-0.067449,0.967271,-1.157983
-1.389469,-0.558487,1.960294,0.86712,0.63275,-0.408815,-1.818776
1.170102,0.941875,-0.398583,-0.96895,0.139168,0.965321,-1.145621
0.869286,-0.303134,0.769252,-0.017243,0.634119,-0.448473,0.176127
0.732574,0.778164,-0.105828,0.004938,-0.805697,-1.200056,1.939813
0.854363,0.029274,-1.130633,-0.357968,0.941841,0.929373,-0.891931
-0.18512,-0.117883,-0.571234,-1.347579,-0.023622,-0.838207,0.585671
0.73953,-0.161363,-0.552738,1.342587,-0.590331,-0.100444,1.087566
-0.128144,-0.18142,-0.747442,0.593392,0.894467,0.872685,-0.74683
1.521769,-0.37668,0.030564,-0.02338,-0.120095,0.179141,-0.906509
