Age,Sex,Education,Occupation,Residence,Travel
-0.594253,1.153176,0.883079,1.007584,0.374636,0.929945
-1.401265,0.337476,-0.649285,-0.121229,0.030652,0.07063
-0.694057,-0.262167,0.601932,0.901431,0.063397,-0.758495
0.441315,0.833277,1.232865,0.376547,0.7389,-0.128905
0.032442,-1.670814,-1.107794,0.671666,-0.162602,0.994103
0.631304,-1.124555,0.308022,-0.344304,-0.862233,-0.797885
0.941902,0.586464,-0.119066,-0.357638,0.354341,-0.450479
-0.111506,0.349076,0.23049,0.074523,-0.661671,0.370585
1.569326,-0.430012,0.663032,0.430264,-0.8538,0.028961
1.157561,-0.772953,-0.788907,-0.734067,-0.490849,-0.487356
-0.894333,-0.208578,0.500145,0.916697,-0.73949,0.503714
1.039795,-1.539758,0.597231,0.611481,1.005095,0.617316
1.663957,0.368755,0.629657,0.544049,0.187485,-0.376964
-1.895168,0.300855,0.291284,0.068402,0.253067,0.234543
-1.437935,1.323231,0.958783,0.589706,-0.405245,0.990213
-1.466568,-0.925551,0.240473,0.324204,-0.643053,-0.175524
-1.230663,-1.837146,-1.350564,1.103293,-0.700657,-0.124175
-0.033977,-0.443068,-0.879004,-1.34125,-0.24015,-0.538944
-0.746172,-0.374163,0.081891,-0.116518,0.348263,-0.284656
1.00301,-1.445336,-0.958024,-1.543471,-0.963023,-0.0562
1.156708,0.086216,-0.340272,-0.671334,-1.00408,-0.189616
-0.875925,-1.460906,-0.434925,-0.357974,-0.901032,0.705258
0.20098,-0.39174,-0.449126,0.86341,-0.601389,0.553939
0.456881,-0.499425,0.110532,-0.442493,0.162317,0.70667
-0.604607,-0.600134,0.661158,1.174295,0.289189,0.902624
-0.338936,0.589353,-0.097367,-0.078375,0.285726,-0.728207
-0.573909,1.205674,-1.149942,-0.750792,-0.98427,0.249939
-1.120784,-1.109217,-0.521871,-0.437536,-0.538472,0.136958
0.203406,-1.497662,-1.217826,-0.59631,-1.214851,0.315746
0.447641,-0.054381,0.075512,0.166785,0.29802,-0.336164
0.537073,1.438573,0.73592,1.104877,-1.224635,1.346001
-2.628085,-0.335707,-0.803422,-0.230091,-0.778338,0.104679
-0.152376,-0.961477,0.073305,0.731446,-0.818864,0.66605
-0.684856,-0.938787,-0.209715,-0.810709,-0.618765,-0.66651
-0.316068,-2.346644,-1.051667,-1.139878,-0.295042,-0.969758
-0.11588,0.777585,0.305568,1.047695,0.325632,0.131375
-0.104131,1.171206,1.147606,0.580674,1.415044,-0.497715
0.109334,-0.98003,1.201397,1.374873,0.865576,-0.382951
-0.406126,-0.959782,-0.403319,-0.077336,0.31528,0.446864
0.822597,-0.566353,-0.368741,0.105956,0.438362,0.242323
-0.490953,-0.966257,-1.042794,-0.884228,0.264225,0.177828
-0.660729,2.490566,0.036183,-0.69904,-0.754131,-0.511425
-0.037309,1.46668,0.112294,1.286628,-0.837417,0.970651
-0.150772,0.06505,-0.216077,-0.82535,0.862539,1.217377
-0.618173,0.775976,0.46723,-0.102392,0.355186,0.607546
0.961115,0.674982,0.580022,-1.065912,0.686432,-0.361723
0.372558,2.147273,-0.597398,-0.662715,-0.557183,0.713017
1.092679,-0.123939,1.037465,1.057526,-0.260882,0.495976
-0.207254,1.991606,0.596517,1.503475,-0.864011,0.591794
0.294621,-0.362678,-0.130292,-0.555159,-0.112587,-0.241236
-0.452387,-0.532642,-1.916478,-1.549712,-0.693573,0.179659
0.315667,0.020074,-0.550703,-1.287361,0.390898,0.576151
-0.537356,0.225433,1.57113,1.005831,0.613201,0.225525
-0.279433,-0.609591,-1.692688,-0.470862,-1.354826,1.063069
0.191556,1.20183,0.671996,-0.108531,-0.69204,-0.240245
-0.702793,0.994193,0.246145,1.359702,1.034888,0.035791
-0.144709,-0.557387,-0.991313,-1.109542,-1.202229,-0.339335
-0.595557,-1.05388,-0.620294,-0.788054,-0.826306,-0.743866
-0.252608,1.119598,0.709458,1.21667,0.950384,-1.573368
-1.381946,1.087828,0.614108,0.382273,-0.922667,0.488591
-0.263852,-0.811672,-0.447389,0.307002,0.11896,0.184671
1.582003,0.774934,1.019967,-0.465745,0.45982,-0.33363
0.528391,0.970055,0.907367,0.638177,0.586333,-1.004346
-1.64409,-0.24871,-0.489245,-0.6398,-0.482078,-1.241951
-0.166862,-0.015887,0.592464,0.354131,0.00559,0.375793
1.574319,-1.354208,0.793218,0.714901,0.371681,-1.136291
0.48041,1.281553,0.429896,0.806872,-0.331524,-0.202764
-0.079961,0.418772,-1.610899,-0.486717,-0.991224,0.77687
1.903397,-0.898172,0.608897,0.281962,0.289985,0.908568
-0.35154,0.873899,1.041252,-0.584606,0.474234,-0.635605
1.553968,-0.739899,0.122877,1.106083,0.107129,1.276601
0.386709,-0.396339,0.890087,0.912545,0.846666,-0.696052
1.357532,1.065573,0.331733,1.226326,-0.838237,0.664052
-0.315839,1.245524,1.194496,1.057056,0.424095,-0.576365
-0.036554,0.044044,-0.805242,-0.217006,0.850446,-0.822845
-0.972216,0.756767,-0.083679,0.891345,0.057251,-1.239373
-0.002239,-1.1386,-0.072886,-0.3071,1.111298,-0.740052
0.615073,-1.309436,0.435346,0.540561,1.468425,-0.322286
0.916586,1.980807,-0.490237,0.00375,0.254807,-0.262176
-0.665427,-1.502572,0.1301,0.144535,0.394074,-0.278796
-0.571648,0.747908,0.502802,-0.522928,0.442154,-0.472644
-0.589741,0.570811,0.533363,-0.369306,0.623999,-0.61143
0.625363,0.530457,-0.417676,-0.371388,0.008925,-0.128264
-0.16457,-1.377386,-0.134411,-0.983317,-0.483097,-1.14321
0.710532,-0.017419,0.434538,-0.628806,0.786089,-0.805982
1.037374,-0.065397,-0.193959,-0.84046,0.0373,-1.190137
-0.312701,-0.360192,0.310758,-0.393519,0.960878,-0.278506
0.26081,0.848743,0.939421,1.016141,0.373974,0.892006
-1.038406,0.721101,1.045595,0.955448,1.066772,0.046066
-0.265289,-1.617075,-1.266366,-1.793296,-0.560924,0.291404
0.538849,1.396041,0.753761,-0.163705,0.029526,-0.122804
0.029871,0.95605,-0.042177,-0.364905,0.442815,-1.268928
-0.094305,0.544609,0.581311,-0.212313,0.333767,-0.598496
-0.998248,-1.843504,0.138944,0.31572,0.854988,0.043953
0.954976,0.177911,0.533853,0.10668,0.896739,-0.286618
-0.664356,-0.602095,-1.005185,-0.363974,-0.709753,-0.975211
2.102689,1.635526,1.28469,0.010065,0.449247,-0.169499
2.532694,-0.317919,0.286515,0.221281,0.358357,0.915293
1.630584,1.244748,-0.101866,-0.15848,-0.72536,0.213369
0.426505,1.409254,0.946432,1.001925,0.369903,-0.582512
0.155286,0.463439,-0.31769,-1.127782,-0.670756,0.283537
0.347539,-0.738729,-0.23544,-0.212621,0.255615,-0.656844
0.436959,-1.444777,-0.90838,-1.108663,-0.248394,-0.140492
0.19443,1.077277,-0.971042,-0.504094,-0.369908,0.265363
-0.37505,1.423388,1.038721,0.312442,1.081007,-0.007954
-0.428392,0.307342,-0.240281,-0.059438,0.53621,-0.790309
-0.009651,-1.520361,0.893218,-0.28223,-0.027259,0.452261
-0.440479,1.099834,-0.413536,-1.085994,-0.455698,-0.639246
-1.515552,-0.008294,-0.59848,0.446293,-0.795896,0.586232
0.429469,-0.667897,0.31478,0.57396,0.109497,0.762436
0.427824,-0.771179,-0.855995,-0.902825,-0.184265,-0.808068
-0.501814,1.680708,0.595987,-0.525633,-0.228641,-0.254555
-1.884175,-1.415244,-1.157406,-1.036524,-0.005156,-0.084934
2.046987,0.508702,0.290475,-0.744451,0.883578,-0.309347
-0.626489,-1.832063,-0.108689,-0.774241,0.453689,1.023992
1.353933,-0.976683,-1.085273,-0.447869,-1.017866,-0.896036
-1.737352,0.728529,0.709421,0.341178,0.871592,-0.530393
2.748042,0.763153,0.087784,1.20639,0.244893,0.555597
0.131697,0.438666,-0.167164,0.025205,-0.303577,-0.433576
-0.575592,-0.416965,-1.096784,-0.076653,-0.703542,0.322255
0.930791,1.065717,1.305195,0.6356,1.231385,-0.424889
0.765831,0.627477,0.228531,0.687998,-0.50049,0.441792
-0.182491,-0.324227,-1.283042,-0.911867,-0.456835,-1.196391
-0.440805,-0.226299,-1.266353,-0.619053,-1.24401,0.982364
-0.346798,0.027406,-0.831244,0.147694,-0.474828,0.972756
-0.646261,-0.706021,0.504964,1.431531,0.407902,-0.199135
-0.721491,1.85872,1.274157,0.068683,1.068677,-0.843498
1.705857,-0.818444,0.480741,0.072074,-0.619312,0.138336
-1.43704,0.775827,1.037156,0.506206,0.26513,-0.09362
0.29709,-0.849864,-1.621066,-1.158025,-1.437772,0.587627
0.0787,1.683931,0.350633,0.982035,-0.14333,-0.087994
0.223301,-0.589374,-0.7222,-0.373226,-0.880562,-0.079605
0.547866,0.327778,-1.088693,-0.528104,-0.858782,0.720747
1.582411,-1.994549,-0.101557,-0.041524,-1.182719,1.146861
-1.470539,-0.775229,-0.159491,-0.416562,0.14502,-0.168846
-0.065647,1.249232,0.53247,0.385013,0.859836,-1.295963
-0.447107,0.350192,-0.682682,-0.913852,0.292826,-1.325754
-0.762055,-0.059656,-0.886132,0.163027,-0.764153,0.327267
0.450729,0.800779,0.236073,-1.175706,-0.276371,0.172736
0.137467,0.328223,-0.341685,0.130184,-0.448405,1.144054
-0.655586,0.29618,0.648801,0.816427,0.965178,0.157797
0.464118,1.318172,0.331245,-0.377553,-0.277523,0.601173
1.306044,0.20673,0.828828,1.210603,0.637437,-0.018554
-1.486022,-2.574835,-0.600908,-0.77013,-0.718958,1.030803
0.570963,-3.128925,-0.627565,-1.38829,-0.715125,0.377952
1.358492,0.774485,-0.603078,1.00695,-0.933209,1.440831
-0.702732,0.531896,0.611864,-0.601098,0.371439,-0.898786
1.927962,2.303745,0.392485,0.66871,1.33865,0.40565
-0.734281,0.300378,0.711031,0.252471,0.387024,-0.256112
-1.687776,1.038367,0.809617,0.135602,-0.749781,0.841484
-0.449397,2.898468,1.049401,0.408041,-0.123608,-0.087054
0.997921,-0.300239,-0.832101,-0.912329,-1.100618,-0.302948
-0.080065,-0.000788,-0.117095,-0.510533,-1.070512,0.787145
-0.20073,0.81462,-0.44543,0.472079,0.121827,-0.619133
0.68396,-0.01904,0.576112,0.265352,0.39853,-0.788258
1.161666,-0.41128,-0.915246,-0.903004,-0.3416,-1.346838
-0.908121,0.177841,-0.514236,0.315501,0.423746,-0.563268
0.146759,-0.734346,0.681799,-0.075018,1.052946,-0.01303
-1.077958,-0.042461,-0.496593,-1.206763,-0.435582,-1.175099
0.813269,-1.178561,-0.558715,1.101165,-1.383227,0.916797
0.471699,-0.103249,0.276701,0.303602,0.128382,0.557459
1.872014,0.209019,0.891929,1.691166,0.707117,-0.102305
0.418294,0.037458,0.566244,0.088842,0.199199,0.830459
0.660361,-0.986186,0.175443,-0.10989,-0.550833,0.317028
-1.874088,0.061829,-0.055493,-1.021958,0.197114,-0.30304
-1.423708,-0.997836,-0.369166,1.029837,-0.298851,-0.452351
0.248671,1.251088,0.857951,0.585313,0.985775,-0.602589
-1.120202,0.889657,-0.241001,0.876413,-0.681178,0.418002
0.137269,0.78045,-0.250257,0.217622,0.425196,-0.686792
0.425621,0.332083,0.028301,-0.603701,-0.708846,-1.135847
0.328509,0.020047,0.232524,0.069454,1.089559,-0.754263
-1.969622,-0.264232,-0.99668,-6e-06,-1.227889,0.37026
-0.476727,0.197154,-0.245949,0.681194,1.147252,-0.182829
0.111141,-0.918844,-0.522224,-0.180553,0.993303,-0.292354
1.091814,-0.422557,0.118151,-0.943683,-0.025509,0.48214
0.946967,1.234625,0.205806,0.49825,0.954834,-1.002784
-0.468889,-0.134354,0.378484,0.450194,0.735695,0.510605
-0.902266,-0.092331,0.046261,0.223084,0.814299,-0.824484
1.465281,-0.819238,-0.031848,-0.160515,0.00054,0.155445
0.430611,0.340064,0.277055,-0.621522,-0.31454,0.045725
-0.605022,-0.397252,-0.511964,0.415305,0.388416,0.373458
0.554643,0.894926,0.327402,-0.005223,0.767036,-0.156026
-1.867231,0.505517,0.098354,0.411615,-1.219139,0.558355
-1.519728,-0.267893,0.044448,-0.514324,-1.549955,0.700985
0.757758,-0.165888,-0.316043,1.212461,0.863425,-0.02505
-0.419707,-0.626103,-0.186673,0.922849,-0.902482,-0.209584
1.261627,-0.701197,-0.493228,-0.305178,-0.413772,0.227577
-0.855105,-0.564827,-0.90521,0.759301,-1.144252,0.281984
-0.074615,-2.140646,-0.827602,0.296424,-0.149907,0.44835
0.746883,0.462035,1.085447,0.326189,0.403559,-1.069122
0.958102,-0.173742,0.146405,-0.395832,-0.328756,-0.283481
-1.254334,0.111027,0.366579,-0.666152,-0.501094,-1.30724
-0.29281,-0.30298,0.949135,0.717236,0.529724,-0.48759
0.232633,1.697412,-0.327192,-0.319386,0.787541,-0.708587
-0.855475,-0.075498,-0.434955,0.541497,1.031511,-1.254025
-2.142446,-1.270824,-1.062335,-1.281449,0.441185,-1.124498
-0.756692,-2.293441,-0.969494,-1.065326,0.91878,-0.356625
-1.144469,2.197505,0.887949,0.326015,1.125356,-0.200155
-0.202845,-0.660699,-1.174349,-0.870449,-0.455823,-0.535632
-0.280236,-0.771655,-0.861375,-0.011536,-0.098262,0.167729
-0.469098,-1.376485,-0.955967,-0.75894,0.26289,0.100427
1.919024,0.237759,-0.268085,0.448256,-0.234883,-0.067959
-0.969747,-0.883972,-1.003863,-0.378452,-0.63195,0.154537
-1.487577,0.741754,0.072451,0.428099,-0.621409,-0.121887
0.659057,-1.828364,-0.841288,-0.150544,-0.658826,0.414082
0.087753,-1.169779,-0.48338,0.171102,0.595243,1.250229
-2.090952,-0.090919,-0.414903,-0.694394,-0.69753,-0.04674
-1.836428,-0.888389,-0.186745,-0.575733,-0.839,-0.050002
0.317662,0.228191,-0.417599,0.45121,0.536065,1.324269
0.198736,-0.94743,0.666299,-0.203837,0.221519,-0.022363
0.161207,0.707505,-0.570339,0.418845,-0.471473,1.143997
0.293719,-0.909686,-0.830601,-0.652278,0.555032,-0.59591
1.382444,-0.875794,0.561913,0.66287,1.112628,-0.632019
-0.236329,-0.268538,-0.506758,-0.326102,-1.111156,0.727718
0.533365,-0.415762,0.32111,0.36858,0.014848,-0.676691
-0.536839,1.257642,-0.420428,0.191378,0.660313,-0.311814
-1.068421,-0.212229,0.544756,1.066874,-0.904197,0.249042
-0.252191,1.526882,-0.021523,1.217987,0.514946,1.035681
-0.028652,0.457049,0.670164,0.289239,0.582377,0.370214
0.095739,-0.893176,-0.981603,0.274382,0.391834,-1.397362
1.345644,-0.785904,-0.412775,-0.090001,-1.353186,-0.291878
-0.194878,-0.847319,0.306198,1.04951,-0.683519,0.277149
1.096143,0.908544,0.964808,1.039425,0.930009,-0.020182
-0.649452,-0.105859,-0.017915,1.287932,0.281248,0.23796
0.252892,-1.521857,0.164831,-0.356562,-0.872219,-0.931322
-1.641916,0.771458,0.521705,1.338523,-0.082653,0.742672
-2.602561,0.794299,-0.711985,-1.031224,0.636085,-1.037975
-1.027535,0.823787,0.25259,0.901005,-0.358051,0.701146
1.620406,-0.37143,-0.812719,-0.568317,-1.07588,0.977757
-0.60689,-0.178437,-0.112213,0.890788,-0.058327,0.401501
0.661062,1.036743,0.438825,-0.137458,0.87269,-0.222329
0.372973,0.923186,0.2439,0.060208,0.717785,0.091986
0.975182,0.378404,1.138249,1.299026,0.640925,0.01864
0.328923,0.209766,0.180977,0.063114,-0.659665,0.193511
-0.685511,-0.590355,-0.61715,-1.216215,-0.058272,-0.882858
-1.147975,0.187179,-0.017287,0.217122,0.505535,0.38518
0.944574,0.373071,0.022627,-0.405424,0.263283,-0.951279
-2.073739,1.138771,1.116688,0.90637,1.156853,0.073244
-0.981489,-1.096313,0.020855,1.031648,-1.27638,0.932028
-0.738869,0.353065,-0.615742,0.200813,0.65199,-0.629351
0.214205,-0.112605,-0.203981,-0.347174,-0.707155,0.020182
1.758672,-0.821509,-0.103868,1.18493,-0.135814,0.517342
0.882225,0.477419,-0.691802,-0.500461,-0.777411,-0.083862
-1.699088,1.037037,-0.023966,-0.234945,-1.037419,0.040556
-0.372143,0.994516,-0.167618,-0.170837,0.657708,-0.314183
-1.039391,-0.082528,-0.422567,-0.494747,0.396308,-0.673582
0.748355,-1.252576,-1.256692,-0.205633,-0.251711,0.954642
-1.010735,-0.018381,-0.173545,-0.454352,0.666178,-0.168879
1.288071,-0.497244,0.073067,0.099318,-0.428983,1.274309
-0.521843,-0.439391,0.077958,-0.109678,-0.770255,0.193598
0.999792,-0.62735,0.472245,-0.164466,1.077294,0.826234
1.077815,-0.855094,-0.443297,0.854421,0.661293,0.410104
-0.209066,0.113183,-0.735354,-0.524947,-0.736438,-0.339454
-0.506133,1.828167,1.156391,0.552774,0.896061,-0.512609
-2.935497,-0.276484,-0.608639,0.694398,-0.705927,-0.40902
0.319333,1.285878,-0.458366,0.077414,-1.47943,0.998089
0.491592,-0.314911,1.605998,0.341592,0.783127,0.626926
-0.252398,0.78535,0.848,0.500411,1.11627,-0.066695
0.072765,-1.570914,-1.015904,0.849204,-0.44035,0.662238
-1.309318,2.875331,0.363599,-0.035913,-0.932562,0.304397
-0.765956,0.786632,0.470663,-0.357414,0.506031,0.839997
1.1013,0.174521,1.077847,0.177943,-0.400863,-0.042521
0.285476,-0.851466,-0.172476,0.264478,1.182294,-0.698845
0.908688,-1.448197,-0.73378,-0.62429,-0.662592,0.645595
-0.56933,-0.070432,0.483082,0.32731,-0.315042,-1.096532
0.187679,0.813887,-0.104373,0.520496,1.235204,-0.317529
-0.787851,-1.369484,-0.731123,0.53861,-4.8e-05,0.602746
1.218171,-1.122841,0.769747,-0.4458,-0.140021,0.729563
-0.091368,1.296882,0.349439,-0.549724,0.719693,-0.491947
-1.554299,-0.285891,-0.112532,0.709419,0.776204,-0.220332
-0.622441,-1.133619,-0.27406,-0.925856,-0.67401,-0.611474
0.429541,-1.836703,-0.506729,0.089727,-0.458798,-0.859697
-0.474159,-1.763213,-0.026514,-0.276014,1.115615,-0.125963
-0.90989,-1.056873,0.397933,0.064948,0.505969,-0.932829
1.124793,-0.775882,0.185201,0.277545,1.116965,0.144515
1.452448,0.419434,-0.199736,-0.57375,-0.401195,0.103507
-0.460271,-0.118513,-0.210556,-0.771818,0.609423,0.130766
0.562468,3.006277,0.99558,0.404067,-0.626034,1.56833
0.504125,-3.12492,-0.853005,0.700317,-1.061319,0.344607
-0.47285,0.448623,-0.071036,-0.776653,-0.384886,-0.425531
-0.551436,-1.141729,-0.79618,-0.288591,0.410675,-0.423037
0.687919,-0.136887,0.06623,-0.959849,0.362426,0.12007
1.234615,1.173391,0.650845,1.046036,0.877511,0.005768
0.992084,0.129736,0.260545,0.687608,-0.107726,0.314973
-0.745826,-0.823943,-0.276048,-0.174975,-0.475047,1.072408
-0.028457,0.097655,0.908666,0.255821,0.895499,0.023984
1.066149,-1.529834,-0.324161,-0.619896,-1.102117,0.997367
-0.263403,0.740849,0.078199,-0.566361,-0.704716,0.463089
0.617227,2.332124,0.276109,-0.327528,1.027403,-0.811797
0.065313,-0.416412,0.096197,-0.583685,-0.35662,0.358818
1.211058,0.308168,1.142691,1.147792,-0.157286,-0.216287
0.922368,0.40234,0.791319,0.811879,1.091282,-0.542583
0.634165,-1.551466,-0.593689,-0.166019,-0.627179,0.563198
1.060554,-1.516433,-0.505974,-0.583931,-0.446988,1.097016
-0.212346,-2.581192,-0.756134,-1.519675,0.593654,-0.584733
-0.518854,0.828829,0.082095,-0.594057,0.412802,0.359805
-0.1843,-0.744277,0.178414,0.414939,-0.399491,0.911968
0.252907,0.325475,0.675569,-0.806413,1.365341,-0.540179
0.222867,0.964009,0.269918,-0.306346,-0.541943,0.112395
-0.028311,-0.255952,-0.063951,1.070837,0.142527,0.578349
0.072858,0.407256,-0.197306,-0.105083,0.018325,0.713734
-0.565253,1.082828,0.172088,0.475072,-0.151055,1.146649
-0.030396,-1.646946,-1.327135,-1.066887,-0.663197,-0.710151
-1.437853,0.142514,-0.652919,-0.290449,0.535049,-0.06271
-0.619101,1.922772,0.094269,-1.014315,0.939754,-1.254438
1.424003,0.860673,0.619666,0.589514,-0.771407,0.955975
-1.149998,0.268407,-1.328364,-0.362297,-0.749669,-0.168188
1.356643,-0.824256,-0.191474,0.749294,-1.015852,0.935989
-0.666437,0.150625,1.042781,1.00889,0.395243,0.601244
0.288942,-0.499298,-0.355232,-0.440026,-0.702491,-0.030573
-1.221301,-0.73262,-0.77224,-0.348376,0.298926,-1.748524
0.632014,0.380277,-0.156428,-0.364982,0.747776,0.076133
0.008829,0.37453,-0.621469,-0.350706,-0.913883,0.948567
0.342016,-1.413423,0.00411,-0.082872,-0.650403,-0.200781
-0.747748,-0.392598,0.151923,0.298378,0.387252,0.36758
-0.848891,-1.498944,-0.946386,-1.137109,-0.942862,-0.991049
0.634984,0.108882,0.338121,0.302624,0.423063,1.220685
-1.05112,-0.92638,0.428634,-0.007574,1.069934,-0.699645
-1.073006,-0.364922,0.575573,1.003982,0.948432,0.511526
0.76604,0.172205,0.646332,1.57504,-0.627047,1.334989
0.78424,0.630947,-0.036687,-0.74519,-0.35748,1.012492
2.381043,-1.730377,0.12828,0.86717,0.489603,-0.105613
1.907083,0.585989,1.225021,0.752115,0.310925,0.644759
0.156102,0.131198,0.027936,-1.057338,-0.028617,0.050007
0.859985,-0.311282,-0.147288,-0.586765,0.378063,-0.433771
0.005341,-0.179292,0.536876,0.198536,0.397725,-0.976571
-2.196871,1.161932,-1.028082,-0.766733,-0.103558,-0.043268
-0.146012,-0.883048,-0.147512,-0.508456,-0.55115,-0.04292
-0.058019,2.177073,0.616599,0.577026,-0.347095,-1.32146
-0.061367,-1.74502,-0.632434,-1.105047,-1.057727,0.448749
-0.87706,-0.917438,-0.895678,1.009269,0.339313,0.386518
-0.252595,0.990574,0.063328,0.599789,0.31001,-0.802356
0.506772,0.176886,0.03695,-0.919612,-0.02551,-0.776606
-1.363324,-0.033658,-0.069076,-0.466959,-0.926594,0.477232
-0.243846,-0.898399,-0.478667,-0.223155,-0.008565,0.054344
-1.316027,-2.313242,-0.989143,0.167464,0.302772,0.482253
1.227104,0.838237,0.053023,-0.740772,-0.500202,0.164146
-1.223717,-1.151771,-0.278815,-0.488216,-1.079618,-0.491795
-0.028012,0.587626,0.910536,0.17475,-0.404032,0.67425
0.528871,0.836552,1.100958,0.962392,0.22601,1.018999
-0.592879,-0.89774,0.837445,0.853742,0.876458,-0.526495
0.363185,0.956434,0.02094,-0.87933,-0.518833,0.866716
