Age,Sex,Education,Occupation,Residence,Travel
0.610571,-2.163023,-0.310439,0.111674,0.810902,0.898142
0.298239,-0.976099,-1.106423,0.182627,-0.078335,0.486782
0.428338,0.115528,0.114049,0.672619,-0.377619,-1.125296
-0.67674,-0.751205,-0.813472,-1.002229,1.086458,-0.766268
-0.728365,0.244735,-1.265769,-1.25573,-0.234468,0.375158
-0.654056,1.126865,-0.368317,0.079022,0.137113,0.50619
-0.417448,0.261996,0.795474,0.525162,0.811679,0.698804
0.278205,1.600083,0.475881,-0.540003,-0.372489,-1.172105
0.479181,-0.845841,0.068246,-0.562586,-0.352967,-0.981423
0.278883,-0.201612,-0.979903,0.534771,-0.569542,-0.06004
0.590966,-0.20836,0.09726,0.918602,0.13971,0.005812
-0.147297,-0.628138,0.139101,0.469466,0.240771,0.505881
-2.259889,1.108363,-0.754796,-0.208776,0.900196,0.744898
-0.354462,-0.111306,0.607862,0.05734,-0.72595,-0.41329
-0.100121,0.300219,0.325016,0.216042,-0.203219,0.016839
-0.888248,1.28542,0.514488,-0.518288,0.312013,-0.397087
-0.48397,-2.268173,-1.08361,0.909332,-1.260472,-0.797222
0.13531,0.438155,-0.261695,0.755636,0.696242,0.512115
-0.214361,-1.680496,-0.929349,0.475226,0.7733,1.166502
-1.904596,-1.808508,-1.14324,-0.341525,-1.088272,-0.320924
-1.008718,0.874645,-0.83246,-0.686935,1.008884,1.34214
0.180336,0.686535,-1.065673,1.696205,-0.402878,0.220328
0.379972,1.926631,0.501646,-0.593583,0.574348,0.351156
-0.124586,-0.519481,-0.843346,0.122342,0.679607,1.110247
-0.221812,2.018443,0.365051,-0.677312,-0.604994,-1.1609
0.120131,2.071768,0.769921,-0.653296,0.81263,1.040686
-0.806597,-0.325301,-0.03769,-0.085674,-0.205812,0.713218
-0.130755,-0.263489,0.34953,-0.725588,0.237462,0.656617
-0.092015,0.832489,1.554767,-1.244891,1.307151,-0.631779
1.4823,0.282655,-0.859115,1.606833,0.564954,0.351004
-0.501432,0.73082,1.026874,-0.091305,0.285472,-0.714336
-1.25327,-0.462292,-0.813153,-0.40786,0.718676,0.832956
-0.693215,1.102344,-0.720118,0.282966,-0.662001,0.243664
-0.39351,-0.926955,-0.855185,1.103359,-0.090376,0.748212
2.113093,1.441057,0.958245,-0.498722,0.65924,-0.044519
1.237698,-1.055062,-0.433735,-0.63314,0.948949,0.501881
0.807855,1.873222,1.214396,-1.126757,0.485274,-0.583489
-0.78995,0.071303,0.053839,-1.102546,-0.997803,-0.578291
-0.237454,-0.183602,-0.106694,0.151121,-0.035113,0.601595
-1.794969,-0.176886,-0.065649,0.044466,-1.032929,-0.331422
-0.737523,1.319777,1.192837,-0.89126,0.892541,-1.125897
1.957663,-0.563415,0.288267,0.546201,0.928779,0.990676
-1.512559,-0.772756,-1.049049,0.180374,-0.330069,-0.51419
0.488321,0.237147,-0.102611,0.492968,-1.091947,-0.506999
-2.725002,0.699461,-0.562639,-0.008179,1.143752,-0.623822
-0.450646,0.628254,0.244485,-1.236786,-0.442537,-0.464945
-0.615501,-1.386513,-0.517896,0.491944,-0.150877,-0.159956
1.349139,1.929965,0.329635,0.832602,0.373855,-0.570402
0.629012,0.910248,1.305855,-0.647606,1.211586,0.8086
0.771032,-1.649168,-0.794669,-0.136183,-0.163328,-0.525289
1.173888,-1.281449,-0.931616,-1.085971,-0.09114,-0.60937
0.404839,0.888566,0.266605,0.32664,0.599832,0.703918
0.118577,1.197404,0.769399,-0.22481,0.655082,0.467977
-1.626371,-1.814173,-0.685284,-1.029393,-0.581748,-0.994372
-1.193696,-0.296296,-1.110264,0.192246,-0.903592,-0.778688
-1.15805,-0.118325,0.172478,-1.379019,0.389615,-0.485112
-1.528475,0.003083,-0.301808,0.126701,-0.211569,0.229378
1.680922,0.27562,0.821605,-0.26421,-0.166409,-0.397961
-0.701987,-0.729172,0.158571,0.459025,1.345481,1.062378
0.74607,-0.005552,0.681635,-1.130456,1.405879,1.209191
0.022545,-1.926588,-0.690924,0.208941,0.535626,0.287974
-0.190003,1.218782,0.417855,-0.744034,0.358128,-0.611373
-0.501532,-0.168012,-0.400323,-1.118416,0.668419,-0.519539
-1.116924,0.044734,-1.019759,0.898596,-1.044924,-0.125759
-0.808543,0.434052,-0.283561,0.254603,-0.553683,-0.63707
0.790985,1.209763,0.740499,-1.028325,0.05713,-0.572354
0.787003,1.545057,1.010256,-0.328745,0.634013,-0.442218
-0.247832,-0.863928,-0.749096,0.762409,-0.413032,-0.974704
0.450076,-0.272819,0.787348,-1.241645,-0.200458,-0.345846
1.897036,-0.538923,0.017634,-0.910128,0.273374,-0.627366
0.695116,-0.502448,-1.753063,1.078147,-0.63984,-0.027725
-0.272149,-0.206337,0.229778,0.669587,0.886628,0.858012
-1.937386,1.217967,1.378205,-1.093455,-0.117977,-0.324013
1.914714,1.141799,0.799379,-0.345062,0.177601,0.24286
-0.287965,1.006501,0.995874,0.45778,1.08081,0.631932
0.122821,1.686804,0.07498,1.2343,-0.197955,1.210585
-1.213033,-1.860158,-1.134434,0.025236,-0.168005,-0.340421
-0.47889,0.228937,-1.042637,0.125166,-0.512597,-0.393479
-0.781253,-1.299517,0.16733,-0.851381,-0.400905,0.045358
-0.54076,0.749467,1.228259,-0.486801,-0.929023,-1.407172
-0.471503,1.783018,0.860416,-0.189345,-0.281687,-0.029697
0.203579,0.279388,0.443978,0.463423,0.966194,1.326434
-0.576564,0.568012,0.482717,-0.67704,0.570923,0.048603
0.846988,-0.71257,1.056026,0.483022,0.504287,1.133208
0.650215,0.041955,-0.344726,-0.206192,-0.260012,0.444178
1.35386,-0.024429,0.896892,-0.227603,0.372809,0.286397
-0.359892,-0.018953,0.159092,0.614146,-0.60456,0.807375
2.036041,-0.142132,1.085422,-1.400675,-0.204321,0.47704
-1.447769,0.434816,0.231991,-0.720815,0.44623,0.07513
1.122093,-1.129921,-0.759105,-0.07827,-1.015071,-0.372029
0.496814,0.098612,0.30691,0.79092,1.143838,0.071644
0.770204,-2.117228,-1.068468,0.808114,-1.250976,-0.470245
0.498561,0.239183,0.968768,0.98516,1.148225,0.559953
-0.105756,-1.415987,-0.449088,0.092907,-0.635208,-0.329197
-0.721057,0.15235,-0.382652,0.518205,-0.230469,0.167639
-0.204261,0.19194,-0.182722,0.987397,-0.236491,0.686004
0.739229,1.030122,0.242682,-0.976315,0.593091,-0.166508
0.50491,-1.334505,-1.509959,0.594791,-0.037847,-0.039012
-0.531706,-0.989545,-0.993511,-0.004295,-0.70094,-0.284125
-0.594618,0.231241,0.577586,-0.948812,0.209845,-0.206254
-1.367488,1.514199,-0.204048,0.18511,0.263451,-0.142751
1.298804,-1.69732,-1.455635,-0.546193,0.28395,0.48226
1.499414,-0.327309,0.982641,-0.016173,-1.213121,-0.458423
0.257016,-1.849935,-0.097592,0.619069,-0.564557,-0.886224
-1.274845,-0.598202,0.4514,0.449879,0.94521,0.529521
0.029579,-1.653094,-0.5881,0.231089,-1.11857,-1.211927
-0.244068,-0.633608,-1.572282,0.643561,-0.484655,0.518355
-0.174183,-1.164319,-0.641059,0.808774,-0.820387,-0.383544
-0.912929,-0.094719,0.200082,-0.739693,-0.899734,-0.596557
-0.462585,-0.227954,0.068705,0.097984,0.172171,0.092368
-0.236034,-0.869261,-0.257655,-0.811404,-0.918279,-0.427708
-0.659465,-0.348208,-0.684524,1.17714,-0.487814,0.486071
-1.012596,0.713765,0.314556,0.637269,-0.103556,0.924667
0.687079,0.147375,-0.327808,-0.745909,0.553053,1.314078
1.974378,0.553541,0.932306,1.245231,0.641944,0.461541
-0.801153,1.635171,1.057756,-0.496215,0.229729,0.568665
1.199996,0.201348,0.85396,-0.956778,0.84505,0.69433
-0.748318,-2.057668,-1.936632,0.977375,-0.441243,0.449178
1.089905,0.095199,0.666758,1.287176,1.09823,1.015471
0.931675,-1.627549,-1.126752,-0.64104,0.910163,-0.190825
0.579712,-1.041929,-0.004967,-0.511007,0.1508,0.361592
-0.817579,-1.702408,-0.393845,0.88712,-0.800909,-0.539781
1.522142,-0.199061,1.003767,0.905191,0.719007,-0.245692
1.556961,-0.419255,0.234007,-0.122105,-0.513262,-0.405381
-0.033529,0.1157,-0.367506,-0.542597,0.270248,0.342095
-0.795953,-0.734664,-1.045557,0.5989,-0.773027,0.385659
0.83539,0.807333,0.614349,-0.640245,-1.068963,-1.377117
1.614298,-1.777537,-0.774627,0.875106,-0.013132,0.75102
-0.373228,1.210963,1.015227,-0.785382,0.978627,1.468662
-0.146476,1.293779,0.948763,0.038303,0.861114,-0.494816
0.005721,-0.718831,-0.180854,-0.89573,1.35551,-0.974501
1.108369,0.003849,0.914144,0.512804,1.61559,1.183883
0.644693,0.4742,1.154434,-0.575168,-0.231733,-0.151377
1.157881,-0.078361,0.239533,0.027645,1.24636,0.904353
-0.412593,-1.634814,-0.148805,-1.165297,-0.692264,-1.140596
-1.593186,-0.192076,-0.762602,-0.534796,-0.856013,-0.687537
-0.137091,-0.2199,-0.42601,0.465488,-0.035253,0.998985
1.175247,0.007112,-0.054667,-0.539001,-0.691884,-0.232107
-1.695944,-0.697986,-0.861415,0.512854,-0.841643,-0.863452
1.213995,2.113768,1.176067,-0.174653,1.297243,0.955685
1.857992,-1.508463,-1.022264,-0.989135,-0.085624,-0.12757
-0.368353,-0.24349,0.256206,-1.496002,1.051431,0.543381
1.17456,0.361132,0.210275,0.185179,-0.814274,-0.782716
0.46005,-0.833076,-0.595778,-1.037188,0.193018,0.117157
1.663847,-0.353407,1.044078,-0.981745,0.198549,0.453689
0.364201,0.403469,-0.025911,1.358238,0.653324,0.710353
-3.598749,-0.146484,-1.08897,0.873549,0.393126,0.572678
-0.04387,1.456511,0.870417,-0.552266,-0.099901,-0.918197
0.83499,0.838625,-0.602588,0.077413,-0.715192,0.780193
-0.388913,-0.327357,-0.949474,0.323883,-1.399592,-0.421678
0.268012,-0.72708,-0.671527,0.432082,0.775286,0.414335
0.962712,-0.373309,0.532214,0.470074,0.334123,0.538877
-0.754877,-0.271529,0.421656,1.143866,0.063294,1.042608
0.513991,0.11718,-0.121725,-0.779018,0.874677,0.401897
0.529214,0.405058,0.219463,0.198043,0.130286,0.66724
0.79744,-0.635328,0.186043,1.090478,0.925537,-0.160554
1.603075,0.281799,1.060998,-0.114943,-0.818381,-0.783871
0.542045,1.582197,0.820168,-0.608487,0.567911,-0.698694
1.110808,0.205486,-0.061644,0.111449,-0.288072,-0.062874
1.544791,0.462109,1.142082,0.710035,-0.479545,-0.104596
0.157027,1.586897,0.409393,0.196435,0.441222,-0.048333
-1.821063,0.345706,-0.711408,0.221172,-0.158259,-0.213852
-0.502034,1.693368,0.499712,0.043311,0.48561,-0.313563
-0.383523,-1.644989,-0.638358,0.434182,-0.760901,0.506869
-0.550096,0.313232,-0.107658,1.640218,0.904349,0.693375
-0.463546,0.388817,0.130425,0.766209,-0.373556,1.359831
0.991489,-0.810347,0.439388,0.124084,0.088078,0.539298
-1.228881,-0.267823,-0.884019,1.029882,-0.827505,-0.281543
-0.777341,-0.837946,-0.538929,0.864878,0.915134,0.504219
1.383918,0.448193,0.623291,0.753581,0.399832,0.205665
0.257828,0.513068,0.153722,-0.351259,1.193415,-0.075459
-0.798692,0.106962,-1.271585,-0.38739,0.54769,-0.013253
0.667562,1.325868,0.073183,0.655325,-0.096615,-0.661403
0.125827,0.608779,1.35401,0.254582,0.480815,0.457336
2.003048,1.68495,0.868406,-0.128228,0.443602,-0.487465
0.598855,0.419956,0.745407,0.061058,0.737144,0.231625
0.738021,-1.173121,-0.759754,0.947421,-0.95379,0.404169
1.011763,-0.647884,-0.497236,-0.633512,0.862727,-0.377892
-0.330353,-0.144057,-0.585476,0.683501,-0.265859,0.208773
-0.619115,-0.19631,0.594086,0.328248,-0.0541,0.898993
2.530138,-0.886596,0.248238,0.676553,-0.46124,0.31952
-0.265396,0.691795,-0.036875,0.34683,-0.51466,-1.38462
-1.093794,-0.676716,-0.163531,1.073677,0.585338,0.021202
0.574354,1.594177,0.861739,-0.362509,0.295026,0.444533
-0.961943,1.847136,0.168502,-0.45956,0.4882,1.401252
-0.198513,0.610858,0.892245,0.039109,0.42887,0.466636
-0.278007,-2.001733,-1.099941,0.573595,0.631383,0.160094
0.794732,-1.192065,-0.801651,0.178414,-0.01075,0.381628
0.301894,-0.926962,-0.501454,1.033964,1.10697,1.298903
0.768589,0.556838,1.522768,-0.758485,-0.506226,-1.125173
0.888924,1.465562,0.185368,-0.269935,0.015224,0.080357
-1.455533,1.510244,0.437732,-0.104117,-0.20623,0.167422
0.371116,-0.566707,0.560292,0.055523,-0.636858,-0.624727
-0.47461,-0.552522,-0.591376,-0.75455,0.276016,0.501135
-1.481526,-0.404304,-0.655003,0.818824,-1.231109,0.720096
1.040835,0.787609,0.149182,0.698992,0.41023,0.290029
-0.362039,-0.182738,-0.830941,-0.275854,-0.355238,-0.562573
0.155353,-0.701359,-0.867958,0.197285,0.543861,0.833806
-2.271528,-1.975389,-1.729033,1.632996,-0.660595,-0.121679
-0.981341,0.196797,-0.819558,1.064312,-0.506412,0.250905
0.938859,-0.60159,1.373693,-0.323854,1.203136,0.697126
1.176223,2.007882,1.775042,-0.26938,0.415635,-0.089398
0.338801,1.06639,0.360861,-0.304871,0.056549,0.891664
-1.151386,0.323917,0.991407,-0.876744,-0.357121,-1.124477
0.807628,1.631639,0.381445,0.075844,-0.505399,-1.061757
-0.535972,0.323849,-0.831009,-0.024795,0.539482,0.906201
1.582029,-0.343199,1.184419,-1.00576,0.105934,-0.605571
-2.589571,0.32115,-0.234082,0.442942,-0.770019,-0.833418
-0.589649,1.010541,0.752274,0.249725,0.119558,0.812474
0.554254,0.404337,0.897702,-0.905223,-0.176707,-0.018872
-1.254634,0.795227,-0.70416,0.197083,-0.295844,0.233921
-0.242204,-0.215422,-1.352242,1.306057,-0.000817,0.602724
-0.261967,-0.38896,-0.862406,0.90247,0.594655,0.627761
0.862168,0.354303,1.331853,-1.262638,1.278787,-0.750983
-0.997674,0.365538,-0.942808,0.479151,-1.035894,-0.622337
-0.739378,-0.487613,-0.605221,0.194384,-0.565414,0.123315
-1.386648,0.951264,-0.592054,-0.641759,-0.909713,-1.043105
-0.716309,-1.238713,0.366813,-0.575062,0.633626,-0.565107
-2.359068,0.427305,-0.082239,0.062692,1.283814,0.773387
1.301385,0.275803,0.28092,-0.499257,0.469164,0.155352
-1.893584,1.708013,0.715297,-0.778129,0.684989,0.673623
-0.93318,-0.101851,-0.40363,0.463905,0.128932,-0.164789
2.556316,-0.075312,0.611706,-0.743152,-0.107975,-1.468006
-0.665972,1.015533,0.189376,0.562051,-0.15638,0.203972
-0.242049,0.033417,-0.153695,-1.113162,0.267031,0.031838
2.599045,1.024406,0.728282,-1.259349,-0.575324,-0.692041
1.826088,0.151311,0.538892,0.301468,0.311595,-0.791622
-0.785738,0.07023,-1.13753,0.098445,-0.346522,0.207058
-0.241161,0.771721,0.906646,0.477313,0.454088,-0.375191
-1.371306,0.29001,-0.643782,-0.632099,-0.799656,-0.651398
0.389446,-0.682228,-0.908033,1.042534,0.171282,0.574358
1.885494,-0.036962,0.133338,0.152464,0.233758,-0.741442
-0.325124,-1.232944,-1.100264,-0.314999,-0.506313,0.631526
1.722773,0.081415,0.995556,-1.415024,0.134646,-0.074143
-0.458422,0.552904,-0.077399,-0.281787,-0.653632,-0.714308
0.750303,-0.531713,0.736454,-0.883234,0.050926,-0.123154
-1.323859,-0.19378,0.595036,-1.025903,0.33289,-0.836044
-1.569248,-0.178337,0.101585,0.768111,-0.964356,0.302303
1.528164,0.644402,1.217329,-0.108633,0.681538,-0.079686
-0.531042,0.382975,0.270764,0.297545,0.091716,0.378182
-1.444948,0.373386,0.435134,0.778385,-0.510357,-0.120496
-0.40536,-1.165528,-0.167856,-0.812228,-0.926238,-1.156408
-0.372936,-0.465271,-0.034368,-0.940692,0.753887,-0.302745
2.282491,-1.046576,0.698154,-0.965864,-0.710037,-0.910752
0.083895,-0.926265,-0.483638,-0.828766,-0.698784,0.259285
0.297015,1.397423,0.828781,0.890936,-0.412717,-0.279462
-0.822769,-0.029785,1.138503,-0.338653,0.70163,0.968843
-0.204125,-0.618386,-0.4042,-0.427805,-1.551289,-0.559808
0.885224,0.51427,0.520854,0.396936,-0.686972,-0.651275
-1.375371,2.411017,0.239214,0.541586,0.306072,0.497666
-0.214061,-0.322606,-0.740028,0.716652,-1.201881,-0.72395
0.484852,-0.246855,-0.135379,0.148241,-1.006821,-0.33795
-0.846526,0.394695,0.61981,-0.128316,-0.335681,-0.42227
0.486427,0.951237,0.915228,-0.178787,0.904849,-0.014113
0.576606,1.007572,0.336206,0.242939,-0.871034,-0.390394
0.688592,-0.490862,0.909381,-0.0378,-0.394579,-0.907338
1.191358,-0.738872,-0.004599,-0.015894,-0.162491,-1.45217
-0.132406,1.504238,1.448555,-1.147856,0.439466,-0.219189
0.516167,0.686445,0.404989,-0.349979,-0.659539,0.001657
0.988119,0.543726,-0.212767,-0.019443,0.812404,0.01381
0.648587,0.816648,0.918258,-0.159595,-0.075544,-0.498389
0.911293,0.107982,-0.281757,-0.968843,0.189655,-1.081653
2.057605,-0.998741,0.044876,0.610583,-0.615482,-0.600841
0.542071,-0.47997,1.471246,-0.737405,0.589353,-0.142303
0.650934,1.65958,1.008863,-0.196954,0.538213,-0.385115
0.062127,-0.636661,-0.890045,0.677802,-0.721062,-0.70901
0.152857,0.050754,0.354762,-1.12033,0.015021,0.157944
0.193721,-0.220099,0.339211,-0.695522,-0.646262,-0.293001
0.169393,-0.022249,0.844774,-0.172588,-0.473414,-1.191795
-1.345129,0.22944,-0.708165,-0.580626,-1.291931,-0.869287
0.664437,-0.639395,0.603081,1.021153,-0.426793,0.325117
-0.046588,-0.536851,0.429855,-0.591975,-0.323365,0.246112
1.219239,0.394185,0.405638,0.691134,-1.164713,-0.780807
0.276316,1.124151,0.800678,-0.620764,-0.289946,0.264224
1.621276,1.334139,0.821656,0.027879,0.106968,-0.483974
0.380143,1.463124,0.626444,-0.918745,0.630303,-0.784107
-0.645746,-0.018912,-0.546561,0.575345,-0.674174,-0.643879
0.497611,0.714149,0.863617,0.308517,-0.304247,0.145318
2.053703,0.579366,-0.061231,0.78045,-0.68876,-0.195798
1.071705,0.162093,-0.252995,-0.001313,0.452408,0.070462
-1.174374,-1.178721,-0.178536,-1.787012,-0.27261,-0.930736
0.693315,0.986799,0.732909,-1.207291,0.970417,-0.480865
-0.813149,-0.460529,1.007591,-1.4978,1.320678,-0.398001
-0.987206,-0.487819,-0.472587,0.92036,-0.557586,-0.200862
-1.168026,-0.256183,-0.673968,-1.210319,-0.320726,-0.343555
0.891562,-0.207804,0.658406,0.922541,-0.552601,0.542745
-0.338577,0.410331,0.672574,0.138454,-0.462218,0.889782
-0.098062,-0.360046,-0.086794,0.137365,-0.734768,-0.904211
0.375793,-0.069621,0.827663,0.13497,0.51246,0.669128
0.510673,1.823173,0.396121,-0.851656,-0.162834,-0.564662
0.473922,2.022418,0.557426,0.814983,0.4317,0.791261
0.529974,-0.345659,0.127723,-0.126944,0.692676,-1.243565
-0.104906,1.75422,0.31027,0.823256,0.525928,-0.012261
-0.601056,-1.967866,-0.830745,-0.381306,0.909352,0.597014
-0.312546,-0.650989,-0.086883,-0.1367,-0.085681,0.334551
-0.257585,0.36567,0.062601,-0.37158,0.300733,0.047656
0.542689,0.060464,0.659856,-0.729255,-0.58377,-0.820042
-0.234007,-1.45975,-1.26189,0.398694,0.567121,0.15403
0.797387,0.499309,-0.232763,0.023592,-1.247804,-0.883507
-1.47687,-0.028723,-0.802138,-0.165111,0.41108,-0.044203
1.158871,-1.387108,-1.043869,1.155458,0.730306,0.171869
-0.171719,0.528139,0.594255,0.529824,0.435051,-0.010168
0.035538,-0.539471,0.076215,0.269527,-1.246348,-0.566321
0.207775,0.803821,-0.241914,0.820326,-0.730142,1.012448
0.316516,-0.728803,0.851793,-0.689023,-0.817657,-0.22357
0.67229,0.641514,0.864083,0.670455,0.233539,-0.87777
-0.200026,0.262705,0.276697,0.117967,0.369855,1.020218
0.789465,0.346537,0.936453,0.17621,0.80697,0.327723
-2.295761,-0.100547,-0.825848,-1.011716,0.494224,-1.397772
0.892377,0.18918,0.532888,0.92246,-0.372111,-0.54058
-2.214408,0.451166,1.143973,-0.474178,1.145272,1.54166
1.289452,0.525551,0.877502,-0.770755,1.001365,-0.740148
-0.929933,-2.019847,-0.756807,-0.147814,-0.767276,-0.371783
-0.40704,1.015294,0.828276,-0.11707,-0.295667,-1.346017
-0.161606,0.303118,0.18079,0.317322,0.66745,0.703396
-1.57035,1.893434,0.001073,0.635974,-1.086336,-0.502597
0.217025,-0.069769,-0.282816,0.062909,-0.531049,-0.323777
2.066753,1.698409,0.55683,-0.181086,-1.038798,-0.849793
0.711738,-0.69316,-0.300274,-0.642468,-1.094771,-1.100312
0.812617,-0.719375,1.261283,-0.848566,0.667386,-0.900427
-0.592694,0.985717,0.016643,-0.766769,-0.938244,-1.112322
0.64052,0.207792,1.247134,-0.482096,1.090543,0.677627
0.961012,0.729808,-0.175286,-0.821465,-0.230782,-0.228042
0.528106,-2.80803,-1.233831,-0.471187,-0.591035,-0.69116
0.896309,-1.705375,-1.017502,0.861333,0.759999,0.889203
0.081468,-0.610225,-0.036937,-0.087622,0.49153,0.958289
-0.707831,0.069855,0.647397,0.754543,0.561337,-0.345921
-0.051648,0.018094,-0.640051,-0.893773,0.715868,0.704493
0.829331,-1.674597,0.786709,-0.801666,1.170563,0.571029
-1.503602,-0.024138,-1.545689,0.20598,0.539095,1.09419
-0.819968,-0.356314,-0.108355,-0.767655,-0.675205,-0.692964
-0.941297,-0.412864,-0.740353,0.585119,1.233364,0.472385
0.746466,-1.389072,-0.875712,-0.465221,-0.842615,-0.67544
-0.007425,1.028095,-0.21373,0.539569,-0.868673,-0.334188
1.375501,0.966174,1.345861,0.298623,1.081288,0.799564
