Burglary,Earthquake,Alarm,JohnCalls,Marycalls
0.789284,0.594961,-0.162923,0.570337,-0.596324
0.206596,-0.586016,1.340653,-0.619498,1.021281
-1.261461,-0.992437,1.111563,-0.658082,0.442889
0.335381,-0.108714,-0.51991,-1.22772,-0.102185
-0.813354,-0.335937,-0.648092,0.613049,0.10991
-0.433437,-0.525146,0.68616,1.351853,0.005892
1.926309,-0.11467,0.710888,0.295196,1.313275
-0.332476,-0.584681,-0.095533,-0.361867,-1.243904
0.385185,2.426131,-0.551633,-1.362443,-0.857516
-1.753948,-2.184058,1.138899,-0.520123,-0.866855
-1.013543,2.575102,-0.902526,-0.625677,-0.230006
1.453191,-0.162452,0.331027,0.719387,-1.425581
-0.899296,0.429742,0.141563,0.841717,0.817346
-1.040855,0.067451,0.136626,-0.669709,0.160303
1.219264,-0.200785,-0.003825,-0.200616,0.813322
0.412817,0.906355,-0.001051,0.123069,0.992632
-1.043695,-0.834828,1.037655,0.875127,-1.011696
-0.290384,0.557738,0.502368,0.217353,1.314846
-0.94253,-0.696332,0.280333,-0.254895,0.452944
-0.751508,-1.019856,0.914325,0.74035,0.616105
-1.252979,1.206494,0.890754,0.41569,0.180713
-0.897466,-0.072027,-0.917157,-0.097297,-0.395628
-1.009604,1.30026,-0.166519,-1.603881,0.706069
-1.728215,0.790936,0.406269,-0.249383,-0.544463
0.531322,-1.091393,0.826428,0.069739,0.612617
0.495175,0.580001,-0.853309,0.3591,0.195841
-0.667708,-0.506461,-0.017065,1.030264,-0.431734
-0.584901,0.690985,-0.593121,1.149386,-0.160793
-1.665822,-0.485278,0.64605,0.160884,1.062391
1.28111,0.808332,-0.782503,-0.31588,-0.032076
-0.818158,-0.723474,0.820167,-0.737901,1.286541
-0.313759,-1.391534,0.433415,1.071735,0.846958
1.787219,0.944444,-1.183795,1.256771,-0.677953
1.225139,1.91087,-0.351794,-0.662416,0.478061
-0.904285,0.547135,0.062279,1.387216,0.760838
-0.72644,-0.770912,0.399713,-0.393779,-0.855806
-0.185158,1.615,0.098002,0.126213,0.960905
-0.251231,-1.670828,0.723138,0.635966,0.285419
-0.43979,1.836977,-0.328027,-0.840997,-0.778698
0.310196,-1.1441,0.519471,1.243867,0.78589
-0.628181,-0.266114,0.271678,-0.977822,-0.639019
-2.175282,1.662431,0.888629,0.910543,-0.560824
0.964133,-0.542033,0.312934,-0.620382,0.237611
-2.137029,-0.182066,0.682641,-0.4042,0.470199
-0.765781,0.314642,-0.088446,0.129924,0.06894
0.458139,-0.457963,0.791908,-0.312359,-0.25581
1.05355,-2.060836,0.495297,0.738165,1.26425
0.541769,1.027689,0.721962,-0.942808,0.055363
0.468378,-1.972957,0.437793,-0.465673,-0.846838
-1.426005,-0.109089,1.171108,0.996865,0.00127
1.658764,-0.850843,0.553397,-0.388523,-0.375433
-0.569174,0.20291,-0.420974,-0.90544,-0.732057
0.570115,-1.357207,0.940022,-1.189057,-0.650396
2.66657,0.282519,-0.781054,-0.572256,-0.177524
2.240093,-0.425721,-0.703912,0.528139,0.564314
1.755153,-0.177036,-0.53411,-0.85228,0.096034
0.189296,0.723219,-1.076362,0.260604,0.374004
-0.166362,-0.716475,0.809081,0.649705,0.510307
-1.15208,-1.080177,0.442963,0.48983,-0.059602
-0.684753,-0.37504,1.446029,0.73684,-0.454182
-1.545959,0.005851,0.092279,-0.729472,0.079698
1.020977,0.238985,0.159866,-0.926694,-0.974531
1.466369,-0.579693,0.35489,0.992541,-0.599179
0.943169,0.220632,-1.064879,-0.347943,-0.83945
0.21892,-0.176275,-1.027954,-0.581291,0.632847
-0.20531,-0.897617,1.417057,0.165465,0.454229
-0.723996,-0.363729,0.214923,-0.055052,-1.028843
-1.316133,-0.487362,0.77136,0.349929,0.496402
1.034012,-1.415053,0.610028,0.63273,-1.016807
1.936323,0.040803,0.058545,0.475788,-1.67406
1.156714,-0.623738,0.344461,0.381178,-0.101442
1.279177,-2.319251,0.735468,-0.172924,0.245966
-0.719067,-1.111542,0.774847,0.419397,0.259095
0.101463,0.90849,-0.706341,-0.60703,0.669153
1.955023,-1.043146,-0.981748,0.06125,-0.604922
-1.122573,-0.252421,0.520928,-0.720344,-0.969486
-0.320448,-2.169437,0.46955,0.75539,0.509368
-0.266822,0.409223,-0.469428,0.138763,0.631259
0.902667,0.093253,-0.396131,-1.018761,0.016407
0.314686,1.201847,-0.406322,-0.779184,-0.026299
0.547386,-0.736617,0.482889,0.567735,-0.025482
-1.61763,-0.992495,0.657905,0.574501,-0.370324
-0.911685,0.141397,-0.2921,-0.216644,-1.171721
0.494563,-0.307415,-0.176052,0.120434,0.492067
0.244581,-0.926226,0.606061,0.271647,-0.694165
-1.064441,1.644901,-1.027242,0.693809,-0.029812
-0.383441,0.648887,0.603574,0.656658,0.698441
-0.657869,-0.01086,1.060359,0.235558,1.122569
0.516085,0.440003,-0.015981,0.012114,0.114956
-0.923222,-0.811024,0.800035,0.804679,0.067416
-0.125897,1.391795,-0.517431,-0.264735,-0.567581
-0.779079,1.402521,-0.209929,0.729593,0.734596
0.732889,-1.945038,0.688816,-0.653949,0.848896
-0.557567,0.520078,-0.319307,-0.346615,0.560631
0.136824,0.564245,-0.214885,-0.25377,-0.684085
1.112249,-1.710236,-0.282248,0.375374,-0.255064
0.206221,1.116925,-1.244176,-0.387765,-0.315531
-0.94547,-1.046855,0.589038,0.903344,0.61996
1.404779,-0.222139,-0.811343,0.201119,-0.771395
0.59721,-1.2608,1.003906,0.689875,-0.82888
-1.154138,1.55486,-0.444744,-0.052329,-1.140996
-0.445939,1.984185,-0.911916,-1.072693,-0.678851
0.3381,-2.573298,0.175755,0.788197,-0.298407
0.48152,1.071621,-0.266233,-0.280818,-0.593158
-0.521681,1.666037,-0.448309,-0.938274,0.214847
-1.385553,1.930307,-1.471128,-0.345237,-0.40053
0.7924,0.506927,-0.619787,-0.983732,-0.823491
-0.778634,1.155685,-0.53204,-0.403311,-0.038725
-2.275988,-0.509074,1.20028,0.930461,1.033558
0.556712,1.333427,-0.273195,0.700435,-0.347534
0.565666,0.792898,-0.747472,-0.605799,-0.360376
-0.77619,-1.915571,1.496002,-0.281217,-0.223471
-0.694863,-1.232744,-0.311075,0.082855,-0.592331
0.229683,0.229435,-0.02973,0.42691,-0.757452
0.5815,0.740522,-0.935591,-0.13367,-0.364594
2.306996,0.103672,-0.314035,0.985062,0.519513
0.369571,-1.003722,0.995697,0.623954,0.315442
0.181174,0.753126,-0.663237,0.649803,0.21395
0.998675,1.358997,-1.327151,-1.49606,-0.548521
0.052014,2.573624,-0.710456,-0.372516,0.151463
-0.49423,-0.319079,-0.453699,-0.460088,-0.016545
0.94821,1.740912,-0.758534,-0.32108,-0.631299
0.520346,0.079771,-1.042899,-0.847473,-0.283769
-1.251698,-0.289867,0.518596,0.364871,0.364063
0.361423,0.381199,-0.705009,-0.290862,-0.897748
0.056167,-0.132223,0.76553,0.953644,-0.034217
-0.963485,1.568788,0.539276,0.150237,-0.415154
-0.43502,1.294216,-0.326894,-0.630568,-0.702201
0.05753,2.69283,-0.232269,0.539372,-0.615168
-0.028677,-1.032858,0.288259,1.064322,0.98886
-1.23858,-0.143638,0.563486,0.655432,-0.751548
0.573069,-3.020291,1.176281,-0.782336,0.725379
-1.218934,-0.10376,-0.561647,-0.978431,-0.548429
0.402319,-0.172104,0.040944,-0.57085,-0.059411
-0.984561,1.32402,0.190559,0.278297,-0.848321
0.321957,-1.415064,1.084966,0.576483,0.405444
0.027933,0.63445,-0.103817,-0.716409,-1.245922
-0.038362,0.133009,-0.272554,1.039017,-0.376842
0.946868,0.593901,-0.437213,-0.23997,0.151952
2.00278,2.056006,-1.285691,0.294671,-0.745324
0.163808,-0.179438,-0.278129,0.079273,-1.070405
1.338197,0.020848,0.415556,-0.906942,-0.548048
0.027119,-0.9429,0.476577,-0.714349,-0.332015
-0.093455,0.466867,0.455643,-0.044205,0.6874
2.09002,-1.114356,-0.366644,1.465459,-0.930663
-1.375223,-1.466108,0.447828,-0.128796,0.417305
1.59993,1.71062,-1.205266,-0.334354,-0.051317
0.571314,-0.253742,0.405898,1.184335,-1.28545
0.18521,1.348374,-0.533349,-0.907614,-0.860921
0.11664,0.188617,-0.112939,1.060069,-1.222241
-1.229862,-0.20096,1.118112,0.58667,0.320824
-0.535552,-0.097765,0.723234,0.902593,0.747878
-0.812547,-0.145914,-0.36788,-0.940963,0.705431
-0.925721,-0.848458,0.811857,-0.986419,0.774538
1.866864,-0.383046,-1.567625,-0.051003,-0.939381
0.260921,1.267787,-1.048131,1.176918,-0.20113
0.358042,0.622308,0.025968,-1.338659,-0.995726
0.141455,1.408457,0.342967,0.53952,-0.422929
1.901585,-0.268648,-0.212508,-0.324028,-0.166843
-1.891667,0.687879,0.239094,0.692799,0.457061
-0.381629,2.075933,-1.574869,-0.432315,0.844662
0.487294,-0.144897,-0.255943,0.042318,-0.249906
-1.157374,0.587445,-0.805055,-0.934871,-0.455817
-0.04643,0.424008,-0.491743,-1.111155,0.36489
-1.288225,2.344966,0.130048,1.12715,-0.587059
-0.518009,0.809591,-0.738059,-0.811048,-1.67707
0.126302,0.768858,0.101769,0.728086,0.050692
-0.564328,0.219036,-0.56423,-0.370976,-0.255473
0.095846,-0.788562,-0.566689,-1.192385,-0.36124
-0.198116,0.600654,0.006975,0.841981,0.245317
1.0185,-0.305804,-0.341289,-0.794596,0.596054
1.393726,0.809724,-1.116229,-1.457683,-0.672096
2.253254,-0.137566,1.061047,0.301861,1.118184
-0.656604,0.512242,0.420406,0.55803,-0.10167
0.299377,-0.051025,0.683634,0.301163,-0.114934
2.696693,1.831667,-0.847602,-0.987226,-0.72506
0.746232,3.186744,-1.251236,-0.180841,-0.810267
-0.70224,0.132018,0.49031,0.731328,0.944477
-0.105671,0.981555,0.622453,0.756393,-0.361284
0.910518,-0.12227,0.145336,-0.691345,0.990014
-1.314963,-0.10545,-0.002709,-0.940374,-0.545661
-1.097643,-0.192245,0.801278,0.069348,-0.016497
1.239156,-1.18931,-0.416774,0.227334,-0.894812
-1.253975,1.000499,-0.590339,0.897937,0.563342
-0.87053,-1.829603,0.666925,0.856405,1.218625
1.177247,0.794433,-0.692606,-0.398273,-0.603256
1.178716,-0.404292,-0.215533,0.625839,0.680131
0.781195,-2.145652,0.879413,-0.061155,1.22012
-0.656229,-0.972158,0.808339,0.870875,-0.117118
0.191133,0.218885,0.006038,-1.047868,0.158261
1.207617,-0.432339,-0.658464,0.653641,0.828238
0.668473,0.53771,-0.243083,0.183467,-0.880599
1.069806,0.325008,-1.100771,-1.143069,-0.341621
-0.125221,-0.886559,1.095245,0.669266,0.3667
-0.398108,-0.865076,0.316913,0.144826,-0.510116
0.182856,-0.887558,-0.092474,1.188811,-0.347
0.127665,-1.344736,0.198012,1.591633,0.580432
0.246144,0.28618,-0.318322,-0.751496,0.745533
1.796534,-0.978675,-0.813494,0.870954,-0.527122
0.142801,-0.479572,0.987053,0.452197,0.817171
-0.341519,-1.740109,0.993706,-0.889125,-0.950466
-0.709224,0.364105,1.447932,0.15873,-0.485009
0.096091,-1.313779,0.893714,0.052574,0.641601
-0.368286,-2.500882,0.302932,0.183199,0.188008
1.944716,-1.203114,-0.554391,0.742189,0.463231
-1.276175,0.770462,0.934122,1.357176,-1.104733
0.332161,0.199605,0.017488,0.143628,0.750744
0.699258,-1.124303,0.669379,0.850556,-1.304865
-0.40526,-0.278313,0.326475,0.928393,1.245454
-0.226358,0.487518,-0.370002,0.508648,1.063393
-2.713008,0.729987,0.805045,-0.3771,-0.929694
1.976948,-0.023974,-1.484652,-0.247498,-0.72271
-1.132402,-1.166365,0.275067,0.009938,-0.857515
0.96214,-0.434676,0.323893,-0.495041,0.115532
0.416515,-0.875964,-0.430272,-0.031436,-0.415952
0.255215,0.455711,-0.33831,0.999381,0.477721
1.463823,-1.279653,0.581809,0.232441,0.231359
0.968492,0.956147,-0.860665,0.579477,0.580765
0.457598,-0.876486,0.547601,0.445317,0.729896
-0.78198,-0.093699,-0.044668,-1.208415,-0.010749
0.876878,-1.526692,0.301981,-0.333526,0.787011
-0.364108,0.094991,0.221504,0.678862,1.406596
-0.226648,0.029044,0.471731,1.642138,-0.07055
-0.261971,-1.352807,0.603124,-1.216521,-0.309242
-2.138819,0.936989,0.357978,1.089176,0.914726
2.164976,0.542647,0.339764,-0.576295,0.562484
0.482996,-0.80004,-0.058868,0.255841,-0.845836
-0.445502,-0.608523,1.215898,-0.157713,-0.620476
0.57238,-0.986121,-0.693681,-1.659017,0.28619
-0.456789,0.002363,-0.073281,1.18814,-0.693275
0.624785,2.153062,-0.734723,-1.25604,0.9428
-0.739691,0.983233,-0.890249,-1.08626,-0.986947
1.372638,0.25733,0.536291,0.240847,-0.568608
-0.209127,0.769814,-0.617917,-0.042102,-1.306647
0.282978,-1.919539,1.195286,1.037393,-0.40571
-1.62823,0.46339,0.259543,0.211206,-0.152197
-2.262807,-0.979979,0.998047,-0.16462,-0.816989
-0.833609,1.448669,-0.395029,-0.065589,-0.52843
-0.819888,0.029806,0.440189,0.064091,0.661445
-1.283518,-0.487103,0.437629,0.146454,1.078982
0.895199,-0.033203,-1.124091,-1.501424,-0.274186
-0.926869,0.206878,-0.767088,-0.481942,0.980073
0.389306,1.615249,0.541624,-0.00123,-0.533262
1.07121,-1.629034,0.62566,-0.424026,-0.259582
0.536508,-0.50807,-1.083309,-0.028317,0.438062
-0.549946,0.617325,-0.401143,-0.675016,-0.250735
-1.481691,-0.831397,0.547966,0.510328,-0.118243
2.175575,1.010368,-0.931928,-1.058356,-0.449451
0.363263,-1.920055,0.743938,-0.678063,-0.055494
-1.37028,-0.047239,-0.023236,-0.202346,0.418722
-0.772532,-0.599679,-0.157357,1.037161,-0.090965
0.303784,0.553567,0.09552,0.822133,-0.442107
0.072493,-1.538653,0.295876,-0.40299,-0.547316
-0.368607,-0.595236,-0.541735,0.633911,0.142364
-1.220526,-1.125992,0.211804,-1.142448,-1.006494
0.01996,0.507581,0.180455,0.234965,-1.241447
-0.407194,-0.125076,-0.334744,0.970122,0.01338
0.290881,-0.375061,-0.300096,-0.460911,0.74521
0.660785,-0.18452,0.144849,0.508475,0.498693
-0.17257,1.188217,-0.966688,-1.219693,-0.301259
0.197779,-2.365317,-0.117328,0.629818,1.3207
-0.036643,1.429954,-0.260515,0.796027,0.390357
2.291566,0.322671,-1.035234,-0.011982,-0.895408
0.444311,-1.020486,0.441799,-1.297443,-0.116732
-0.593026,-1.404384,-0.907734,-1.070344,0.23613
-0.684815,1.265124,1.064432,0.621917,0.724297
0.077169,-1.929298,1.416538,1.086061,-0.175089
0.294517,-0.133358,-0.449821,0.512875,-0.678128
-0.436347,0.985818,-1.572554,-0.480312,-0.476906
-1.076722,0.141022,0.802912,-0.374199,-1.065979
-0.175476,0.205753,1.716553,-0.061698,1.430981
-1.188079,0.709272,1.407938,0.054243,0.781167
1.855742,-0.473485,-0.981335,0.955376,-0.118178
-1.027382,1.773109,-0.627672,0.337234,-0.942332
2.344943,2.318095,-0.949419,0.256698,-0.067032
0.502121,-0.250001,1.539122,1.014991,1.121593
0.09073,0.916582,0.064777,-0.06672,-0.451891
-0.628135,1.379282,-0.504391,-0.09071,-1.32676
0.05778,-0.636515,0.137173,-0.030218,-1.752515
-0.759638,-0.022936,0.583398,0.41121,-0.753563
-1.026032,0.402801,0.348871,1.094296,0.3224
-0.145465,-1.047615,0.562276,0.312985,-0.681865
0.178916,-0.183275,-0.043708,0.258166,0.711937
-0.560679,-0.298864,0.075948,0.349527,-0.094803
-1.382063,3.749048,-0.081131,0.189982,-0.103017
-1.914188,0.946823,-0.95537,0.987021,-1.599368
0.424332,0.996485,-0.713116,-0.775362,0.475893
0.77316,-0.021489,-0.097233,0.893177,-0.765788
0.619411,0.808717,-0.883172,-0.019367,-1.153249
-0.914098,-2.127949,0.824943,-0.217237,0.11108
-0.077272,0.570531,0.319487,0.211208,-0.23032
0.759789,-0.397639,-0.092521,-0.660366,-0.811353
-0.589694,1.885784,-0.43581,-0.21792,-0.63598
-0.661286,0.77151,1.00508,0.909099,0.555044
1.08026,-1.051283,0.211237,-0.322656,0.149673
1.670372,0.252923,-1.466207,-0.45438,-0.856468
-0.329312,0.134518,1.058383,-0.133569,1.037355
-1.595526,0.693642,-0.865192,-0.641223,0.951242
0.1382,0.12093,0.419617,-0.798168,0.495318
1.302445,0.482626,-0.140561,-0.040083,-0.905868
-0.980087,0.424311,0.223643,-0.207012,-0.163193
0.565751,0.331411,0.242418,0.985699,-0.642281
0.046194,0.559977,1.205826,0.814211,-1.137344
0.597463,-0.747149,1.016908,1.37027,-0.113653
-0.328531,-0.390676,1.260594,-0.044045,0.977119
0.552558,0.127595,-0.24504,0.161395,0.172993
-0.514553,-0.753113,1.261783,0.50185,-0.032668
-1.823818,-0.598241,-1.059027,0.167809,-0.339546
-0.988879,0.587721,-0.119156,-1.304495,0.486264
-0.412515,-0.023956,-0.621364,-0.545302,0.468788
-1.994738,-0.948938,0.437688,1.366443,0.065874
-1.714773,-1.470485,0.984685,0.171711,0.698753
-0.446087,0.324035,-0.997668,0.371079,0.04941
-1.321344,0.69635,-0.586677,0.444381,-1.02788
-0.855426,-1.121854,0.613577,0.090397,-0.260213
-2.244901,0.736996,-0.575329,-0.504845,-0.609105
-0.531672,0.073244,0.517888,0.363749,-0.402951
-0.846448,-0.972321,0.673474,-1.449253,-0.769243
0.115526,-0.093467,-0.759055,-0.519474,-1.108023
1.341903,0.919624,-1.291996,0.432774,-0.949259
-1.050486,-0.504712,0.953323,0.087819,-0.287935
-1.542855,0.664214,-0.551192,0.514122,-0.049663
1.087565,0.760394,-0.753737,-0.604876,-0.911173
0.440494,1.028742,-0.198432,-0.851651,-0.428161
0.51116,-0.318422,-0.657922,0.171127,-0.631032
-0.389719,-0.299975,-0.046721,0.357657,0.695022
-0.874097,0.788199,-0.422426,-1.722954,-0.927224
0.925444,-0.746912,-0.602568,-1.031144,0.138749
0.705616,0.418204,-0.647326,-0.661414,-0.815931
-1.347927,0.916122,-0.974065,-0.184699,-0.207284
-0.45022,1.010963,-0.327032,-0.764568,-0.275301
0.103058,0.535601,-0.441536,0.571121,-0.852207
-1.957726,1.128798,0.197061,0.366627,0.674924
-0.637505,-0.139485,-0.963821,0.395597,0.754637
1.077094,1.081174,-0.334965,0.415295,-0.582652
0.712723,1.243369,-0.835524,-0.29366,0.228708
-0.3444,-0.075262,-0.534225,-0.212379,-1.558772
-2.088198,-2.892004,0.219473,0.144047,0.326516
0.616627,-0.519727,-0.541796,-1.164027,0.144348
0.886506,-0.970459,0.986518,0.029411,0.068774
-0.074664,-0.832383,0.480417,-0.022593,0.627209
1.187341,-1.62625,-0.638234,0.519277,-0.183787
-1.134895,0.330759,-0.999791,-0.250148,-0.339501
-0.887695,0.054513,0.738018,0.685554,-0.383106
-0.884258,0.20728,0.319142,0.503311,0.303605
1.408608,0.101973,-1.47004,0.372019,-0.959116
1.287708,0.78274,-0.56308,-0.529331,0.27559
0.494545,-0.094008,-0.289185,0.319439,-1.293847
0.722604,-0.17197,0.436566,1.156493,0.159872
0.297228,-0.022972,-0.892376,-0.858326,-0.767692
0.318455,-0.005655,-0.145667,-0.686849,0.227471
1.37588,-1.046858,0.457846,0.84893,-0.892488
1.694899,-2.162611,1.675159,-0.315493,0.398628
0.265669,0.296822,0.106515,-0.72865,-0.03166
0.136495,-1.172007,-0.318785,0.199079,0.314683
-1.809944,0.701478,0.539846,1.06535,-1.271714
1.393046,3.132291,-0.756536,-0.188447,-0.811561
0.596177,-0.32091,-0.174456,0.825324,-0.186168
0.278769,2.182508,-0.937135,-0.148884,-1.746205
1.029975,-0.132709,0.550078,0.297542,-0.580797
1.010791,0.887542,-0.607134,-0.418184,0.754738
-1.25141,-0.468282,0.813684,0.315334,-0.57732
1.957904,-0.072779,-1.645321,-0.791971,-1.271092
1.259682,-0.166859,-0.28949,0.240876,-0.402583
-0.426417,1.124442,0.444197,0.786596,1.298515
-0.853106,-0.591805,0.79282,0.73963,0.371524
-0.305597,0.825094,0.331404,-0.586771,-0.948288
-1.728128,1.011754,0.942356,0.530684,1.135667
0.582849,0.299745,0.543773,0.560198,0.173383
-0.373013,0.978032,0.346991,0.858299,-0.949475
0.128482,1.523628,-0.71196,-0.705688,-0.079095
0.45836,1.172497,0.647263,1.035511,0.157053
-0.806095,0.630494,0.951257,0.52452,1.330183
0.382153,1.833884,-1.084788,0.5605,-0.994738
0.206169,0.575541,-0.991421,0.821114,0.169855
1.223449,1.217488,-0.832298,1.026756,-0.973322
1.399858,-0.914555,0.079855,0.447747,0.692735
0.808452,0.203784,0.914526,-1.092761,-0.533832
0.732921,-1.809252,0.57772,0.272378,-0.29932
-0.583575,-0.717096,0.04167,1.161893,-0.178694
0.556965,0.510064,-0.223027,-0.506875,0.472647
0.627741,0.125175,0.430558,0.105237,1.304257
1.094604,0.305926,-0.729316,0.250828,-0.082885
0.71856,1.453533,-0.987273,-1.570317,0.375724
-1.081071,-1.666105,1.046295,-0.326505,0.543314
-0.275717,-1.199233,0.252702,0.36835,-0.57033
-0.319583,-0.280984,1.137908,1.301784,-0.632182
-0.864187,-0.692584,0.514587,1.09879,-0.268783
-0.627785,1.476808,-1.158282,0.343331,-0.319975
0.317223,-0.863377,0.313627,-0.07566,-0.478886
-1.031702,0.59845,1.420193,0.277123,1.424123
0.148158,-0.175508,0.101561,-0.820214,-1.17128
0.227686,-1.449119,0.388636,0.23862,-0.113057
-1.175354,-1.127561,-0.641482,0.658787,-0.344526
-0.794843,0.314761,-0.627144,-0.407594,0.720488
-0.237103,1.153484,-0.399942,1.576343,0.197494
-0.000614,-0.671763,-0.000698,0.56388,-0.792643
-0.750387,1.629819,0.669262,1.111273,0.460216
1.340663,-0.292695,-0.212413,-0.882351,0.122002
-0.945645,0.38696,0.765043,0.633569,0.830226
-1.676001,-0.818189,1.36397,-0.015209,0.236312
2.27134,0.193455,0.076265,-0.711057,-0.150398
0.1293,-1.116512,0.275852,0.215045,0.863889
-0.569886,0.220811,0.171631,1.183033,0.315425
2.092621,0.605188,-0.964505,0.054597,0.494968
-1.194501,-0.164551,0.9347,0.538708,0.386537
0.308643,0.876852,-0.972631,-0.945697,-0.442635
-0.314996,0.761087,-0.3585,-1.28346,0.593836
-1.218029,2.377425,0.211968,-0.769053,0.057216
-0.203894,1.401631,-1.000036,-0.514202,-0.091725
0.900265,0.961335,-0.086599,0.185788,0.090687
0.093793,-1.676424,-0.42072,0.790947,0.596129
0.575594,-0.225875,-0.698504,0.469497,0.256889
-0.543875,-0.791272,-0.477981,-0.476191,0.691153
0.014182,-1.000232,-0.635856,1.538145,-0.027569
1.018133,-0.623691,-1.086286,-0.419708,-0.306422
-0.445684,-1.476814,0.423455,1.018472,0.324615
-0.194875,-1.024671,1.069933,-0.262638,0.758068
-0.270019,0.760631,-0.605795,-0.214067,-0.811237
2.421127,-0.126403,-1.184063,0.946394,0.745543
-0.320914,0.335995,-0.555781,0.40609,0.944808
-0.780833,-0.343905,0.985997,0.496403,-0.266658
-0.622561,1.946296,0.744058,0.752696,-0.298084
-1.148396,-0.370867,-0.316772,0.704213,0.742746
-2.019284,-0.770615,1.000186,-0.373821,0.697575
0.774233,-0.524385,0.615405,-0.746128,1.114287
0.006024,-0.382228,0.51395,-1.154669,0.200444
0.702301,-0.303441,-1.324172,-0.560751,-0.224601
1.195099,-1.593238,0.895898,-0.199395,1.031072
-0.104067,-0.000764,0.242164,-0.438802,1.501026
1.555957,-0.110052,0.410025,0.618475,-0.072884
0.137122,0.478097,0.83022,1.038961,1.014775
-1.358172,1.75394,-0.01412,-0.986592,0.730757
0.595779,-1.671232,0.253446,-0.111063,-1.474309
-0.671703,1.70865,-0.455498,-0.406922,-0.143161
-0.145701,2.116657,-0.618417,0.820412,-0.296945
0.146254,1.604296,-0.328856,0.050747,-0.666444
2.217898,0.01402,-0.500938,-1.056491,0.185428
-1.758987,-0.843121,1.004117,1.595513,0.061486
-0.933496,-0.755588,0.233549,-0.205394,0.726824
0.907107,-0.653523,0.020846,0.455259,-0.027122
-1.127788,1.136272,0.03764,-0.790333,-0.597169
-1.039898,0.30239,0.929717,0.283519,1.028861
1.356313,-0.517121,-0.768589,-0.611795,-0.44235
2.263996,-0.915865,-1.619718,-0.975523,-0.105564
-0.270176,-0.798251,-0.390018,-0.747899,0.368719
-0.122205,-0.139699,-0.002635,0.428125,0.515744
-0.311057,0.672425,1.034867,-0.396583,0.471524
-0.779944,-0.013004,1.469837,1.088603,0.681746
0.412955,0.215091,-1.278374,-0.057673,-0.427619
1.614667,0.892114,-0.230182,-1.324659,0.754167
0.023257,0.386533,0.286425,1.140512,-0.629953
-0.802979,0.287263,-1.060531,0.07688,-1.089109
-0.812638,0.104678,0.051152,-0.36534,-0.881302
0.085732,0.843803,-0.880958,0.029722,-1.426347
-0.055029,0.526112,-0.671714,-0.463676,-0.664956
-1.473217,-1.685377,1.502701,1.170206,-0.168198
-0.918055,-1.273694,0.948364,0.654065,1.074833
0.586898,-2.750415,0.444966,-0.88547,0.546251
