Burglary,Earthquake,Alarm,JohnCalls,Marycalls
0.348871,0.364369,-0.187211,-0.392842,0.128909
0.805735,-1.082343,-0.645861,0.033387,1.096971
-0.889066,-1.026136,-0.629318,-0.697952,-0.529061
-0.354961,0.873638,0.977337,0.284897,-1.03436
-2.788886,0.176702,-0.277721,-0.647995,-1.266741
0.986943,-0.016332,-1.37855,-0.65269,-0.627494
1.277839,0.612442,-0.174532,1.241711,0.589411
0.723973,0.427736,-0.176284,-0.749487,0.131379
-0.612623,-1.536837,-0.12991,-0.247276,-1.234961
1.365425,-0.37098,-0.426016,0.599253,-0.613468
0.122419,-0.433618,0.828475,1.375006,0.754912
0.79797,0.044559,0.144298,0.792661,-0.128782
0.740036,1.305452,-1.029281,-0.537635,-1.07847
-1.604629,-1.377775,0.116267,0.778975,-0.099407
0.694927,0.921999,-0.147297,0.736171,0.112871
0.245451,0.735662,-1.16305,-0.992801,-1.20164
1.641887,0.373644,0.236799,0.937357,0.966372
0.312985,0.176352,-0.518765,0.434113,-0.432218
0.20672,-0.818074,-1.041893,-0.213765,0.122417
-0.692736,0.356924,-0.880096,1.117876,-0.872307
-1.133943,-1.065532,0.805526,0.753527,0.32973
-1.497618,-1.307966,0.526519,0.643106,-0.68227
-2.368329,0.574663,0.925991,0.997871,0.246064
-0.245937,0.327647,1.061173,0.890029,-1.175209
-0.650035,-0.396899,0.116104,0.883623,-0.506583
-0.936606,-1.279492,-0.455125,0.460062,0.262668
0.365278,-0.130375,0.667265,0.388571,1.502321
1.293597,1.263905,0.768162,-0.305983,-0.888952
-0.437445,1.315928,1.1534,0.466782,0.286427
-2.660893,0.157852,1.137104,0.717593,-0.253491
0.652837,-1.600507,-0.784926,-0.134062,-0.668291
-0.873483,-0.552306,-0.594656,-0.252392,-1.144558
-0.287216,-1.923202,-0.779897,-0.222299,-0.392694
-0.679152,-0.386915,0.738066,0.539566,-0.207789
1.973813,0.807473,-0.736952,-1.148602,-0.386883
-0.010519,-0.543969,-1.36557,-0.792576,-0.192974
0.104251,-2.213742,-0.896492,0.284404,0.847808
0.064868,-1.582459,0.182032,0.732737,-0.400168
-1.160606,0.799475,1.078307,1.034827,0.883247
1.268853,0.917602,-0.460465,0.731524,0.116021
0.321407,-0.118554,-0.106642,-0.300775,-0.192254
-0.380889,-0.242677,-1.655281,-0.326113,-0.394311
-2.185007,-0.401762,0.608174,1.162041,0.509371
0.990787,-0.473264,-0.552582,-0.462819,0.275008
-0.58042,-0.652913,-0.30367,0.788804,-0.944276
0.121425,-0.121694,-1.20786,-0.680616,-0.376135
-1.338416,0.779383,1.159672,0.028927,-0.360876
0.841466,0.921166,0.453026,-0.383685,-0.250847
1.309386,0.355345,-0.285741,-0.050192,0.650793
1.076794,-0.089915,-0.462648,-0.443083,-0.799023
0.742486,-0.151336,-0.55436,-0.495797,0.137069
-2.688483,0.295532,0.951244,1.017966,-0.427636
-1.63393,1.867189,0.205662,0.21859,0.182002
-0.647042,0.63547,0.367943,0.613467,1.211983
0.901566,-0.101458,1.046806,0.40291,0.832458
0.748316,-0.995593,-0.767075,-0.495943,-0.224766
0.738888,0.247202,-0.108472,0.927921,0.298461
-0.6178,0.369689,0.933394,0.68749,0.389874
-0.726469,0.346678,1.047448,-0.201795,0.309919
0.063751,0.052205,0.46745,-0.40426,1.1941
-1.306011,-1.68534,-0.174842,-0.269887,-0.613914
-1.826266,1.562344,0.816203,0.581087,1.180578
-2.577989,-1.133647,0.434596,-0.01293,1.017993
-0.478499,0.732365,0.022425,-1.514219,-0.101311
0.866975,0.26831,0.068732,-1.193146,-0.608136
-0.811847,0.784233,0.424075,0.820132,0.239716
1.259974,0.421518,0.16974,0.671559,1.009902
-0.336102,0.203681,0.127147,1.066914,0.793014
-0.811777,0.253731,0.202187,-0.263306,-0.577158
-0.709363,-1.130465,0.044667,0.606005,-0.505857
-0.146841,-0.298004,-0.822541,-0.954377,-0.221624
-0.207415,-0.098951,-0.012754,-1.348175,0.130868
-0.397114,-1.000107,-0.045064,0.702974,-1.329844
-0.349128,1.192718,1.670024,1.383098,1.103977
-0.124385,-0.500672,0.992046,0.365066,0.89419
-0.329255,3.797167,1.058433,0.655492,1.027934
1.89489,-0.257866,-0.85238,0.835663,-0.894608
0.472705,-0.169588,0.18042,-0.531722,1.092012
-0.646291,1.055398,1.305454,0.73837,0.806969
0.50314,1.14074,0.405591,-0.502072,-0.633782
-0.314511,-0.522272,-0.545344,-0.354891,-1.130128
0.247181,-1.033083,-0.473654,0.050445,-1.019551
-0.242228,0.620971,1.603992,0.045942,0.641295
0.645071,1.021376,1.447067,0.67234,0.724053
-0.226906,-0.348975,-0.405595,-0.207782,0.199314
-2.16207,0.770586,0.77216,-0.479695,0.048995
-0.158752,0.255282,0.515538,0.216737,0.766103
-0.392972,-0.718549,-0.669403,-0.117682,0.081176
-0.797183,-0.073233,-0.513961,0.360091,-0.502823
0.277679,0.241199,0.414952,0.048588,0.108119
-0.150845,0.39178,-0.016536,-0.613369,0.094794
-1.140353,0.802577,0.867356,1.08248,0.756287
-0.224272,-1.004333,-1.329592,-0.147005,-0.426554
0.932366,0.883482,0.068076,0.630915,-0.299574
-1.036185,0.703149,0.140135,-0.015604,-0.321172
0.308419,-0.529766,-0.329545,-1.253578,0.986274
-0.189042,1.269021,0.996106,-0.502815,-0.746004
0.887187,-0.161786,-0.36249,-0.008626,-0.664138
-0.947207,-1.829879,-1.032293,-0.586584,-0.640399
0.776026,-0.706931,-1.138525,-0.572938,0.252744
1.076835,2.096016,0.520521,0.912939,0.313893
-0.760139,0.401396,0.647662,0.64707,-0.711857
-0.059383,-0.984503,-0.858831,-0.759007,-1.282123
-0.048041,-2.660416,-0.344349,0.279754,-0.152227
-0.103748,0.86088,-0.261592,0.538228,-0.927379
-1.208122,-0.073847,0.148603,1.03312,-0.485283
0.151361,0.538968,1.154745,0.801253,-0.046971
-0.424535,-0.355094,0.53267,0.194356,1.067788
-0.195825,-0.187193,-0.480182,-0.654054,-1.089882
0.176022,-0.006375,-0.544307,0.493583,-0.435125
0.01575,0.205133,1.005169,0.128756,0.091949
1.263597,-1.511738,-1.203764,-0.318096,-1.076758
-0.071618,-0.680489,0.456839,0.473037,-0.658602
-0.662774,0.840725,-1.116621,-0.330884,0.447932
-1.248256,-0.01016,0.501438,0.06542,0.943576
1.343661,-0.563174,-0.322286,-0.697407,0.652798
-0.895329,0.565274,0.942983,1.24678,-0.250814
-0.610312,-0.237933,-0.032978,0.773068,0.556915
0.073026,1.001241,0.568842,0.752615,0.53401
0.117825,0.756269,0.273475,0.47523,0.941531
0.600099,1.04904,0.659507,0.822189,1.367912
0.560753,1.207933,1.200484,0.794102,-0.656975
-0.290278,-1.923466,-1.21435,-1.26611,-1.572418
-0.207645,1.146571,0.155815,-0.112562,0.55605
1.251194,0.236703,0.951632,-0.696198,1.270471
-0.72663,-0.436449,-0.737364,-1.256909,-0.715876
-0.205788,-0.130029,0.086586,-0.41763,1.171889
0.730485,0.380519,-0.05564,0.649134,-0.400511
0.081087,-1.698315,0.384938,1.039875,0.00627
0.796461,0.012044,0.088239,-0.68011,0.49383
0.316907,1.354284,0.903815,0.715125,0.794597
0.37207,-1.312361,-0.24098,-0.401855,-0.913038
1.168417,0.009728,-0.938604,-0.857815,0.717591
-1.754427,-0.29816,-0.063166,-0.447955,-0.542622
1.469704,-0.11321,-0.795854,-0.696097,-0.104962
1.202963,0.161657,-0.793133,0.066882,0.401935
-0.848493,-1.417222,0.596214,0.955537,0.630851
-0.575938,0.813844,0.534064,-1.503384,-0.309968
1.442197,0.122083,0.114786,-0.801889,0.262202
0.057386,-1.930345,-0.460616,-1.054205,0.902784
0.812495,0.204747,-0.809288,0.139181,0.027267
-0.885375,0.072564,0.851499,1.495476,1.194024
-0.548259,0.52226,0.157303,0.996224,-0.088735
1.931392,2.241487,-0.662965,-0.638266,-0.360884
0.44357,-0.013604,0.046732,0.67798,-0.857726
-0.174479,-0.555932,-0.294637,0.173751,-1.005958
0.340793,0.16802,0.100657,0.411937,0.276883
1.022102,0.448635,-1.451986,-0.335129,-1.090354
0.493162,0.089602,0.765059,1.418171,1.336842
-0.809551,0.153703,-0.179554,-0.532555,0.534828
0.874245,-0.155468,-0.518755,-0.925158,-0.256917
0.054813,-1.703493,-0.590485,0.507633,0.179798
0.645184,0.452416,-0.361554,-0.467844,0.115105
1.078315,-0.341254,-0.086612,0.260216,0.900111
0.276769,0.261498,-0.139845,-0.304303,-0.056523
-3.099681,0.546643,0.275421,0.217371,0.447837
0.392741,0.05014,0.111933,-0.294366,-0.394539
1.035998,0.155488,-0.22694,-0.899082,-0.092811
0.760841,-1.749994,-0.919452,0.614776,-1.707673
-1.290522,0.773933,-0.039093,0.582242,0.341875
-1.320244,-0.745445,0.064785,0.799465,-0.382523
-1.350965,0.692885,0.690192,1.0087,0.625534
-0.480452,-0.417625,-0.375062,-1.67445,-1.545936
-0.316251,0.882711,0.923534,-0.024384,0.263615
0.818722,0.905365,-0.279087,0.795721,-0.332253
-0.115297,-1.714874,-0.341172,-0.691429,1.002035
0.329823,-0.329529,-0.144678,1.080748,-1.204766
-0.612596,0.026473,0.379339,-0.478795,0.084334
-0.043566,0.933328,0.510644,0.648647,0.028172
-0.304795,-0.130373,0.434301,0.510081,0.033202
0.416644,-0.044761,-0.236778,-0.197683,0.083868
-1.570531,1.075994,1.006372,0.618739,1.001645
-1.868697,-0.288962,0.660803,0.166539,0.688899
0.880675,0.014891,-0.33086,0.232876,0.781219
-2.051916,-0.336076,0.093129,-0.559299,0.152133
0.912007,-1.11734,-0.818516,-0.392305,-0.954174
0.484542,-0.20076,-1.068136,-0.46313,-0.663596
-0.535803,0.677072,1.146846,0.670031,0.42724
1.730019,0.233157,-0.72946,-0.141028,0.355341
1.021014,0.924692,-0.727239,-0.133195,-0.736773
-0.946277,-0.070453,0.922284,0.556372,0.743578
0.795076,-0.507703,0.204325,0.06487,-0.784767
0.432905,0.714446,0.585325,1.354772,0.305797
-1.319991,-0.328525,1.175804,0.489112,0.951768
0.506239,0.174393,-0.872064,0.336744,-0.770746
-0.400577,0.167677,-0.769496,0.454463,-0.693324
-1.088107,-0.667159,-0.787438,-0.157656,-0.761517
-0.657174,-0.914336,-0.701734,-0.719232,0.282423
-0.771718,0.556873,-0.268416,-0.743247,-0.683355
-1.003874,-0.013249,0.108015,0.400405,0.84437
0.318026,-0.74201,-0.152594,0.907808,-0.781738
0.654811,1.91098,1.043679,0.736714,-0.174721
0.392545,1.149827,0.505395,0.337771,1.259982
1.13215,0.008889,-0.405931,1.013106,-1.083904
-0.53878,0.744026,-0.083278,-0.048001,0.668603
1.490592,-0.722438,-0.472475,-0.811923,-0.610165
0.194809,0.614939,-1.135151,-1.157998,-0.782953
0.279557,-0.059649,-0.567924,-1.121934,-1.316448
0.721872,-0.328869,-0.663774,-0.92186,-0.959573
-0.363367,-1.142967,-0.876545,1.081798,-0.219376
0.313959,-0.891107,-0.367637,-1.026302,-0.882933
-0.557338,0.135336,1.386902,0.557342,0.858458
0.569945,-0.82294,-0.886651,-1.096519,-0.338462
-0.532113,-1.573043,-0.057145,-0.42601,0.303698
-1.450337,0.837741,0.898869,0.531218,1.189083
-1.035197,2.000805,0.85262,-0.353163,0.81086
-0.185041,-0.814029,-0.764613,-1.221314,0.354045
-0.834699,0.289642,-0.366013,0.113233,0.42059
2.670818,-0.490395,-1.458985,-0.262622,-1.153103
1.008429,-0.408224,-0.947934,-0.59033,-0.613911
0.904423,-0.303778,0.244219,0.722541,0.988561
-1.064504,0.947567,0.131405,0.559989,-0.36973
0.886458,-1.610423,-0.237954,0.685156,-0.572718
-0.699208,-1.05665,0.050077,-0.038016,1.229191
-1.146044,0.359508,0.08909,-0.317908,-0.017231
-1.572207,0.172997,1.096907,0.794922,0.441328
2.068975,0.898483,-0.511783,0.64112,0.651292
1.201917,0.831946,-0.240824,-0.339208,-0.104913
0.815497,-2.181432,-0.776035,-0.481152,-0.678765
0.300091,0.574364,0.649992,-0.00806,0.24784
-0.150346,0.391593,-0.318795,-0.676972,-0.081242
0.175561,0.697242,-0.231648,-0.019393,-0.330258
1.651194,-0.292819,-0.72316,-0.973119,-1.123216
0.23863,1.110567,0.40588,0.977593,1.209908
-1.272522,-0.24495,0.20778,-0.778281,1.083091
-0.152955,-1.884459,0.783003,1.309553,1.301838
-1.274984,0.083075,0.507226,1.019623,0.7363
0.84422,-1.256593,-0.352389,0.3713,0.619396
-0.340932,-0.333915,0.660372,0.071746,0.435788
0.987349,0.032498,-1.163572,0.676672,-0.646741
-0.712408,-0.854228,0.355799,0.583302,0.29222
0.426442,0.439565,0.658646,-0.411344,0.469936
0.57241,-0.410432,-0.474065,-0.267741,0.298741
-0.174157,-0.168025,-0.295416,-0.334705,0.332629
0.575577,-0.481135,0.768348,-0.461038,0.503985
-0.479758,-1.000971,0.799785,0.195594,1.331696
-0.837183,0.41007,0.817339,1.1444,-0.282472
-0.341121,0.151092,-0.217947,1.182412,-0.750511
0.817992,1.158899,-0.417473,-0.4803,-0.993605
1.733053,0.886827,0.562986,0.754242,0.793724
-0.577608,-1.202264,0.031053,-0.325182,-0.167389
-1.513105,0.329025,0.381595,-1.070559,0.421224
-0.74534,0.18487,0.3199,0.351899,0.070439
0.496835,-1.462561,-1.33396,-1.159648,-0.304887
1.14761,0.262481,-0.934118,-0.54272,0.180234
2.656366,1.56413,0.76387,-0.244472,0.432226
-1.822867,-0.440515,-0.526633,-0.620098,-1.124849
2.374785,0.865239,-0.211973,0.112534,-0.384472
-0.435083,-0.465447,-0.18347,1.250791,-0.278572
0.120944,0.656217,0.568052,0.452624,-0.238449
0.210034,0.335609,0.05354,-0.199194,0.80412
-0.685852,-0.393924,0.727729,1.503197,0.973353
-0.581176,-0.772314,-0.806727,-1.192983,-0.214654
0.077561,-0.681526,-0.144753,-0.463914,-0.860292
-0.555558,-0.338919,-0.259141,0.302469,-0.177131
0.996906,1.433829,-0.19487,0.144579,0.540645
2.401765,0.498383,-0.64428,-0.573834,0.446604
-0.37457,0.394272,-0.447921,0.613049,-0.448534
-0.759141,0.049394,-0.890684,-0.631215,0.197815
1.056267,-0.852908,0.001657,0.451493,-0.558174
-0.425718,0.223567,-0.083329,0.848813,0.045263
-0.126503,0.844718,0.910969,0.904051,1.444379
0.130792,1.088989,0.720852,0.721668,-1.582278
-0.678382,-0.514778,0.488701,0.708737,-0.397752
0.754433,1.164493,0.835007,-0.250867,0.671966
-0.591321,-1.047793,0.204396,0.674451,-0.211476
-0.230348,0.993729,-1.162546,0.234093,-0.270327
0.760698,-0.095922,-0.342612,-0.072628,0.932427
-0.610124,1.380738,0.553765,-0.270841,-1.372769
-1.147518,0.170139,-0.638139,-0.581612,-1.303748
-0.092184,-0.866383,-0.911441,-0.592614,-1.213912
-0.354632,0.610774,-0.161081,0.78673,0.163647
0.629786,-0.40345,1.083472,-0.379559,0.147655
0.123751,0.356338,0.498274,1.353811,-0.114753
0.510421,-1.069624,-0.650201,-0.932357,-0.778122
0.108834,0.069251,-0.472996,0.939904,0.393514
0.625259,0.610613,-0.819354,0.118866,-0.195088
0.641056,-1.065644,-0.813884,-1.594228,-0.533158
-0.199088,1.361154,0.758338,-0.025929,0.509475
-0.567835,-1.27555,-0.608319,-0.95442,-0.499521
-0.94204,0.362014,0.631217,0.402039,0.173348
0.682657,-0.497449,-0.642531,-0.637926,0.096396
0.871901,0.402344,-1.147022,-1.374342,-1.135417
1.213173,-0.993624,-1.237179,-0.719122,-0.581341
0.031015,0.757968,0.040781,-0.504408,-0.464345
0.078202,1.078918,0.71727,0.301481,1.327007
-1.094091,-1.271803,-1.113521,0.166573,0.927818
-0.799435,-0.447966,0.343772,1.100878,1.119556
0.987284,-1.438393,-1.020546,-0.393294,-0.826908
1.43234,1.063737,1.346108,0.686466,0.937228
1.246055,-0.449053,-1.108269,-0.006673,-0.684768
-0.006368,-0.109531,-1.006744,-0.098052,-0.151206
-0.381542,0.040572,-0.508423,-0.908552,-0.786519
-0.702792,-1.968843,0.61416,-0.261338,0.599662
0.165181,-1.406982,-0.824585,-0.510592,-1.002434
1.750201,1.211501,-0.471134,-1.063856,0.322604
0.731556,0.981154,0.643005,0.755833,0.083247
-0.575067,-0.409309,0.490243,0.389046,0.269168
0.500185,0.374797,0.170937,-1.596183,0.706895
-2.317312,0.977816,1.544141,0.793977,0.356787
-2.952983,0.80447,1.071539,0.099812,0.335842
1.040168,1.193889,0.39604,0.47472,-0.00802
-1.477294,-0.29015,0.070732,0.888952,-0.102702
0.331153,0.064611,0.16457,0.273294,-0.850782
0.582083,-0.376029,-0.335866,-0.498164,0.839366
1.45951,0.340343,-1.305693,-0.914344,-1.044767
0.322553,0.676569,0.592292,0.278638,1.380507
1.021811,-1.732352,-0.911496,-1.366161,0.141457
-1.217852,-0.949525,1.256061,1.087282,0.948335
0.581839,1.805775,0.087363,-0.287566,0.645512
-1.225967,-1.871442,-0.577969,0.561241,-0.387956
-0.574248,0.860739,0.222128,-1.658562,-0.119562
-1.221636,-0.086906,0.793695,1.598276,0.297152
-0.127244,-0.548915,1.124842,0.65942,0.448009
-0.841355,-1.09502,0.546468,1.430344,0.503005
-0.253499,-0.009006,0.797613,0.421753,-0.851394
-0.5789,-0.193109,0.578031,0.784828,0.477403
-0.819123,-0.624334,0.601654,0.447491,-0.059778
-1.80356,-0.478912,1.725537,0.808098,0.83323
-0.50971,-0.955369,1.155848,-0.440584,0.515295
0.76226,0.560741,1.701792,0.227115,0.665955
0.760195,0.822532,0.849075,0.147229,-0.790821
0.346257,0.519228,-0.542258,0.476271,0.362531
1.171477,0.556721,0.195103,0.205317,0.335941
0.271443,1.069826,-0.17817,-0.819539,-0.320644
-0.059528,0.336629,-0.489277,1.02323,0.676859
0.059877,0.008088,-0.817866,1.220778,-0.041356
0.757186,-1.889312,-1.0889,-0.702047,-0.630136
