smoker,pollution,cancer,xray,dyspnoea
0.789854,1.042991,0.658514,0.375984,-0.278447
-0.416499,1.209538,1.215448,-0.263209,1.564387
-0.096422,-1.689151,0.025844,-0.779671,0.946372
-1.802977,-1.446312,-0.011788,0.708486,0.133287
-0.501432,0.73082,1.026874,-0.091305,0.285472
-0.277258,-1.903969,-1.140542,0.418826,-0.738254
0.935241,0.944843,1.130799,-0.410248,-0.750102
-0.042178,0.003168,-0.421257,0.739888,-0.801808
-0.8755,0.099173,0.375357,0.082756,0.550063
2.113093,1.441057,0.958245,-0.498722,0.65924
-0.415004,0.230705,0.309882,-0.507359,-0.674173
1.778075,0.260846,0.834341,0.944044,1.094691
0.070317,-1.923312,-0.932051,0.139515,-0.769106
0.73199,-0.346324,-0.950259,-0.746736,0.032034
-0.237454,-0.183602,-0.106694,0.151121,-0.035113
2.077596,-0.892481,-0.741865,1.132389,-0.24043
-1.048098,-0.900105,-0.469032,0.079391,1.020601
-0.256876,-0.728077,0.449061,-1.291564,0.753184
-0.537215,0.196637,0.468791,0.602391,0.965431
-1.512559,-0.772756,-1.049049,0.180374,-0.330069
-0.250746,-0.618884,-0.091928,-0.415172,0.40944
-0.480587,-1.921071,-1.3643,-0.684783,-0.437869
0.317038,-1.383825,0.609192,-0.900332,0.12182
0.732586,-1.040299,-1.242502,-0.005809,-0.360259
-0.615501,-1.386513,-0.517896,0.491944,-0.150877
-0.175927,-0.646243,1.103563,-1.272409,1.036378
1.088038,-1.172942,-0.989495,1.067529,1.098075
-0.790583,0.571674,1.071573,0.303857,0.233825
0.23139,-0.904178,-0.618325,0.452571,-0.59331
1.173888,-1.281449,-0.931616,-1.085971,-0.09114
0.424641,-0.591508,0.427141,-0.621755,0.564106
0.704759,-0.02846,0.622574,0.239045,0.371089
0.469088,-0.76746,0.056611,0.348538,-1.504101
-0.933847,0.870815,-1.039829,-0.30752,-0.760545
-1.193696,-0.296296,-1.110264,0.192246,-0.903592
0.177559,-1.121451,-0.940181,1.036251,-1.470048
0.426878,-0.05489,0.196768,-0.875891,0.510873
-0.496906,1.136285,0.419605,0.209662,1.016872
0.039103,0.123707,0.065593,-0.546506,-0.149213
-0.701987,-0.729172,0.158571,0.459025,1.345481
1.53478,0.230001,0.892541,-0.037633,-0.727771
0.946352,1.730953,1.490004,-1.248232,0.021936
0.406417,-1.03706,0.297597,-0.371953,0.403635
0.12105,-0.674206,-0.786762,0.521021,-0.765409
-0.501532,-0.168012,-0.400323,-1.118416,0.668419
-1.341424,0.861386,-0.703338,-0.621883,0.163283
-0.363977,-1.141692,-0.702715,-0.190464,-0.471367
0.720085,-1.049225,-0.551461,-0.430015,0.810415
1.703738,-0.694195,-0.504559,-0.045547,-0.19656
0.787003,1.545057,1.010256,-0.328745,0.634013
-0.570493,-0.834599,-1.064433,0.255702,-0.014471
0.113291,-0.490015,-1.34789,0.658918,0.752894
-0.648045,-1.507674,-1.412041,0.955872,0.545886
0.061406,-1.556657,-1.006028,0.649277,-0.693301
0.695116,-0.502448,-1.753063,1.078147,-0.63984
-0.35027,0.070396,-0.384137,0.636393,0.616005
1.217649,0.226632,0.652311,-0.530692,1.426057
-0.984969,-0.56929,-1.257832,0.635909,1.170853
-1.381794,0.550796,-0.36103,0.040362,0.280627
-0.287965,1.006501,0.995874,0.45778,1.08081
-1.139072,1.11709,0.831667,-1.24722,1.371259
-1.271249,1.640132,1.106467,-1.557993,0.418611
-0.104217,-1.073754,-0.478314,-0.014915,-0.468688
-1.736924,-0.495358,-1.18898,0.419841,-0.576678
-0.781253,-1.299517,0.16733,-0.851381,-0.400905
0.99782,0.405846,0.618167,0.991704,0.26113
-1.984808,-0.37215,-1.409004,0.862089,-0.349751
0.814187,-1.348013,-0.776462,0.558061,-0.083783
-0.330855,1.137744,0.939886,0.703002,1.273946
-0.576564,0.568012,0.482717,-0.67704,0.570923
0.161153,-0.182299,0.263651,1.091786,0.871858
0.243213,-0.25502,1.005844,0.102563,-0.28472
0.355105,-1.797898,-0.709509,0.952389,0.658507
0.22883,0.634146,0.443159,-0.20949,0.365784
-0.359892,-0.018953,0.159092,0.614146,-0.60456
1.063637,0.581384,0.932551,0.045415,-1.058264
-0.608612,-0.545604,0.724678,-0.758815,0.976641
-1.074831,0.116925,-0.006757,0.215638,0.336054
-0.494944,-0.784942,-0.715954,-0.397019,-0.095264
0.496814,0.098612,0.30691,0.79092,1.143838
-0.884075,-1.479925,-1.430957,0.285919,0.691122
-1.097651,-1.04414,-0.787574,0.731076,0.70173
1.030504,1.676473,1.238383,-0.713102,-0.053143
0.987678,-0.544174,0.045668,-0.573082,0.098598
-0.721057,0.15235,-0.382652,0.518205,-0.230469
-0.129002,0.312018,0.059433,-0.275539,0.955076
-0.265865,0.168863,0.459656,0.747887,-0.551454
-1.446777,-0.316426,-0.294455,0.109426,-0.187894
-1.323668,-1.698859,-1.014472,0.705873,-0.618114
-0.531706,-0.989545,-0.993511,-0.004295,-0.70094
0.415492,-0.2167,-0.263293,0.838359,-0.903425
-0.246697,0.436324,0.365639,-0.332911,-0.339025
-0.354765,1.102668,0.550917,-0.679265,0.275913
-0.398779,-2.361465,-1.393485,0.725938,0.080965
1.499414,-0.327309,0.982641,-0.016173,-1.213121
-0.916712,1.296085,-0.133308,0.984242,0.563394
-0.668518,-0.07555,-1.019443,-0.748194,1.011727
0.73854,0.171031,0.992881,-0.692003,-0.135256
-0.042688,0.593454,0.243568,-1.070176,-0.787441
-0.244068,-0.633608,-1.572282,0.643561,-0.484655
0.337249,0.688444,0.046033,0.164297,0.600144
-1.431305,0.234009,-0.667436,-0.462984,0.485091
-0.670895,-0.481341,-1.265488,0.736615,-0.824607
0.680888,-0.113812,0.325745,-0.004787,0.043154
-0.236034,-0.869261,-0.257655,-0.811404,-0.918279
-0.632013,1.415515,0.009848,-0.35892,1.061413
-0.385021,0.205156,0.173456,-0.477061,0.466136
0.182303,1.792136,0.950515,0.318348,0.81527
-0.990713,-0.180628,-0.978658,1.12207,1.271972
1.974378,0.553541,0.932306,1.245231,0.641944
-0.605623,-0.565382,-0.27295,1.019996,-0.187325
-1.008408,1.640452,1.105008,0.533787,0.833651
-1.07122,-0.288147,-0.107022,0.74667,-1.306667
-1.65328,-2.693831,-0.881414,0.655627,0.056214
1.089905,0.095199,0.666758,1.287176,1.09823
1.084719,0.095309,0.283005,-0.638795,-0.740072
2.93611,-0.139725,0.44145,-0.088115,0.494721
-1.893913,1.162774,-0.072173,0.630127,-1.209116
0.81668,0.956509,1.196164,-0.902783,-0.339828
1.522142,-0.199061,1.003767,0.905191,0.719007
-2.151881,0.538492,0.226985,-0.330727,0.084417
-1.375211,0.755562,-0.213468,0.108744,-0.54825
-0.7249,-0.372465,-0.221553,0.536604,-0.900612
-0.956616,-0.374354,-0.403282,-0.365549,0.416687
0.83539,0.807333,0.614349,-0.640245,-1.068963
0.200224,-1.735683,-0.495144,-0.529025,0.494786
0.033032,0.859407,0.783615,-0.157523,0.823055
-1.177234,0.308898,0.607385,1.352594,0.60588
1.342255,0.029616,0.921624,0.223224,-0.77695
0.005721,-0.718831,-0.180854,-0.89573,1.35551
-1.025489,-1.94522,-0.750855,0.883023,0.565141
2.073125,1.836314,1.194077,0.164562,1.162252
-0.700655,0.648556,-0.556323,0.179372,0.584378
1.559394,-1.964709,-0.412212,1.250217,-0.140487
-0.412593,-1.634814,-0.148805,-1.165297,-0.692264
-0.607036,-0.606781,-1.017304,0.334356,-1.177822
-0.384291,-0.779667,-0.494106,0.03126,-0.465346
0.725762,-0.562443,0.124154,0.835044,0.778736
-1.490968,1.111685,-0.594379,-0.59761,0.228843
-1.695944,-0.697986,-0.861415,0.512854,-0.841643
-1.235959,-0.106253,0.92242,0.28439,0.708413
0.098915,2.136766,1.311079,0.214927,-0.432359
-1.366243,-1.140902,-0.959549,0.838,-0.716484
1.182908,-0.597889,-1.18861,1.124952,0.226195
1.17456,0.361132,0.210275,0.185179,-0.814274
-1.081656,0.184641,-0.380087,-0.165419,-1.259971
0.217146,0.808204,0.76203,0.655293,1.011138
-1.681994,-0.079748,-0.463035,0.784605,0.233789
0.364555,-1.805635,1.173843,0.149374,0.011747
-3.598749,-0.146484,-1.08897,0.873549,0.393126
-0.042962,-0.240045,0.304514,-0.146212,-0.436132
-0.71891,0.286982,-0.89643,1.094092,-0.853324
0.316518,-1.177809,-0.812095,1.173908,-0.714839
-0.270693,-1.181257,-0.859655,-1.144036,0.064537
0.268012,-0.72708,-0.671527,0.432082,0.775286
-0.009268,-0.739853,0.07017,0.437325,0.726971
0.100407,0.05536,0.505958,-0.789901,0.997131
1.258224,1.281372,1.062713,0.05408,0.763013
-0.090929,-1.090799,-0.79846,0.996536,0.024693
0.529214,0.405058,0.219463,0.198043,0.130286
2.322445,-0.819175,0.608758,-0.066192,1.316236
1.522108,0.145035,-0.504611,1.01462,0.103669
0.775192,-0.802204,-1.036863,-0.002515,0.533751
0.014991,-0.122492,-0.376101,0.477089,-0.784262
1.110808,0.205486,-0.061644,0.111449,-0.288072
0.17782,-0.143642,0.96174,0.036224,1.241749
-1.094118,-0.303757,-0.677194,0.96602,-0.623711
0.585893,-0.280392,0.373661,-0.545664,-0.752477
-0.730146,0.350666,-0.02039,0.147014,-0.294887
-0.502034,1.693368,0.499712,0.043311,0.48561
-0.752107,-0.441194,-1.307852,0.829846,-0.387939
-0.373947,-0.635419,0.290331,-0.41982,-0.022485
0.981084,2.688036,1.24275,-0.931492,0.3133
0.560922,-0.767438,0.594646,-0.581691,1.424301
0.991489,-0.810347,0.439388,0.124084,0.088078
0.258139,0.646794,-0.412678,-0.407459,0.710686
0.224158,-1.758246,-0.807471,-0.569451,-0.382896
0.092115,1.587097,1.378214,-0.900948,1.101594
-0.859347,0.785219,0.847894,-0.241729,0.126439
0.257828,0.513068,0.153722,-0.351259,1.193415
-0.74304,-0.54324,-0.822063,-0.833364,-0.825655
1.769208,-0.475916,0.365371,0.83669,-0.913953
0.383992,1.074204,0.395731,-0.74978,0.490502
0.663976,1.779526,1.472239,-0.559551,0.563983
2.003048,1.68495,0.868406,-0.128228,0.443602
-0.474606,-1.115125,-0.338791,0.560602,0.233965
0.56803,0.189102,0.169166,0.081416,-0.597208
0.847294,0.474513,-0.015481,0.53273,0.456974
-1.028852,0.217364,-1.03678,1.233814,-0.920046
-0.330353,-0.144057,-0.585476,0.683501,-0.265859
-0.971516,1.84329,0.194894,0.742574,0.623637
-0.242819,-0.348364,0.866629,0.627254,0.05784
1.064461,0.076244,0.039488,0.240875,0.041681
0.049477,-1.07122,-0.2816,-0.376531,-1.426216
-1.093794,-0.676716,-0.163531,1.073677,0.585338
-0.536625,-1.657743,-0.17284,-0.20621,-0.073353
-0.6145,1.184241,0.81929,-0.17816,-0.120372
-0.801627,0.491475,0.3153,1.404861,0.191823
1.47906,0.049438,0.882846,-0.144471,0.541596
-0.278007,-2.001733,-1.099941,0.573595,0.631383
-1.07808,0.354505,-0.160899,-0.335645,-0.003614
0.277011,0.349509,0.641759,-0.36234,0.203788
1.411188,0.423251,1.298522,0.962707,1.037837
1.144028,1.735467,0.85835,-0.780109,-0.73078
0.888924,1.465562,0.185368,-0.269935,0.015224
-1.966344,2.844433,0.357696,0.008959,0.212322
-0.674767,0.405036,0.307033,-0.029228,0.896217
0.097385,0.644153,-0.364905,-0.265247,-0.70249
-0.053725,-0.091166,-0.895277,0.573093,0.451753
-1.481526,-0.404304,-0.655003,0.818824,-1.231109
2.328573,-0.386668,1.204374,-1.152259,1.267713
-0.147139,1.328342,0.347144,-0.492654,-0.360621
-0.373394,-0.969847,-0.736079,0.049801,-0.448055
-0.598847,-0.574469,-0.431257,0.628157,0.518587
-2.271528,-1.975389,-1.729033,1.632996,-0.660595
-1.651746,1.30051,-0.521476,-0.790348,0.864953
-0.20598,-0.028618,-0.102029,0.469064,1.392812
0.276933,0.133022,0.952049,-0.197349,1.590957
-0.272252,2.402311,1.157628,-0.460231,0.248769
0.338801,1.06639,0.360861,-0.304871,0.056549
0.991986,1.090046,0.473001,1.178105,-0.614932
-0.974878,-0.030614,-1.055407,1.388536,-1.146584
0.34502,-0.111689,-0.553436,-0.943316,-0.490024
-1.120796,-0.389736,-0.894438,0.732383,0.900691
1.582029,-0.343199,1.184419,-1.00576,0.105934
-0.14016,-0.118749,-0.851358,1.047368,0.020138
-0.373406,-1.071585,-0.917307,0.276271,0.065869
-0.100348,1.854742,0.774823,0.703301,0.813521
0.712237,0.335661,-0.248554,-0.440401,0.122456
-1.254634,0.795227,-0.70416,0.197083,-0.295844
-0.398953,1.699252,0.547737,-1.394808,1.291484
0.393614,0.796386,0.586987,-0.584857,-0.316372
0.93576,0.22449,0.768298,-0.232581,0.912718
0.625333,1.513752,0.155065,1.071533,-0.831758
-0.997674,0.365538,-0.942808,0.479151,-1.035894
-0.787127,0.417257,-0.74133,-0.313562,-0.390134
-0.750448,0.432099,0.245095,-0.519795,-0.496472
-1.058373,-0.26912,-0.95136,-0.05375,-1.207357
1.444969,1.40681,0.664849,0.523082,-0.504487
-2.359068,0.427305,-0.082239,0.062692,1.283814
-0.406102,0.530503,0.886644,-0.620762,0.016445
-0.432565,1.993487,0.81254,-0.362087,0.885085
-0.578804,-0.318002,-0.077321,0.749792,-0.706795
-0.094443,0.374586,0.452541,0.114474,-0.3974
2.556316,-0.075312,0.611706,-0.743152,-0.107975
-0.579041,-2.085985,-0.615874,0.0875,0.369032
-0.533633,0.53584,0.134396,-0.244782,0.028913
-1.265425,-1.022455,-0.887731,0.86868,1.301267
-1.449223,0.008122,-1.290106,-0.332362,-0.371155
1.826088,0.151311,0.538892,0.301468,0.311595
-1.450582,-0.673117,-0.912994,-0.457527,-0.744328
0.227358,-0.084991,0.369047,-0.081653,0.907427
0.354318,1.687288,0.611116,-1.212127,-0.597181
0.050173,-0.617491,-1.034804,-0.078095,-0.539754
0.389446,-0.682228,-0.908033,1.042534,0.171282
-0.856093,1.217031,0.923765,-1.039189,0.573484
-0.208704,0.990096,-0.589646,-0.436476,-0.672825
-1.909206,1.381653,-0.111807,0.864997,0.910512
0.779275,0.277138,-0.5728,-0.043502,0.454717
-0.458422,0.552904,-0.077399,-0.281787,-0.653632
-0.808626,0.359225,0.1655,0.698902,-0.804194
0.669803,-1.891588,-0.407193,-0.793498,1.174321
-0.331137,-1.513185,-0.790448,-0.47755,-0.993615
1.091545,0.617294,0.828306,-1.017773,0.388921
1.528164,0.644402,1.217329,-0.108633,0.681538
-0.422585,-0.578078,-0.611896,0.556287,0.152065
-0.782947,1.647256,0.752165,-0.78201,1.224692
0.827507,0.918727,0.287132,-0.357153,-0.612189
1.115313,-0.026576,-0.324029,-0.760147,-0.669936
-0.372936,-0.465271,-0.034368,-0.940692,0.753887
-0.781939,0.64902,0.564283,0.333681,-0.912722
-1.403872,-0.050817,-0.739251,0.058654,-0.433984
-1.334314,-0.330061,-0.847333,0.723981,0.351982
1.404921,-0.397233,1.118479,-1.100723,-0.07168
-0.822769,-0.029785,1.138503,-0.338653,0.70163
1.249275,0.393897,0.406434,-0.087284,-0.42575
-1.781092,-1.771383,-0.597213,0.944551,-0.432145
0.523223,0.567263,-0.227714,-0.277905,-0.004355
-0.936466,0.090204,0.193915,0.112571,0.230535
-0.214061,-0.322606,-0.740028,0.716652,-1.201881
-0.256217,-0.510524,-0.197657,-0.138727,0.026616
-1.19659,-0.633246,-0.603268,-0.269934,0.645881
-1.020715,1.950769,0.188302,-0.168497,0.787962
0.666503,0.12858,0.590438,0.257438,-0.136655
0.576606,1.007572,0.336206,0.242939,-0.871034
0.020155,0.125613,0.353229,0.890526,0.499061
-1.229843,0.429576,-0.920366,0.628459,-0.493483
-0.074246,0.125235,-0.063642,-1.464648,0.388085
1.701363,1.362054,0.35487,0.188672,0.315026
0.516167,0.686445,0.404989,-0.349979,-0.659539
1.678458,-1.33626,0.777349,-0.874316,0.213468
0.401073,1.655255,0.462305,0.606091,0.736062
0.177585,0.287227,-0.193863,-0.328251,0.623571
-1.632062,0.815497,-1.072394,0.772525,-1.128598
2.057605,-0.998741,0.044876,0.610583,-0.615482
-0.246289,-1.026416,-0.548143,1.643872,-0.574164
-0.129232,0.228995,-0.032804,1.086782,0.617919
0.726425,-0.988818,-0.139027,-0.636967,-0.234309
-1.024777,-0.241918,-0.145059,-0.560187,-0.750654
0.152857,0.050754,0.354762,-1.12033,0.015021
1.532072,-0.683147,0.350018,0.236162,-0.436731
-0.988572,-0.17606,-0.174704,0.208702,0.811847
0.505571,-0.607987,-0.567913,-0.612635,-0.800494
0.151891,-0.911878,-1.134269,-1.052025,-0.312766
0.664437,-0.639395,0.603081,1.021153,-0.426793
-0.149074,0.337296,-0.077061,0.833457,-0.553092
-0.427426,-0.468881,0.305835,0.843415,-0.25631
0.345422,1.676142,-0.117491,-0.405659,0.568444
-0.385093,0.77241,-0.017526,-0.608414,0.828658
1.621276,1.334139,0.821656,0.027879,0.106968
-0.750286,-0.196859,0.287458,0.432195,-0.606407
0.827235,-0.343753,-0.607633,-0.264668,-0.529249
0.537485,-0.07284,-0.2401,-0.621871,0.546236
0.208479,0.480003,1.013551,-0.837286,0.595385
2.053703,0.579366,-0.061231,0.78045,-0.68876
0.047622,-0.600807,0.43651,-1.045826,0.083094
-0.023812,1.675826,0.751824,-1.278787,1.030262
-1.57024,-2.700043,-1.242291,0.502648,0.357956
-0.706845,0.821785,-0.934402,1.015857,-0.751636
-0.813149,-0.460529,1.007591,-1.4978,1.320678
-0.211335,-0.811972,-1.041507,0.439691,0.621226
-0.128399,-0.703625,-0.771637,-0.644448,-0.552554
-2.512297,-0.756016,-0.663713,0.800524,0.341749
0.843091,-0.179453,0.997968,-0.9606,0.70261
-0.338577,0.410331,0.672574,0.138454,-0.462218
0.872778,1.519066,0.747487,-0.134753,0.379423
-0.353407,-1.179041,-1.063469,0.635679,0.263907
0.462704,0.350701,0.664146,0.072348,1.259777
-0.16614,-1.342148,-1.090101,-0.043741,-0.558623
0.473922,2.022418,0.557426,0.814983,0.4317
-0.627584,1.2709,0.590696,-0.085368,0.182184
0.091219,1.598145,-0.683193,0.831228,-0.89422
1.900698,-0.203527,1.16654,-1.016669,-0.65892
-0.106946,0.280342,-0.479795,1.04431,0.04379
-0.312546,-0.650989,-0.086883,-0.1367,-0.085681
0.220279,0.921684,0.607735,-0.182463,-0.231563
0.311043,0.059235,0.208766,0.364672,0.614515
-0.017355,-1.219671,-0.678034,0.120725,-0.975762
-0.83976,-0.946876,-0.579168,0.930758,-0.698439
0.797387,0.499309,-0.232763,0.023592,-1.247804
0.0709,-0.572653,-0.893402,-0.407171,-0.838188
0.747952,0.452346,0.361265,0.180088,-1.015043
1.646063,0.584036,1.232549,-0.909675,0.579801
0.261022,0.507878,0.633432,0.255904,-0.379266
0.035538,-0.539471,0.076215,0.269527,-1.246348
0.10854,0.027828,0.498171,-1.050102,0.922744
-0.297264,-1.105387,0.583878,-0.254707,1.321023
-0.068706,-0.783242,-1.174463,1.043183,0.25044
0.767797,0.008274,0.932209,-0.52295,-1.065715
-0.200026,0.262705,0.276697,0.117967,0.369855
0.724596,0.930848,1.031175,0.248069,0.741315
0.756765,0.064514,0.070501,-0.995115,-0.455544
-1.278299,-1.177137,-0.516338,-1.15639,0.535174
-0.123971,0.254246,0.921398,-0.833569,-0.504766
-2.214408,0.451166,1.143973,-0.474178,1.145272
2.570016,1.596928,1.18083,-0.122163,0.04839
0.853828,0.562968,-0.223655,-1.294586,-0.703964
-0.319463,-0.636719,-0.781167,0.545102,-0.245573
0.721171,0.226103,0.552786,-0.715105,-1.02567
-0.161606,0.303118,0.18079,0.317322,0.66745
3.412812,-0.836166,0.693488,-0.593983,0.784074
-1.581111,-0.629355,-0.850998,0.487068,-0.63288
0.606333,-1.420306,-0.700542,0.276412,1.480566
