smoker,pollution,cancer,xray,dyspnoea
1.073645,-0.081228,0.356966,-0.151254,0.215061
-0.491763,1.568316,0.140556,-0.901772,0.392505
0.353939,-0.341586,-0.018013,-0.539536,-0.761141
-0.290122,1.99751,-0.281198,-0.996361,-0.678197
1.218904,-0.182464,0.611473,0.509701,1.522405
-0.765768,0.43014,-0.305239,0.204582,-0.220178
0.185689,2.121939,0.852196,0.687318,0.621357
-0.561787,0.562346,-0.486475,0.863333,-0.689022
0.9738,-1.085403,-0.042424,0.654049,-0.023703
0.139142,-0.616619,-0.004712,-0.6802,-0.928845
0.861594,0.135233,0.692348,0.987136,0.078665
0.473787,-1.680231,-0.192426,-0.723213,0.405776
-0.053323,0.170707,-0.036326,0.12817,0.471747
-0.676993,0.861398,0.449835,-0.085929,-0.349473
-0.674367,-1.620587,-0.733493,-0.798359,-0.212284
-0.961395,0.278663,0.261354,-0.26353,-0.143097
-2.171531,0.094772,-0.872245,-1.063319,-1.005556
0.347457,0.047613,0.961497,0.621619,0.35883
2.78474,-0.983863,-0.08744,0.545548,0.145907
-0.24754,0.625444,1.113431,1.141078,-0.360285
0.117689,-0.052108,0.674612,-0.224369,0.145794
2.45641,-0.415534,0.554883,-0.546523,0.581207
1.551572,-0.870305,-0.165694,0.83382,-0.367959
0.50212,-0.560813,-0.868855,-0.383987,0.103183
0.920558,-1.143436,-0.165373,-0.186424,-0.383554
1.659601,-0.944717,0.991105,0.533325,0.709193
-0.383292,0.129414,1.092093,1.34025,0.590857
0.727182,0.181385,0.759887,0.425462,1.286328
-0.815315,-1.510473,-0.600873,-0.951245,-1.334508
0.599734,-0.954357,-0.96068,-1.354952,-0.439627
-0.30325,0.638439,-0.732324,-0.773932,-0.197709
0.323982,0.652249,0.258316,-0.727532,-0.277075
0.390846,2.223754,1.171613,0.437605,0.230523
0.673568,-0.169134,-0.367538,0.281063,1.048888
-1.244181,0.075399,-1.093589,-0.004037,-1.08165
-1.346966,0.145698,-0.489628,-0.918241,-0.436464
1.385878,-1.006677,0.192457,-0.18747,1.184865
1.635991,-0.201608,-0.579039,0.762864,0.130794
-0.478806,0.799176,1.46549,1.060638,1.273637
0.543044,-1.930723,-0.32315,-0.753849,0.736165
0.600087,-0.5053,0.439293,-0.261683,1.187294
1.052482,-0.797461,-0.233787,-0.43197,-0.82334
0.078196,0.106999,-0.3131,-0.235479,0.820514
0.149505,0.886685,0.264621,0.847926,-0.623884
-1.542696,0.610791,0.249787,0.494499,0.357365
-0.694057,-0.262167,0.601932,0.901431,0.063397
-1.336544,-0.77638,-0.121914,1.060198,-0.605312
0.136124,-0.181,0.022095,-0.539333,-0.935477
2.238674,-0.182384,1.024807,1.132513,0.480512
2.191319,-1.465639,-0.595283,-1.137554,-1.01002
0.941902,0.586464,-0.119066,-0.357638,0.354341
-0.381243,0.381676,0.135335,0.235776,-0.008952
-0.459389,-1.33352,-0.705556,0.465578,0.225114
0.147805,-0.454721,-0.918825,-1.193243,-0.048565
-2.84228,0.521123,-0.628866,-0.383866,-0.875088
-0.894333,-0.208578,0.500145,0.916697,-0.73949
0.952152,-1.191678,-0.168346,0.982065,0.013657
0.638562,0.680953,1.163859,1.111335,0.809654
0.28693,-0.285345,-0.327492,-0.813426,-0.845752
0.608993,0.602617,0.361387,0.316994,0.549427
-1.437935,1.323231,0.958783,0.589706,-0.405245
0.442079,0.837795,-0.786761,0.540859,-0.423168
-0.657357,-0.86506,-1.194856,-1.608632,-1.334993
2.358951,1.195635,0.717067,-0.314161,0.344203
-1.003691,-0.394622,-1.253888,-0.576933,-0.834657
-0.746172,-0.374163,0.081891,-0.116518,0.348263
-0.20107,0.303728,0.167962,-0.73101,-0.675006
0.559498,-1.908249,-0.496524,0.530208,-0.774335
-0.258222,-0.599345,-1.014509,-0.950383,-1.424406
1.196955,-0.883313,-0.258102,-0.844724,0.309164
0.20098,-0.39174,-0.449126,0.86341,-0.601389
-0.934211,1.195228,0.420992,0.394252,-0.19929
-0.273019,0.857323,1.015476,0.121028,1.485187
1.31611,0.701723,0.426971,0.920914,0.267117
-0.415128,-0.032383,-0.123925,0.266081,-0.742664
-0.573909,1.205674,-1.149942,-0.750792,-0.98427
-0.573883,1.281345,-0.679246,-0.325502,-0.479376
-0.545802,0.471972,0.133172,-0.250631,-0.708527
-1.518315,1.09448,-0.840556,-0.554372,-0.313026
0.275321,-0.587468,-0.149283,0.224383,-0.323367
0.537073,1.438573,0.73592,1.104877,-1.224635
1.202476,1.06336,-0.883831,-0.74234,-0.247107
-0.498601,0.022683,-0.236438,-0.649992,0.395324
0.982187,0.071942,-0.5828,-0.34119,-1.106224
0.907815,-0.556549,-0.657522,-0.787418,-1.053697
-0.316068,-2.346644,-1.051667,-1.139878,-0.295042
-1.242242,-0.314114,-0.247883,-0.25659,0.670736
0.380181,-0.526388,-0.358204,0.042137,0.767494
-0.027801,-0.435018,1.206002,0.774548,0.443022
1.219788,2.347483,1.402762,0.895275,0.344033
-0.406126,-0.959782,-0.403319,-0.077336,0.31528
1.503123,-0.689112,0.365651,-0.0394,0.661811
0.568028,0.752465,0.95288,0.030133,0.098827
-1.074178,0.168351,0.435866,1.101004,0.674237
-0.394116,-1.816012,-1.016312,-0.899097,-1.147707
-0.037309,1.46668,0.112294,1.286628,-0.837417
-0.459318,0.822572,0.210006,-0.05666,-0.552913
0.761005,1.234643,1.689346,0.985632,1.19489
-0.61381,0.052597,-0.087715,0.846303,0.859547
-0.12573,0.30821,-1.0731,-0.327409,-0.362663
0.372558,2.147273,-0.597398,-0.662715,-0.557183
1.260294,-0.004894,0.762771,1.251948,1.039616
-0.972114,-0.814569,-0.642961,0.086665,-0.480712
1.333167,1.658451,-0.23631,-0.531148,-0.071514
-0.83254,1.356312,0.0387,0.012484,-0.235977
-0.452387,-0.532642,-1.916478,-1.549712,-0.693573
0.806532,-0.053752,0.399127,-0.444875,-0.925677
0.755792,0.588824,1.212586,0.590325,1.703074
1.323476,0.061961,-0.000692,0.223714,-0.442625
-0.304649,-3.293636,-0.613554,-1.334907,0.123701
0.191556,1.20183,0.671996,-0.108531,-0.69204
-0.147907,-1.401142,-0.502445,-0.220506,0.943726
0.747931,1.026153,0.581271,0.154299,-0.265071
0.494279,-2.046159,-1.200394,-0.456765,-1.266829
0.103373,-0.188898,-0.599568,-0.82639,-0.904009
-0.252608,1.119598,0.709458,1.21667,0.950384
-1.511574,-2.284485,-0.607374,0.103625,-0.458917
-1.157844,-1.381858,-0.928007,-1.043452,-0.540165
0.978505,-0.309123,0.315284,0.364088,1.188552
0.245706,0.743373,-0.783274,-0.360727,-0.323825
0.528391,0.970055,0.907367,0.638177,0.586333
-0.495755,-1.831292,-1.064772,-0.714087,-0.84091
0.258287,-0.873528,-1.478487,-0.885052,0.095966
0.330718,-0.837027,-0.727839,-0.262014,0.147016
1.736579,0.12647,0.622047,0.259501,-0.986438
0.48041,1.281553,0.429896,0.806872,-0.331524
-1.195267,0.097412,-0.170016,-1.800915,0.590022
0.46641,-0.776101,0.307144,0.636685,0.734644
0.38114,-1.132484,-0.571154,0.881744,-0.330634
2.221638,0.233666,-0.568462,0.399568,-0.510365
1.553968,-0.739899,0.122877,1.106083,0.107129
0.908174,1.311089,0.691772,1.114937,0.871938
0.620662,0.009182,-0.500993,0.985487,0.284374
0.450903,1.865197,0.008752,-0.297346,0.185232
0.83215,1.080049,1.01551,0.346262,-0.243331
-0.036554,0.044044,-0.805242,-0.217006,0.850446
1.270623,-3.142531,-0.696188,-0.473575,0.50776
0.084799,0.15394,-1.399967,-1.223029,-0.303139
-0.454946,0.304361,1.089121,0.575773,0.42452
1.749071,-0.562568,0.388028,1.464054,0.561419
0.916586,1.980807,-0.490237,0.00375,0.254807
0.584897,-1.492339,-1.319488,0.102812,-0.739319
-0.003583,0.836525,0.153308,-0.07316,0.479831
-1.726986,0.70477,-0.036202,-0.013361,-0.278351
0.815359,-0.231509,-0.459975,0.072787,-0.48121
0.625363,0.530457,-0.417676,-0.371388,0.008925
-0.910443,1.601486,-0.054715,0.550757,-0.963239
-0.885759,0.588556,-0.971219,-0.221482,-0.426735
-0.805452,-0.94238,0.042516,-0.344773,0.69276
-0.660835,0.084224,-0.776626,-0.271061,-1.277695
-0.312701,-0.360192,0.310758,-0.393519,0.960878
-0.581986,1.582288,0.982224,0.998022,1.016493
0.639218,-1.384767,0.107302,-0.397873,1.084431
0.964009,0.065885,0.877878,0.819117,-0.115813
0.115938,-1.697767,-1.783063,-0.599306,-0.357863
0.538849,1.396041,0.753761,-0.163705,0.029526
-0.288074,0.500437,0.531812,-0.111354,0.086656
0.912688,-0.509143,-1.015224,-0.538228,-0.356024
-0.607251,-0.547545,-0.229806,-0.571649,-1.413738
0.613705,2.247595,0.721811,1.050311,0.703603
0.954976,0.177911,0.533853,0.10668,0.896739
-0.154158,0.706454,-0.364386,-0.988631,0.169021
-0.666264,0.478477,-1.12492,1.243668,0.161074
-1.600928,0.759197,-0.160586,-0.0129,0.851421
-0.218673,-0.168946,-0.067178,0.073838,0.979778
1.630584,1.244748,-0.101866,-0.15848,-0.72536
0.06822,-0.486858,0.567259,0.571069,0.839805
0.561105,-1.349424,-1.063378,-0.477969,-1.310089
-1.164233,-0.81037,-0.707879,-0.061541,-0.531139
0.146548,-0.164935,-0.046679,0.405443,-0.653664
0.436959,-1.444777,-0.90838,-1.108663,-0.248394
-0.376771,1.300821,0.983041,-0.96837,0.785821
0.287412,0.354664,0.487475,0.592382,0.793086
-0.142598,-0.919376,0.441685,0.815641,0.105775
-1.083823,1.097129,0.370212,0.741905,-0.269284
-0.009651,-1.520361,0.893218,-0.28223,-0.027259
1.728524,-1.001831,0.037036,-0.866743,-1.00808
-0.035884,-0.309471,-0.532659,-0.939268,-0.627034
1.380985,-0.36037,-0.300229,-0.113404,-0.117838
0.158042,1.221556,0.808432,0.371667,1.077193
0.427824,-0.771179,-0.855995,-0.902825,-0.184265
0.348935,-2.019599,-0.272672,0.323077,-1.052167
-1.286074,0.865741,-0.072103,-1.421447,-0.16655
-0.803689,-0.313132,0.452094,0.53502,1.146661
0.367324,-1.426987,-1.087935,-0.087342,-0.118474
-0.626489,-1.832063,-0.108689,-0.774241,0.453689
2.233835,0.843086,0.62197,-1.029132,0.640204
-0.117876,-0.767787,-1.20811,-0.730422,0.170114
1.411189,-1.720707,0.014435,-0.471555,1.247265
-1.628164,0.353952,1.089713,0.505726,0.654159
0.131697,0.438666,-0.167164,0.025205,-0.303577
-0.580682,-0.622692,-0.854874,-1.132365,0.149546
0.574573,-0.916712,-0.117,0.963199,1.278234
0.473074,-0.761759,0.401616,0.275554,0.964414
-0.481152,0.13773,0.428059,-0.449987,0.359798
-0.182491,-0.324227,-1.283042,-0.911867,-0.456835
-0.856901,-1.515666,-0.945775,-1.302136,-0.535922
-0.906082,-0.857209,0.305419,-0.024383,-0.559277
0.884599,0.298869,0.188698,0.972248,-0.615707
0.495961,1.951043,1.66367,0.88366,0.396659
-0.721491,1.85872,1.274157,0.068683,1.068677
0.214552,-1.192477,0.296314,0.692668,0.061957
-0.872746,-0.832073,-0.585416,-0.662138,0.889789
0.24537,-0.809785,-0.686386,-0.699389,-0.592795
-1.021527,-2.360817,-1.247909,-1.433706,-0.470469
0.0787,1.683931,0.350633,0.982035,-0.14333
-0.55633,-0.791138,-0.581043,-0.815527,-0.341452
-0.220995,-0.675943,-0.450299,0.195125,-1.323777
0.663255,-0.531883,-0.21805,0.494625,0.117438
-0.168221,1.463647,0.709248,-0.942331,1.147292
-1.470539,-0.775229,-0.159491,-0.416562,0.14502
0.215148,-0.066241,0.414187,0.401242,0.27396
1.318408,-0.14301,-0.989014,-0.710589,-0.869493
-1.075664,-0.042758,0.488938,-1.074956,-0.258119
-1.577893,-0.026571,0.247475,-0.126117,-0.017089
0.450729,0.800779,0.236073,-1.175706,-0.276371
1.812752,-1.495668,-0.063209,-0.56161,0.335231
-0.736035,0.74877,1.050235,0.4227,0.851786
0.351727,0.381053,0.857386,0.756022,1.25317
1.539971,-1.785208,-0.988941,-0.690704,0.18148
1.306044,0.20673,0.828828,1.210603,0.637437
-0.225376,-0.265007,-1.75151,-0.468846,-0.929722
-0.048541,-0.681176,0.988263,-0.233155,0.106999
-2.141376,-1.165323,-0.731675,0.177459,0.766832
-1.216657,-1.412881,0.371108,-0.881864,1.337437
-0.702732,0.531896,0.611864,-0.601098,0.371439
-1.072025,-0.108221,1.581958,-0.179495,0.975968
1.46679,1.21964,1.100829,0.403056,1.211967
-0.725927,0.753522,0.056528,-0.071439,-0.513201
0.246965,1.601533,0.474741,-0.880093,0.757929
-0.449397,2.898468,1.049401,0.408041,-0.123608
-0.968191,0.857396,0.606956,-0.545793,-0.375288
-1.058914,-0.533057,-0.939485,-0.691943,-0.730937
-0.589612,0.053496,-1.036159,-0.286438,-0.476705
-1.172158,-0.009578,0.41192,0.784688,-0.605509
0.68396,-0.01904,0.576112,0.265352,0.39853
-1.645291,0.194539,0.308668,-0.894132,-0.118932
0.383211,0.150104,-1.123307,-0.872496,-1.050497
1.017869,-0.229915,0.911733,0.120099,0.436914
1.091069,0.758024,0.078983,0.992141,0.618576
-1.077958,-0.042461,-0.496593,-1.206763,-0.435582
-2.089325,-0.638883,-0.709123,-0.716497,1.049396
-1.278387,-1.358482,-0.743826,-0.260245,-0.177732
-0.393486,1.143352,0.325821,0.676514,1.022197
1.44434,-0.101737,1.534509,0.857436,0.383648
0.418294,0.037458,0.566244,0.088842,0.199199
1.613269,0.108771,0.399052,0.748513,0.061392
-0.88894,-0.040005,-0.123784,-0.90926,0.213767
-0.699579,-1.32679,-0.581818,-0.238996,-1.27869
-2.44866,1.773472,1.052002,0.352698,-0.476807
0.248671,1.251088,0.857951,0.585313,0.985775
-0.70675,0.174087,-0.405259,-0.425826,0.788572
-1.12999,0.3763,0.260984,0.593744,-0.52811
0.610126,-0.209199,0.587918,-0.326196,0.795351
-0.743946,0.774085,-0.417407,-0.757689,-1.340721
0.328509,0.020047,0.232524,0.069454,1.089559
1.031005,-2.484539,-1.076156,-1.031226,-0.032513
-0.21456,-1.356242,-0.768462,-0.70845,-0.784539
1.453497,-0.236752,1.274227,0.903384,0.485045
-0.369742,0.241623,0.246075,1.040584,0.299475
1.091814,-0.422557,0.118151,-0.943683,-0.025509
1.150823,0.404519,1.263227,0.286499,0.782176
-0.101801,2.498102,0.162218,-0.296915,0.677103
0.345505,-0.256146,0.402025,0.847289,-0.436453
-0.388723,1.597868,0.928598,0.925053,-0.518829
1.465281,-0.819238,-0.031848,-0.160515,0.00054
-0.239629,1.153516,0.800983,0.598115,-0.496091
0.338628,-2.23022,-0.542906,-0.882191,-0.584928
0.852374,0.399336,0.636142,0.813152,1.063585
-0.514241,0.266045,-0.15038,0.529056,0.198424
-1.867231,0.505517,0.098354,0.411615,-1.219139
-0.0549,-0.458824,-0.964156,-0.097027,-0.871825
-2.263364,-1.709064,-0.843851,-0.131041,-0.862195
1.480266,1.325427,1.462258,0.834973,0.459281
-0.058306,0.728162,1.225018,0.146578,-0.404765
1.261627,-0.701197,-0.493228,-0.305178,-0.413772
0.604575,-0.725462,-0.872424,-1.021634,0.785813
-0.57572,-0.88073,-1.033855,-1.477668,-0.826858
1.313338,-0.247039,0.650002,0.596534,0.977845
0.168333,1.657103,0.414376,0.006992,-0.9111
0.958102,-0.173742,0.146405,-0.395832,-0.328756
0.100894,-1.002759,-0.842384,0.064661,-0.856614
-1.217471,0.330477,-1.328433,-0.980847,0.776825
-0.317352,0.666765,0.369329,-0.420471,1.049002
-1.565323,-0.403021,-0.468596,0.684604,-0.563575
-0.855475,-0.075498,-0.434955,0.541497,1.031511
-0.88319,-1.437449,-1.431447,-1.0673,-1.420064
0.260086,2.869811,0.559348,-0.96481,0.50916
-1.066696,-0.371766,1.073554,0.950885,0.678987
-0.08566,0.714045,0.004681,0.4437,0.322629
-0.202845,-0.660699,-1.174349,-0.870449,-0.455823
-2.053399,1.118514,-0.447412,-0.874199,0.331397
0.268821,0.968225,0.516772,-0.441226,0.123819
-0.314554,0.076699,0.558996,0.894308,1.050529
-1.994812,1.113244,0.583856,0.434755,-0.044657
-0.969747,-0.883972,-1.003863,-0.378452,-0.63195
0.302678,-0.651816,-0.605788,-0.27302,0.242231
-1.169032,0.293019,-0.825361,-0.778944,-0.821315
0.059144,1.209264,0.250392,0.287749,-0.141625
0.020613,0.069225,0.557656,1.182391,1.33413
-2.090952,-0.090919,-0.414903,-0.694394,-0.69753
0.559755,-1.373309,-1.263928,-0.151793,-1.301249
-0.89938,-0.351048,-0.333502,0.066127,-0.805928
0.63702,0.774355,1.267718,1.535808,0.497452
2.663501,-0.667411,-0.352326,-0.160714,-0.059264
0.161207,0.707505,-0.570339,0.418845,-0.471473
0.842141,0.981768,0.41559,-0.153659,-0.207893
1.105187,0.877909,0.30504,0.58027,0.835725
0.150826,0.369968,1.02396,0.392418,0.461661
-0.469888,-0.047514,-0.119233,-1.028119,0.355297
0.533365,-0.415762,0.32111,0.36858,0.014848
-1.186302,-0.266196,-0.244355,-0.850797,0.321542
1.848139,-0.497012,0.042017,-0.768092,0.715449
1.088306,0.543063,-0.782627,-0.912813,-0.151156
-1.571789,1.048659,1.203164,0.967238,1.380207
-0.028652,0.457049,0.670164,0.289239,0.582377
0.867475,-0.068767,-0.052845,-0.97664,0.90614
1.928251,-0.805322,-1.381934,-0.307534,-0.743669
-0.616482,1.729778,-1.037127,-1.286727,-1.056658
1.362301,-0.417998,0.932271,-0.188575,0.116129
1.096143,0.908544,0.964808,1.039425,0.930009
0.487276,-0.941039,-0.708897,-0.326956,0.904048
2.130565,-1.889639,-0.507959,-0.742848,0.561357
-0.506356,-0.227563,-0.87211,-1.535842,-0.698619
1.99907,-1.027595,0.944932,0.280986,0.761008
-2.602561,0.794299,-0.711985,-1.031224,0.636085
-2.00712,-0.160607,-0.586723,-0.320971,0.595165
-1.030102,0.62048,0.087988,0.760389,-0.935008
0.240673,-0.353313,-0.847369,0.044845,-0.892157
-0.256966,0.855224,0.903725,0.606953,0.541392
0.661062,1.036743,0.438825,-0.137458,0.87269
0.234248,0.51926,0.856286,0.340901,0.396545
0.674651,0.221943,0.696784,1.016584,1.18445
1.274777,0.954605,0.596984,0.107412,0.71106
-1.485374,2.514582,0.665076,-0.259292,0.277486
-0.685511,-0.590355,-0.61715,-1.216215,-0.058272
0.016707,-1.039494,-0.807756,-0.383479,-0.232988
0.997684,-0.480494,0.58198,0.985202,0.016894
-0.711427,0.322399,0.241565,-0.526978,-0.512512
1.471073,0.927861,0.912037,1.143746,0.867331
-0.981489,-1.096313,0.020855,1.031648,-1.27638
0.307007,0.068882,-0.265104,-0.776443,0.320922
1.075786,0.774046,0.261788,0.338041,0.01555
-0.231137,0.001764,-0.594245,-0.646049,0.468841
-0.064168,-0.313803,1.046769,0.698245,0.600824
0.882225,0.477419,-0.691802,-0.500461,-0.777411
-0.266844,-0.301244,-0.530558,-0.514378,-0.600414
-1.93518,-0.317382,-0.665806,-0.351274,-0.999076
0.165411,-0.482076,0.524644,0.478289,-0.446043
-0.598595,0.604738,-0.028534,0.707964,-0.515501
0.748355,-1.252576,-1.256692,-0.205633,-0.251711
1.809899,0.237615,-0.121134,0.036247,-0.417988
0.354534,1.461562,1.019036,0.78423,0.694962
0.167389,-0.281532,-0.483841,0.899371,-0.831011
-0.209508,1.574568,0.598892,-0.563643,0.265462
0.999792,-0.62735,0.472245,-0.164466,1.077294
2.294491,0.305686,0.613063,0.176915,0.899747
1.267437,0.163183,0.523508,0.296604,-0.458479
-1.906615,1.288375,-0.066754,-0.599324,0.197258
0.872441,0.761282,0.424838,0.489371,-0.187241
-2.935497,-0.276484,-0.608639,0.694398,-0.705927
-1.220946,-0.906931,-0.059953,-1.251249,0.387425
-1.087204,-1.783961,-0.578305,-0.183286,1.489628
0.478044,-1.710153,-0.568513,0.474387,-0.308476
0.817723,0.351951,0.440125,0.822663,0.494638
0.072765,-1.570914,-1.015904,0.849204,-0.44035
1.78899,-0.857583,0.293133,-0.544221,-0.098981
-1.081053,-1.112882,-0.590962,-0.536287,0.127585
-0.69552,-0.494089,0.362523,1.519945,0.897548
1.989884,0.372684,0.109703,-0.933284,-0.333732
0.285476,-0.851466,-0.172476,0.264478,1.182294
0.333421,-1.064801,-0.314923,-0.719715,-0.393904
-1.102125,0.697391,0.629775,0.026695,0.885229
1.008164,-1.483251,-1.098395,-1.389595,-0.336316
-1.321151,0.970947,0.555155,1.310075,-0.006407
-0.787851,-1.369484,-0.731123,0.53861,-4.8e-05
0.752066,-0.195222,0.356601,1.238742,-0.761096
-0.78853,-0.291294,0.581599,0.841929,0.075273
-1.565383,0.620461,0.382718,-0.103714,-0.856344
0.713715,-0.170007,0.714482,0.959026,0.340145
-0.622441,-1.133619,-0.27406,-0.925856,-0.67401
-0.348235,-0.87208,-0.870959,-0.320831,-0.181598
-0.408196,0.499881,-0.982936,-1.455547,0.313815
-0.034505,-0.643332,0.868852,0.910632,-0.429357
1.133262,1.064328,0.662296,0.663938,-0.18587
1.124793,-0.775882,0.185201,0.277545,1.116965
0.592224,0.719281,1.062839,-0.005821,0.035518
0.657112,-2.199826,-0.208435,-0.547668,-0.226332
-0.887775,-0.137144,0.407641,0.850155,1.714297
0.421053,0.092645,0.205205,-0.867255,1.382701
0.504125,-3.12492,-0.853005,0.700317,-1.061319
0.2393,-1.368837,-0.593027,-0.575758,-0.828036
-0.254837,-0.347813,-0.441007,-1.078871,-0.549443
-0.449805,1.39755,0.864919,0.384175,0.805568
0.408719,-0.91209,-1.030714,-0.365792,0.090263
1.234615,1.173391,0.650845,1.046036,0.877511
-0.020452,0.039419,0.664351,0.424461,0.827995
-0.412222,0.072767,0.019616,-0.829079,0.382604
-0.259015,0.69687,0.031338,1.07197,0.035667
2.484214,-0.113837,0.16101,0.500675,0.357591
1.066149,-1.529834,-0.324161,-0.619896,-1.102117
0.568469,1.030357,0.71415,0.316743,-0.091848
-0.715051,-0.620154,-0.145868,1.189811,0.059378
-0.165783,-1.199004,0.36888,0.138274,0.191586
-0.182377,1.173447,-0.102675,-0.460782,0.417686
1.211058,0.308168,1.142691,1.147792,-0.157286
-1.346983,0.162743,0.504223,0.806167,0.781032
1.230748,0.45942,0.206787,0.06207,-0.096978
0.360062,0.077636,-0.228497,0.103444,0.073642
0.447725,-0.96259,-0.578056,-0.478787,0.959946
-0.212346,-2.581192,-0.756134,-1.519675,0.593654
0.336816,0.367733,0.197971,-0.101736,-0.509464
0.718934,-0.482762,0.732232,0.167789,1.032758
0.431964,-0.154794,-0.428314,0.132587,-0.018982
0.554866,0.334844,-0.813541,0.487348,-0.080646
0.222867,0.964009,0.269918,-0.306346,-0.541943
-0.209723,0.264381,-0.031011,0.060259,1.074901
0.788704,-1.139012,-0.152114,0.076344,-0.508591
0.222529,-0.359371,0.000508,0.820146,-0.059723
1.03722,-1.837735,-0.08818,-0.348139,1.043966
-0.030396,-1.646946,-1.327135,-1.066887,-0.663197
-1.023136,-0.014804,-0.814132,-0.952112,-0.333913
0.727998,1.296098,1.000409,0.981913,0.050418
-1.237062,-0.781569,0.131932,-1.036855,1.161085
-0.908644,1.282118,0.509096,-0.814244,0.806483
-1.149998,0.268407,-1.328364,-0.362297,-0.749669
-0.484531,-0.252579,0.32221,-0.077352,0.838303
-2.395175,-0.121793,-0.218067,-0.574877,1.084175
1.137738,0.171923,0.045289,0.567503,0.095563
-0.972692,0.992516,0.093577,-0.649141,-0.179965
-1.221301,-0.73262,-0.77224,-0.348376,0.298926
-1.421342,-2.483005,-0.700102,-0.93062,-0.457092
0.381104,1.595154,1.241813,0.910631,-0.136535
1.119793,-2.122268,-0.918955,0.211526,-0.91988
1.047516,-0.322936,0.020436,-0.64054,-0.450118
-0.747748,-0.392598,0.151923,0.298378,0.387252
0.549259,0.187321,-0.872788,-0.804853,-1.135176
-0.282894,-0.521735,-1.08042,-0.318457,-0.098438
0.555793,-0.942337,-0.172355,1.274308,-1.091866
1.00079,1.34,0.483504,1.090643,0.268947
-1.073006,-0.364922,0.575573,1.003982,0.948432
0.57452,0.493504,0.801595,0.850932,1.577765
-1.539294,0.045078,0.520033,1.016882,-0.23677
-0.165343,-1.652421,-1.119958,0.824803,0.188878
0.580589,-0.111688,0.83087,0.896031,0.354166
1.907083,0.585989,1.225021,0.752115,0.310925
0.37851,0.595241,0.52143,0.329037,-0.965936
0.297648,-0.836323,0.211542,0.604062,-0.126757
-0.445255,-0.369603,0.209028,0.038791,0.108105
0.07603,1.636398,0.308753,0.317768,-0.939839
